Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           0.26,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,       11243.28,        6475.20,       94714.95,       18392.99,        6156.87,       27709.15,       46211.48,              0,              0,              0,              0,              0,              0,              0,              0,      111074.13,        1589.07,        3452.20,         797.98,         401.66,        1862.89,         162.36,        2169.99,        5083.63,         159.90,          89.72,         492.11,         400.29,         134.06,        2327.37,         126.94,         121.12,         481.79
         3,       16025.57,       16189.55,      205660.18,       30282.11,       11993.66,       19731.62,       48041.81,           0.63,              0,           0.16,           0.03,          26.29,              0,           0.07,           0.02,       72631.69,        1719.11,        4225.79,         809.00,         434.37,        2232.59,         169.52,        3215.48,        2861.15,         186.03,          46.19,         262.05,         501.77,         211.40,         948.56,         115.29,         111.70,         435.26
         4,       38544.95,       57133.71,      422843.16,       69336.86,       33507.71,       41869.66,      145203.09,           1.95,              0,           0.16,           0.04,          71.24,              0,           0.56,           0.35,       80002.94,        3335.46,        7860.40,        1498.55,         696.33,        3531.91,         311.61,        3550.18,        6504.55,         136.81,          51.63,         527.35,         242.62,         274.62,        1131.24,          63.51,          55.33,         265.37
         5,       42142.02,       68149.93,      398630.36,       59967.23,       35171.48,       38638.78,      114886.47,          16.43,              0,           2.17,           0.41,         132.40,              0,           1.45,           0.59,       18840.71,        2728.73,        6771.67,        1184.04,         541.96,        2982.16,          99.07,        2689.41,        6148.08,         143.60,          69.34,         501.57,         125.45,         255.14,        1198.00,          61.20,          53.56,         274.89
         6,       59220.76,       96804.63,      436939.67,       38395.11,       34525.85,       55904.27,      170745.79,         402.19,              0,          10.96,           2.76,         607.53,              0,          16.38,           3.79,       11835.51,        3804.23,        9767.37,        1740.71,         848.38,        4000.79,         123.68,        3124.59,        7463.18,         168.61,          76.17,         640.25,         183.85,         250.86,        1518.21,         109.30,          74.47,         328.68
         7,       65617.00,      101388.61,      433800.38,       26277.91,       41031.05,       57927.92,      164172.83,         285.15,              0,          71.62,           7.13,         316.45,              0,          89.62,          11.43,        9463.36,        4351.89,       11067.00,        1936.20,         967.00,        4408.68,         177.41,        4148.14,        7613.61,         225.22,          80.11,         638.99,         200.60,         143.47,        1297.22,          94.68,          59.54,         243.12
         8,       61998.08,       94713.02,      379662.55,       24083.70,       46931.82,       49228.79,      135375.02,        1576.77,              0,          99.11,           3.86,        1212.01,              0,         117.68,           6.45,        8203.34,        3548.84,        9485.11,        1716.22,         797.12,        3850.34,         205.49,        4602.64,        6522.99,         252.41,          61.75,         528.40,         273.49,         172.91,        1268.59,         124.71,          81.61,         306.03
         9,       66326.89,       88055.11,      329708.57,       23205.37,       37541.92,       49871.34,      126825.77,        1635.91,              0,         156.14,          10.89,        1261.45,              0,         190.15,          13.95,        8020.42,        3560.60,        9916.35,        1790.38,         809.70,        3882.79,         169.04,        4364.38,        5782.38,         229.76,          56.92,         466.60,         254.08,         142.99,        1158.62,         105.02,          70.03,         259.04
        10,       63728.79,       72257.66,      282810.36,       16903.59,       24050.86,       41406.57,      101856.02,        2312.35,              0,          88.84,           9.03,        2832.73,              0,         113.74,          16.46,        7446.23,        3757.73,        9971.32,        1842.46,         847.65,        3861.03,         189.90,        5017.90,        5823.51,         255.67,          64.00,         469.88,         276.02,         131.42,        1144.45,          96.49,          63.20,         234.75
        11,       63942.15,       58029.43,      247582.04,        9788.87,       17238.37,       37365.36,       90421.58,        1309.87,              0,          61.74,          21.31,        3450.49,              0,          84.09,          29.46,        6543.78,        3218.40,        8917.43,        1744.53,         772.42,        3513.91,         167.94,        4796.90,        5294.62,         271.27,          56.52,         429.74,         283.59,         120.27,        1079.93,          88.60,          59.13,         232.51
        12,       64925.94,       45970.89,      210386.55,        5275.48,       14683.50,       35495.65,       77158.82,        1383.59,              0,          43.53,          10.68,        6570.91,              0,          76.23,          20.92,        5908.16,        3125.34,        8114.17,        1631.50,         653.80,        3233.50,         153.47,        4536.66,        4669.30,         266.73,          55.37,         375.68,         320.37,         113.20,        1015.28,          83.49,          56.63,         217.74
        13,       63717.16,       37308.16,      178638.81,        4186.09,       10749.61,       33517.38,       66042.28,        1527.31,              0,         107.31,           6.04,        7125.69,              0,         135.01,          15.09,        4966.50,        2610.01,        7388.06,        1456.27,         585.22,        2864.13,         134.58,        4450.49,        4405.76,         238.74,          50.46,         355.25,         291.71,         106.91,         913.33,          83.05,          55.53,         209.34
        14,       63615.91,       28155.47,      152875.90,        3253.04,        8083.82,       30129.75,       57172.13,        1392.30,              0,         119.83,          32.24,        6331.24,              0,         173.36,          40.53,        4383.23,        2355.05,        6510.96,        1317.91,         483.57,        2528.81,         124.40,        4450.87,        4132.42,         242.18,          45.53,         322.38,         279.98,          95.96,         830.72,          68.41,          46.23,         180.75
        15,       66983.43,       22181.98,      134418.37,        2634.75,        6142.82,       37912.54,       61901.75,        1367.47,              0,         156.50,          47.98,        4931.73,              0,         171.26,          42.96,        3772.19,        2277.47,        6127.97,        1235.36,         477.57,        2377.06,         113.47,        4497.94,        3607.17,         253.74,          38.61,         273.21,         256.05,          87.88,         710.94,          61.20,          40.77,         161.79
        16,       65788.42,       16927.16,      113314.74,        2167.68,        4476.78,       25176.77,       42926.18,        1257.86,              0,         152.24,         138.06,        4276.61,              0,         182.31,         145.28,        3325.53,        1841.52,        5232.21,        1123.05,         452.38,        2110.97,         105.78,        4500.98,        3009.76,         238.67,          29.85,         225.34,         277.54,          81.22,         654.86,          57.44,          39.13,         150.53
        17,       60478.51,       12401.63,       94239.56,        1729.58,        3547.20,       21382.12,       35300.54,        1419.69,              0,         126.66,          45.43,        4399.85,              0,         154.44,          60.02,        2729.98,        1574.48,        4539.10,        1001.64,         363.36,        1814.76,          95.50,        3756.76,        2860.66,         222.61,          32.00,         217.78,         232.93,          63.47,         524.12,          38.72,          25.20,         106.79
        18,       56690.87,        9809.45,       81917.40,        1391.13,        2655.62,       19564.95,       30686.73,        1738.61,              0,          78.45,         108.25,        5860.53,              0,         104.31,         120.50,        2223.01,        1383.45,        4074.13,         914.89,         320.80,        1620.38,          87.92,        3578.08,        2443.04,         206.22,          25.36,         181.17,         272.07,          67.89,         441.15,          44.32,          30.21,         112.27
        19,       52849.79,        7503.29,       71959.33,        1190.90,        2054.08,       17955.98,       27012.88,        1898.80,              0,         180.22,          56.30,        7552.30,              0,         235.52,          75.27,        1887.99,        1250.63,        3703.66,         855.48,         299.32,        1481.88,          80.23,        3297.72,        2152.73,         186.15,          22.26,         157.29,         241.49,          59.97,         422.64,          39.66,          25.66,          96.55
        20,       52278.50,        5850.16,       64931.39,         933.48,        1542.57,       17932.73,       25738.34,        2062.55,              0,         271.24,         136.90,        8626.92,              0,         309.21,         168.40,        1726.37,        1142.52,        3453.66,         794.08,         292.20,        1376.75,          77.69,        3015.46,        1881.06,         171.86,          15.77,         131.97,         186.38,          45.97,         318.65,          28.66,          18.63,          73.56
        21,       49590.35,        5014.36,       56955.96,         785.93,        1238.16,       15412.64,       20814.77,        2211.41,              0,         319.27,         156.38,        5893.41,              0,         348.36,         189.98,        1311.99,         977.34,        3053.20,         728.18,         252.61,        1219.52,          86.32,        3049.12,        1766.45,         174.66,          16.31,         126.33,         175.97,          40.04,         280.71,          24.57,          15.70,          65.39
        22,       46596.26,        3890.06,       53584.49,         655.83,         993.03,       13597.12,       18106.94,        2598.14,              0,         301.24,         173.55,        6605.59,              0,         334.97,         215.39,        1096.27,         869.99,        2822.34,         689.93,         248.99,        1129.99,          75.30,        2584.62,        1615.03,         142.02,          14.88,         119.72,         157.79,          34.73,         239.89,          21.08,          13.93,          52.25
        23,       42848.35,        3507.41,       46255.20,         567.57,         902.65,       13695.24,       16757.21,        2498.59,              0,         272.49,         248.52,        6192.87,              0,         306.57,         261.91,         986.99,         801.32,        2654.00,         652.36,         237.08,        1055.13,          74.31,        2407.72,        1515.97,         138.16,          11.24,         107.53,         137.10,          27.70,         192.02,          16.71,          10.32,          38.70
        24,       39616.81,        2797.21,       40392.38,         487.18,         805.35,       11367.55,       14086.59,        2536.06,              0,         329.26,         319.27,        5473.50,              0,         377.04,         309.53,         769.77,         696.50,        2402.25,         594.95,         206.16,         943.20,          71.71,        2190.79,        1439.12,         130.63,          11.91,         104.88,         133.54,          24.74,         160.83,          16.35,          10.22,          35.10
        25,       35913.87,        2456.33,       35729.78,         427.25,         680.84,       10323.54,       12299.82,        2454.51,              0,         291.76,         284.75,        5704.12,              0,         334.16,         348.10,         683.37,         619.83,        2222.08,         548.65,         184.24,         861.63,          67.27,        1958.60,        1426.25,         122.10,          11.95,         102.13,         136.67,          25.28,         147.18,          16.47,          10.75,          34.63
        26,       33371.37,        2100.18,       31873.49,         365.08,         669.47,        9630.82,       11259.89,        2725.74,              0,         238.25,         256.74,        5263.58,              0,         279.31,         303.12,         560.76,         571.25,        2097.89,         521.60,         174.65,         810.08,          60.79,        1729.09,        1284.18,         110.84,          10.25,          90.06,         113.30,          22.36,         131.39,          14.72,           8.55,          31.19
        27,       30236.13,        1908.02,       28115.26,         322.58,         609.57,        8903.43,       10013.74,        2407.79,              0,         372.19,         235.64,        4527.22,              0,         395.25,         296.36,         427.92,         535.21,        2002.99,         493.55,         163.96,         761.35,          57.65,        1558.93,        1197.30,         100.23,           8.75,          77.37,         111.26,          24.88,         123.54,          18.29,          10.92,          33.51
        28,       27581.49,        1526.80,       25541.28,         296.23,         555.68,        8195.22,        8879.59,        2917.31,              0,         295.60,         252.59,        3707.72,              0,         341.47,         295.42,         357.90,         493.94,        1864.78,         458.63,         153.47,         702.59,          52.02,        1448.64,        1150.63,          94.89,           7.99,          72.77,         101.88,          21.20,         107.15,          16.03,           9.16,          28.02
        29,       24918.07,        1354.81,       23152.68,         247.92,         538.77,        7443.47,        7844.28,        2549.24,              0,         251.98,         209.56,        2690.94,              0,         315.36,         288.41,         251.77,         459.94,        1795.66,         446.09,         155.12,         662.47,          48.11,        1292.72,        1079.77,          91.55,           7.19,          66.14,          91.84,          18.88,          87.82,          15.04,           8.09,          27.32
        30,       23808.20,        1259.14,       21249.74,         216.38,         510.81,        7299.77,        7453.46,        2461.48,              0,         205.75,         203.87,        2656.21,              0,         255.31,         234.34,         223.44,         450.79,        1748.32,         436.53,         146.78,         633.60,          49.26,        1257.05,        1043.57,          91.57,           6.20,          61.86,          90.43,          21.70,          88.27,          19.08,           9.87,          28.38
