Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,        5411.36,        1474.38,       19303.19,        3220.88,        1150.39,       10205.80,       14700.37,              0,              0,              0,              0,           0.26,              0,              0,              0,       69010.34,         998.12,        2031.44,         508.24,         276.41,        1111.67,          80.28,         836.03,        2125.90,          63.36,          39.45,         194.28,         184.55,          33.98,        1018.03,          40.36,          40.57,         179.13
         3,       14687.03,       12335.25,      183913.16,       31444.12,       11005.35,       28967.04,       55687.55,              0,              0,              0,              0,              0,              0,              0,              0,       97493.26,        1754.21,        4172.65,         816.92,         390.20,        2230.20,         163.82,        2959.65,        4840.62,         192.54,          84.46,         483.23,         502.85,         220.16,        2072.13,         163.80,         155.21,         590.25
         4,       21023.31,       22471.47,      176016.05,       20877.35,        8848.33,       25550.50,       84479.60,           0.03,              0,              0,              0,           4.76,              0,              0,              0,       66138.12,        2576.42,        5866.89,        1179.41,         616.91,        2731.81,         294.44,        3378.93,        3935.30,         145.19,          32.06,         334.51,         313.85,         200.55,         825.81,          60.96,          55.28,         239.78
         5,       30536.09,       41633.17,      310886.37,       52888.23,       24858.37,       28841.00,       91042.71,           0.60,              0,           0.32,           0.03,          21.75,              0,           0.39,           0.02,       42006.52,        2328.61,        5828.51,        1038.97,         494.43,        2642.82,         148.54,        2692.93,        4127.64,         120.38,          41.76,         333.57,         161.34,         178.43,         707.74,          42.17,          39.28,         193.35
         6,       35256.78,       51299.83,      296460.72,       50317.56,       27496.10,       30383.28,       96544.04,           1.83,              0,              0,           0.04,          38.95,              0,           0.24,           0.35,       10812.43,        2500.87,        6305.13,        1136.80,         533.32,        2708.36,          69.08,        1903.19,        5691.88,         107.46,          60.98,         479.04,         116.11,         254.44,        1084.01,          60.08,          51.22,         276.78
         7,       46947.94,       68053.91,      321275.71,       38671.28,       24170.04,       42650.86,      130833.69,           0.33,              0,           2.17,           0.41,          35.93,              0,           1.45,           0.59,        9801.29,        3407.33,        8816.51,        1556.18,         814.35,        3568.90,          95.52,        2525.18,        5885.37,         131.80,          61.16,         498.47,         127.76,         196.45,        1180.61,          72.89,          51.29,         231.34
         8,       47889.93,       70174.41,      309237.02,       21898.34,       24019.32,       41695.03,      118361.84,          11.56,              0,              0,              0,         107.27,              0,              0,              0,        7186.15,        3316.06,        8449.17,        1471.30,         720.87,        3353.49,         131.65,        3118.95,        5228.52,         162.25,          54.83,         433.13,         155.89,         102.00,        1001.20,          73.10,          46.13,         191.04
         9,       46248.57,       69036.45,      295079.31,       17852.25,       25825.57,       35654.34,      103044.22,          47.13,              0,           4.89,           1.04,         217.76,              0,           4.33,           1.71,        6416.51,        2916.03,        7701.16,        1390.11,         662.64,        3120.96,         145.22,        3335.61,        5087.61,         187.71,          50.54,         423.72,         187.42,         118.89,         914.78,          83.62,          54.47,         207.93
        10,       45663.23,       64454.78,      270213.24,       13808.49,       29630.15,       33744.64,       94207.78,         354.57,              0,           9.37,           3.48,         356.76,              0,          19.75,           4.45,        6337.95,        2699.00,        7331.87,        1333.68,         585.59,        2949.51,         152.12,        3314.93,        4494.33,         188.52,          42.89,         365.80,         190.77,         121.31,         887.81,          85.52,          55.67,         209.78
        11,       47912.11,       62302.01,      244545.89,       16563.43,       31270.49,       37457.60,       95060.06,         251.10,              0,          14.32,           0.32,         321.79,              0,          25.62,           2.63,        6110.64,        3063.92,        8016.08,        1447.03,         680.47,        3112.02,         157.63,        3662.76,        4208.19,         177.66,          40.93,         329.02,         170.06,         101.01,         857.40,          69.43,          45.76,         173.55
        12,       48037.99,       56389.90,      221657.39,       15385.19,       28777.06,       35143.64,       85474.73,         456.85,              0,          70.47,           5.32,         489.29,              0,          78.62,           2.52,        5433.55,        2644.65,        7472.97,        1326.37,         611.62,        2834.83,         112.58,        3076.61,        3912.06,         158.92,          39.63,         302.09,         193.62,          87.79,         729.06,          66.50,          44.46,         166.05
        13,       44887.52,       48702.55,      197446.74,       14220.01,       19314.88,       27206.72,       66135.79,         974.96,              0,          26.87,           0.91,         544.94,              0,          40.49,           6.34,        4836.44,        2506.26,        6600.81,        1263.28,         541.11,        2617.44,         114.36,        3436.72,        3997.57,         185.98,          40.99,         316.91,         205.68,          95.01,         833.23,          69.55,          46.07,         175.01
        14,       42412.99,       41205.39,      178306.77,       10582.24,       12936.36,       21789.91,       54457.78,         974.33,              0,         147.40,          11.69,         503.43,              0,         170.50,          14.27,        4647.85,        2355.85,        6062.97,        1214.03,         482.71,        2433.67,         105.92,        3177.81,        3840.68,         175.64,          39.84,         295.46,         219.89,          93.31,         795.44,          71.17,          47.49,         173.72
        15,       45306.26,       36650.31,      158086.60,        6658.23,       10621.09,       32987.42,       67147.28,         983.34,              0,          45.93,           3.74,         935.80,              0,          55.96,           8.20,        4074.88,        2131.15,        5911.93,        1109.84,         468.80,        2264.18,          99.09,        3092.59,        3357.80,         180.16,          38.39,         263.94,         181.79,          75.09,         700.52,          52.35,          35.33,         145.03
