I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,HBSch,HBO,NHB,TTUNIQUE,HBOthnTT,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk,IX_MD,XI_MD,XX_MD,IX_HV,XI_HV,XX_HV
         1,         1,   130240.13,    11348.29,     9738.10,    50500.17,     4142.20,     4109.32,           0,     7330.42,    17350.65,           0,           0,           0,    15876.86,     5651.43,     4193.69,           0,           0,     8251.52,    60237.97,    24681.19,           0,    50500.17,    12606.77,     1258.17,     7810.18,      479.41,    12708.42,      602.35,     1530.37,      285.63,      117.36,      632.69,       58.56,      769.60,     4282.69,      126.76,       83.86,      329.96,      477.92,      344.37,     2387.76,      204.45,      146.47,      632.90,           0,           0,           0,           0,           0,           0
         1,         2,      894.40,       69.93,        4.00,      347.56,           0,           0,           0,       82.55,      151.62,           0,           0,           0,      172.91,       49.57,       16.68,           0,           0,           0,      351.54,      234.07,           0,      347.56,       77.24,        7.39,       85.86,        3.32,      134.10,        7.13,       20.69,        2.69,        0.86,        7.44,        0.13,        3.16,       43.45,        0.69,        0.41,        1.74,        2.34,        1.12,       10.08,        0.67,        0.28,        2.19,           0,           0,           0,           0,           0,           0
         1,         3,        0.21,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.21,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.21,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         4,     9202.65,     1808.35,      434.50,     3325.29,      239.78,      341.99,           0,      633.31,      858.34,           0,           0,           0,      432.37,      602.06,      527.15,           0,           0,      581.77,     3759.82,     1491.61,           0,     3325.29,     2015.62,      207.23,      663.48,       29.82,      125.96,       42.44,      170.24,       30.50,        8.30,       54.94,        3.02,       77.33,      463.97,       18.90,       11.39,       27.46,       78.73,       64.92,      207.99,       58.64,       31.47,       85.40,           0,           0,           0,           0,           0,           0
         1,         5,     4635.61,     1166.94,       85.28,     1372.29,       14.84,       26.47,      217.00,      406.89,      393.18,           0,           0,           0,      197.35,      400.06,      358.06,           0,           0,       41.31,     1457.45,      799.49,           0,     1372.29,     1315.97,      150.62,      433.01,       26.27,        8.01,       25.61,      102.84,       23.07,        7.16,       30.66,        3.43,       55.20,      298.94,       13.37,        8.98,       20.14,       45.72,       39.62,      173.99,       32.01,       14.98,       51.74,           0,           0,           0,           0,           0,           0
         1,         6,        6.11,        0.06,           0,        2.02,           0,           0,           0,        0.04,        0.11,           0,           0,           0,        3.85,        0.03,           0,           0,           0,           0,        2.02,        0.15,           0,        2.02,        0.06,           0,        0.04,           0,        3.85,           0,           0,           0,           0,           0,           0,           0,        0.03,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         7,        0.06,        0.01,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,           0,           0,        0.05,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         8,     2725.56,      813.40,       14.29,      819.23,       13.71,       27.68,       24.00,      351.84,      301.45,           0,           0,           0,      210.31,      131.50,       19.16,           0,           0,       41.39,      833.52,      652.96,           0,      819.23,      937.74,      125.94,      375.11,       23.66,        0.78,       27.34,      115.63,       24.80,        7.46,       34.30,        0.16,       12.09,      101.05,        1.84,        2.19,       14.17,        4.72,        1.46,        9.52,        1.34,        0.54,        1.58,           0,           0,           0,           0,           0,           0
         1,         9,      651.44,      160.55,       15.04,      201.69,        1.53,        1.54,           0,       72.54,       68.37,           0,           0,           0,       69.54,       51.20,        9.52,           0,           0,        3.07,      216.72,      140.90,           0,      201.69,      181.28,       20.29,       74.69,        2.15,           0,        6.57,       39.91,       10.68,        2.93,        9.45,        0.02,        4.09,       39.10,        0.24,        0.99,        6.76,        0.44,        0.57,        6.89,        0.43,        0.26,        0.93,           0,           0,           0,           0,           0,           0
         1,        10,        0.51,           0,           0,        0.50,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.50,        0.01,           0,        0.50,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        11,      203.65,       84.13,        5.25,       54.74,           0,           0,           0,        5.42,        1.51,           0,           0,           0,       12.93,       25.03,       14.89,           0,           0,           0,       59.97,        6.87,           0,       54.74,       93.84,        9.56,        5.58,        0.21,           0,        0.51,        6.33,        2.79,        0.93,        2.39,           0,       15.58,        7.22,        1.93,        0.13,        0.20,           0,        1.49,        6.24,        1.25,        2.11,        3.80,           0,           0,           0,           0,           0,           0
         1,        12,      984.04,      275.63,        8.86,      414.06,        0.08,           0,        9.00,       37.29,       14.83,           0,           0,           0,       60.41,      107.73,       56.63,           0,           0,        0.08,      422.92,       52.06,      168.00,      246.06,      307.63,       31.92,       38.03,        0.72,           0,        2.26,       30.95,       12.56,        4.09,       10.57,        0.01,       67.83,       31.72,        7.43,        0.38,        0.45,           0,        5.55,       28.46,        3.77,        6.34,       12.51,           0,           0,           0,           0,           0,           0
         1,        13,      369.99,      120.87,        9.57,      159.71,           0,           0,        2.00,       18.45,       13.16,           0,           0,           0,       19.38,       21.06,        5.82,           0,           0,           0,      169.28,       31.60,           0,      159.71,      142.12,       21.05,       18.59,        0.13,           0,        0.51,       11.74,        3.84,        1.12,        2.17,           0,       13.34,        6.70,        0.99,           0,        0.03,           0,        0.15,        4.45,        0.09,        0.14,        0.99,           0,           0,           0,           0,           0,           0
         1,        14,      860.66,      309.78,       12.10,      340.94,           0,           0,        7.00,       44.26,       18.68,           0,           0,           0,       40.85,       66.50,       21.20,           0,           0,           0,      353.03,       62.91,           0,      340.94,      342.10,       32.11,       46.42,        2.42,           0,        2.30,       23.52,        8.67,        1.10,        5.36,           0,       45.21,       19.48,        1.73,        0.01,        0.15,           0,        1.01,       15.95,        0.31,        0.58,        3.35,           0,           0,           0,           0,           0,           0
         1,        15,        6.73,        1.80,           0,        0.27,           0,           0,           0,           0,           0,           0,           0,           0,        0.08,        0.90,        3.68,           0,           0,           0,        0.27,           0,           0,        0.27,        1.80,        0.01,           0,           0,           0,           0,           0,        0.08,           0,           0,           0,        0.76,        0.12,        0.02,           0,           0,           0,        0.09,        1.41,        0.14,        0.34,        1.70,           0,           0,           0,           0,           0,           0
         1,        16,       90.88,       33.80,        0.91,       15.72,           0,           0,           0,        1.07,        0.33,           0,           0,           0,        6.84,       13.55,       18.82,           0,           0,           0,       16.63,        1.40,           0,       15.72,       35.94,        2.18,        1.08,           0,           0,           0,        3.27,        2.78,        0.27,        0.52,           0,       10.11,        3.14,        0.32,           0,           0,           0,        0.59,       11.23,        0.75,        1.61,        4.64,           0,           0,           0,           0,           0,           0
         1,        17,       88.81,       33.71,        1.20,       20.88,           0,           0,           0,        1.05,        0.28,           0,           0,           0,        7.44,       12.53,       11.81,           0,           0,           0,       22.08,        1.33,           0,       20.88,       36.62,        3.08,        1.05,           0,           0,           0,        3.99,        2.84,        0.17,        0.44,           0,        9.16,        3.12,        0.25,           0,           0,           0,        0.25,        8.15,        0.24,        0.59,        2.58,           0,           0,           0,           0,           0,           0
         1,        18,        0.10,        0.06,           0,        0.03,           0,           0,           0,           0,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,        0.03,           0,           0,        0.03,        0.06,           0,           0,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        19,        0.14,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.14,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.07,        0.07,           0,           0,           0,           0,           0,           0,           0
         1,        20,        8.76,        1.06,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.03,        0.64,        7.03,           0,           0,           0,           0,           0,           0,           0,        1.12,        0.07,           0,           0,           0,           0,           0,        0.03,           0,           0,           0,           0,        0.64,           0,           0,           0,           0,        0.05,        1.28,        1.60,        2.32,        1.78,           0,           0,           0,           0,           0,           0
         1,        21,        7.26,           0,           0,           0,           0,           0,        5.00,           0,           0,           0,           0,           0,           0,           0,        2.26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.04,        0.93,        1.27,        0.02,           0,           0,           0,           0,           0,           0
         1,        22,        0.90,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.90,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.44,        0.46,           0,           0,           0,           0,           0,           0,           0
         1,        23,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        25,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
