Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,       95309.73,      127470.11,      831656.31,      115812.00,       50457.89,      160359.07,      422515.59,              0,              0,              0,              0,           0.26,              0,              0,              0,      260461.03,        9917.29,       23046.17,        4597.66,        2672.41,       10742.92,         934.05,       15358.25,       22234.75,         798.79,         278.90,        1984.05,        1368.14,         818.82,        6337.57,         366.71,         331.65,        1469.58
         1,      152882.16,      233474.91,     1123484.22,      117857.63,       92988.98,      137148.86,      379275.59,           1.54,              0,           0.32,           0.07,          43.76,              0,           0.62,           0.37,       46042.77,        9924.81,       25031.87,        4331.01,        2039.31,       10195.81,         477.21,       12315.67,       18430.60,         619.54,         176.56,        1464.51,         629.03,         555.71,        3423.15,         273.63,         190.79,         794.32
         2,      140365.44,      179552.80,      766700.48,       48260.72,       85276.84,      101382.13,      253740.41,          16.11,              0,           5.42,           2.57,         172.69,              0,           5.37,           3.42,       16526.48,        7645.96,       20403.25,        3608.62,        1624.11,        8061.62,         368.18,       10692.56,       13421.10,         590.63,         139.29,        1056.31,         644.79,         346.57,        2803.55,         248.82,         166.22,         619.65
         3,      125402.05,      117414.83,      521504.69,       30590.06,       48978.94,       70769.10,      163383.97,         636.83,              0,          31.82,           2.97,         613.64,              0,          61.13,           6.21,       12098.72,        6109.98,       16689.09,        3148.64,        1290.93,        6558.27,         306.60,        9505.98,       10103.00,         540.74,         112.53,         795.39,         641.04,         259.63,        2178.70,         197.86,         132.29,         495.16
         4,      113076.64,       73734.79,      350823.60,       11269.55,       26609.08,       55639.39,      113769.40,        1498.48,              0,         131.52,          11.84,        1276.61,              0,         168.98,          16.14,        9262.99,        4607.10,       12786.63,        2573.70,         976.89,        5062.66,         232.42,        8140.60,        7782.78,         470.42,          89.36,         618.21,         560.47,         195.26,        1618.01,         144.34,          97.64,         370.70
         5,      103809.07,       45397.90,      249365.45,        6092.39,       16625.79,       42761.35,       80361.86,        1856.87,              0,         210.03,          13.78,        2316.79,              0,         229.86,          21.80,        6865.26,        3458.58,        9787.80,        2025.63,         737.31,        3870.38,         172.18,        6813.00,        5753.10,         389.53,          60.68,         438.52,         469.15,         145.06,        1139.81,          99.34,          66.01,         258.01
         6,       95550.72,       27918.46,      182551.57,        3771.05,        9048.23,       32869.58,       57465.52,        1963.70,              0,         107.55,          23.79,        2773.56,              0,         115.68,          27.80,        5069.41,        2598.48,        7472.03,        1587.05,         553.51,        2971.16,         139.34,        5511.81,        4159.92,         309.01,          39.37,         302.44,         352.87,          91.59,         737.27,          56.12,          36.76,         159.89
         7,       85477.86,       19112.92,      138798.02,        2596.11,        5728.80,       27342.52,       44195.46,        2748.63,              0,         164.43,          30.77,        7141.21,              0,         210.95,          46.13,        3890.88,        2079.41,        6027.55,        1328.06,         461.06,        2418.50,         126.44,        4837.14,        3333.72,         275.97,          33.43,         239.77,         321.90,          81.91,         576.29,          50.85,          34.12,         135.90
         8,       75827.44,       13066.57,      107455.80,        1865.93,        3646.96,       22851.41,       35426.05,        1986.46,              0,         208.88,          43.74,        9381.02,              0,         298.04,          65.52,        2921.68,        1652.70,        4970.46,        1125.09,         379.98,        1978.84,         107.06,        4063.20,        2677.32,         225.51,          24.14,         193.61,         260.83,          56.16,         381.57,          35.77,          22.98,          86.81
         9,       68024.80,        9420.32,       89051.26,        1335.30,        2344.64,       20008.34,       28627.00,        1701.91,              0,         175.45,          65.82,        8422.07,              0,         208.38,          86.55,        2211.87,        1388.29,        4283.18,         993.64,         348.57,        1717.59,         105.98,        3559.26,        2280.54,         204.96,          19.14,         162.22,         204.25,          46.20,         298.61,          29.02,          18.77,          66.74
        10,       60985.57,        6624.23,       70831.38,        1014.07,        1645.78,       17912.38,       24018.60,        1396.08,              0,         221.49,          95.90,        5759.68,              0,         252.16,         120.05,        1683.76,        1172.56,        3676.21,         851.34,         288.86,        1457.11,          90.88,        2994.48,        1992.85,         169.53,          17.78,         142.23,         177.38,          39.61,         214.87,          26.51,          17.20,          58.33
        11,       54542.26,        4732.57,       59197.55,         777.67,        1290.06,       15193.50,       19435.33,        1466.42,              0,         286.89,          97.85,        5538.97,              0,         291.44,         123.16,        1305.59,         979.13,        3212.45,         759.92,         252.46,        1269.00,          79.62,        2590.98,        1751.03,         152.57,          15.41,         128.86,         165.80,          32.34,         182.02,          19.69,          12.72,          44.04
        12,       48027.66,        3564.69,       49427.34,         643.65,        1143.91,       13406.71,       16632.16,        2208.54,              0,         292.37,         203.04,        6361.13,              0,         325.03,         234.95,        1036.11,         863.60,        2905.00,         698.65,         242.71,        1143.28,          79.30,        2387.32,        1583.58,         150.00,          12.84,         112.92,         146.02,          27.46,         147.29,          18.30,          11.82,          40.29
