TAZID,CO_TAZID,CO_FIPS,SUBAREAID,AREATYPE,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A
1,30001,3,1,1,78.8,80.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,30002,3,1,1,215.1,151.7,126.6,57.7,6.6,10.0,20.6,0.1,13.3,0.0,73.6,49.4,5.3,0.0,5.4,0.0,2.0,2.1,6.4,6.1,0.0,0.0,0.0,0.0,6.6,0.0,0.0,10.0
3,30003,3,1,1,282.7,165.7,204.3,84.6,13.1,16.8,30.8,0.1,21.4,0.0,119.7,71.4,9.2,0.0,9.4,0.0,3.3,3.3,10.5,9.8,0.0,0.0,0.0,0.0,13.1,0.0,0.0,16.8
4,30004,3,1,1,67.8,63.5,7.0,3.2,0.7,0.7,1.1,0.0,0.8,0.0,4.2,2.9,0.3,0.0,0.4,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7
5,30005,3,1,1,746.3,392.8,614.1,253.2,30.8,47.9,95.8,4.9,61.7,0.0,350.5,209.4,31.1,0.0,31.6,0.0,11.7,10.9,29.8,28.0,2.0,0.0,0.0,0.0,30.8,0.0,0.0,47.9
6,30006,3,1,1,98.8,104.7,25.7,28.4,1.8,6.0,3.4,8.5,2.6,0.0,14.8,17.4,1.2,0.0,1.3,0.0,1.3,1.3,1.2,1.2,0.0,0.0,0.0,0.0,1.8,0.0,0.0,6.0
7,30007,3,1,1,497.1,400.2,351.4,235.5,21.2,47.2,50.7,35.9,35.1,8.4,196.3,155.9,15.6,0.0,15.8,0.0,12.8,12.2,25.1,23.1,0.0,0.0,0.0,0.0,21.2,0.0,0.0,47.2
8,30008,3,1,2,748.1,562.4,594.1,378.9,44.8,84.0,74.0,41.1,47.9,70.2,274.9,174.0,24.6,0.0,25.1,0.0,21.4,20.0,77.2,73.7,48.0,0.0,1.0,0.0,44.8,0.0,0.0,84.0
9,30009,3,1,1,412.4,560.5,142.6,272.7,26.7,50.3,19.1,98.7,13.1,0.0,74.5,151.0,5.8,0.0,5.9,0.0,16.8,15.9,7.5,7.2,0.0,0.0,0.0,0.0,26.7,0.0,0.0,50.3
10,30010,3,1,1,500.8,611.8,204.5,309.4,40.8,57.5,27.9,102.9,19.5,0.0,110.0,178.7,8.4,0.0,8.6,0.0,18.6,17.6,10.5,10.2,0.0,0.0,1.0,0.0,40.8,0.0,0.0,57.5
11,30011,3,1,1,196.1,129.3,70.7,28.5,14.3,5.2,11.5,0.0,7.0,0.0,41.0,24.8,3.6,0.0,3.8,0.0,0.9,0.9,2.9,2.8,0.0,0.0,0.0,0.0,14.3,0.0,0.0,5.2
12,30012,3,1,1,290.9,192.2,160.1,69.0,17.6,14.3,27.1,0.2,16.1,0.0,91.5,59.1,7.8,0.0,7.9,0.0,2.3,2.3,7.3,7.2,0.0,0.0,0.0,0.0,17.6,0.0,0.0,14.3
13,30013,3,1,2,109.4,109.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,30014,3,1,2,109.5,110.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,30015,3,1,1,574.2,1234.4,65.3,618.4,1.5,127.9,1.3,367.3,1.0,0.0,5.1,197.5,0.4,0.0,0.5,0.0,55.4,51.8,1.6,1.7,0.0,0.0,0.0,0.0,1.5,0.0,0.0,127.9
16,30016,3,1,2,277.3,549.6,23.3,252.7,2.2,51.0,1.2,99.5,1.0,0.0,4.9,138.7,0.4,0.0,0.4,0.0,14.3,13.3,1.1,1.2,0.0,0.0,0.0,0.0,2.2,0.0,0.0,51.0
17,30017,3,1,1,145.3,123.5,29.5,11.9,5.8,2.3,4.6,0.0,3.1,0.0,17.2,10.4,1.6,0.0,1.7,0.0,0.3,0.3,1.1,1.1,0.0,0.0,0.0,0.0,5.8,0.0,0.0,2.3
18,30018,3,1,1,1278.6,2909.1,172.7,1524.2,0.0,302.8,0.0,1108.2,0.0,0.0,1.0,258.9,0.0,0.0,0.0,0.0,168.5,154.8,2.2,2.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,302.8
19,30019,3,1,2,3095.3,1580.0,2453.0,1144.9,446.4,232.8,372.4,18.4,230.9,61.5,1373.3,856.7,126.5,0.0,129.2,0.0,57.0,53.0,161.6,155.2,0.0,0.0,2.0,0.0,446.4,0.0,0.0,232.8
20,30020,3,1,3,1759.7,1514.3,1343.3,1037.7,164.0,223.1,221.5,143.2,140.1,52.7,717.2,672.7,42.1,0.0,43.1,0.0,60.9,56.4,117.5,112.6,0.0,0.0,1.0,0.0,164.0,0.0,0.0,223.1
21,30021,3,1,2,748.4,1732.3,117.4,911.3,0.0,198.5,0.0,758.9,0.0,0.0,1.0,45.9,0.0,0.0,0.0,0.0,115.1,106.1,0.4,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,198.5
22,30022,3,1,2,114.7,123.1,20.5,25.9,4.6,5.9,2.9,15.6,1.9,0.0,10.6,7.3,1.0,0.0,1.0,0.0,2.3,2.3,0.8,0.8,0.0,0.0,0.0,0.0,4.6,0.0,0.0,5.9
23,30023,3,1,2,206.9,316.6,41.0,128.1,6.9,27.8,4.7,72.3,3.1,0.0,17.5,44.0,1.7,0.0,1.7,0.0,10.7,10.1,1.6,1.6,0.0,0.0,0.0,0.0,6.9,0.0,0.0,27.8
24,30024,3,1,2,1821.4,850.6,1418.9,594.7,272.7,117.7,219.7,3.8,136.0,0.0,814.0,502.3,75.4,0.0,77.0,0.0,25.8,23.9,67.1,64.6,3.0,0.0,1.0,0.0,272.7,0.0,0.0,117.7
25,30025,3,1,3,3999.9,3180.9,3285.5,2560.8,480.4,378.7,468.7,152.1,313.1,21.9,1816.0,1311.7,164.4,744.3,167.8,0.0,117.0,108.4,231.4,222.4,6.0,0.0,1.0,0.0,480.4,0.0,0.0,378.7
26,30026,3,1,3,2563.1,2236.7,2016.0,1596.3,254.9,343.7,285.4,223.9,192.4,80.7,1058.8,986.3,76.4,0.0,78.0,0.0,107.4,99.3,214.6,206.1,2.0,0.0,1.0,0.0,254.9,0.0,0.0,343.7
27,30027,3,1,2,109.6,114.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,30028,3,1,2,224.8,406.8,30.2,169.2,1.7,40.3,1.5,145.2,1.0,0.0,5.0,3.6,0.4,0.0,0.4,0.0,21.6,19.9,0.4,0.4,0.0,0.0,0.0,0.0,1.7,0.0,0.0,40.3
29,30029,3,1,3,2886.2,1455.9,2383.5,1035.9,303.9,212.8,404.5,5.4,241.4,0.0,1334.7,875.0,110.8,0.0,113.1,0.0,45.6,42.4,117.3,113.1,15.0,0.0,1.0,0.0,303.9,0.0,0.0,212.8
30,30030,3,1,3,2829.3,2157.9,2346.3,1604.2,269.7,335.3,372.2,105.2,248.4,57.0,1301.0,1155.6,72.3,6.6,73.8,16.3,77.7,72.0,198.9,191.4,1.0,0.0,1.0,0.0,269.7,0.0,0.0,335.3
31,30031,3,1,3,2878.3,2783.8,2302.0,1972.6,211.7,448.1,284.5,291.2,192.3,133.5,1026.6,908.7,62.1,0.0,63.4,0.0,222.5,205.8,449.7,433.3,0.0,0.0,1.0,0.0,211.7,0.0,0.0,448.1
32,30032,3,1,3,1251.4,724.3,1022.2,504.8,120.0,104.4,160.9,4.5,106.2,0.0,588.3,425.7,43.8,0.0,44.8,0.0,21.8,20.3,56.3,54.3,0.0,0.0,0.0,0.0,120.0,0.0,0.0,104.4
33,30033,3,1,3,1591.7,1056.7,1328.9,759.4,130.5,159.5,211.0,18.5,143.3,0.0,763.9,630.4,46.2,0.0,47.2,0.0,34.0,31.4,82.3,79.1,0.0,0.0,1.0,0.0,130.5,0.0,0.0,159.5
34,30034,3,1,3,2172.2,1299.3,1833.1,943.2,185.4,197.6,287.6,35.4,190.3,8.7,1044.8,754.1,77.4,0.0,79.1,0.0,44.7,41.4,108.2,103.6,0.0,0.0,1.0,0.0,185.4,0.0,0.0,197.6
35,30035,3,1,3,2751.8,1679.1,2401.1,1249.5,190.3,262.5,380.4,5.8,254.8,0.0,1373.7,1056.2,91.1,0.0,93.0,0.0,55.0,51.1,142.1,136.3,10.0,0.0,1.0,0.0,190.3,0.0,0.0,262.5
36,30036,3,1,3,823.0,569.6,659.0,366.5,43.1,78.0,113.9,12.5,71.0,0.0,372.3,301.4,23.0,0.0,23.5,0.0,16.4,15.2,39.0,37.4,0.0,0.0,0.0,0.0,43.1,0.0,0.0,78.0
37,30037,3,1,2,388.9,766.2,23.2,327.9,0.0,71.0,0.0,136.2,0.0,0.0,1.0,172.0,0.0,0.0,0.0,0.0,19.9,18.4,1.2,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0
38,30038,3,1,3,2239.4,5721.9,432.2,3163.7,0.0,771.4,0.0,2733.2,0.0,0.0,2.0,32.6,0.0,0.0,0.0,0.0,416.4,386.3,11.7,11.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,771.4
39,30039,3,1,4,943.8,1080.9,682.4,717.1,50.0,156.0,99.9,36.4,62.1,69.7,345.0,500.8,29.4,0.0,30.1,0.0,30.2,28.2,84.7,82.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,156.0
40,30040,3,1,4,3050.2,3040.8,2549.3,2233.8,189.1,494.3,370.2,238.7,253.5,160.4,1304.4,1383.9,71.4,0.0,72.9,0.0,141.3,131.7,329.8,319.1,4.0,0.0,2.0,0.0,189.1,0.0,0.0,494.3
41,30041,3,1,4,2169.9,3601.5,1714.7,2593.3,70.7,620.9,141.9,116.5,95.2,896.2,471.3,666.0,24.3,0.0,24.9,0.0,199.9,185.8,755.1,728.7,1.0,0.0,1.0,0.0,70.7,0.0,0.0,620.9
42,30042,3,1,3,711.6,711.1,525.3,472.4,51.3,99.1,87.2,20.8,56.4,0.0,294.8,406.3,17.0,0.0,17.4,0.0,15.3,14.3,32.2,31.1,4.0,0.0,1.0,0.0,51.3,0.0,0.0,99.1
43,30043,3,1,3,2022.4,2728.8,1724.0,2306.6,125.9,243.5,263.3,110.1,174.7,0.0,952.6,828.9,63.6,1180.6,65.0,0.0,67.4,62.5,129.5,124.4,6.0,0.0,2.0,0.0,125.9,0.0,0.0,243.5
44,30044,3,1,3,1143.9,664.4,958.1,441.0,62.7,93.2,159.1,2.5,98.7,0.0,543.1,373.2,43.4,0.0,44.4,0.0,18.8,17.6,49.6,47.8,0.0,0.0,1.0,0.0,62.7,0.0,0.0,93.2
45,30045,3,1,2,1046.8,667.9,870.9,443.6,53.7,95.1,145.4,41.1,89.9,0.0,493.6,341.9,38.3,0.0,39.2,0.0,17.7,16.6,45.8,44.0,0.0,0.0,1.0,0.0,53.7,0.0,0.0,95.1
46,30046,3,1,2,90.1,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,30047,3,1,1,129.8,103.5,19.3,7.5,1.4,1.7,2.8,0.0,1.9,0.0,11.1,6.7,0.9,0.0,1.0,0.0,0.1,0.1,0.6,0.7,0.0,0.0,1.0,0.0,1.4,0.0,0.0,1.7
48,30048,3,1,1,199.2,149.2,80.0,33.4,8.3,7.2,13.1,0.0,8.2,0.0,46.2,29.0,4.0,0.0,4.1,0.0,1.0,1.0,3.4,3.4,0.0,0.0,0.0,0.0,8.3,0.0,0.0,7.2
49,30049,3,1,2,731.9,1344.5,525.7,903.7,0.0,218.8,0.0,56.3,0.0,359.7,14.0,10.7,0.0,0.0,0.0,0.0,121.3,112.7,376.4,364.2,0.0,0.0,14.0,0.0,0.0,0.0,0.0,218.8
50,30050,3,1,3,505.1,1426.3,201.4,920.7,4.4,206.4,4.9,422.4,3.3,4.3,18.4,301.9,1.6,0.0,1.7,29.6,83.3,78.0,87.2,84.6,0.0,0.0,1.0,0.0,4.4,0.0,0.0,206.4
51,30051,3,1,3,217.5,407.6,59.1,204.4,3.1,48.2,6.5,107.4,4.7,0.0,25.4,79.0,2.0,0.0,2.0,0.0,12.8,12.2,5.8,5.7,0.0,0.0,0.0,0.0,3.1,0.0,0.0,48.2
