O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966057" ,2384,"40.2504896532,-111.649761944" ,3114,70711,3590,70439
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1247,25372,1371,25640
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1154,20099,1148,19951
1763,"40.5090001685,-111.875919320" ,2098,"40.4290987165,-111.891886358" ,764,12685,762,12535
1218,"40.6934674976,-111.874152095" ,2098,"40.4290987165,-111.891886358" ,1540,33666,1511,33573
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,2984,70829,3638,71979
1407,"40.519692227,-112.028651355" ,2098,"40.4290987165,-111.891886358" ,1314,23947,1519,24116
570,"40.985157543,-111.8864262" ,2079,"40.4365363407,-111.830775799" ,2555,70824,2541,70614
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,1725,36078,1773,36762
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,599,11320,596,11190
1866,"40.309293,-112.009873" ,1728,"40.5615693283,-111.894569839" ,2232,40122,2221,42205
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1645,31631,1613,31387
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,2957,56577,2364,54363
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1612,27137,1349,26168
2393,"40.237769,-111.649636" ,972,"40.766088,-111.889662" ,3623,74012,2975,73952
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,955,18862,1024,19038
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,2757,54638,2584,53211
1951,"40.356029,-111.947619" ,1728,"40.5615693283,-111.89456984" ,1733,29974,1684,28826
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,1754,24860,1910,29800
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2272,39616,2545,39789
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,734,10767,771,10504
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,781,11692,732,12212
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,830,10394,814,8912
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,700,10491,737,10554
2228,"40.339253,-111.710746" ,2172,"40.380322,-111.818408" ,899,13195,914,13813
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1675,22057,1129,21924
2228,"40.339253,-111.710746" ,2188,"40.352924,-111.768877" ,600,6250,586,6259
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,809,8402,688,8376
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1943,28140,1464,28037
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,562,4810,618,5359
2292,"40.307934,-111.720354" ,2172,"40.380322,-111.818409" ,726,12687,884,13522
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,1166,13937,1123,10872
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,677,6641,596,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,299,2914,311,2912
2798,"40.034617,-111.738078" ,2560,"40.123602,-111.638832" ,910,17247,972,15089
2798,"40.034617,-111.738078" ,2326,"40.278561,-111.712748" ,1555,36796,1539,34527
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,958,12049,912,12082
2207,"40.37852,-111.764695" ,2098,"40.429099,-111.891891" ,1258,17281,956,14290
2207,"40.37852,-111.764695" ,2326,"40.278561,-111.712749" ,1132,14482,1017,14270
2393,"40.237769,-111.649636" ,2354,"40.300711,-111.663499" ,803,8425,786,8428
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,1010,8857,1016,8885
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,941,9808,917,9810
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,736,9948,726,10241
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,637,7690,688,7690
2751,"40.046799,-111.675851" ,2354,"40.300711,-111.663501" ,1942,39631,1959,39996
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1128,23871,1158,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1105,14157,1195,14171
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,1154,13571,1015,14066
1951,"40.356029,-111.947619" ,2326,"40.278561,-111.712752" ,1631,28914,1828,28891
1932,"40.304745,-111.893748" ,2172,"40.380322,-111.818411" ,1391,18372,1455,18380
1932,"40.304745,-111.893748" ,2098,"40.429099,-111.891894" ,1453,17786,1422,18684
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1579,21148,1445,21303
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,2437,49374,1973,49248
2509,"40.163571,-111.60687" ,2354,"40.300711,-111.663502" ,1327,18195,1352,18195
