O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966056" ,2079,"40.4365363407,-111.830775799" ,1758,45021,1780,44759
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1106,19941,1107,19951
1763,"40.5090001685,-111.875919320" ,2098,"40.4290987165,-111.891886358" ,735,12527,733,12535
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,2768,70829,2990,71979
1407,"40.519692227,-112.028651355" ,2098,"40.4290987165,-111.891886358" ,1283,23790,1424,24116
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,1721,35921,1758,36762
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,568,11162,577,11190
2136,"40.435821,-111.778905" ,1600,"40.508763,-111.899715" ,990,20623,1081,22408
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,937,18704,1034,19038
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,2619,55492,2502,55566
1951,"40.356029,-111.947619" ,1728,"40.5615693283,-111.89456984" ,1591,30829,1604,28826
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,1572,24860,1704,25069
1866,"40.309293,-112.009873" ,2098,"40.429099,-111.891887" ,1651,23718,1538,27445
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2106,40873,2261,41078
2136,"40.435821,-111.778905" ,2172,"40.380322,-111.818407" ,684,9176,705,9183
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,651,10610,639,10504
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1452,23705,1422,23482
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,767,11692,664,13905
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,797,10392,770,8736
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,660,10302,609,10552
2228,"40.339253,-111.710746" ,2172,"40.380322,-111.818408" ,737,13194,851,11221
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1021,21899,1069,21357
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,840,7608,712,10646
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1364,27983,1391,27470
2292,"40.307934,-111.720354" ,2172,"40.380322,-111.818409" ,638,12864,717,13522
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,971,10953,944,10927
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,603,6641,552,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,299,2914,298,2912
2798,"40.034617,-111.738078" ,2560,"40.123602,-111.638832" ,856,17248,902,15088
2798,"40.034617,-111.738078" ,2326,"40.278561,-111.712748" ,1420,36019,1440,33846
2207,"40.37852,-111.764695" ,2098,"40.429099,-111.891891" ,840,14268,857,13727
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,855,8857,812,8885
2451,"40.22777,-111.670659" ,2188,"40.352924,-111.768878" ,924,18869,807,18460
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,842,9833,789,9810
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,605,7690,632,7690
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1065,23872,1112,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,898,14157,989,14171
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,993,14426,938,14066
1932,"40.304745,-111.893748" ,2172,"40.380322,-111.818411" ,1111,18446,1223,18454
1932,"40.304745,-111.893748" ,2098,"40.429099,-111.891894" ,1215,18715,1219,18758
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1300,21033,1358,21303
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,1857,49258,1927,48682
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,481,6221,514,6213
2509,"40.163571,-111.60687" ,2354,"40.300711,-111.663502" ,1222,18195,1238,18195
