O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966056" ,2079,"40.4365363407,-111.830775799" ,2980,45023,2368,44759
1153,"40.729610314,-111.850966057" ,2384,"40.2504896532,-111.649761944" ,4388,70711,3915,70439
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1490,25215,1740,24254
1763,"40.5090001685,-111.875919320" ,2098,"40.4290987165,-111.891886358" ,962,12527,898,12558
1218,"40.6934674976,-111.874152095" ,2098,"40.4290987165,-111.891886358" ,2550,33509,1825,33573
1407,"40.519692227,-112.028651355" ,2098,"40.4290987165,-111.891886358" ,1623,23790,1944,22744
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,2898,50456,3551,48995
570,"40.985157543,-111.8864262" ,2079,"40.4365363407,-111.830775799" ,3578,75087,3900,70614
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,2300,38682,2338,36762
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,789,11162,906,11190
2136,"40.435821,-111.778905" ,1600,"40.508763,-111.899715" ,1538,20623,1385,22408
2068,"40.417174,-111.854361" ,1600,"40.508763,-111.899716" ,1169,15411,1130,17305
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,3197,53394,3696,54366
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1960,24408,1574,26171
2393,"40.237769,-111.649636" ,972,"40.766088,-111.889662" ,3905,74012,4315,73952
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,1103,18704,1267,16912
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,3048,53281,4389,53211
1866,"40.309293,-112.009873" ,2098,"40.429099,-111.891887" ,1895,23719,2053,27445
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2588,40873,2906,41078
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,736,10610,743,10504
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,862,11692,737,13907
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,874,10394,867,8912
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,832,10302,907,10705
2228,"40.339253,-111.710746" ,2188,"40.352924,-111.768877" ,665,6250,690,6259
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,822,8402,744,8376
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1644,27983,1622,27470
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,1254,10984,1234,10872
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,670,6641,677,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,303,2914,300,2912
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,914,12049,886,12082
2207,"40.37852,-111.764695" ,2098,"40.429099,-111.891891" ,1011,14268,1010,13727
2393,"40.237769,-111.649636" ,2354,"40.300711,-111.663499" ,849,8425,948,8428
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,967,10754,1080,8885
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,672,7690,668,7690
2751,"40.046799,-111.675851" ,2354,"40.300711,-111.663501" ,1957,39631,2436,39996
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1172,23872,1152,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1221,14157,1528,14171
1951,"40.356029,-111.947619" ,2326,"40.278561,-111.712752" ,1864,30171,2255,30180
1932,"40.304745,-111.893748" ,2172,"40.380322,-111.818411" ,1403,18444,1773,18380
1932,"40.304745,-111.893748" ,2098,"40.429099,-111.891894" ,1411,17858,1879,18684
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1513,21033,1837,21303
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,2047,49258,2270,48682
2509,"40.163571,-111.60687" ,2354,"40.300711,-111.663502" ,1368,18195,1568,18195
2509,"40.163571,-111.60687" ,2560,"40.123602,-111.638836" ,512,6563,527,6629
