O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966056" ,2079,"40.4365363407,-111.830775799" ,1898,45023,1867,44775
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1254,25374,1358,25657
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1202,20099,1176,19968
1218,"40.6934674976,-111.874152095" ,2098,"40.4290987165,-111.891886358" ,1566,33666,1518,33590
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,2998,70829,3077,75148
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,2396,50457,2520,50492
570,"40.985157543,-111.8864262" ,2079,"40.4365363407,-111.830775799" ,2580,70822,2560,70631
2136,"40.435821,-111.778905" ,1600,"40.508763,-111.899715" ,1047,20640,1190,22409
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1648,31648,1678,31387
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,2472,56594,2359,54363
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1267,26557,1335,26169
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,969,18863,1041,19055
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,2770,54650,2586,53219
1951,"40.356029,-111.947619" ,1728,"40.5615693283,-111.89456984" ,1599,29676,1654,28834
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,1739,24858,1855,25067
1866,"40.309293,-112.009873" ,2098,"40.429099,-111.891887" ,1610,23719,1620,27445
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2285,40872,2401,41076
2136,"40.435821,-111.778905" ,2172,"40.380322,-111.818407" ,767,9176,784,9183
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1693,23705,1552,23483
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,817,11692,657,13907
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,829,10394,828,8912
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,724,10491,692,10554
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1074,22057,1143,21924
2228,"40.339253,-111.710746" ,2188,"40.352924,-111.768877" ,558,6250,579,6259
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,830,7608,743,10646
2337,"40.286065,-111.67176" ,2384,"40.25049,-111.649762" ,727,6266,712,6935
2292,"40.307934,-111.720354" ,2172,"40.380322,-111.818409" ,729,12687,796,13522
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,1176,13937,1181,10927
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,656,6641,653,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,307,2914,313,2912
2798,"40.034617,-111.738078" ,2560,"40.123602,-111.638832" ,1015,17249,957,15089
2798,"40.034617,-111.738078" ,2326,"40.278561,-111.712748" ,1489,36020,1473,33849
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,917,12049,887,12082
2207,"40.37852,-111.764695" ,2098,"40.429099,-111.891891" ,932,16558,960,14290
2207,"40.37852,-111.764695" ,2326,"40.278561,-111.712749" ,1068,15739,915,15559
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,910,10754,1010,8885
2451,"40.22777,-111.670659" ,2384,"40.25049,-111.649764" ,562,4634,605,4466
2451,"40.22777,-111.670659" ,2188,"40.352924,-111.768878" ,921,18869,852,18460
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,931,9963,901,9810
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,643,7690,693,7690
2751,"40.046799,-111.675851" ,2354,"40.300711,-111.663501" ,1966,39631,1985,39995
2851,"39.979668,-111.788998" ,2384,"40.25049,-111.649765" ,1782,37500,1758,37620
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1203,23872,1138,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1095,14152,1145,14166
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,1044,13694,1006,14074
1932,"40.304745,-111.893748" ,2172,"40.380322,-111.818411" ,1375,18372,1404,18380
1932,"40.304745,-111.893748" ,2098,"40.429099,-111.891894" ,1402,17786,1377,18684
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,2059,49416,1963,49247
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,569,6221,570,6213
