O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966056" ,2079,"40.4365363407,-111.830775799" ,2692,45023,1930,44758
1153,"40.729610314,-111.850966057" ,2384,"40.2504896532,-111.649761944" ,4045,70711,3179,73719
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1399,25372,1617,25640
1218,"40.6934674976,-111.874152095" ,2098,"40.4290987165,-111.891886358" ,2238,35275,1628,33573
1407,"40.519692227,-112.028651355" ,2098,"40.4290987165,-111.891886358" ,1564,23946,1669,22255
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,2881,50455,2790,50475
570,"40.985157543,-111.8864262" ,2079,"40.4365363407,-111.830775799" ,3022,70822,2646,70614
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,2197,37576,2320,38574
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,737,11322,756,11191
2068,"40.417174,-111.854361" ,1600,"40.508763,-111.899716" ,987,15411,1052,17621
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1741,31631,2028,31869
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1490,24408,1464,26168
2393,"40.237769,-111.649636" ,972,"40.766088,-111.889662" ,3254,73972,3793,74288
1866,"40.309293,-112.009873" ,2098,"40.429099,-111.891887" ,1861,24272,1932,27445
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2653,40872,2832,41077
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1755,21905,1658,22222
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,889,11692,703,13907
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,836,10394,840,8912
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,794,10491,749,10705
2228,"40.339253,-111.710746" ,2172,"40.380322,-111.818408" ,940,13195,1061,11219
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1193,22057,1245,20251
2228,"40.339253,-111.710746" ,2188,"40.352924,-111.768877" ,626,6250,546,6259
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1530,28140,1795,27470
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,549,4810,582,5359
2292,"40.307934,-111.720354" ,2172,"40.380322,-111.818409" ,943,12863,1095,13523
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,633,6641,584,6615
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,917,12049,910,12082
2207,"40.37852,-111.764695" ,2098,"40.429099,-111.891891" ,999,14426,959,13723
2207,"40.37852,-111.764695" ,2326,"40.278561,-111.712749" ,1097,15739,1070,15559
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,911,10767,885,11172
2451,"40.22777,-111.670659" ,2384,"40.25049,-111.649764" ,564,4479,593,4572
2451,"40.22777,-111.670659" ,2188,"40.352924,-111.768878" ,1054,18869,913,18460
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,1008,9833,981,9810
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,664,9171,624,9565
2751,"40.046799,-111.675851" ,2560,"40.123602,-111.638833" ,984,10773,1013,11476
2851,"39.979668,-111.788998" ,2384,"40.25049,-111.649765" ,1777,37500,1746,37725
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1105,23871,1128,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1176,14152,1607,14166
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,1184,13566,1389,14074
1951,"40.356029,-111.947619" ,2326,"40.278561,-111.712752" ,2001,30166,2199,30175
1932,"40.304745,-111.893748" ,2172,"40.380322,-111.818411" ,1296,18372,1771,18380
1932,"40.304745,-111.893748" ,2098,"40.429099,-111.891894" ,1317,17786,1828,18677
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1471,21034,1455,21408
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,2070,49417,2180,48681
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,543,4900,504,6213
2509,"40.163571,-111.60687" ,2354,"40.300711,-111.663502" ,1331,18195,1397,18195
