O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966057" ,2384,"40.2504896532,-111.649761944" ,3053,70710,3007,70436
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1174,19943,1135,19950
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,2983,70831,3080,71976
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,2378,50455,2488,50473
1866,"40.309293,-112.009873" ,1728,"40.5615693283,-111.894569839" ,2187,38607,2167,38988
2068,"40.417174,-111.854361" ,1600,"40.508763,-111.899716" ,754,15172,920,17624
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1626,31631,1584,31385
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1262,24169,1378,26169
2393,"40.237769,-111.649636" ,972,"40.766088,-111.889662" ,3038,74410,2887,73949
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,2631,53641,2461,53214
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,1651,24858,1743,25067
1866,"40.309293,-112.009873" ,2098,"40.429099,-111.891887" ,1619,23719,1582,24230
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2193,40872,2348,41077
2136,"40.435821,-111.778905" ,2172,"40.380322,-111.818407" ,719,9176,765,9183
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,685,10609,717,10504
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,793,11692,651,13906
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,815,8735,791,8912
2228,"40.339253,-111.710746" ,2172,"40.380322,-111.818408" ,790,13194,864,13814
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1028,21898,1087,21358
2228,"40.339253,-111.710746" ,2188,"40.352924,-111.768877" ,573,6250,547,6259
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,787,8401,683,8376
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,847,7608,755,10647
2337,"40.286065,-111.67176" ,2384,"40.25049,-111.649762" ,715,6751,702,6935
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1395,27980,1418,27469
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,594,5359,573,4813
2292,"40.307934,-111.720354" ,2172,"40.380322,-111.818409" ,693,12866,752,13523
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,1223,10953,1109,10927
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,668,6640,600,6615
2798,"40.034617,-111.738078" ,2560,"40.123602,-111.638832" ,937,17249,929,15089
2207,"40.37852,-111.764695" ,2098,"40.429099,-111.891891" ,914,14268,953,13724
2207,"40.37852,-111.764695" ,2326,"40.278561,-111.712749" ,1008,15739,930,15560
2393,"40.237769,-111.649636" ,2354,"40.300711,-111.663499" ,753,8425,771,8428
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,901,10756,958,8881
2451,"40.22777,-111.670659" ,2384,"40.25049,-111.649764" ,564,4479,582,4572
2451,"40.22777,-111.670659" ,2188,"40.352924,-111.768878" ,891,18870,861,18460
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,649,7690,691,7690
2751,"40.046799,-111.675851" ,2560,"40.123602,-111.638833" ,969,11931,982,12101
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1176,23872,1110,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1013,14152,1065,14166
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,1072,13694,956,14074
1932,"40.304745,-111.893748" ,2098,"40.429099,-111.891894" ,1336,17784,1315,17790
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,542,6221,497,6213
2509,"40.163571,-111.60687" ,2354,"40.300711,-111.663502" ,1333,18196,1309,18195
