O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1441,25215,1473,25640
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1307,19941,1213,19951
1763,"40.5090001685,-111.875919320" ,2098,"40.4290987165,-111.891886358" ,861,12527,809,12535
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,3497,70829,3293,71979
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,2742,50456,2974,50475
570,"40.985157543,-111.8864262" ,2079,"40.4365363407,-111.830775799" ,3105,75087,2951,75223
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,1993,37419,2065,37782
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,679,11162,642,11190
1866,"40.309293,-112.009873" ,1728,"40.5615693283,-111.894569839" ,2441,39705,2691,42298
2136,"40.435821,-111.778905" ,1600,"40.508763,-111.899715" ,1211,20623,1261,22408
2068,"40.417174,-111.854361" ,1600,"40.508763,-111.899716" ,878,15411,987,17621
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1739,31631,1911,31387
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,2621,53394,3018,54366
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1448,24408,1396,26171
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,3010,54058,3607,53211
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,1864,24860,2011,25069
1866,"40.309293,-112.009873" ,2098,"40.429099,-111.891887" ,1859,23718,1853,28756
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2429,40873,2722,41078
2136,"40.435821,-111.778905" ,2172,"40.380322,-111.818407" ,833,9176,777,9183
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1797,21906,1634,22222
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,786,11692,666,13906
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,803,10302,786,10553
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1147,21899,1158,21358
2228,"40.339253,-111.710746" ,2188,"40.352924,-111.768877" ,692,6250,635,6259
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,775,9498,716,8376
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,838,7608,840,7598
2337,"40.286065,-111.67176" ,2384,"40.25049,-111.649762" ,751,6751,704,6935
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1574,27983,1505,27470
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,579,4810,602,4810
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,1184,13937,1177,10872
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,666,6641,665,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,344,2911,314,2912
2798,"40.034617,-111.738078" ,2560,"40.123602,-111.638832" ,913,17247,1003,15088
2798,"40.034617,-111.738078" ,2326,"40.278561,-111.712748" ,1423,36019,1509,33846
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,939,12049,854,12082
2207,"40.37852,-111.764695" ,2098,"40.429099,-111.891891" ,977,14268,923,13727
2393,"40.237769,-111.649636" ,2354,"40.300711,-111.663499" ,813,8425,820,8428
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,960,10754,1008,8885
2451,"40.22777,-111.670659" ,2384,"40.25049,-111.649764" ,583,4634,627,4466
2451,"40.22777,-111.670659" ,2188,"40.352924,-111.768878" ,1054,18869,929,18460
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,955,9963,981,9810
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,672,9171,690,9561
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,711,7690,723,7690
2751,"40.046799,-111.675851" ,2354,"40.300711,-111.663501" ,1937,39631,2135,30329
2851,"39.979668,-111.788998" ,2384,"40.25049,-111.649765" ,1854,37500,1797,37620
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1232,23871,1142,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1140,14157,1238,14536
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,1234,13571,1206,15378
1951,"40.356029,-111.947619" ,2326,"40.278561,-111.712752" ,1663,30171,1918,30182
1932,"40.304745,-111.893748" ,2172,"40.380322,-111.818411" ,1362,18444,1444,18382
1932,"40.304745,-111.893748" ,2098,"40.429099,-111.891894" ,1429,17858,1588,19995
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1419,21033,1452,21303
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,2028,49258,1950,48682
