O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966056" ,2079,"40.4365363407,-111.830775799" ,1951,45018,2971,44759
1153,"40.729610314,-111.850966057" ,2384,"40.2504896532,-111.649761944" ,3273,70708,4122,70439
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,2038,25213,2048,23632
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1281,19939,1712,19577
1218,"40.6934674976,-111.874152095" ,2098,"40.4290987165,-111.891886358" ,1718,33506,2548,33558
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,3256,70829,4221,71979
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,3404,51846,3663,50475
570,"40.985157543,-111.8864262" ,2079,"40.4365363407,-111.830775799" ,2783,70820,3637,70614
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,2285,35666,2712,36405
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,699,11160,1056,12205
1866,"40.309293,-112.009873" ,1728,"40.5615693283,-111.894569839" ,3406,40121,2476,43873
2136,"40.435821,-111.778905" ,1600,"40.508763,-111.899715" ,1601,20623,1295,22405
2068,"40.417174,-111.854361" ,1600,"40.508763,-111.899716" ,1477,16458,1080,17621
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,2918,31631,1729,31387
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,3698,54445,2567,54366
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,2108,24407,1513,26171
2393,"40.237769,-111.649636" ,972,"40.766088,-111.889662" ,4070,74012,3186,73952
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,1357,18702,1403,16674
1951,"40.356029,-111.947619" ,1728,"40.5615693283,-111.89456984" ,2942,30369,1830,30558
1866,"40.309293,-112.009873" ,2098,"40.429099,-111.891887" ,2345,27241,1802,27445
2136,"40.435821,-111.778905" ,2172,"40.380322,-111.818407" ,778,9176,751,8805
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,764,10973,701,10504
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1703,21906,1603,22222
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,821,11692,733,13905
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,914,9026,828,8912
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,779,10491,690,10552
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1380,21899,1243,21351
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,765,8402,691,8376
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,850,8242,758,10640
2337,"40.286065,-111.67176" ,2384,"40.25049,-111.649762" ,719,6850,682,6935
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1710,27983,1604,27470
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,575,4810,628,5359
2292,"40.307934,-111.720354" ,2172,"40.380322,-111.818409" ,741,12864,802,13522
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,659,6641,607,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,341,2914,315,2912
2798,"40.034617,-111.738078" ,2326,"40.278561,-111.712748" ,1477,33542,1453,33846
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,919,12049,892,12082
2207,"40.37852,-111.764695" ,2098,"40.429099,-111.891891" ,1191,14268,975,13727
2207,"40.37852,-111.764695" ,2326,"40.278561,-111.712749" ,1082,15739,913,15559
2393,"40.237769,-111.649636" ,2354,"40.300711,-111.663499" ,704,8425,747,8428
2451,"40.22777,-111.670659" ,2384,"40.25049,-111.649764" ,552,4479,572,4466
2451,"40.22777,-111.670659" ,2188,"40.352924,-111.768878" ,935,18869,874,18460
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,847,9808,861,9810
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,653,9171,643,9561
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,654,7690,711,7690
2851,"39.979668,-111.788998" ,2384,"40.25049,-111.649765" ,1948,37500,1721,37620
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1270,23871,1123,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1470,14158,1191,14171
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,1703,13798,1183,14067
1951,"40.356029,-111.947619" ,2326,"40.278561,-111.712752" ,2301,30172,1740,30180
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1401,21033,1416,21303
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,2182,49258,2052,48682
2509,"40.163571,-111.60687" ,2354,"40.300711,-111.663502" ,1325,18195,1325,18195
