O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966056" ,2079,"40.4365363407,-111.830775799" ,1863,45018,1793,44759
1153,"40.729610314,-111.850966057" ,2384,"40.2504896532,-111.649761944" ,2982,70709,2932,70439
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1252,25213,1330,26084
1763,"40.5090001685,-111.875919320" ,2098,"40.4290987165,-111.891886358" ,799,12525,772,12979
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,2909,70829,2986,71978
1407,"40.519692227,-112.028651355" ,2098,"40.4290987165,-111.891886358" ,1382,23787,1476,22744
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,2414,50456,2379,50475
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,631,11160,607,11634
1866,"40.309293,-112.009873" ,1728,"40.5615693283,-111.894569839" ,2190,40118,2214,42299
2068,"40.417174,-111.854361" ,1600,"40.508763,-111.899716" ,795,15410,921,17620
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1628,31631,1539,31386
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1218,24407,1318,26171
2393,"40.237769,-111.649636" ,972,"40.766088,-111.889662" ,2955,74012,2887,73953
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,951,18702,1168,19482
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,2654,55492,2483,53212
1951,"40.356029,-111.947619" ,1728,"40.5615693283,-111.89456984" ,1702,30826,1547,30530
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,1659,24860,1742,29800
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2251,40874,2258,45809
2136,"40.435821,-111.778905" ,2172,"40.380322,-111.818407" ,714,9176,712,8805
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,688,10610,716,10949
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1532,23705,1531,21871
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,764,11693,674,13905
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,852,10392,813,8912
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,738,10303,644,10550
2228,"40.339253,-111.710746" ,2172,"40.380322,-111.818408" ,809,13243,941,11221
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1070,21948,1093,21351
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,797,8654,683,8376
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,854,7658,732,10640
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1368,27983,1415,27470
2292,"40.307934,-111.720354" ,2172,"40.380322,-111.818409" ,677,12864,721,13522
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,632,6648,578,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,319,2914,328,2912
2798,"40.034617,-111.738078" ,2560,"40.123602,-111.638832" ,824,15336,924,15088
2798,"40.034617,-111.738078" ,2326,"40.278561,-111.712748" ,1409,33535,1445,33846
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,853,12049,820,12082
2207,"40.37852,-111.764695" ,2098,"40.429099,-111.891891" ,871,14268,893,13727
2207,"40.37852,-111.764695" ,2326,"40.278561,-111.712749" ,982,15739,937,15559
2393,"40.237769,-111.649636" ,2354,"40.300711,-111.663499" ,821,8425,731,8427
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,853,10754,890,8885
2451,"40.22777,-111.670659" ,2384,"40.25049,-111.649764" ,553,4634,568,4466
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,879,9963,862,9810
2751,"40.046799,-111.675851" ,2560,"40.123602,-111.638833" ,922,11080,943,11075
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1077,24444,1122,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,988,14158,1010,14171
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,1169,13572,943,14067
1951,"40.356029,-111.947619" ,2326,"40.278561,-111.712752" ,1564,30172,1523,30180
1932,"40.304745,-111.893748" ,2172,"40.380322,-111.818411" ,1182,18447,1248,18454
1932,"40.304745,-111.893748" ,2098,"40.429099,-111.891894" ,1416,18715,1241,18758
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1368,21033,1335,21303
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,1899,49258,1891,48682
2509,"40.163571,-111.60687" ,2560,"40.123602,-111.638836" ,476,6563,506,6629
