O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966056" ,2079,"40.4365363407,-111.830775799" ,3497,53691,2240,44761
1153,"40.729610314,-111.850966057" ,2384,"40.2504896532,-111.649761944" ,4970,79378,3908,70437
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1594,25375,1776,25639
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1714,20101,1392,19950
1763,"40.5090001685,-111.875919320" ,2098,"40.4290987165,-111.891886358" ,1080,12687,905,12557
1218,"40.6934674976,-111.874152095" ,2098,"40.4290987165,-111.891886358" ,3142,33662,1775,33572
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,4518,70831,3927,71977
1407,"40.519692227,-112.028651355" ,2098,"40.4290987165,-111.891886358" ,1743,23948,1731,22255
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,3184,51157,3600,50473
1866,"40.309293,-112.009873" ,1728,"40.5615693283,-111.894569839" ,2788,39701,3390,42205
2136,"40.435821,-111.778905" ,1600,"40.508763,-111.899715" ,1325,20388,1580,22410
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1998,31631,2695,31385
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,3031,53625,4102,55050
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1806,24169,1669,26169
2393,"40.237769,-111.649636" ,972,"40.766088,-111.889662" ,3867,76644,4940,75527
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,3407,53521,4916,54796
1951,"40.356029,-111.947619" ,1728,"40.5615693283,-111.89456984" ,2061,30096,2678,28832
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,1997,24858,2080,25067
1866,"40.309293,-112.009873" ,2098,"40.429099,-111.891887" ,2157,23719,2129,28758
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2833,40872,3040,41077
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1892,21904,1739,22221
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,947,11692,788,13907
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,863,10394,903,8912
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,796,10491,922,10705
2228,"40.339253,-111.710746" ,2172,"40.380322,-111.818408" ,1112,13194,1101,11219
2228,"40.339253,-111.710746" ,2188,"40.352924,-111.768877" ,653,6250,726,6259
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,859,8401,773,8376
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,856,7608,871,7598
2337,"40.286065,-111.67176" ,2384,"40.25049,-111.649762" ,777,6751,737,6935
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1977,28138,1881,27508
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,606,4810,634,5359
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,1310,10984,1260,10927
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,708,6640,681,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,298,2910,309,2912
2798,"40.034617,-111.738078" ,2560,"40.123602,-111.638832" ,906,17249,1061,15089
2798,"40.034617,-111.738078" ,2326,"40.278561,-111.712748" ,1438,36020,1600,33850
2393,"40.237769,-111.649636" ,2354,"40.300711,-111.663499" ,867,8425,982,8427
2451,"40.22777,-111.670659" ,2384,"40.25049,-111.649764" ,625,4479,618,4569
2451,"40.22777,-111.670659" ,2188,"40.352924,-111.768878" ,1211,18870,1026,18459
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,1125,9833,999,9755
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,704,9171,771,9564
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,685,7690,720,7690
2751,"40.046799,-111.675851" ,2354,"40.300711,-111.663501" ,2055,39631,2312,39964
2851,"39.979668,-111.788998" ,2384,"40.25049,-111.649765" ,1868,37500,2110,37725
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1149,23872,1163,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1310,14152,1422,14166
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,2349,49418,2444,48681
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,549,6221,525,6213
2509,"40.163571,-111.60687" ,2560,"40.123602,-111.638836" ,564,6563,561,6629
