O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966056" ,2079,"40.4365363407,-111.830775799" ,2967,45023,2193,44759
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1580,25215,1667,25640
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1546,19941,1333,19951
1218,"40.6934674976,-111.874152095" ,2098,"40.4290987165,-111.891886358" ,2240,33509,1782,33573
1407,"40.519692227,-112.028651355" ,2098,"40.4290987165,-111.891886358" ,1638,23790,1941,22744
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,3567,50456,3022,50903
1866,"40.309293,-112.009873" ,1728,"40.5615693283,-111.894569839" ,2360,39701,2970,42205
2068,"40.417174,-111.854361" ,1600,"40.508763,-111.899716" ,1088,15411,1127,17621
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1968,31631,2300,31868
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,2885,53394,3677,53493
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1785,24408,1619,26171
2393,"40.237769,-111.649636" ,972,"40.766088,-111.889662" ,3651,74012,4799,73952
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,1111,18704,1317,19038
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,2828,53281,3940,53211
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,3189,40873,2933,41078
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,765,10610,746,10504
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1813,21906,1611,22222
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,834,9026,873,8912
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,893,10491,926,10704
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1273,21899,1428,20252
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,843,8402,710,8376
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,843,7608,762,10646
2337,"40.286065,-111.67176" ,2384,"40.25049,-111.649762" ,782,6751,726,6935
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1640,27983,1880,27470
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,579,4810,590,4810
2292,"40.307934,-111.720354" ,2172,"40.380322,-111.818409" ,854,12687,1095,13522
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,1272,13937,1247,10872
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,667,6641,641,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,299,2914,301,2912
2207,"40.37852,-111.764695" ,2326,"40.278561,-111.712749" ,1170,15739,998,15559
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,963,10754,1048,8885
2451,"40.22777,-111.670659" ,2188,"40.352924,-111.768878" ,981,18869,971,18460
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,685,9171,705,9561
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,662,7690,675,7690
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1234,23872,1192,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1202,14157,1467,14171
1951,"40.356029,-111.947619" ,2326,"40.278561,-111.712752" ,2264,30171,2237,30180
1932,"40.304745,-111.893748" ,2172,"40.380322,-111.818411" ,1384,18444,1615,18382
1932,"40.304745,-111.893748" ,2098,"40.429099,-111.891894" ,1430,17858,1903,19995
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1485,21033,1711,21303
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,2126,49258,2354,48682
