O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966057" ,2384,"40.2504896532,-111.649761944" ,3146,70711,3574,72020
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1257,25372,1424,25640
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1177,20099,1135,19951
1218,"40.6934674976,-111.874152095" ,2098,"40.4290987165,-111.891886358" ,1604,33666,1612,33573
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,3102,70829,3847,75238
1407,"40.519692227,-112.028651355" ,2098,"40.4290987165,-111.891886358" ,1376,23946,1496,24116
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,2664,50455,3130,50475
570,"40.985157543,-111.8864262" ,2079,"40.4365363407,-111.830775799" ,2620,70822,2605,70614
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,1762,37576,1837,36763
2136,"40.435821,-111.778905" ,1600,"40.508763,-111.899715" ,1090,20623,1231,22408
2068,"40.417174,-111.854361" ,1600,"40.508763,-111.899716" ,854,15442,938,17621
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1675,31631,1716,31387
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,2465,54391,2406,54700
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1307,24407,1395,26168
2393,"40.237769,-111.649636" ,972,"40.766088,-111.889662" ,3783,77779,3132,74291
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,961,18861,1094,19037
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,2868,55043,2559,53556
1866,"40.309293,-112.009873" ,2098,"40.429099,-111.891887" ,1725,23719,1589,27445
2136,"40.435821,-111.778905" ,2172,"40.380322,-111.818407" ,719,9176,744,9183
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1606,23705,1586,21870
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,954,11692,753,13906
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1307,22197,1312,20303
2228,"40.339253,-111.710746" ,2188,"40.352924,-111.768877" ,561,6250,563,6259
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,756,8402,683,8376
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,531,4810,574,4810
2292,"40.307934,-111.720354" ,2172,"40.380322,-111.818409" ,1677,12686,1144,13522
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,668,6641,593,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,308,2914,314,2912
2798,"40.034617,-111.738078" ,2560,"40.123602,-111.638832" ,925,17249,921,15089
2798,"40.034617,-111.738078" ,2326,"40.278561,-111.712748" ,1443,36796,1508,34531
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,912,12049,861,12082
2207,"40.37852,-111.764695" ,2098,"40.429099,-111.891891" ,947,14425,982,14290
2393,"40.237769,-111.649636" ,2354,"40.300711,-111.663499" ,739,8425,706,8428
2451,"40.22777,-111.670659" ,2384,"40.25049,-111.649764" ,584,4503,574,4572
2451,"40.22777,-111.670659" ,2188,"40.352924,-111.768878" ,1391,19677,865,18460
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,895,9833,858,9810
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,748,9948,701,10245
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,649,7690,666,7690
2751,"40.046799,-111.675851" ,2560,"40.123602,-111.638833" ,938,10773,987,12326
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1401,14152,1027,14166
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,1148,14421,950,14074
1932,"40.304745,-111.893748" ,2172,"40.380322,-111.818411" ,1482,18372,1260,18453
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1327,21033,1355,21408
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,2615,51590,2212,49247
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,512,5809,510,6213
2509,"40.163571,-111.60687" ,2560,"40.123602,-111.638836" ,530,6563,584,6629
