O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966056" ,2079,"40.4365363407,-111.830775799" ,2007,45023,1806,44761
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1177,19943,1100,19950
1763,"40.5090001685,-111.875919320" ,2098,"40.4290987165,-111.891886358" ,761,12530,742,12536
1218,"40.6934674976,-111.874152095" ,2098,"40.4290987165,-111.891886358" ,1537,33504,1477,33572
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,2963,70831,3105,71976
1407,"40.519692227,-112.028651355" ,2098,"40.4290987165,-111.891886358" ,1273,23791,1478,24115
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,2328,50455,2479,50473
570,"40.985157543,-111.8864262" ,2079,"40.4365363407,-111.830775799" ,2555,70821,2470,70617
2136,"40.435821,-111.778905" ,1600,"40.508763,-111.899715" ,1046,20388,1207,22490
2068,"40.417174,-111.854361" ,1600,"40.508763,-111.899716" ,769,15172,907,17704
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1667,31631,1629,31385
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,2369,54840,2377,54358
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1277,24169,1357,26250
2393,"40.237769,-111.649636" ,972,"40.766088,-111.889662" ,3009,74410,2982,73946
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,996,18706,1029,19037
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,2654,53641,2570,53214
1951,"40.356029,-111.947619" ,1728,"40.5615693283,-111.89456984" ,1617,30096,1645,28832
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,1793,24858,1920,25067
2136,"40.435821,-111.778905" ,2172,"40.380322,-111.818407" ,801,9176,817,9183
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,730,10609,758,10504
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1618,23703,1566,22221
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,781,11692,656,13906
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,834,8735,806,8912
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,691,10491,697,10552
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1058,21898,1080,21358
2228,"40.339253,-111.710746" ,2188,"40.352924,-111.768877" ,623,6250,577,6259
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,826,8401,703,8376
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,861,7608,738,10647
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1395,27980,1414,27469
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,572,4810,580,4813
2292,"40.307934,-111.720354" ,2172,"40.380322,-111.818409" ,727,12865,753,13522
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,1244,10953,1146,10927
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,678,6640,626,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,300,2912,304,2912
2798,"40.034617,-111.738078" ,2326,"40.278561,-111.712748" ,1445,36020,1511,33825
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,1053,12049,907,12082
2207,"40.37852,-111.764695" ,2098,"40.429099,-111.891891" ,939,14268,939,13724
2207,"40.37852,-111.764695" ,2326,"40.278561,-111.712749" ,1002,15739,937,15560
2393,"40.237769,-111.649636" ,2354,"40.300711,-111.663499" ,783,8425,806,8428
2451,"40.22777,-111.670659" ,2384,"40.25049,-111.649764" ,567,4479,632,4572
2451,"40.22777,-111.670659" ,2188,"40.352924,-111.768878" ,941,18870,834,18460
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,937,9808,940,9810
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,655,9171,673,9539
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,654,7690,686,7690
2751,"40.046799,-111.675851" ,2354,"40.300711,-111.663501" ,1883,39631,1947,39964
2851,"39.979668,-111.788998" ,2384,"40.25049,-111.649765" ,1761,37500,1766,37725
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1085,14152,1199,14166
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,1078,13694,1013,14074
1951,"40.356029,-111.947619" ,2326,"40.278561,-111.712752" ,1605,30166,1734,30175
1932,"40.304745,-111.893748" ,2172,"40.380322,-111.818411" ,1271,18372,1416,18453
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1464,21149,1423,21409
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,1953,49373,1892,48681
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,553,5312,501,6213
2509,"40.163571,-111.60687" ,2354,"40.300711,-111.663502" ,1383,18196,1391,18217
2509,"40.163571,-111.60687" ,2560,"40.123602,-111.638836" ,505,6563,505,6629
