O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966056" ,2079,"40.4365363407,-111.830775799" ,1719,45023,1775,44761
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1200,25217,1281,25639
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1135,19943,1082,19950
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,2216,50454,2339,50471
570,"40.985157543,-111.8864262" ,2079,"40.4365363407,-111.830775799" ,2474,70822,2461,70617
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,1682,37421,1755,36761
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,572,11165,554,11190
2136,"40.435821,-111.778905" ,1600,"40.508763,-111.899715" ,994,20388,1103,22410
2068,"40.417174,-111.854361" ,1600,"40.508763,-111.899716" ,780,15172,894,17624
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1653,31631,1481,31385
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,2288,54444,2239,54695
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1234,24169,1270,26169
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,932,18706,1023,19037
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,1584,24863,1712,25068
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2174,40877,2302,41077
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,619,10609,640,10504
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1436,23703,1339,23480
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,776,14453,653,13906
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,651,10491,622,10552
2228,"40.339253,-111.710746" ,2172,"40.380322,-111.818408" ,723,13194,808,13814
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1004,21898,1034,21358
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,706,8401,648,8376
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,508,4810,529,4813
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,596,6640,560,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,289,2912,299,2912
2798,"40.034617,-111.738078" ,2560,"40.123602,-111.638832" ,811,17249,897,15089
2798,"40.034617,-111.738078" ,2326,"40.278561,-111.712748" ,1397,36020,1450,33825
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,791,12049,790,12082
2207,"40.37852,-111.764695" ,2326,"40.278561,-111.712749" ,939,15739,869,15560
2393,"40.237769,-111.649636" ,2354,"40.300711,-111.663499" ,654,8425,610,8428
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,857,8852,813,8881
2451,"40.22777,-111.670659" ,2384,"40.25049,-111.649764" ,530,4478,478,4465
2451,"40.22777,-111.670659" ,2188,"40.352924,-111.768878" ,884,18869,808,18460
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,622,7690,646,7690
2751,"40.046799,-111.675851" ,2354,"40.300711,-111.663501" ,1717,29976,1799,33573
2751,"40.046799,-111.675851" ,2560,"40.123602,-111.638833" ,887,11946,929,12072
2851,"39.979668,-111.788998" ,2384,"40.25049,-111.649765" ,1654,37500,1620,37618
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1030,23872,1080,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,885,14157,989,14166
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,1884,49258,1875,48681
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,506,6221,503,6213
2509,"40.163571,-111.60687" ,2354,"40.300711,-111.663502" ,1159,18195,1198,18217
2509,"40.163571,-111.60687" ,2560,"40.123602,-111.638836" ,485,6563,490,6629
