O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966057" ,2384,"40.2504896532,-111.649761944" ,3016,70711,3150,73719
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1248,25372,1420,25640
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1144,20099,1182,19951
1218,"40.6934674976,-111.874152095" ,2098,"40.4290987165,-111.891886358" ,1583,33666,1980,33573
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,2961,70829,3179,75238
1407,"40.519692227,-112.028651355" ,2098,"40.4290987165,-111.891886358" ,1319,23946,1511,24116
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,2424,50455,2464,50475
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,1769,37576,2053,37782
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,623,11322,647,11191
1866,"40.309293,-112.009873" ,1728,"40.5615693283,-111.894569839" ,2509,39697,2257,42205
2136,"40.435821,-111.778905" ,1600,"40.508763,-111.899715" ,1133,20623,1215,22408
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1302,24407,1340,26168
2393,"40.237769,-111.649636" ,972,"40.766088,-111.889662" ,3291,74012,2998,73951
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,960,18861,1166,19037
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,3173,54632,2638,53219
1951,"40.356029,-111.947619" ,1728,"40.5615693283,-111.89456984" ,1967,29968,1683,28834
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,1723,24858,1746,25067
1866,"40.309293,-112.009873" ,2098,"40.429099,-111.891887" ,1888,23719,1600,27445
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2280,39615,2302,39787
2136,"40.435821,-111.778905" ,2172,"40.380322,-111.818407" ,721,9176,742,9183
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,731,10767,742,10504
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1619,21905,1509,23482
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,778,11692,672,13907
2228,"40.339253,-111.710746" ,2172,"40.380322,-111.818408" ,784,13195,885,13813
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1048,22056,1120,21924
2337,"40.286065,-111.67176" ,2384,"40.25049,-111.649762" ,663,6751,669,6935
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,535,4810,535,4810
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,621,6641,587,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,309,2914,324,2912
2798,"40.034617,-111.738078" ,2326,"40.278561,-111.712748" ,1434,36796,1503,34531
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,885,12049,866,12082
2207,"40.37852,-111.764695" ,2326,"40.278561,-111.712749" ,1003,14482,962,14270
2451,"40.22777,-111.670659" ,2188,"40.352924,-111.768878" ,949,18869,860,18460
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,864,9833,844,9810
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,712,9948,716,10245
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,649,7690,672,7690
2751,"40.046799,-111.675851" ,2560,"40.123602,-111.638833" ,951,10773,1005,12326
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1090,23872,1114,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1111,14152,1068,14166
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,1316,13566,978,14074
1932,"40.304745,-111.893748" ,2172,"40.380322,-111.818411" ,1232,18372,1301,18453
1932,"40.304745,-111.893748" ,2098,"40.429099,-111.891894" ,1459,17786,1277,18756
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1308,21033,1349,21408
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,523,5809,517,6213
2509,"40.163571,-111.60687" ,2560,"40.123602,-111.638836" ,489,6563,492,6629
