O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966056" ,2079,"40.4365363407,-111.830775799" ,1715,45023,1680,44759
1153,"40.729610314,-111.850966057" ,2384,"40.2504896532,-111.649761944" ,2750,70711,2773,70439
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1162,25372,1208,25640
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1048,20099,1016,19951
1218,"40.6934674976,-111.874152095" ,2098,"40.4290987165,-111.891886358" ,1413,33666,1379,33573
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,2779,70829,2875,71979
1407,"40.519692227,-112.028651355" ,2098,"40.4290987165,-111.891886358" ,1215,23947,1273,24116
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,2190,50456,2222,50475
570,"40.985157543,-111.8864262" ,2079,"40.4365363407,-111.830775799" ,2484,70824,2434,70614
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,1590,36078,1634,36762
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,556,11320,546,11190
1866,"40.309293,-112.009873" ,1728,"40.5615693283,-111.894569839" ,2027,40122,1979,42205
2136,"40.435821,-111.778905" ,1600,"40.508763,-111.899715" ,939,20623,1051,22408
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1503,31631,1477,31387
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,2257,56577,2212,54363
2393,"40.237769,-111.649636" ,972,"40.766088,-111.889662" ,2856,74012,2798,73952
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,914,18862,949,19038
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,2485,54638,2353,53211
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,1535,24860,1511,25069
1866,"40.309293,-112.009873" ,2098,"40.429099,-111.891887" ,1458,23719,1435,27445
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2158,40873,2070,41078
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,634,10767,613,10504
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1359,23705,1310,23483
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,747,10394,731,8912
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,648,10302,614,10554
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,633,8402,609,8376
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,775,7608,669,10646
2337,"40.286065,-111.67176" ,2384,"40.25049,-111.649762" ,620,6751,605,6199
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1331,28140,1339,28037
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,495,4810,518,4810
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,977,13937,923,10872
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,283,2914,293,2912
2798,"40.034617,-111.738078" ,2326,"40.278561,-111.712748" ,1411,36020,1401,33847
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,750,12049,732,12082
2207,"40.37852,-111.764695" ,2098,"40.429099,-111.891891" ,849,16558,820,14290
2207,"40.37852,-111.764695" ,2326,"40.278561,-111.712749" ,888,14482,793,15559
2393,"40.237769,-111.649636" ,2354,"40.300711,-111.663499" ,638,8425,636,8428
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,771,10754,800,8885
2451,"40.22777,-111.670659" ,2384,"40.25049,-111.649764" ,504,4479,501,4466
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,769,9808,755,9810
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,583,9171,601,9561
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,587,7690,608,7690
2751,"40.046799,-111.675851" ,2354,"40.300711,-111.663501" ,1758,33134,1758,33602
2751,"40.046799,-111.675851" ,2560,"40.123602,-111.638833" ,911,11184,863,11179
2851,"39.979668,-111.788998" ,2384,"40.25049,-111.649765" ,1633,37500,1626,37620
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1030,23871,1061,24093
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,962,13571,858,14066
1951,"40.356029,-111.947619" ,2326,"40.278561,-111.712752" ,1432,28914,1413,30180
1932,"40.304745,-111.893748" ,2098,"40.429099,-111.891894" ,1151,17786,1122,18684
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1232,21033,1257,21303
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,496,6221,495,6213
2509,"40.163571,-111.60687" ,2354,"40.300711,-111.663502" ,1181,18196,1156,18195
2509,"40.163571,-111.60687" ,2560,"40.123602,-111.638836" ,485,6563,492,6629
