O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1419,25375,1531,25639
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1221,20101,1312,19950
1763,"40.5090001685,-111.875919320" ,2098,"40.4290987165,-111.891886358" ,838,12687,911,12536
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,2946,70832,3347,72010
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,2545,51842,2710,50474
570,"40.985157543,-111.8864262" ,2079,"40.4365363407,-111.830775799" ,2762,70822,3195,70617
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,1985,37297,2201,36760
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,677,11322,737,11190
1866,"40.309293,-112.009873" ,1728,"40.5615693283,-111.894569839" ,2932,39701,2367,42203
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1890,31631,1673,31385
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,2877,54391,2359,54696
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1412,24408,1487,26170
2393,"40.237769,-111.649636" ,972,"40.766088,-111.889662" ,3548,73958,2936,74284
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,1116,18863,1187,19037
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,3872,54706,2654,53552
1951,"40.356029,-111.947619" ,1728,"40.5615693283,-111.89456984" ,2430,29676,1737,28832
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,2501,26406,1927,29800
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,3054,45937,2474,45810
2136,"40.435821,-111.778905" ,2172,"40.380322,-111.818407" ,728,9176,792,9183
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,710,10972,747,10504
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1577,23705,1505,23481
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,794,11692,671,13907
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,879,10394,815,8912
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,799,10302,699,10552
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1067,22057,1146,21351
2228,"40.339253,-111.710746" ,2188,"40.352924,-111.768877" ,584,6250,554,6259
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,756,8402,685,8376
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,861,7608,746,10640
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1391,28139,1421,27470
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,552,4810,555,4813
2292,"40.307934,-111.720354" ,2172,"40.380322,-111.818409" ,682,12863,724,13523
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,1084,10953,1006,10927
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,648,6641,604,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,313,2914,316,2912
2798,"40.034617,-111.738078" ,2560,"40.123602,-111.638832" ,863,17249,937,15089
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,917,12049,908,12082
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,905,8858,864,8885
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,862,9833,846,9810
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,685,9171,644,9564
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,651,7690,713,7690
2851,"39.979668,-111.788998" ,2384,"40.25049,-111.649765" ,1950,37500,1687,37725
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1238,23872,1103,24093
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,1677,13824,1035,14074
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1437,21034,1345,21408
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,1958,49417,1852,48681
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,564,6221,537,5801
2509,"40.163571,-111.60687" ,2354,"40.300711,-111.663502" ,1319,18195,1287,18195
2509,"40.163571,-111.60687" ,2560,"40.123602,-111.638836" ,491,6563,515,6629
