O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966056" ,2079,"40.4365363407,-111.830775799" ,2023,45021,1847,44759
1153,"40.729610314,-111.850966057" ,2384,"40.2504896532,-111.649761944" ,3452,70708,3293,70439
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1371,25215,1422,25640
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1301,19941,1248,19951
1407,"40.519692227,-112.028651355" ,2098,"40.4290987165,-111.891886358" ,1512,23790,1629,24116
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,2670,50456,2659,50475
570,"40.985157543,-111.8864262" ,2079,"40.4365363407,-111.830775799" ,2730,70822,2579,70614
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,1889,37322,1940,36762
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,668,11162,666,11190
1866,"40.309293,-112.009873" ,1728,"40.5615693283,-111.894569839" ,2417,40121,2374,42263
2068,"40.417174,-111.854361" ,1600,"40.508763,-111.899716" ,810,15410,913,17621
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1764,31631,1675,31387
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,2477,54445,2456,54366
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,2902,54638,2801,53212
1951,"40.356029,-111.947619" ,1728,"40.5615693283,-111.89456984" ,1882,29975,1786,28885
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,1994,24860,2014,29800
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2553,40874,2513,41078
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,733,10610,730,10504
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1832,23001,1653,23483
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,779,11692,657,13905
2228,"40.339253,-111.710746" ,2172,"40.380322,-111.818408" ,852,13195,1015,11221
2228,"40.339253,-111.710746" ,2188,"40.352924,-111.768877" ,646,6250,604,6259
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,826,9498,739,8376
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,850,7608,764,10646
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1475,27983,1521,27470
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,584,4810,648,5359
2292,"40.307934,-111.720354" ,2172,"40.380322,-111.818409" ,732,12864,774,13522
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,1171,13936,1193,14229
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,678,6641,652,6615
2393,"40.237769,-111.649636" ,2354,"40.300711,-111.663499" ,820,8425,825,8428
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,947,10754,1036,8885
2451,"40.22777,-111.670659" ,2384,"40.25049,-111.649764" ,596,4479,660,4466
2451,"40.22777,-111.670659" ,2188,"40.352924,-111.768878" ,943,18869,883,18460
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,983,9808,990,9810
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,668,9171,712,9561
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,675,7690,718,7690
2751,"40.046799,-111.675851" ,2354,"40.300711,-111.663501" ,1934,39631,2075,36616
2851,"39.979668,-111.788998" ,2384,"40.25049,-111.649765" ,1839,37500,1786,37620
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1184,14158,1230,14171
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,1252,13572,1163,14067
1932,"40.304745,-111.893748" ,2098,"40.429099,-111.891894" ,1425,17861,1506,18758
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,1928,49258,1940,48682
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,515,6221,511,6213
2509,"40.163571,-111.60687" ,2354,"40.300711,-111.663502" ,1417,18195,1411,18195
2509,"40.163571,-111.60687" ,2560,"40.123602,-111.638836" ,516,6563,545,6629
