O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1494,25375,1603,25639
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1485,20101,1305,19950
1763,"40.5090001685,-111.875919320" ,2098,"40.4290987165,-111.891886358" ,935,12757,893,12536
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,4365,70832,3847,70589
1407,"40.519692227,-112.028651356" ,2354,"40.3007107079,-111.663496277" ,3293,50457,3156,50474
570,"40.985157543,-111.8864262" ,2079,"40.4365363407,-111.830775799" ,3707,70822,3227,70617
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,2334,37578,2183,37781
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,805,11322,705,11190
1866,"40.309293,-112.009873" ,1728,"40.5615693283,-111.894569839" ,2435,40382,3065,42203
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1827,31631,2209,31385
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,2895,54391,3595,53839
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1608,24408,1588,26170
2393,"40.237769,-111.649636" ,972,"40.766088,-111.889662" ,3793,73958,4632,73430
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,1122,18863,1227,19037
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,3184,54706,3918,55018
1951,"40.356029,-111.947619" ,1728,"40.5615693283,-111.89456984" ,1757,29676,2431,28832
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,2021,24858,2222,25067
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2925,40872,3081,41077
2136,"40.435821,-111.778905" ,2172,"40.380322,-111.818407" ,781,9176,827,9183
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,750,10972,782,10504
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1814,21905,1691,22222
2068,"40.417174,-111.854361" ,2188,"40.352924,-111.768875" ,969,11692,755,13907
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,855,10394,907,8912
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,933,10302,901,10552
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1269,22057,1344,20251
2228,"40.339253,-111.710746" ,2188,"40.352924,-111.768877" ,653,6250,652,6259
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,842,8402,752,8376
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,894,7608,833,7598
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1716,28139,1870,27470
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,608,5359,626,5359
2292,"40.307934,-111.720354" ,2172,"40.380322,-111.818409" ,948,12863,1186,13523
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,1192,13940,1225,10927
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,673,6641,657,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,301,2914,306,2912
2798,"40.034617,-111.738078" ,2560,"40.123602,-111.638832" ,896,17249,1012,15089
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,944,12049,900,12082
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,964,14206,1028,8885
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,1065,9833,976,9810
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,702,9171,651,9564
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,677,7690,696,7690
2851,"39.979668,-111.788998" ,2384,"40.25049,-111.649765" ,1884,37500,1817,37725
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1123,23872,1151,24093
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,1202,13694,1369,14074
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1571,21034,1498,21408
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,2269,49417,2194,48681
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,557,6221,538,5801
2509,"40.163571,-111.60687" ,2354,"40.300711,-111.663502" ,1355,18195,1533,18195
2509,"40.163571,-111.60687" ,2560,"40.123602,-111.638836" ,558,6563,543,6629
