O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966056" ,2079,"40.4365363407,-111.830775799" ,1993,45023,1798,44761
1153,"40.729610314,-111.850966057" ,2384,"40.2504896532,-111.649761944" ,3165,70710,3073,70437
1530,"40.5456096957,-112.013648997" ,2098,"40.4290987165,-111.891886358" ,1248,25217,1400,25639
1763,"40.5090001685,-111.875919320" ,2098,"40.4290987165,-111.891886358" ,760,12530,734,12536
1324,"40.6726892565,-111.818289799" ,2384,"40.2504896532,-111.649761944" ,2973,70831,3090,71977
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,1751,37421,1804,36760
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,597,11165,566,11190
1866,"40.309293,-112.009873" ,1728,"40.5615693283,-111.894569839" ,2285,38605,2243,38988
2136,"40.435821,-111.778905" ,1600,"40.508763,-111.899715" ,1065,20388,1191,22490
2068,"40.417174,-111.854361" ,1600,"40.508763,-111.899716" ,786,15172,946,17704
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,2412,54841,2375,54358
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1298,24169,1376,26250
1611,"40.495514,-111.972" ,2098,"40.429099,-111.891892" ,974,18706,1037,19037
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,2653,53641,2479,53214
1951,"40.356029,-111.947619" ,1728,"40.5615693283,-111.89456984" ,1660,28581,1578,28832
1866,"40.309293,-112.009873" ,2098,"40.429099,-111.891887" ,1638,23719,1607,24229
1866,"40.309293,-112.009873" ,2326,"40.278561,-111.712745" ,2272,40872,2434,41077
2136,"40.435821,-111.778905" ,2172,"40.380322,-111.818407" ,741,9176,761,9183
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1652,21904,1530,22221
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,822,8735,795,8912
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,735,10302,666,10552
2228,"40.339253,-111.710746" ,2172,"40.380322,-111.818408" ,847,13194,891,13814
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1067,21899,1108,21358
2228,"40.339253,-111.710746" ,2354,"40.300711,-111.663497" ,823,8401,668,8376
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,886,7608,745,10647
2337,"40.286065,-111.67176" ,2384,"40.25049,-111.649762" ,683,6751,738,6935
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1381,27981,1477,27469
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,565,4810,569,4813
2292,"40.307934,-111.720354" ,2172,"40.380322,-111.818409" ,742,12865,755,13522
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,1234,10953,1121,10927
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,672,6640,589,6615
2798,"40.034617,-111.738078" ,2713,"40.040518,-111.751954" ,310,2912,316,2912
2798,"40.034617,-111.738078" ,2326,"40.278561,-111.712748" ,1471,36020,1469,33825
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,909,12049,846,12082
2207,"40.37852,-111.764695" ,2098,"40.429099,-111.891891" ,937,14269,970,13724
2393,"40.237769,-111.649636" ,2354,"40.300711,-111.663499" ,799,8425,758,8427
2393,"40.237769,-111.649636" ,2326,"40.278561,-111.71275" ,951,10767,905,11145
2451,"40.22777,-111.670659" ,2384,"40.25049,-111.649764" ,605,4503,583,4572
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,983,9833,900,9810
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,663,9171,652,9539
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,674,7690,703,7690
2751,"40.046799,-111.675851" ,2354,"40.300711,-111.663501" ,2029,39631,1972,39964
2751,"40.046799,-111.675851" ,2560,"40.123602,-111.638833" ,1025,11481,1003,11476
2851,"39.979668,-111.788998" ,2384,"40.25049,-111.649765" ,1772,37500,1734,37725
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1267,23872,1152,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1051,14152,1153,14166
1951,"40.356029,-111.947619" ,2326,"40.278561,-111.712752" ,1598,30166,1699,30175
1932,"40.304745,-111.893748" ,2098,"40.429099,-111.891894" ,1350,17784,1372,17790
2583,"40.094862,-111.621876" ,2384,"40.25049,-111.649766" ,1497,21034,1415,21409
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,1989,49260,1952,48681
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,548,6221,503,6213
2509,"40.163571,-111.60687" ,2354,"40.300711,-111.663502" ,1354,18195,1348,18195
