O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
1153,"40.729610314,-111.850966057" ,2384,"40.2504896532,-111.649761944" ,3281,70711,3022,70439
1743,"40.5504323408,-111.838388036" ,2098,"40.4290987165,-111.891886358" ,1173,19941,1131,19951
1763,"40.5090001685,-111.875919320" ,2098,"40.4290987165,-111.891886358" ,760,12527,755,12535
570,"40.985157543,-111.8864262" ,2079,"40.4365363407,-111.830775799" ,2562,70822,2522,70614
934,"40.6457884605,-112.020107498" ,2098,"40.4290987165,-111.891886358" ,1733,35921,1763,36762
1762,"40.509556,-111.885784" ,2098,"40.429099,-111.891886" ,602,11162,588,11190
2136,"40.435821,-111.778905" ,1600,"40.508763,-111.899715" ,1067,20623,1193,22408
2032,"40.383234,-111.861698" ,1469,"40.6061126176,-111.943808272" ,1643,31631,1567,31387
2207,"40.37852,-111.764695" ,972,"40.766088,-111.889661" ,2377,54445,2309,54366
2207,"40.37852,-111.764695" ,1600,"40.508763,-111.899717" ,1255,24408,1328,26171
1951,"40.356029,-111.947619" ,972,"40.766088,-111.889663" ,2727,54638,2497,53211
1951,"40.356029,-111.947619" ,1728,"40.5615693283,-111.89456984" ,1716,29974,1592,31812
1866,"40.309293,-112.009873" ,2172,"40.380322,-111.818406" ,1754,24860,1872,25069
2136,"40.435821,-111.778905" ,2172,"40.380322,-111.818407" ,747,9176,763,9183
2136,"40.435821,-111.778905" ,2098,"40.429099,-111.891888" ,732,10610,715,10504
2136,"40.435821,-111.778905" ,2354,"40.300711,-111.663496" ,1625,23705,1526,23482
2032,"40.383234,-111.861698" ,2079,"40.436536,-111.830776" ,830,10394,785,8912
2032,"40.383234,-111.861698" ,2188,"40.352924,-111.768876" ,692,10491,699,10554
2228,"40.339253,-111.710746" ,2172,"40.380322,-111.818408" ,862,13195,913,13813
2228,"40.339253,-111.710746" ,2098,"40.429099,-111.891889" ,1064,21899,1093,21358
2228,"40.339253,-111.710746" ,2188,"40.352924,-111.768877" ,597,6250,567,6259
2228,"40.339253,-111.710746" ,2326,"40.278561,-111.712746" ,859,7608,718,10646
2337,"40.286065,-111.67176" ,2384,"40.25049,-111.649762" ,744,6751,735,6935
2337,"40.286065,-111.67176" ,2098,"40.429099,-111.89189" ,1424,27983,1505,27470
2337,"40.286065,-111.67176" ,2326,"40.278561,-111.712747" ,563,4810,585,4810
2292,"40.307934,-111.720354" ,2384,"40.25049,-111.649763" ,1210,13937,1102,10872
2292,"40.307934,-111.720354" ,2354,"40.300711,-111.663498" ,665,6641,589,6615
2798,"40.034617,-111.738078" ,2326,"40.278561,-111.712748" ,1468,36019,1472,33846
2207,"40.37852,-111.764695" ,2079,"40.436536,-111.830777" ,913,12049,868,12082
2207,"40.37852,-111.764695" ,2326,"40.278561,-111.712749" ,1020,15739,901,15559
2393,"40.237769,-111.649636" ,2354,"40.300711,-111.663499" ,793,8425,821,8428
2451,"40.22777,-111.670659" ,2384,"40.25049,-111.649764" ,619,4503,641,4466
2451,"40.22777,-111.670659" ,2188,"40.352924,-111.768878" ,902,18869,814,18460
2451,"40.22777,-111.670659" ,2354,"40.300711,-111.6635" ,971,9833,966,9810
2451,"40.22777,-111.670659" ,2326,"40.278561,-111.712751" ,676,9171,673,9561
2751,"40.046799,-111.675851" ,2713,"40.040518,-111.751955" ,635,7690,687,7690
2751,"40.046799,-111.675851" ,2560,"40.123602,-111.638833" ,962,11184,1065,11179
2851,"39.979668,-111.788998" ,2560,"40.123602,-111.638834" ,1154,23872,1123,24093
1951,"40.356029,-111.947619" ,2172,"40.380322,-111.81841" ,1105,14157,1166,14171
1951,"40.356029,-111.947619" ,2098,"40.429099,-111.891893" ,1149,13571,973,14066
1932,"40.304745,-111.893748" ,2172,"40.380322,-111.818411" ,1349,18444,1424,18380
2583,"40.094862,-111.621876" ,2098,"40.429099,-111.891895" ,1992,49258,1910,48682
2583,"40.094862,-111.621876" ,2560,"40.123602,-111.638835" ,537,6221,523,6213
2509,"40.163571,-111.60687" ,2560,"40.123602,-111.638836" ,507,6563,530,6629
