TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
1) Total Trips,    805594, 100.00, 100.00,         0, 100.00, 100.00,   3845101, 100.00, 100.00,   1750026, 100.00, 100.00,    250658, 100.00, 100.00,   6651380, 100.00, 100.00,
    2) Non-Motorized,     31992,   3.97,   3.97,         0,      0,      0,    305088,   7.93,   7.93,    141731,   8.10,   8.10,     41960,  16.74,  16.74,    520772,   7.83,   7.83,
    2) Motorized,    773602,  96.03,  96.03,         0,      0,      0,   3540013,  92.07,  92.07,   1608295,  91.90,  91.90,    208698,  83.26,  83.26,   6130609,  92.17,  92.17
        3) Auto,    759044,  94.22,  98.12,         0,      0,      0,   3518486,  91.51,  99.39,   1603584,  91.63,  99.71,-,-,-,   6089812,  91.56,  99.33,
            4) Auto 1 pers,    631432,  78.38,  83.19,         0,      0,      0,   1264161,  32.88,  35.93,    697381,  39.85,  43.49,-,-,-,   2592973,  38.98,  42.58,
                    GP use,    630613,  78.28,  99.87,         0,      0,      0,   1264136,  32.88, 100.00,    696426,  39.80,  99.86,-,-,-,   2591175,  38.96,  99.93,
                    Toll use,       865,   0.11,   0.14,         0,      0,      0,       490,   0.01,   0.04,      1143,   0.07,   0.16,-,-,-,      2498,   0.04,   0.10
            4) Auto 2 pers,     98327,  12.21,  12.95,         0,      0,      0,   1225606,  31.87,  34.83,    451398,  25.79,  28.15,-,-,-,   1775332,  26.69,  29.15,
                    GP use,     77433,   9.61,  78.75,         0,      0,      0,   1151606,  29.95,  93.96,    407510,  23.29,  90.28,-,-,-,   1636549,  24.60,  92.18,
                    HOV use,     20896,   2.59,  21.25,         0,      0,      0,     74061,   1.93,   6.04,     43917,   2.51,   9.73,-,-,-,    138873,   2.09,   7.82,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) Auto 3+pers,     29231,   3.63,   3.85,         0,      0,      0,   1028184,  26.74,  29.22,    454619,  25.98,  28.35,-,-,-,   1512034,  22.73,  24.83,
                    GP use,     23015,   2.86,  78.74,         0,      0,      0,    966067,  25.12,  93.96,    410399,  23.45,  90.27,-,-,-,   1399482,  21.04,  92.56,
                    HOV use,      6215,   0.77,  21.26,         0,      0,      0,     62128,   1.62,   6.04,     44229,   2.53,   9.73,-,-,-,    112571,   1.69,   7.45,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) IMZ Door-to-Door (D2D),        55,   0.01,   0.01,         0,      0,      0,       547,   0.01,   0.02,       221,   0.01,   0.01,-,-,-,       823,   0.01,   0.01,
                    IMZ D2D 1 pers,        47,   0.01,  85.45,         0,      0,      0,       467,   0.01,  85.37,       188,   0.01,  85.07,-,-,-,       702,   0.01,  85.30,
                    IMZ D2D 2 pers,         6,   0.00,  10.91,         0,      0,      0,        63,   0.00,  11.52,        26,   0.00,  11.76,-,-,-,        95,   0.00,  11.54,
                    IMZ D2D 3+ pers,         2,   0.00,   3.64,         0,      0,      0,        17,   0.00,   3.11,         7,   0.00,   3.17,-,-,-,        26,   0.00,   3.16
            4) School Trips,-,-,-,-,-,-,-,-,-,-,-,-,    208698,  83.26,  83.26,    208698,   3.14,  83.26,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     27558,  10.99,  13.20,     27558,   0.41,  13.20,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     30608,  12.21,  14.67,     30608,   0.46,  14.67,
