Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           0.25,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,       11118.98,        6446.22,       94099.74,       18375.26,        6146.09,       27465.77,       45844.45,              0,              0,              0,              0,           0.01,              0,              0,              0,      118913.38,        1776.08,        3813.54,         897.90,         452.92,        2077.95,         163.26,        2255.38,        4997.73,         164.20,          90.06,         476.45,         394.62,         128.15,        2203.00,         122.30,         116.45,         463.21
         3,       15853.81,       16131.53,      204339.67,       30352.19,       11918.06,       19518.82,       47644.04,           0.53,              0,           0.16,           0.03,          23.88,              0,           0.22,           0.02,       78538.94,        1892.81,        4615.76,         892.74,         461.14,        2422.49,         175.41,        3364.87,        2872.42,         194.32,          47.28,         258.77,         467.95,         199.00,         897.12,         107.88,         105.08,         408.16
         4,       38105.60,       56827.82,      420919.88,       69171.61,       33522.47,       41423.17,      144045.03,           1.61,              0,           0.21,           0.04,          66.76,              0,           0.54,           0.35,       84191.70,        3569.90,        8387.02,        1608.10,         722.08,        3775.75,         316.83,        3700.02,        6323.49,         140.50,          50.30,         504.36,         233.07,         261.56,        1079.58,          60.51,          53.09,         255.00
         5,       41614.26,       68301.58,      395677.87,       59987.40,       35123.61,       38420.16,      114557.53,          12.79,              0,           2.02,           0.42,         125.58,              0,           1.17,           0.60,       19991.85,        2925.87,        7295.45,        1285.41,         577.39,        3206.90,          99.26,        2735.16,        6007.74,         141.97,          68.18,         481.68,         118.15,         239.59,        1145.93,          56.94,          50.20,         258.75
         6,       58693.63,       96380.78,      435573.38,       38325.23,       34472.26,       55452.09,      169462.26,         410.03,              0,          10.32,           4.27,         605.76,              0,          17.77,           4.94,       12428.83,        4083.87,       10462.24,        1863.48,         895.70,        4276.99,         128.07,        3349.73,        7310.23,         179.31,          75.88,         618.61,         174.76,         234.35,        1435.40,         101.99,          69.21,         308.26
         7,       64840.71,      101221.20,      431113.57,       26233.88,       40901.73,       57252.75,      162412.48,         326.45,              0,          59.02,           5.57,         368.57,              0,          70.62,          10.51,        9908.57,        4626.56,       11784.48,        2069.41,        1032.05,        4691.14,         179.97,        4326.66,        7469.19,         236.72,          80.35,         617.41,         192.79,         136.80,        1247.33,          91.19,          57.72,         234.44
         8,       61383.94,       94726.18,      378896.66,       24075.38,       46984.34,       49254.58,      135471.23,        1571.77,              0,         137.47,           4.25,        1345.58,              0,         125.11,           6.71,        8540.07,        3728.47,       10014.32,        1816.85,         835.86,        4059.32,         209.74,        4758.24,        6382.45,         260.13,          61.91,         507.71,         259.06,         159.04,        1165.15,         115.65,          75.73,         285.02
         9,       65795.31,       87752.13,      328969.55,       23145.96,       37246.48,       49589.73,      126110.42,        2096.41,              0,         125.50,          14.16,        1716.77,              0,         186.97,          21.47,        8362.35,        3796.62,       10526.35,        1908.95,         860.29,        4121.59,         177.25,        4680.45,        5717.57,         248.44,          57.76,         451.89,         240.38,         136.16,        1115.99,         100.06,          66.50,         245.93
