I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,TOT
    1,    1,  11002.11,         0,   8247.02,  60035.63,  24568.47,         0,         0,         0,  15662.98,   5410.64,   4340.92,         0,         0, 129267.77
    1,    2,     45.31,         0,         0,    349.25,    231.86,         0,         0,         0,    169.72,     47.07,     17.37,         0,         0,    860.58
    1,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,      0.30
    1,    4,   1950.16,         0,    582.09,   3774.83,   1504.84,         0,         0,         0,    584.32,    625.15,    518.83,         0,         0,   9540.22
    1,    5,   1220.80,    217.00,     42.76,   1494.37,    819.39,         0,         0,         0,    269.58,    418.37,    350.98,         0,         0,   4833.25
    1,    6,      0.02,         0,         0,      2.02,      0.15,         0,         0,         0,      5.29,      0.04,         0,         0,         0,      7.52
    1,    7,         0,         0,         0,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.05
    1,    8,    973.65,     24.00,     43.61,    875.66,    687.16,         0,         0,         0,    195.28,    109.49,      9.78,         0,         0,   2918.63
    1,    9,    211.58,         0,      3.58,    226.13,    147.64,         0,         0,         0,     63.00,     41.92,      4.56,         0,         0,    698.41
    1,   10,         0,         0,         0,      0.52,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.53
    1,   11,     82.24,         0,         0,     66.55,      8.47,         0,         0,         0,     13.10,     27.09,     16.03,         0,         0,    213.48
    1,   12,    267.82,      9.00,      0.12,    448.14,     63.64,         0,         0,         0,     59.42,    115.52,     61.54,         0,         0,   1025.20
    1,   13,    101.02,      2.00,         0,    180.87,     35.72,         0,         0,         0,     18.46,     22.33,      6.43,         0,         0,    366.83
    1,   14,    248.18,      7.00,         0,    396.46,     78.02,         0,         0,         0,     40.80,     72.21,     23.27,         0,         0,    865.94
    1,   15,      3.57,         0,         0,      0.48,         0,         0,         0,         0,      0.18,      1.51,      4.14,         0,         0,      9.88
    1,   16,     38.44,         0,         0,     22.34,      2.60,         0,         0,         0,      7.86,     17.34,     20.59,         0,         0,    109.17
    1,   17,     36.64,         0,         0,     29.39,      2.68,         0,         0,         0,      8.38,     15.74,     12.94,         0,         0,    105.77
    1,   18,      0.38,         0,         0,      0.06,         0,         0,         0,         0,      0.02,         0,         0,         0,         0,      0.46
    1,   19,      0.17,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.14,         0,         0,      0.31
    1,   20,      8.33,         0,         0,         0,         0,         0,         0,         0,      0.06,      0.99,      7.94,         0,         0,     17.32
    1,   21,      5.44,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,      2.25,         0,         0,     12.69
    1,   22,      0.55,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.05,         0,         0,      1.60
    1,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   27,         0,         0,         0,         0,         0,   9399.36,         0,         0,         0,         0,         0,    541.09,    230.62,  10171.07
    2,    1,    504.59,         0,    612.98,   1743.20,    240.78,         0,         0,         0,    290.09,     46.06,     18.42,         0,         0,   3456.12
    2,    2,    117.71,         0,         0,   1738.43,    346.43,         0,         0,         0,    820.64,     28.68,      4.64,         0,         0,   3056.53
    2,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,    4,    121.67,         0,     49.70,    214.24,     67.25,         0,         0,         0,     63.87,     24.04,      8.83,         0,         0,    549.60
    2,    5,     85.02,         0,     16.91,    153.38,     42.36,         0,         0,         0,     19.64,     16.83,      6.97,         0,         0,    341.11
    2,    6,         0,         0,         0,      0.27,      0.02,         0,         0,         0,      1.33,         0,         0,         0,         0,      1.62
    2,    7,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
    2,    8,     74.18,         0,     21.84,    106.83,     34.56,         0,         0,         0,     13.02,      5.11,      0.14,         0,         0,    255.68
    2,    9,     18.40,         0,      3.06,     43.66,     10.54,         0,         0,         0,      5.01,      2.29,      0.09,         0,         0,     83.05
    2,   10,         0,         0,         0,      0.11,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.11
    2,   11,      8.01,         0,         0,      5.56,      0.18,         0,         0,         0,      0.68,      0.67,      0.30,         0,         0,     15.40
    2,   12,     25.90,         0,         0,     37.22,      2.21,         0,         0,         0,      3.85,      3.19,      1.13,         0,         0,     73.50
    2,   13,      9.07,         0,         0,     26.35,      1.59,         0,         0,         0,      1.45,      0.71,      0.13,         0,         0,     39.30
    2,   14,     24.32,         0,         0,     37.43,      1.95,         0,         0,         0,      3.08,      2.14,      0.40,         0,         0,     69.32
    2,   15,      0.52,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,      0.07,         0,         0,      0.60
    2,   16,      4.76,         0,         0,         0,         0,         0,         0,         0,      0.38,      0.19,      0.38,         0,         0,      5.71
    2,   17,      4.35,         0,         0,         0,         0,         0,         0,         0,      0.42,      0.22,      0.28,         0,         0,      5.27
    2,   18,      0.06,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.06
    2,   19,      0.03,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.03
    2,   20,      1.75,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.75
    2,   21,      1.23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.23
    2,   22,      0.30,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.30
    2,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   27,         0,         0,         0,         0,         0,    544.66,         0,         0,         0,         0,         0,      3.65,      1.20,    549.51
    3,    1,         0,         0,         0,         0,         0,         0,         0,         0,      0.47,         0,         0,         0,         0,      0.47
    3,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,    3,         0,         0,         0,         0,         0,         0,         0,         0,     34.04,         0,         0,         0,         0,     34.04
    3,    4,         0,         0,         0,         0,         0,         0,         0,         0,    111.20,         0,         0,         0,         0,    111.20
    3,    5,         0,         0,         0,         0,         0,         0,         0,         0,     11.01,         0,         0,         0,         0,     11.01
    3,    6,         0,         0,         0,         0,         0,         0,         0,         0,      0.12,         0,         0,         0,         0,      0.12
    3,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,    8,         0,         0,         0,         0,         0,         0,         0,         0,      1.89,         0,         0,         0,         0,      1.89
    3,    9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   11,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   12,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   14,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   15,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   16,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   17,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   18,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   20,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   22,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   27,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    4,    1,   2919.45,         0,     66.82,   2317.16,   1117.33,         0,         0,         0,    447.20,    584.91,    509.92,         0,         0,   7962.79
    4,    2,     19.76,         0,         0,     38.34,     44.93,         0,         0,         0,     38.83,     22.99,      8.24,         0,         0,    173.09
    4,    3,         0,         0,         0,         0,         0,         0,         0,         0,     95.41,         0,         0,         0,         0,     95.41
    4,    4,  40758.28,         0,  40526.79, 256823.45,  73637.39,         0,         0,         0,  63865.08,  12047.66,   8245.96,         0,         0, 495904.61
    4,    5,  28046.24,   2906.00,   3777.90,  73545.53,  22813.61,         0,         0,         0,   7212.30,   4253.29,   2969.53,         0,         0, 145524.40
    4,    6,      2.92,         0,         0,     79.27,      9.39,         0,         0,         0,    116.94,      0.80,      0.10,         0,         0,    209.42
    4,    7,      1.14,         0,         0,      1.32,      0.30,         0,         0,         0,     48.06,         0,         0,         0,         0,     50.82
    4,    8,  19380.12,    421.00,   2135.96,  33553.30,  11582.08,         0,         0,         0,   3124.55,    683.57,     67.96,         0,         0,  70948.54
    4,    9,   2814.38,         0,     73.90,   2144.90,   1412.64,         0,         0,         0,    597.35,    192.65,     20.52,         0,         0,   7256.34
    4,   10,         0,         0,         0,      4.92,      0.27,         0,         0,         0,      2.37,         0,         0,         0,         0,      7.56
    4,   11,    837.72,         0,      0.10,    560.39,    116.18,         0,         0,         0,    140.11,    137.06,     45.48,         0,         0,   1837.04
    4,   12,   2883.79,     41.00,      3.00,   2823.55,    697.25,         0,         0,         0,    634.05,    546.50,    176.26,         0,         0,   7805.40
    4,   13,   1314.35,      3.00,         0,   1211.61,    292.87,         0,         0,         0,    191.26,    112.78,     22.92,         0,         0,   3148.79
    4,   14,   2733.55,    234.00,      1.08,   3127.23,    941.00,         0,         0,         0,    563.91,    405.46,     69.54,         0,         0,   8075.77
    4,   15,     41.33,         0,         0,     35.62,     16.15,         0,         0,         0,     27.41,     41.79,     10.51,         0,         0,    172.81
    4,   16,    428.06,      1.00,      0.13,    518.37,    254.91,         0,         0,         0,    246.96,    192.35,     56.63,         0,         0,   1698.41
    4,   17,    397.19,         0,      0.02,    614.35,    243.43,         0,         0,         0,    228.43,    151.58,     35.25,         0,         0,   1670.25
    4,   18,      4.55,         0,         0,      4.89,      3.12,         0,         0,         0,      3.76,      1.11,      0.01,         0,         0,     17.44
    4,   19,      1.55,         0,         0,         0,         0,         0,         0,         0,      0.02,      0.44,      0.61,         0,         0,      2.62
    4,   20,    116.45,         0,         0,     21.99,     16.45,         0,         0,         0,     54.84,    148.48,     33.46,         0,         0,    391.67
    4,   21,     68.28,     79.00,         0,      0.02,      0.03,         0,         0,         0,      9.00,     23.09,     22.57,         0,         0,    201.99
    4,   22,      8.96,         0,         0,         0,         0,         0,         0,         0,      0.22,      0.08,      8.43,         0,         0,     17.69
    4,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    4,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,         0,      0.01
    4,   25,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
