I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,SH_LT,SH_MD,SH_HV,Ext_MD,Ext_HV,HBSch,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW
         8,         2,       69.22,        8.79,           0,       10.71,           0,           0,           0,        8.71,        8.32,           0,           0,           0,       24.34,        5.73,        2.79,           0,           0,           0,        9.34,        0.55,        8.86,        0.17
         8,         3,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         8,         4,    66278.13,    11622.63,     3097.46,    25376.21,     1155.91,     1594.17,           0,     4364.37,     6896.36,           0,           0,           0,     2006.39,     6196.47,     4075.10,           0,           0,     2749.46,    13010.31,     1402.37,     4611.40,      251.80
         8,         5,    75232.36,    16725.11,     5127.90,    24964.32,      407.15,      905.04,     4844.00,     4501.59,     6375.21,           0,           0,           0,     1725.95,     5820.60,     3940.29,           0,           0,     1310.84,    18957.88,     2249.57,     4875.82,      380.79
         8,         6,       32.80,        2.46,           0,       18.82,           0,           0,           0,        1.17,        2.08,           0,           0,           0,        1.32,        4.77,        2.28,           0,           0,           0,        2.59,        0.13,        1.18,        0.01
         8,         7,       10.30,        3.38,           0,        4.29,           0,           0,           0,        1.05,        1.14,           0,           0,           0,        0.01,        0.32,        0.11,           0,           0,           0,        3.62,        0.24,        1.08,        0.04
         8,         8,   813191.32,    80902.87,    67889.38,   378778.81,    33878.70,    33440.41,     1196.00,    46190.98,   105976.53,           0,           0,           0,    17946.87,    31691.78,    15346.50,           0,           0,    67317.52,    93728.15,    12827.20,    50416.11,     4227.29
         8,         9,    54090.47,    12631.18,     4697.92,    20428.48,      347.41,      636.66,           0,     3496.96,     5190.67,           0,           0,           0,     1034.93,     3468.19,     2185.94,           0,           0,      983.74,    14649.33,     2015.46,     3781.56,      284.83
         8,        10,       44.97,        0.65,           0,       34.93,           0,           0,           0,        0.99,        3.60,           0,           0,           0,        1.02,        2.85,        0.94,           0,           0,           0,        0.65,           0,        0.99,           0
         8,        11,     4646.60,     2485.06,      113.29,     1376.80,        4.48,        1.11,           0,      306.98,      177.18,           0,           0,           0,       48.11,       82.56,       60.33,           0,           0,        5.59,     2818.07,      336.52,      331.11,       25.34
         8,        12,    23343.51,     9672.80,      352.80,     8523.27,       32.77,       12.93,      214.00,     1765.91,     1333.26,           0,           0,           0,      315.71,      659.70,      517.24,           0,           0,       45.67,    11114.87,     1455.96,     1900.57,      142.09
         8,        13,    10143.27,     4106.63,      316.91,     3749.17,        0.14,        0.41,       55.00,      693.68,      632.59,           0,           0,           0,       99.86,      261.66,      248.19,           0,           0,        0.55,     5007.07,      902.86,      742.29,       51.53
         8,        14,    24346.52,     9229.77,      487.09,     8372.69,       18.67,       23.44,      953.00,     2121.01,     1797.27,           0,           0,           0,      329.23,      605.48,      486.42,           0,           0,       42.10,    10623.82,     1416.95,     2282.73,      169.75
         8,        15,      363.65,       91.70,        0.64,      128.58,        7.09,           0,           0,       54.02,       62.72,           0,           0,           0,        1.80,       18.33,        0.08,           0,           0,        7.09,       98.06,        7.42,       54.95,        1.01
         8,        16,     3560.58,     1065.33,      154.34,     1092.16,       19.03,        0.66,       18.00,      485.88,      502.83,           0,           0,           0,       58.77,      155.22,       25.60,           0,           0,       19.69,     1217.97,      163.11,      507.02,       23.81
         8,        17,     3438.94,     1019.93,      126.39,     1215.32,        9.61,        1.37,           0,      425.36,      435.44,           0,           0,           0,       61.32,      138.80,       25.90,           0,           0,       10.98,     1178.50,      168.54,      442.48,       19.92
         8,        18,       99.95,       16.89,       27.35,       25.63,           0,           0,           0,       13.34,       16.75,           0,           0,           0,           0,        0.32,           0,           0,           0,           0,       17.26,        0.57,       13.68,        0.34
         8,        19,       17.42,        9.68,           0,        4.12,           0,           0,           0,        0.51,        3.12,           0,           0,           0,           0,           0,           0,           0,           0,           0,       10.45,        1.24,        0.51,           0
         8,        20,     1220.96,      322.20,      128.14,      362.89,        5.97,           0,           0,      138.65,      255.54,           0,           0,           0,        0.01,       12.27,           0,           0,           0,        5.97,      368.05,       51.06,      144.45,        5.10
         8,        21,     1083.39,      268.38,       43.93,      275.57,           0,           0,      441.00,        8.85,       47.38,           0,           0,           0,           0,           0,           0,           0,           0,           0,      295.95,       30.32,        9.14,        0.19
         8,        22,       67.53,       60.94,        0.98,        5.64,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,       63.44,        2.98,           0,           0
         8,        23,        0.46,        0.46,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.47,        0.03,           0,           0
         8,        24,        0.01,           0,           0,           0,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         8,        25,        1.74,        1.59,           0,        0.15,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        1.59,           0,           0,           0
         8,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         8,        27,     9099.35,           0,           0,           0,           0,           0,           0,           0,           0,     7015.48,           0,           0,           0,           0,           0,      802.17,     1282.71,           0,           0,           0,           0,           0
         9,         1,      225.78,       75.63,        0.74,       31.49,        1.08,           0,           0,       31.44,       29.89,           0,           0,           0,       41.31,       11.27,        3.00,           0,           0,        1.08,       79.71,        4.38,       31.77,        0.38
         9,         2,        8.55,        0.99,           0,        2.10,           0,           0,           0,        1.44,        2.35,           0,           0,           0,        0.57,        1.10,        0.01,           0,           0,           0,        0.99,           0,        1.45,        0.01
         9,         3,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         9,         4,     4463.74,      996.02,       10.43,      842.19,       29.46,       19.12,           0,      623.09,      544.80,           0,           0,           0,      289.54,      470.73,      660.49,           0,           0,       48.57,     1099.58,      109.03,      650.00,       28.76
         9,         5,     8327.15,     1757.52,       33.36,     1756.19,       29.89,       19.36,     1045.00,      889.95,      814.27,           0,           0,           0,      323.36,      753.59,      931.71,           0,           0,       49.22,     1976.48,      227.40,      954.57,       66.23
         9,         6,        3.44,        0.20,           0,        2.31,           0,           0,           0,        0.13,        0.22,           0,           0,           0,        0.11,        0.26,        0.21,           0,           0,           0,        0.20,           0,        0.13,           0
         9,         7,        0.33,        0.06,           0,        0.17,           0,           0,           0,        0.04,        0.06,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.06,           0,        0.04,           0
         9,         8,    36157.93,     6408.39,      508.63,    12658.27,      902.41,     1302.85,      265.00,     3044.63,     4569.83,           0,           0,           0,     1144.44,     3096.84,     2280.42,           0,           0,     2204.84,     7425.75,     1025.70,     3289.96,      246.15
         9,         9,   405039.50,    28083.00,    41742.38,   178401.01,    16671.06,    16276.01,           0,    23173.94,    70552.15,           0,           0,           0,     9540.56,    14001.03,     6600.71,           0,           0,    32946.86,    32490.57,     4405.65,    25140.40,     1966.87
         9,        10,       24.19,        0.30,           0,       17.59,           0,           0,           0,        0.49,        2.25,           0,           0,           0,        0.65,        2.16,        0.75,           0,           0,           0,        0.30,           0,        0.49,           0
         9,        11,     8995.23,     3930.22,      127.74,     2943.15,       15.19,       15.79,           0,      608.93,      461.76,           0,           0,           0,      106.29,      510.92,      293.74,           0,           0,       30.96,     4462.56,      535.35,      662.30,       54.56
         9,        12,    52653.64,    15311.38,      752.86,    21890.94,      267.17,      355.05,      367.00,     3445.52,     4300.57,           0,           0,           0,      797.63,     3539.54,     1697.49,           0,           0,      621.61,    17635.78,     2330.87,     3750.88,      309.53
         9,        13,    24118.00,     6545.15,      802.24,    11150.53,        3.25,        8.65,      280.00,     1157.61,     1955.84,           0,           0,           0,      271.92,     1331.17,      635.11,           0,           0,       11.84,     7986.50,     1442.96,     1251.46,       97.21
         9,        14,    54257.03,    15229.85,     1006.68,    21066.03,      101.40,      378.39,     1395.00,     3942.26,     4914.12,           0,           0,           0,      777.03,     3706.40,     1854.58,           0,           0,      479.41,    17575.03,     2363.18,     4292.31,      357.12
         9,        15,      634.51,      126.91,        0.05,      146.83,       11.55,        6.62,           0,      129.08,      112.68,           0,           0,           0,       30.65,       44.15,       34.48,           0,           0,       18.16,      137.54,       12.66,      132.52,        4.48
         9,        16,     7296.15,     1775.11,       59.03,     1775.55,       39.40,       55.37,       40.00,     1198.68,     1158.94,           0,           0,           0,      222.11,      556.34,      477.78,           0,           0,       94.69,     2055.42,      296.66,     1274.32,       82.41
         9,        17,     7203.86,     1764.89,       54.10,     2061.36,       25.54,       69.73,           0,     1064.40,     1044.99,           0,           0,           0,      199.70,      528.70,      454.20,           0,           0,       95.25,     2061.05,      312.82,     1130.77,       71.96
         9,        18,       96.18,       16.79,        4.96,       24.14,           0,           0,           0,       23.84,       23.56,           0,           0,           0,        0.86,        2.21,        0.26,           0,           0,           0,       17.31,        0.68,       24.58,        0.87
         9,        19,       27.58,        4.52,           0,        3.67,        1.42,           0,           0,        7.32,        9.39,           0,           0,           0,        0.01,        1.27,           0,           0,           0,        1.42,        4.72,        0.44,        7.37,        0.03
         9,        20,     1334.24,      289.27,       17.38,      275.53,       21.93,        1.15,           0,      259.80,      288.00,           0,           0,           0,       79.47,       91.70,       20.84,           0,           0,       23.08,      333.11,       50.92,      269.55,       12.05
         9,        21,     1213.83,      152.12,       13.56,      315.11,        3.52,           0,      407.00,      119.41,      185.81,           0,           0,           0,        0.35,       18.85,        0.01,           0,           0,        3.52,      166.25,       16.52,      128.16,        8.77
         9,        22,      106.79,       27.65,        4.98,       23.53,        0.12,           0,           0,       13.48,       37.28,           0,           0,           0,           0,           0,           0,           0,           0,        0.12,       28.25,        0.87,       14.01,        0.25
         9,        23,        0.34,        0.24,           0,        0.10,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.24,           0,           0,           0
         9,        24,        0.03,           0,           0,        0.03,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         9,        25,        9.09,        0.81,        3.86,        2.10,           0,           0,           0,        0.28,        2.06,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.81,           0,        0.29,           0
         9,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         9,        27,     5141.19,           0,           0,           0,           0,           0,           0,           0,           0,     3881.13,           0,           0,           0,           0,           0,      492.76,      768.08,           0,           0,           0,           0,           0
        10,         1,        0.16,        0.08,        0.03,        0.02,        0.03,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.03,        0.08,           0,           0,           0
        10,         2,        0.01,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        10,         3,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        10,         4,        5.40,        1.36,        0.20,        3.03,        0.43,        0.18,           0,        0.01,        0.10,           0,           0,           0,        0.02,        0.05,        0.02,           0,           0,        0.61,        1.43,        0.08,        0.01,           0
        10,         5,       15.33,        3.12,        0.94,        8.79,        0.54,        0.28,           0,        0.20,        0.61,           0,           0,           0,        0.20,        0.45,        0.21,           0,           0,        0.82,        3.32,        0.20,        0.20,           0
        10,         6,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        10,         7,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        10,         8,       66.00,        9.92,        4.54,       35.00,        3.51,        4.23,           0,        0.89,        3.22,           0,           0,           0,        1.03,        2.72,        0.94,           0,           0,        7.74,       11.28,        1.35,        0.91,        0.02
        10,         9,       50.92,        7.72,        6.61,       24.93,        1.96,        3.36,           0,        0.48,        2.28,           0,           0,           0,        0.59,        2.25,        0.74,           0,           0,        5.32,        8.87,        1.15,        0.49,        0.01
        10,        10,        3.43,        0.01,           0,        3.32,           0,           0,           0,           0,        0.07,           0,           0,           0,        0.02,        0.01,           0,           0,           0,           0,        0.01,           0,           0,           0
        10,        11,        4.79,        1.46,        0.56,        2.62,        0.05,           0,           0,        0.02,        0.05,           0,           0,           0,        0.01,        0.01,        0.01,           0,           0,        0.05,        1.63,        0.17,        0.02,           0
        10,        12,       22.07,        5.77,        1.61,       13.60,        0.40,        0.07,           0,        0.11,        0.43,           0,           0,           0,        0.03,        0.06,           0,           0,           0,        0.47,        6.40,        0.64,        0.11,           0
        10,        13,       12.00,        2.58,        1.40,        7.62,           0,        0.01,           0,        0.04,        0.27,           0,           0,           0,        0.03,        0.04,        0.01,           0,           0,        0.01,        3.04,        0.46,        0.04,           0
        10,        14,       25.07,        5.22,        2.21,       16.31,        0.28,        0.20,           0,        0.18,        0.60,           0,           0,           0,        0.06,        0.04,           0,           0,           0,        0.48,        5.68,        0.45,        0.19,        0.01
        10,        15,        0.31,        0.03,           0,        0.16,        0.12,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.12,        0.03,           0,           0,           0
        10,        16,        3.25,        0.42,        0.62,        1.84,        0.30,           0,           0,        0.01,        0.07,           0,           0,           0,           0,           0,           0,           0,           0,        0.30,        0.42,           0,        0.01,           0
        10,        17,        3.28,        0.38,        0.47,        2.19,        0.16,           0,           0,           0,        0.08,           0,           0,           0,           0,           0,           0,           0,           0,        0.16,        0.40,        0.02,           0,           0
        10,        18,        0.17,           0,        0.14,        0.03,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        10,        19,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        10,        20,        0.90,        0.03,        0.51,        0.29,        0.05,           0,           0,           0,        0.02,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,        0.03,           0,           0,           0
        10,        21,        0.49,        0.06,        0.18,        0.25,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.07,           0,           0,           0
        10,        22,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        10,        23,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        10,        24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        10,        25,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        10,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        10,        27,        1.58,           0,           0,           0,           0,           0,           0,           0,           0,        1.40,           0,           0,           0,           0,           0,        0.04,        0.14,           0,           0,           0,           0,           0
        11,         1,       16.99,        8.24,        1.16,        3.21,           0,           0,           0,        2.05,        2.20,           0,           0,           0,           0,        0.10,           0,           0,           0,           0,        8.43,        0.24,        2.11,        0.04
        11,         2,        0.28,        0.06,           0,        0.12,           0,           0,           0,        0.01,        0.09,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.06,           0,        0.01,           0
        11,         3,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        11,         4,      183.78,       41.90,        3.07,       47.53,        1.27,           0,           0,       40.05,       27.44,           0,           0,           0,        4.61,       16.17,        2.23,           0,           0,        1.27,       44.57,        2.84,       40.90,        0.98
        11,         5,      297.07,       65.50,        8.03,       77.24,        1.02,           0,        5.00,       63.11,       39.09,           0,           0,           0,       11.41,       22.04,        5.87,           0,           0,        1.02,       70.90,        5.98,       66.35,        3.51
        11,         6,        0.02,           0,           0,        0.02,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        11,         7,        0.01,           0,           0,           0,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        11,         8,      970.75,      214.45,        9.66,      187.38,        3.21,        5.61,           0,      234.52,      131.61,           0,           0,           0,       60.90,       64.36,       66.03,           0,           0,        8.82,      244.01,       32.01,      249.10,       16.08
        11,         9,     3715.14,      959.34,       93.92,      770.80,        8.99,       14.65,           0,      559.31,      424.33,           0,           0,           0,      114.91,      479.68,      305.12,           0,           0,       23.63,     1102.41,      145.72,      601.26,       43.07
        11,        10,        0.45,           0,           0,        0.38,           0,           0,           0,        0.01,        0.03,           0,           0,           0,        0.01,        0.01,        0.01,           0,           0,           0,           0,           0,        0.01,           0
        11,        11,   110452.74,     7829.40,     5839.68,    55388.30,     7242.45,     6070.35,           0,     6820.19,    13058.24,           0,           0,           0,     1950.86,     5122.36,     1130.14,           0,           0,    13312.85,     8894.50,     1064.84,     7465.30,      644.92
        11,        12,    80350.79,    14136.19,    11275.38,    35825.95,      981.14,     2129.10,      439.00,     4544.19,     6180.68,           0,           0,           0,      743.89,     3234.32,      873.95,           0,           0,     3109.70,    16305.23,     2168.99,     4967.56,      426.06
        11,        13,     7145.02,     1999.29,      365.26,     2657.96,        0.15,        1.54,       23.00,      591.29,      665.76,           0,           0,           0,       85.92,      573.38,      193.37,           0,           0,        1.69,     2434.81,      436.56,      638.86,       49.12
        11,        14,    22893.17,     6216.95,     1088.32,     8156.02,       23.84,       87.37,      412.00,     2075.57,     1914.03,           0,           0,           0,      299.44,     2003.20,      655.17,           0,           0,      111.02,     7188.21,      976.97,     2259.68,      186.95
        11,        15,     2770.84,      482.16,       45.26,     1142.13,       48.74,       59.60,           0,      266.78,      256.88,           0,           0,           0,       57.10,      324.03,       92.87,           0,           0,      108.24,      540.80,       59.99,      280.38,       13.96
        11,        16,    10601.34,     2059.44,      425.65,     3701.16,      100.01,      188.67,       69.00,     1198.74,     1152.94,           0,           0,           0,      193.44,     1158.60,      377.46,           0,           0,      288.46,     2390.86,      337.11,     1282.43,       85.83
        11,        17,     5113.60,     1226.60,      162.20,     1630.55,       11.37,       46.06,           0,      690.78,      515.85,           0,           0,           0,       93.52,      537.62,      222.10,           0,           0,       57.38,     1445.87,      222.84,      737.83,       49.08
        11,        18,       66.87,       12.00,       10.10,       15.57,           0,           0,           0,       16.33,       10.59,           0,           0,           0,        0.53,        1.62,        0.34,           0,           0,           0,       12.71,        0.80,       16.95,        0.68
        11,        19,       31.82,        4.96,           0,        5.98,        0.68,           0,           0,        9.36,        5.26,           0,           0,           0,        1.93,        3.83,        0.08,           0,           0,        0.68,        5.51,        0.68,        9.43,        0.07
        11,        20,     1046.22,      232.70,       45.79,      219.90,        8.30,        5.15,           0,      223.69,      150.99,           0,           0,           0,       67.63,       69.40,       33.84,           0,           0,       13.44,      274.52,       46.99,      234.40,       13.21
        11,        21,      515.16,       84.96,       26.72,      157.17,        1.02,           0,       77.00,       79.00,       68.05,           0,           0,           0,        1.72,       20.85,        0.10,           0,           0,        1.02,       95.42,       11.97,       84.82,        6.13
        11,        22,       80.14,       16.47,       12.71,       20.80,        0.10,           0,           0,       12.21,       18.00,           0,           0,           0,           0,        0.07,           0,           0,           0,        0.10,       17.33,        1.05,       12.65,        0.37
        11,        23,        0.60,        0.32,           0,        0.23,           0,           0,           0,        0.01,        0.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.34,        0.02,        0.01,           0
        11,        24,        0.13,           0,           0,        0.10,           0,           0,           0,        0.01,        0.01,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,        0.01,           0
        11,        25,       12.13,        0.37,        8.24,        1.59,           0,           0,           0,        0.88,        1.09,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.37,           0,        0.91,        0.03
        11,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        11,        27,     2526.21,           0,           0,           0,           0,           0,           0,           0,           0,     2042.96,           0,           0,           0,           0,           0,      267.15,      216.80,           0,           0,           0,           0,           0
        12,         1,       62.93,       30.36,        0.81,        3.94,        0.10,           0,           0,       10.40,       16.64,           0,           0,           0,        0.17,        0.50,           0,           0,           0,        0.10,       30.95,        0.78,       10.55,        0.06
        12,         2,        1.38,        0.05,           0,        0.58,           0,           0,           0,        0.19,        0.56,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,           0,        0.19,           0
        12,         3,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        12,         4,      868.27,      186.56,        1.68,      123.77,       11.81,        2.23,           0,      214.38,      164.25,           0,           0,           0,       49.46,       91.31,       25.13,           0,           0,       14.04,      196.82,       11.78,      217.63,        3.76
        12,         5,     1601.00,      327.85,        8.75,      263.44,        9.83,        3.94,      103.00,      347.47,      250.13,           0,           0,           0,      103.63,      119.56,       71.25,           0,           0,       13.77,      351.66,       27.82,      364.35,       18.33
        12,         6,        0.03,           0,           0,        0.03,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        12,         7,        0.01,           0,           0,           0,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        12,         8,     5857.76,     1226.37,       13.24,      795.47,       38.72,       77.08,       15.00,     1335.44,      916.42,           0,           0,           0,      384.45,      526.64,      564.61,           0,           0,      115.75,     1393.01,      178.49,     1422.11,       93.01
        12,         9,    24977.14,     5360.72,      829.05,     5340.34,      345.37,      442.78,           0,     3130.57,     3672.35,           0,           0,           0,      826.11,     3331.07,     1765.65,           0,           0,      788.05,     6158.48,      810.42,     3373.26,      246.91
        12,        10,        2.04,           0,           0,        1.58,           0,           0,           0,        0.06,        0.28,           0,           0,           0,        0.05,        0.06,        0.01,           0,           0,           0,           0,           0,        0.06,           0
        12,        11,    56286.11,    13265.80,     2291.17,    23018.93,     1470.75,     1058.27,           0,     4494.33,     5865.56,           0,           0,           0,      724.29,     3243.23,      874.08,           0,           0,     2528.33,    15051.88,     1788.73,     4882.82,      390.42
        12,        12,   672283.72,    68941.99,    57068.41,   301355.45,    29199.86,    25514.80,     1505.00,    45300.43,    99548.19,           0,           0,           0,     9397.70,    27982.27,     6527.98,           0,           0,    54712.07,    79653.36,    10712.39,    49411.68,     4119.22
        12,        13,    73145.34,    12857.00,     7095.92,    33245.21,       22.79,      181.81,       84.00,     4955.41,     9192.64,           0,           0,           0,      791.33,     3666.86,     1108.10,           0,           0,      204.44,    15649.85,     2798.26,     5375.31,      428.57
        12,        14,   220999.49,    39422.76,    16413.26,    86329.98,     1392.40,     5403.49,     2509.00,    18080.66,    30883.27,           0,           0,           0,     2852.09,    13929.45,     4015.13,           0,           0,     6791.89,    45600.07,     6204.10,    19699.84,     1650.96
        12,        15,     8596.21,     1363.17,       36.12,     2819.77,      290.83,      204.28,           0,      969.02,     1117.97,           0,           0,           0,      212.81,     1241.36,      374.33,           0,           0,      494.60,     1520.49,      163.13,     1015.47,       47.72
        12,        16,    95962.79,    12556.81,     6427.77,    38136.11,     2142.30,     2313.68,      261.00,     8249.08,    14426.22,           0,           0,           0,     1573.29,     7785.00,     2248.00,           0,           0,     4454.18,    14633.96,     2107.15,     8847.59,      613.87
        12,        17,    45724.73,     8703.54,     1603.81,    15000.65,      364.73,      869.96,           0,     4779.80,     6724.53,           0,           0,           0,      903.21,     5278.37,     1629.52,           0,           0,     1233.67,    10259.67,     1580.06,     5126.61,      357.08
        12,        18,      448.81,       84.78,       23.70,       84.47,           0,           0,           0,      124.64,       98.52,           0,           0,           0,        4.68,       20.25,        8.70,           0,           0,           0,       90.21,        5.87,      130.78,        6.47
        12,        19,      161.93,       18.31,           0,       15.87,        5.79,        1.46,           0,       50.89,       34.92,           0,           0,           0,       14.76,       19.67,        2.57,           0,           0,        7.25,       19.70,        2.19,       51.21,        0.48
        12,        20,     7534.36,     1530.58,       90.62,     1061.26,       94.83,       55.49,       46.00,     1642.86,     1359.10,           0,           0,           0,      525.37,      663.55,      553.02,           0,           0,      150.23,     1814.67,      312.88,     1741.87,      112.76
        12,        21,     2742.32,      474.11,       34.07,      572.49,       11.36,        1.00,      340.00,      537.16,      475.88,           0,           0,           0,      114.12,      168.40,       27.21,           0,           0,       12.36,      529.29,       64.82,      578.25,       43.71
        12,        22,      351.86,       70.70,       12.50,       45.27,        3.79,           0,           0,       92.38,      116.04,           0,           0,           0,        0.63,       10.71,        0.01,           0,           0,        3.79,       73.61,        3.75,       94.88,        2.41
        12,        23,        1.84,        0.87,           0,        0.34,           0,           0,           0,        0.07,        0.54,           0,           0,           0,           0,        0.03,           0,           0,           0,           0,        0.88,        0.03,        0.07,           0
        12,        24,        0.79,           0,           0,        0.51,           0,           0,           0,        0.08,        0.11,           0,           0,           0,        0.02,        0.06,        0.01,           0,           0,           0,           0,           0,        0.08,           0
        12,        25,       31.39,        1.67,       11.50,        5.29,           0,           0,           0,        5.41,        7.60,           0,           0,           0,           0,        0.11,           0,           0,           0,           0,        1.68,        0.01,        5.66,        0.24
        12,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        12,        27,    11109.72,           0,           0,           0,           0,           0,           0,           0,           0,     8793.99,           0,           0,           0,           0,           0,     1309.94,     1008.37,           0,           0,           0,           0,           0
        13,         1,       12.06,        1.40,           0,           0,           0,           0,           0,        3.80,        6.53,           0,           0,           0,        0.01,        0.30,           0,           0,           0,           0,        1.40,           0,        3.80,           0
        13,         2,        0.87,           0,           0,           0,           0,           0,           0,        0.07,        0.80,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.07,           0
        13,         3,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        13,         4,      228.79,       15.35,           0,        0.73,        1.03,        0.11,           0,       77.69,       66.20,           0,           0,           0,       23.08,       31.61,       13.88,           0,           0,        1.14,       15.83,        0.70,       78.80,        1.36
        13,         5,      411.54,       30.78,        0.01,        6.24,        0.94,        0.11,       30.00,      126.83,      102.71,           0,           0,           0,       42.72,       37.39,       36.84,           0,           0,        1.05,       32.19,        1.97,      132.53,        6.62
        13,         6,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        13,         7,        0.01,           0,           0,           0,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        13,         8,     1682.15,      139.33,        0.09,       37.12,        5.32,        5.36,        1.00,      505.81,      399.35,           0,           0,           0,      119.83,      209.77,      269.65,           0,           0,       10.71,      155.91,       18.11,      540.59,       36.69
        13,         9,     5646.38,      550.76,       18.17,      312.01,       43.57,       24.18,           0,     1012.02,     1531.45,           0,           0,           0,      277.38,     1239.00,      656.46,           0,           0,       67.72,      629.15,       81.85,     1087.24,       78.23
        13,        10,        0.29,           0,           0,        0.03,           0,           0,           0,        0.04,        0.16,           0,           0,           0,        0.03,        0.02,        0.01,           0,           0,           0,           0,           0,        0.04,           0
