I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,SH_LT,SH_MD,SH_HV,Ext_MD,Ext_HV,HBSch,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW
        13,        24,        0.03,           0,           0,           0,           0,           0,           0,           0,        0.02,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0
        13,        25,        3.59,        0.01,        0.15,        0.03,           0,           0,           0,        1.27,        2.18,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.01,           0,        1.30,        0.04
        13,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        13,        27,     1568.76,           0,           0,           0,           0,           0,           0,           0,           0,      844.26,           0,           0,           0,           0,           0,      398.83,      326.51,           0,           0,           0,           0,           0
        14,         1,       60.60,       27.37,        0.18,        0.26,        0.04,           0,           0,        9.93,       22.49,           0,           0,           0,        0.05,        0.27,           0,           0,           0,        0.04,       27.51,        0.23,       10.18,        0.20
        14,         2,        0.79,           0,           0,        0.07,           0,           0,           0,        0.04,        0.68,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.04,           0
        14,         3,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        14,         4,      808.01,      178.27,        1.01,       36.54,        6.10,        0.25,           0,      249.36,      213.36,           0,           0,           0,       32.00,       79.99,       13.35,           0,           0,        6.35,      185.97,        9.77,      255.22,        6.32
        14,         5,     1576.28,      317.14,        3.71,      129.22,        5.93,        0.25,      182.00,      391.36,      312.72,           0,           0,           0,       81.35,      116.19,       44.98,           0,           0,        6.18,      334.45,       21.58,      411.21,       21.79
        14,         6,        0.11,           0,           0,           0,           0,           0,           0,        0.05,        0.04,           0,           0,           0,           0,        0.02,           0,           0,           0,           0,           0,           0,        0.05,           0
        14,         7,        0.10,           0,           0,           0,           0,           0,           0,        0.04,        0.06,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.04,           0
        14,         8,     5930.79,     1284.78,        6.51,      495.86,       25.30,       27.77,       21.00,     1555.09,     1151.31,           0,           0,           0,      398.21,      471.08,      532.05,           0,           0,       53.05,     1446.65,      177.49,     1654.43,      105.79
        14,         9,    21651.84,     5085.95,      176.63,     2684.55,      144.03,       97.73,           0,     3469.33,     3912.65,           0,           0,           0,      797.63,     3455.66,     1928.31,           0,           0,      241.71,     5830.19,      768.66,     3726.71,      264.08
        14,        10,        1.18,           0,           0,        0.59,           0,           0,           0,        0.14,        0.33,           0,           0,           0,        0.07,        0.04,        0.01,           0,           0,           0,           0,           0,        0.14,           0
        14,        11,    18102.48,     7701.12,      246.37,     3546.43,       58.75,       31.46,           0,     1986.04,     1647.18,           0,           0,           0,      285.04,     1990.96,      654.96,           0,           0,       90.06,     8734.23,     1042.74,     2159.44,      176.05
        14,        12,   168402.00,    39841.91,     5827.15,    51277.72,     1758.43,     1026.71,     1335.00,    17657.22,    29313.74,           0,           0,           0,     2825.09,    13802.70,     4012.47,           0,           0,     2780.46,    45914.24,     6109.54,    19227.04,     1600.47
        14,        13,   145503.49,    22600.90,    14283.21,    57659.12,      294.59,      364.95,      440.00,    12431.18,    27589.50,           0,           0,           0,     1696.23,     6432.93,     1759.10,           0,           0,      659.40,    27557.01,     4954.78,    13541.95,     1119.10
        14,        14,   959971.59,   103834.83,    80306.25,   380753.84,    21522.12,    22035.36,    18705.00,    79273.32,   185923.78,           0,           0,           0,    13889.34,    43774.08,    10098.21,           0,           0,    43554.59,   120163.34,    16329.29,    86625.80,     7362.46
        14,        15,     2912.86,      505.96,        0.13,      322.50,       35.16,       12.03,           0,      687.03,      586.06,           0,           0,           0,       93.28,      491.10,      212.91,           0,           0,       47.14,      551.72,       52.72,      713.60,       29.05
        14,        16,    40408.29,     8048.84,      660.81,     7571.85,      206.84,      171.75,      155.00,     6472.23,     8736.90,           0,           0,           0,      952.35,     5711.09,     1950.55,           0,           0,      378.08,     9372.49,     1377.84,     6948.56,      492.72
        14,        17,    88635.24,    13196.27,     4624.23,    29077.22,      773.03,     1663.27,           0,     9828.63,    18067.89,           0,           0,           0,     1558.83,     7714.23,     2258.49,           0,           0,     2435.19,    15601.80,     2438.94,    10575.99,      757.32
        14,        18,     1001.36,      165.44,       83.10,      145.99,           0,           0,           0,      249.83,      263.30,           0,           0,           0,        9.13,       63.84,       21.36,           0,           0,           0,      177.04,       12.24,      264.06,       14.42
        14,        19,      127.89,       11.92,           0,        2.07,        2.63,        0.08,           0,       50.44,       37.12,           0,           0,           0,        8.61,       14.23,        2.21,           0,           0,        2.71,       12.24,        1.02,       51.16,        0.78
        14,        20,     7807.43,     1503.23,       40.76,      598.29,       54.72,       19.05,       35.00,     1986.00,     1734.84,           0,           0,           0,      522.77,      758.71,      638.81,           0,           0,       73.77,     1763.35,      295.98,     2107.98,      135.45
        14,        21,     2997.54,      465.17,       16.12,      320.18,        4.64,        0.27,      521.00,      703.82,      652.16,           0,           0,           0,      120.32,      169.16,       38.19,           0,           0,        4.91,      510.91,       55.97,      760.33,       59.34
        14,        22,      351.64,       60.46,        5.23,        9.66,        0.67,           0,           0,      114.52,      151.25,           0,           0,           0,        0.74,        9.27,        0.05,           0,           0,        0.67,       61.72,        1.77,      118.94,        4.35
        14,        23,        0.80,        0.24,           0,           0,           0,           0,           0,        0.05,        0.50,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,        0.24,           0,        0.05,           0
        14,        24,        0.56,           0,           0,        0.14,           0,           0,           0,        0.09,        0.17,           0,           0,           0,        0.04,        0.11,        0.01,           0,           0,           0,           0,           0,        0.09,           0
        14,        25,       28.10,        1.47,        8.09,        2.24,           0,           0,           0,        6.26,       10.01,           0,           0,           0,           0,        0.17,           0,           0,           0,           0,        1.47,           0,        6.45,        0.17
        14,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        14,        27,    14338.61,           0,           0,           0,           0,           0,           0,           0,           0,    11293.49,           0,           0,           0,           0,           0,     1785.21,     1264.16,           0,           0,           0,           0,           0
        15,         1,       20.68,       20.07,        0.03,        0.58,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,       20.81,        0.89,           0,           0
        15,         2,        0.11,        0.11,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.11,           0,           0,           0
        15,         3,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        15,         4,      159.46,       64.99,       10.36,       71.24,        0.20,           0,           0,        3.50,        9.01,           0,           0,           0,           0,        0.12,           0,           0,           0,        0.20,       69.02,        4.16,        3.55,        0.01
        15,         5,      325.93,       95.24,       27.39,      127.51,        0.41,           0,       42.00,       12.43,       20.18,           0,           0,           0,           0,        1.28,           0,           0,           0,        0.41,      102.50,        7.94,       12.91,        0.43
        15,         6,        0.02,           0,           0,        0.02,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        15,         7,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        15,         8,      589.53,      223.66,       20.57,      239.05,        1.91,           0,        2.00,       41.12,       46.51,           0,           0,           0,        2.50,       13.52,        0.12,           0,           0,        1.91,      252.84,       30.58,       42.30,        1.27
        15,         9,     1670.52,      704.86,       98.76,      528.09,        3.90,        2.75,           0,      124.30,      108.69,           0,           0,           0,       32.88,       42.44,       37.51,           0,           0,        6.65,      805.17,      104.19,      128.95,        6.18
        15,        10,        0.56,           0,           0,        0.56,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        15,        11,     8332.21,     3716.55,      291.54,     3213.82,       37.24,       47.46,           0,      277.90,      263.47,           0,           0,           0,       55.87,      336.53,       95.85,           0,           0,       84.63,     4209.88,      492.78,      298.78,       21.17
        15,        12,    28651.06,    10556.18,     1412.20,    11871.27,       99.96,      237.42,      365.00,     1027.06,     1236.75,           0,           0,           0,      214.73,     1285.91,      386.72,           0,           0,      337.11,    12177.92,     1626.19,     1102.74,       77.94
        15,        13,     3841.08,     1574.92,      239.99,     1601.37,        0.03,        0.19,       23.00,      146.52,      136.26,           0,           0,           0,       18.30,       71.71,       45.06,           0,           0,        0.22,     1914.37,      342.90,      153.46,        8.38
        15,        14,    15761.86,     6072.32,      796.70,     6119.04,       11.53,       32.50,      495.00,      752.12,      714.51,           0,           0,           0,       96.81,      512.39,      220.72,           0,           0,       43.99,     7012.07,      952.53,      800.60,       51.51
        15,        15,   120362.61,     5993.11,     5763.04,    71052.19,    10512.55,     7333.98,           0,     3379.18,    10077.78,           0,           0,           0,     1562.30,     4033.27,      653.31,           0,           0,    17846.37,     6749.10,      754.75,     3576.75,      196.95
        15,        16,   108329.32,    14777.65,    16717.11,    52204.16,     1940.51,     5147.12,      140.00,     3991.57,     8807.18,           0,           0,           0,      788.00,     3154.78,      679.07,           0,           0,     7086.66,    17183.50,     2404.26,     4281.45,      291.87
        15,        17,    18496.70,     5324.45,     1589.02,     8049.98,       34.49,      118.32,           0,      777.72,     1086.40,           0,           0,           0,      165.37,     1082.29,      293.32,           0,           0,      152.63,     6286.16,      962.32,      831.02,       54.82
        15,        18,      153.10,       42.68,       38.45,       41.30,           0,           0,           0,       16.06,       11.71,           0,           0,           0,        0.64,        1.80,        0.81,           0,           0,           0,       46.08,        3.39,       16.66,        0.67
        15,        19,      325.24,       85.23,           0,       83.64,        3.49,        4.84,           0,       41.91,       32.14,           0,           0,           0,       15.87,       41.29,       22.45,           0,           0,        8.33,      101.18,       17.27,       42.57,        0.83
        15,        20,     9324.32,     2941.47,      608.44,     2805.72,       50.01,       37.61,       57.00,      667.57,      738.68,           0,           0,           0,      244.33,      842.10,      377.61,           0,           0,       87.57,     3565.90,      634.28,      713.68,       48.09
        15,        21,     3245.35,      912.44,      173.23,     1021.59,        3.54,        3.86,      516.00,      222.09,      196.36,           0,           0,           0,       82.01,       76.38,       52.17,           0,           0,        7.40,     1066.99,      161.97,      239.07,       18.16
        15,        22,      369.24,      131.25,       49.90,      113.20,        1.22,           0,           0,       30.96,       32.22,           0,           0,           0,        3.48,        7.73,        0.12,           0,           0,        1.22,      147.01,       16.97,       31.62,        0.72
        15,        23,        5.42,        2.99,           0,        1.51,           0,           0,           0,        0.19,        0.36,           0,           0,           0,        0.11,        0.25,           0,           0,           0,           0,        3.68,        0.74,        0.19,           0
        15,        24,        2.19,        0.22,           0,        1.62,           0,           0,           0,        0.01,        0.07,           0,           0,           0,        0.01,        0.25,        0.01,           0,           0,           0,        0.22,           0,        0.01,           0
        15,        25,       43.45,        2.44,       26.15,       10.59,           0,           0,           0,        1.64,        2.48,           0,           0,           0,        0.01,        0.23,           0,           0,           0,           0,        2.61,        0.17,        1.67,        0.05
        15,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        15,        27,     2295.85,           0,           0,           0,           0,           0,           0,           0,           0,     2083.16,           0,           0,           0,           0,           0,      132.96,       80.75,           0,           0,           0,           0,           0
        16,         1,       47.03,       42.81,        0.18,        2.30,           0,           0,           0,        0.11,        1.63,           0,           0,           0,           0,           0,           0,           0,           0,           0,       44.12,        1.39,        0.11,           0
        16,         2,        0.31,        0.31,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.31,           0,           0,           0
        16,         3,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        16,         4,      489.28,      164.83,        4.76,      135.21,        2.31,           0,           0,       64.78,      105.82,           0,           0,           0,        0.12,       12.01,        0.01,           0,           0,        2.31,      173.33,        9.58,       65.75,        0.65
        16,         5,      952.15,      256.49,       15.18,      262.24,        2.91,           0,      125.00,      114.02,      145.13,           0,           0,           0,        2.31,       30.46,        0.16,           0,           0,        2.91,      274.97,       19.95,      118.85,        4.81
        16,         6,        0.02,           0,           0,        0.01,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        16,         7,        0.01,           0,           0,           0,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        16,         8,     2219.62,      704.42,       12.41,      532.09,        9.44,        2.29,        4.00,      375.76,      365.90,           0,           0,           0,       73.91,      119.06,       30.21,           0,           0,       11.74,      793.60,       94.93,      392.96,       19.35
        16,         9,     8293.00,     2944.50,      110.12,     1787.42,       25.54,       19.76,           0,     1131.49,     1057.61,           0,           0,           0,      231.41,      535.30,      511.24,           0,           0,       45.29,     3371.92,      441.11,     1203.50,       78.26
        16,        10,        1.02,           0,           0,        0.97,           0,           0,           0,        0.01,        0.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.01,           0
        16,        11,    20102.94,     8886.83,      326.15,     6616.96,       79.97,       85.73,           0,     1228.03,     1141.38,           0,           0,           0,      186.06,     1186.64,      388.27,           0,           0,      165.47,    10068.08,     1182.45,     1325.50,       99.38
        16,        12,   147590.63,    37017.73,     6508.69,    61638.55,     2043.47,     3312.90,     1744.00,     8531.97,    15115.35,           0,           0,           0,     1566.24,     7956.41,     2307.66,           0,           0,     5354.02,    42738.20,     5732.06,     9210.98,      693.18
        16,        13,    17000.83,     6526.48,      355.38,     5949.07,        0.42,        1.15,      113.00,     1151.63,     1354.86,           0,           0,           0,      149.20,     1027.17,      431.66,           0,           0,        1.57,     7945.35,     1425.63,     1235.37,       88.53
        16,        14,    88938.09,    27069.11,     3741.28,    29682.98,      244.59,      442.45,     2458.00,     6897.26,     9795.13,           0,           0,           0,      956.98,     5889.70,     2005.84,           0,           0,      686.15,    31286.90,     4248.10,     7471.44,      590.49
        16,        15,    58368.12,     6061.21,     1811.95,    28662.31,     2380.27,     2383.73,           0,     3949.67,     8566.17,           0,           0,           0,      777.49,     3122.27,      676.02,           0,           0,     4763.31,     6818.32,      759.76,     4173.49,      225.47
        16,        16,   688613.20,    57941.35,    68965.31,   312738.34,    28765.90,    26626.56,      461.00,    40307.97,   112628.77,           0,           0,           0,     8817.79,    25948.30,     5458.73,           0,           0,    55390.07,    67590.42,     9650.09,    43586.15,     3283.89
        16,        17,   146473.20,    22401.88,    11437.40,    59188.12,     1383.14,     2905.56,           0,    11747.21,    25655.35,           0,           0,           0,     1783.43,     8021.73,     2054.12,           0,           0,     4286.73,    26435.56,     4039.02,    12685.57,      953.84
        16,        18,      668.14,      170.86,       45.16,      144.09,           0,           0,           0,      141.90,      118.43,           0,           0,           0,        5.00,       31.92,       11.99,           0,           0,           0,      184.59,       13.78,      149.66,        8.10
        16,        19,      983.22,      164.17,           0,      144.97,       11.12,       11.01,           0,      198.57,      158.56,           0,           0,           0,       61.61,      158.30,       92.22,           0,           0,       22.13,      192.31,       31.32,      203.04,        5.09
        16,        20,    32537.83,     7492.68,     1020.89,     7012.61,      229.18,      116.86,      203.00,     3941.64,     4996.08,           0,           0,           0,     1213.74,     4422.70,     2017.53,           0,           0,      345.84,     9080.46,     1624.58,     4253.83,      318.88
        16,        21,    10924.81,     2446.21,      133.64,     2294.58,       15.42,       10.21,     1595.00,     1561.86,     1380.83,           0,           0,           0,      432.63,      591.56,      495.75,           0,           0,       25.63,     2853.19,      426.47,     1708.46,      151.99
        16,        22,     1206.91,      336.07,       32.42,      197.18,        3.31,        0.61,           0,      259.52,      256.08,           0,           0,           0,       47.06,       58.19,       18.20,           0,           0,        3.92,      373.05,       40.30,      271.26,       12.46
        16,        23,       12.78,        5.34,           0,        1.87,        0.02,           0,           0,        1.47,        2.83,           0,           0,           0,        0.32,        0.91,        0.02,           0,           0,        0.02,        6.33,        1.09,        1.47,           0
        16,        24,        8.51,        0.29,           0,        4.26,           0,           0,           0,        0.40,        1.07,           0,           0,           0,        0.38,        1.83,        0.28,           0,           0,           0,        0.29,           0,        0.40,           0
        16,        25,       75.81,        5.83,       20.63,       19.42,           0,           0,           0,       11.52,       16.74,           0,           0,           0,        0.72,        1.10,        0.07,           0,           0,           0,        6.09,        0.28,       12.20,        0.73
        16,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        16,        27,     9044.59,           0,           0,           0,           0,           0,           0,           0,           0,     7616.88,           0,           0,           0,           0,           0,      855.40,      576.49,           0,           0,           0,           0,           0
        17,         1,       30.38,       28.33,        0.01,        0.52,           0,           0,           0,           0,        1.52,           0,           0,           0,           0,           0,           0,           0,           0,           0,       28.92,        0.66,           0,           0
        17,         2,        0.12,        0.12,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.12,           0,           0,           0
        17,         3,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        17,         4,      337.75,      117.94,        1.08,       64.79,        1.46,           0,           0,       57.17,       83.10,           0,           0,           0,        0.10,       12.59,           0,           0,           0,        1.46,      123.61,        6.78,       57.70,        0.39
        17,         5,      657.29,      184.19,        5.17,      146.24,        2.18,           0,       81.00,       95.27,      113.09,           0,           0,           0,        1.78,       30.01,        0.19,           0,           0,        2.18,      195.64,       12.96,       98.81,        3.92
        17,         6,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        17,         7,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        17,         8,     1684.17,      522.23,        4.58,      312.47,        8.34,        0.65,        9.00,      322.82,      302.43,           0,           0,           0,       75.54,      105.51,       30.47,           0,           0,        8.99,      584.98,       68.27,      337.35,       16.60
        17,         9,     6452.53,     2206.71,       49.42,     1127.53,       19.57,       11.07,           0,      986.12,      913.44,           0,           0,           0,      205.81,      506.07,      484.52,           0,           0,       30.64,     2523.48,      330.52,     1050.32,       69.04
        17,        10,        0.52,           0,           0,        0.49,           0,           0,           0,           0,        0.03,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        17,        11,     7580.38,     3823.78,       57.41,     1658.68,       15.10,        5.64,           0,      695.88,      487.28,           0,           0,           0,       88.36,      546.19,      227.60,           0,           0,       20.72,     4331.09,      512.10,      750.72,       56.48
        17,        12,    61074.22,    20396.00,      909.89,    18771.88,      289.62,      204.28,      993.00,     4880.68,     6857.99,           0,           0,           0,      891.27,     5355.68,     1667.03,           0,           0,      493.13,    23530.37,     3153.33,     5281.33,      409.50
        17,        13,    14763.20,     5807.25,      239.42,     4573.69,        0.49,        0.88,      127.00,     1028.43,     1305.97,           0,           0,           0,      158.78,     1142.06,      425.25,           0,           0,        1.37,     7073.28,     1271.22,     1105.86,       80.72
        17,        14,   137289.72,    32978.53,     8325.55,    49766.27,     1031.04,     1502.28,     2728.00,    10194.36,    19138.32,           0,           0,           0,     1559.79,     7876.53,     2307.76,           0,           0,     2532.32,    38159.00,     5183.73,    11068.42,      884.80
        17,        15,     5978.62,     1234.84,        7.40,     1336.41,      119.28,       42.98,           0,      751.95,      998.03,           0,           0,           0,      159.62,     1065.65,      291.25,           0,           0,      161.90,     1375.27,      146.18,      788.16,       37.36
        17,        16,   136510.27,    22386.39,    12361.59,    49818.93,     1769.83,     1607.22,      247.00,    11613.25,    25054.42,           0,           0,           0,     1774.14,     7962.92,     2046.19,           0,           0,     3375.33,    26327.32,     3964.69,    12635.72,     1038.77
        17,        17,   510402.53,    39563.93,    48230.84,   238713.00,    17786.08,    18331.78,           0,    30599.56,    87333.04,           0,           0,           0,     6835.43,    19133.76,     3907.89,           0,           0,    36116.52,    46603.51,     7039.16,    33053.01,     2458.07
        17,        18,     1523.41,      331.41,      258.15,      415.73,        0.01,           0,           0,      187.36,      210.20,           0,           0,           0,       12.45,       85.82,       22.22,           0,           0,        0.01,      360.89,       29.39,      198.68,       11.35
        17,        19,      445.42,       67.00,           0,       48.21,        8.05,        4.21,           0,      107.39,       83.16,           0,           0,           0,       34.60,       62.67,       40.01,           0,           0,       12.26,       76.58,       11.42,      109.04,        2.17
        17,        20,    23745.42,     5544.24,      523.86,     4745.40,      340.82,      140.80,      152.00,     2921.77,     3698.45,           0,           0,           0,      969.64,     3300.42,     1513.61,           0,           0,      481.52,     6722.46,     1212.85,     3150.14,      233.59
        17,        21,     8315.24,     1901.14,       65.35,     1547.28,       20.58,        7.97,     1184.00,     1240.07,     1103.01,           0,           0,           0,      362.13,      510.49,      399.04,           0,           0,       28.56,     2210.26,      328.65,     1355.10,      118.92
        17,        22,      892.23,      258.87,       13.54,      113.43,        4.69,        1.55,           0,      203.68,      199.29,           0,           0,           0,       38.25,       44.02,       16.02,           0,           0,        6.24,      285.88,       30.06,      212.60,        9.28
        17,        23,        5.87,        2.44,           0,        0.61,        0.04,           0,           0,        0.63,        1.66,           0,           0,           0,        0.09,        0.41,           0,           0,           0,        0.04,        2.71,        0.34,        0.63,           0
        17,        24,        8.95,        0.10,           0,        5.47,           0,           0,           0,        0.37,        0.99,           0,           0,           0,        0.33,        1.52,        0.16,           0,           0,           0,        0.10,           0,        0.37,           0
        17,        25,       50.37,        4.43,       10.76,       11.81,           0,           0,           0,        8.98,       12.81,           0,           0,           0,        0.65,        1.03,        0.07,           0,           0,           0,        4.61,        0.18,        9.47,        0.52
        17,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        17,        27,     7420.86,           0,           0,           0,           0,           0,           0,           0,           0,     6110.94,           0,           0,           0,           0,           0,      789.58,      523.61,           0,           0,           0,           0,           0
        18,         1,        0.14,        0.14,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.14,           0,           0,           0
        18,         2,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        18,         3,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        18,         4,        4.59,        0.88,           0,        0.09,        0.01,           0,           0,        0.68,        2.93,           0,           0,           0,           0,           0,           0,           0,           0,        0.01,        0.89,        0.02,        0.68,           0
        18,         5,       10.88,        1.29,        0.03,        1.07,           0,           0,           0,        2.04,        6.46,           0,           0,           0,           0,           0,           0,           0,           0,           0,        1.34,        0.06,        2.13,        0.07
        18,         6,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        18,         7,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        18,         8,       34.98,        3.37,        0.04,        3.01,        0.37,           0,           0,       10.59,       17.49,           0,           0,           0,           0,        0.21,           0,           0,           0,        0.37,        3.62,        0.28,       11.05,        0.50
        18,         9,       72.86,        9.71,        0.51,        7.85,        1.04,        0.17,           0,       22.62,       27.89,           0,           0,           0,        0.99,        2.02,        0.32,           0,           0,        1.21,       10.67,        0.99,       23.87,        1.35
        18,        10,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        18,        11,       63.52,       17.07,        0.84,       11.55,        0.52,        0.09,           0,       17.03,       13.90,           0,           0,           0,        0.55,        1.66,        0.36,           0,           0,        0.61,       19.08,        2.08,       18.21,        1.28
        18,        12,      614.06,       95.48,        3.99,      196.64,        4.03,        3.77,           0,      132.81,      143.05,           0,           0,           0,        5.28,       20.81,        8.86,           0,           0,        7.80,      108.63,       13.28,      143.32,       10.76
        18,        13,      157.09,       32.84,        3.27,       36.94,        0.03,        0.08,           0,       34.14,       42.39,           0,           0,           0,        1.16,        4.24,        2.02,           0,           0,        0.11,       39.60,        6.67,       36.65,        2.56
        18,        14,     1266.71,      198.99,       21.99,      251.83,        9.10,       17.30,       19.00,      272.16,      378.73,           0,           0,           0,       10.19,       65.95,       21.75,           0,           0,       26.40,      227.77,       28.62,      295.93,       23.75
        18,        15,       43.09,        3.12,           0,        2.90,        1.19,        0.44,           0,       16.31,       16.17,           0,           0,           0,        0.69,        1.73,        0.79,           0,           0,        1.63,        3.32,        0.23,       17.03,        0.78
        18,        16,      483.39,       55.67,        3.13,       50.04,        4.35,        5.18,           0,      146.21,      170.69,           0,           0,           0,        5.63,       31.91,       11.85,           0,           0,        9.52,       63.89,        8.58,      157.28,       11.45
        18,        17,      974.03,      102.86,       13.93,      184.43,       11.95,       25.41,           0,      196.92,      316.42,           0,           0,           0,       13.31,       86.86,       22.05,           0,           0,       37.36,      120.60,       17.81,      211.33,       14.36
        18,        18,     4448.58,       88.63,      260.00,      774.97,       13.48,           0,           0,      741.92,     2412.51,           0,           0,           0,       34.76,      104.98,       17.31,           0,           0,       13.48,       96.74,        8.13,      791.13,       49.19
        18,        19,        3.62,        0.11,           0,           0,        0.19,           0,           0,        1.44,        1.73,           0,           0,           0,        0.01,        0.15,           0,           0,           0,        0.19,        0.12,        0.01,        1.45,        0.02
        18,        20,      136.48,       10.29,        0.35,        6.02,        2.85,        0.51,           0,       49.57,       56.23,           0,           0,           0,        4.10,        5.07,        2.16,           0,           0,        3.36,       11.78,        1.65,       52.97,        3.59
        18,        21,      116.71,        4.12,        0.19,        5.81,        0.44,           0,       58.00,       18.93,       27.44,           0,           0,           0,        0.29,        1.60,        0.01,           0,           0,        0.44,        4.48,        0.40,       20.56,        1.69
        18,        22,       12.90,        0.61,        0.07,        0.13,           0,           0,           0,        3.87,        8.24,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,        0.62,        0.02,        4.02,        0.16
        18,        23,        0.04,           0,           0,           0,           0,           0,           0,        0.01,        0.03,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.01,           0
        18,        24,        0.02,           0,           0,           0,           0,           0,           0,        0.01,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.01,           0
        18,        25,        0.83,        0.02,        0.17,        0.03,           0,           0,           0,        0.19,        0.42,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.02,           0,        0.20,        0.01
        18,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        18,        27,       25.69,           0,           0,           0,           0,           0,           0,           0,           0,       19.95,           0,           0,           0,           0,           0,        3.49,        2.25,           0,           0,           0,           0,           0
        19,         1,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        19,         2,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        19,         3,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
        19,         4,       53.39,       48.17,        0.17,        5.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,       52.12,        3.73,           0,           0
        19,         5,      109.64,       88.54,        0.31,       20.76,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,       97.80,        8.86,           0,           0
