TAZID,AREATYPE,CO_TAZID,CO_FIPS,SUBAREAID,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,TOTTRK_P,TOTTRK_A,TOTTRKIX_P,TOTTRKIX_A,TOTTRKXI_P,TOTTRKXI_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A,LT_P,LT_A,MD_P,MD_A,HV_P,HV_A,IX_MD_P,IX_MD_A,IX_HV_P,IX_HV_A,XI_MD_P,XI_MD_A,XI_HV_P,XI_HV_A
976,2,350071,35,1,1.6,23.0,2.5,22.5,0.0,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,1.0,5.5,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,3,350072,35,1,2167.8,8725.4,1459.5,7844.7,0.0,126.9,733.4,736.8,18.4,0.0,0.0,22.6,0.0,5224.6,0.0,570.1,40.0,666.1,0.0,0.0,0.0,0.0,885.7,894.6,493.8,489.3,0.0,0.0,40.0,0.0,0.0,0.0,0.0,126.9,113.5,111.1,461.0,466.5,158.8,159.3,9.3,0.0,9.0,0.0,0.0,11.2,0.0,11.3
978,3,350073,35,1,16174.5,48198.7,13716.4,43779.0,0.0,710.5,3587.3,3605.2,91.9,0.0,0.0,112.5,0.0,13531.5,0.0,4049.0,1214.0,14933.4,0.0,0.0,0.0,0.0,4370.8,4415.6,6917.5,6849.5,0.0,0.0,1214.0,0.0,0.0,0.0,0.0,710.5,558.6,548.0,2249.1,2275.5,779.6,781.7,46.8,0.0,45.0,0.0,0.0,55.9,0.0,56.6
979,4,350074,35,1,3039.6,11062.0,2427.9,9767.5,0.0,135.3,1129.3,1134.0,27.7,0.0,0.0,30.9,0.0,6829.9,0.0,70.5,542.0,1503.1,0.0,0.0,0.0,0.0,927.2,942.8,416.8,421.1,0.0,0.0,542.0,0.0,0.0,0.0,0.0,135.3,175.6,172.4,708.3,715.4,245.3,246.1,14.3,0.0,13.4,0.0,0.0,15.6,0.0,15.3
980,4,350075,35,1,9919.3,4508.3,9428.5,4004.0,87.3,56.0,441.1,442.7,9.8,0.0,0.0,10.9,1417.5,278.0,837.8,198.7,4833.2,2096.0,435.8,0.0,444.2,0.0,431.2,439.5,978.8,991.9,8.0,0.0,42.0,0.0,87.3,0.0,0.0,56.0,84.7,83.2,286.8,289.6,69.7,70.0,5.9,0.0,3.9,0.0,0.0,6.4,0.0,4.5
981,4,350076,35,1,4915.7,4287.7,4493.2,3852.1,42.1,42.6,386.8,388.3,8.7,0.0,0.0,9.6,803.5,394.9,435.7,105.9,2170.8,1900.7,93.0,566.5,95.4,0.0,286.6,292.6,581.1,591.5,16.0,0.0,11.0,0.0,42.1,0.0,0.0,42.6,71.6,70.2,250.1,252.9,65.1,65.3,5.1,0.0,3.6,0.0,0.0,5.5,0.0,4.1
982,3,350077,35,1,3490.7,2505.2,3269.3,2265.0,28.7,31.9,205.7,206.6,5.0,0.0,0.0,5.5,506.2,93.6,268.6,438.6,1472.5,899.1,90.7,0.0,92.9,0.0,185.8,190.2,630.7,643.5,7.0,0.0,15.0,0.0,28.7,0.0,0.0,31.9,37.5,37.0,133.8,135.2,34.4,34.3,2.9,0.0,2.0,0.0,0.0,3.2,0.0,2.3
983,4,350078,35,1,2396.0,1028.8,2251.4,881.6,21.1,10.3,134.2,135.1,2.5,0.0,0.0,2.9,459.7,1.9,250.8,0.0,1170.2,701.6,50.1,0.0,51.4,0.0,48.5,49.7,125.7,128.5,84.0,0.0,11.0,0.0,21.1,0.0,0.0,10.3,25.7,25.4,88.5,89.7,20.0,20.1,1.6,0.0,0.9,0.0,0.0,1.8,0.0,1.1
984,4,350079,35,1,20086.4,19678.2,18335.6,17637.5,156.5,241.5,1753.6,1762.2,40.3,0.0,0.0,45.8,2867.7,3354.6,1495.8,392.7,8057.9,8332.0,385.3,603.3,393.0,0.0,1834.2,1873.1,3032.8,3081.8,78.0,0.0,191.0,0.0,156.5,0.0,0.0,241.5,314.4,309.5,1122.8,1135.4,316.3,317.2,23.0,0.0,17.3,0.0,0.0,25.5,0.0,20.4
985,4,350080,35,1,8449.6,9853.9,7584.2,8836.7,59.1,121.9,875.2,879.5,20.0,0.0,0.0,22.7,1161.5,1677.3,610.1,317.9,2903.1,4238.6,102.3,0.0,104.4,0.0,934.4,955.5,1616.3,1647.4,70.0,0.0,82.0,0.0,59.1,0.0,0.0,121.9,154.8,152.4,560.2,566.5,160.2,160.6,11.3,0.0,8.7,0.0,0.0,12.6,0.0,10.1
986,4,350081,35,1,3759.6,4406.2,3368.2,3958.1,25.3,53.5,387.2,389.5,9.1,0.0,0.0,10.1,478.8,728.4,250.5,250.7,1311.6,1777.6,58.3,0.0,59.7,0.0,395.3,405.2,777.8,796.0,10.0,0.0,26.0,0.0,25.3,0.0,0.0,53.5,66.4,65.2,247.7,251.0,73.1,73.3,5.1,0.0,4.0,0.0,0.0,5.4,0.0,4.6
987,4,350082,35,1,5199.0,2175.3,4870.7,1860.2,50.6,23.9,284.8,285.9,6.3,0.0,0.0,6.9,950.9,4.8,506.4,0.0,2682.9,1478.6,157.2,0.0,160.3,0.0,103.5,105.8,265.6,271.0,34.0,0.0,10.0,0.0,50.6,0.0,0.0,23.9,55.7,54.6,186.5,188.5,42.7,42.7,3.9,0.0,2.4,0.0,0.0,4.2,0.0,2.7
988,4,350083,35,1,5431.8,4620.4,5099.3,4196.0,37.7,56.4,361.6,364.0,8.3,0.0,0.0,9.2,711.3,325.8,369.6,543.2,2026.8,1597.1,98.0,0.0,100.1,0.0,472.4,484.8,1214.2,1245.0,37.0,0.0,70.0,0.0,37.7,0.0,0.0,56.4,65.5,64.7,233.6,236.6,62.5,62.7,4.8,0.0,3.5,0.0,0.0,5.2,0.0,4.0
989,4,350084,35,1,5318.3,2038.6,5050.4,1766.6,50.5,23.1,243.4,244.7,5.5,0.0,0.0,6.2,814.5,150.6,484.5,0.0,2832.6,1260.3,261.5,0.0,266.5,0.0,110.7,113.3,237.2,242.4,15.0,0.0,28.0,0.0,50.5,0.0,0.0,23.1,46.4,45.7,159.3,161.2,37.8,37.9,3.4,0.0,2.1,0.0,0.0,3.7,0.0,2.5
990,4,350085,35,1,3155.9,2977.2,2849.8,2642.6,24.4,34.0,295.4,297.1,6.7,0.0,0.0,7.5,501.9,415.4,249.5,117.3,1206.9,1402.2,43.5,0.0,44.6,0.0,224.1,230.5,464.4,477.2,98.0,0.0,17.0,0.0,24.4,0.0,0.0,34.0,52.7,52.1,190.9,193.2,51.8,51.9,3.9,0.0,2.8,0.0,0.0,4.2,0.0,3.3
991,4,350086,35,1,2985.2,2567.5,2667.2,2240.5,28.0,29.1,291.6,293.3,6.8,0.0,0.0,7.6,559.0,414.4,280.2,6.6,1336.8,1453.3,49.0,0.0,50.4,0.0,140.0,143.3,217.8,222.8,29.0,0.0,5.0,0.0,28.0,0.0,0.0,29.1,53.3,52.5,188.8,191.1,49.4,49.8,4.0,0.0,2.8,0.0,0.0,4.3,0.0,3.2
992,4,350087,35,1,9082.1,7112.2,8279.3,6188.0,78.9,79.4,825.1,830.4,18.5,0.0,0.0,20.5,1624.0,697.6,806.9,321.0,3973.8,3708.0,139.5,0.0,142.3,0.0,400.2,411.8,1019.7,1049.7,60.0,0.0,113.0,0.0,78.9,0.0,0.0,79.4,154.0,151.9,532.8,539.7,138.3,138.8,11.0,0.0,7.6,0.0,0.0,11.9,0.0,8.7
993,4,350088,35,1,2844.3,2082.6,2568.5,1805.6,26.1,22.5,249.2,250.8,5.5,0.0,0.0,6.1,536.8,245.2,274.7,9.6,1308.6,1219.9,48.1,0.0,49.3,0.0,113.6,116.6,208.4,214.3,27.0,0.0,2.0,0.0,26.1,0.0,0.0,22.5,46.4,45.9,162.5,164.7,40.3,40.3,3.3,0.0,2.3,0.0,0.0,3.6,0.0,2.6
994,4,350089,35,1,3501.6,7700.4,3156.2,7314.2,23.1,43.3,338.1,340.2,7.9,0.0,0.0,8.6,477.7,621.9,240.5,141.5,1170.3,1605.7,43.8,0.0,44.7,3822.2,387.4,398.0,704.8,724.8,68.0,0.0,19.0,0.0,23.1,0.0,0.0,43.3,59.1,58.4,217.7,220.4,61.3,61.3,4.5,0.0,3.4,0.0,0.0,4.8,0.0,3.9
995,5,350090,35,1,8188.7,5352.5,7547.7,4662.3,69.8,56.6,620.1,624.5,12.7,0.0,0.0,13.7,1435.8,150.4,824.3,124.8,3600.3,3063.6,98.9,0.0,100.9,0.0,376.7,387.6,908.7,935.9,146.0,0.0,56.0,0.0,69.8,0.0,0.0,56.6,121.1,119.6,403.9,409.3,95.1,95.5,7.8,0.0,4.9,0.0,0.0,8.2,0.0,5.6
996,4,350091,35,1,4987.4,4078.4,4541.0,3620.7,44.3,38.7,412.0,413.8,9.0,0.0,0.0,9.9,900.7,231.5,466.4,92.2,2261.8,2047.0,84.1,528.4,86.0,0.0,211.8,217.9,490.1,503.7,26.0,0.0,14.0,0.0,44.3,0.0,0.0,38.7,77.7,76.3,267.1,270.4,67.2,67.1,5.4,0.0,3.6,0.0,0.0,5.8,0.0,4.1
997,4,350092,35,1,3726.4,2396.4,3393.6,2059.3,34.0,25.6,304.0,306.1,6.4,0.0,0.0,7.0,713.2,48.8,372.7,16.8,1705.2,1556.6,58.4,0.0,59.8,0.0,121.7,125.0,303.7,312.0,50.0,0.0,9.0,0.0,34.0,0.0,0.0,25.6,58.7,58.1,198.9,201.6,46.4,46.4,3.9,0.0,2.5,0.0,0.0,4.2,0.0,2.8
998,5,350093,35,1,3936.7,2870.6,3567.0,2484.2,34.3,30.3,348.5,350.8,7.3,0.0,0.0,8.0,741.4,177.9,381.6,47.8,1744.9,1740.2,56.9,0.0,58.1,0.0,150.7,154.9,352.4,363.3,64.0,0.0,17.0,0.0,34.3,0.0,0.0,30.3,65.5,64.6,226.4,229.5,56.7,56.7,4.4,0.0,2.9,0.0,0.0,4.7,0.0,3.4
999,4,350094,35,1,2211.2,5961.0,1808.1,5478.3,0.0,66.0,408.1,410.6,9.6,0.0,0.0,10.4,0.0,1449.6,0.0,501.9,13.0,1692.0,0.0,0.0,0.0,0.0,639.0,657.2,1143.1,1177.5,0.0,0.0,13.0,0.0,0.0,0.0,0.0,66.0,62.5,61.7,256.9,260.3,88.7,88.6,5.0,0.0,4.6,0.0,0.0,5.3,0.0,5.2
1000,4,350095,35,1,6010.9,13632.8,4974.7,12446.9,23.3,146.0,1013.0,1021.7,22.5,0.0,0.0,25.0,487.7,4686.6,254.0,434.5,1276.2,4419.7,55.1,0.0,56.4,0.0,1160.7,1195.3,1659.6,1710.8,9.0,0.0,16.0,0.0,23.3,0.0,0.0,146.0,164.0,162.3,639.7,649.4,209.4,209.9,12.2,0.0,10.3,0.0,0.0,13.1,0.0,11.9
1001,4,350096,35,1,4683.1,3577.5,4310.5,3183.6,36.4,39.9,345.9,349.6,7.3,0.0,0.0,8.3,767.7,121.9,388.2,397.6,1892.3,1588.0,72.2,0.0,73.9,0.0,263.0,270.6,781.3,805.6,59.0,0.0,13.0,0.0,36.4,0.0,0.0,39.9,65.0,64.5,225.0,228.9,56.0,56.2,4.4,0.0,2.9,0.0,0.0,4.9,0.0,3.4
1002,4,350097,35,1,3999.9,1924.0,3712.3,1641.8,37.0,19.9,256.2,258.2,5.1,0.0,0.0,5.7,781.7,4.3,408.9,0.0,1999.2,1296.8,80.6,0.0,82.5,0.0,92.9,95.3,238.5,245.4,21.0,0.0,7.0,0.0,37.0,0.0,0.0,19.9,49.8,49.5,167.8,170.2,38.5,38.5,3.2,0.0,2.0,0.0,0.0,3.5,0.0,2.2
1003,4,350098,35,1,4760.7,2752.8,4357.9,2351.2,43.2,29.1,363.0,366.4,7.4,0.0,0.0,8.4,912.0,13.4,475.6,14.9,2218.6,1825.4,78.3,0.0,80.1,0.0,134.4,138.4,348.9,359.0,103.0,0.0,7.0,0.0,43.2,0.0,0.0,29.1,70.9,70.1,237.3,241.3,54.8,55.1,4.7,0.0,2.8,0.0,0.0,5.1,0.0,3.3
1004,3,350099,35,1,3230.3,1641.9,2985.9,1402.2,30.4,17.6,216.7,218.7,4.5,0.0,0.0,5.1,651.7,11.8,315.5,0.8,1562.5,1095.7,63.0,0.0,64.6,0.0,81.0,83.2,204.6,210.7,39.0,0.0,4.0,0.0,30.4,0.0,0.0,17.6,41.7,41.3,142.2,144.5,32.7,32.8,2.8,0.0,1.7,0.0,0.0,3.1,0.0,2.0
1005,3,350100,35,1,366.2,178.5,344.5,154.7,3.4,2.0,21.0,21.2,0.5,0.0,0.0,0.5,71.8,0.1,34.8,0.0,163.1,124.2,5.4,0.0,5.6,0.0,7.6,7.8,22.2,22.6,31.0,0.0,3.0,0.0,3.4,0.0,0.0,2.0,3.6,3.6,15.3,15.6,2.1,2.1,0.3,0.0,0.2,0.0,0.0,0.4,0.0,0.2
1006,4,350101,35,1,6162.6,2671.7,5819.8,2331.0,51.2,29.1,306.0,308.5,6.2,0.0,0.0,7.2,995.0,185.2,522.6,92.0,2855.4,1498.3,231.6,0.0,236.0,0.0,160.0,164.1,383.1,391.3,421.0,0.0,15.0,0.0,51.2,0.0,0.0,29.1,57.3,56.6,198.8,201.9,49.9,50.0,3.8,0.0,2.4,0.0,0.0,4.3,0.0,2.9
1007,4,350102,35,1,13027.9,56215.6,9545.5,52066.7,0.0,564.2,3482.3,3507.5,71.5,0.0,0.0,82.8,0.0,26878.1,0.0,3.6,66.0,15586.8,0.0,0.0,0.0,0.0,4817.5,4922.8,4596.0,4675.4,0.0,0.0,66.0,0.0,0.0,0.0,0.0,564.2,542.6,535.3,2183.0,2213.8,756.7,758.3,38.4,0.0,33.1,0.0,0.0,43.5,0.0,39.3
1008,2,350103,35,1,1.2,3.7,2.2,3.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0,1.9,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,2,350104,35,1,324.3,1513.4,217.3,1382.8,0.0,22.7,105.6,105.9,2.7,0.0,0.0,3.4,0.0,448.0,0.0,87.3,1.0,631.7,0.0,0.0,0.0,0.0,93.6,94.7,121.7,121.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.7,15.3,14.9,67.1,67.7,23.1,23.3,1.4,0.0,1.4,0.0,0.0,1.7,0.0,1.7
1010,3,350105,35,1,873.3,3963.1,546.2,3574.2,0.0,56.8,324.3,325.6,8.1,0.0,0.0,9.9,0.0,1597.8,0.0,152.3,4.0,1283.3,0.0,0.0,0.0,0.0,316.7,320.5,221.6,220.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,56.8,49.6,48.5,204.2,206.6,70.5,70.4,4.1,0.0,4.0,0.0,0.0,4.9,0.0,4.9
1011,3,350106,35,1,1706.1,7903.0,1089.6,7143.5,0.0,110.6,632.8,635.1,15.3,0.0,0.0,18.5,0.0,2634.7,0.0,356.3,29.0,3118.3,0.0,0.0,0.0,0.0,526.4,532.2,505.1,502.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,110.6,98.1,95.6,397.5,402.1,137.2,137.4,7.8,0.0,7.5,0.0,0.0,9.3,0.0,9.3
1012,3,350107,35,1,356.0,1628.2,247.4,1468.3,0.0,20.7,136.6,137.1,3.1,0.0,0.0,3.7,0.0,477.6,0.0,69.7,31.0,734.0,0.0,0.0,0.0,0.0,94.0,95.5,91.4,91.5,0.0,0.0,31.0,0.0,0.0,0.0,0.0,20.7,20.2,19.7,86.7,87.6,29.8,29.8,1.7,0.0,1.5,0.0,0.0,1.9,0.0,1.8
1013,3,350108,35,1,31.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,3,350109,35,1,67.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,4,350110,35,1,292.1,43.0,580.3,40.6,0.0,0.6,1.6,1.6,0.2,0.0,0.0,0.2,0.0,3.4,0.0,0.0,290.0,36.9,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,1.3,1.3,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
1016,4,350111,35,1,11141.6,6756.0,10591.0,5901.7,103.5,86.4,751.7,755.3,16.9,0.0,0.0,19.2,1878.4,495.2,974.2,209.2,5425.5,3711.9,244.6,0.0,249.2,0.0,438.5,447.7,1020.5,1037.7,45.0,0.0,315.0,0.0,103.5,0.0,0.0,86.4,144.3,141.8,487.4,493.1,120.0,120.4,10.2,0.0,6.7,0.0,0.0,11.3,0.0,7.9
1017,4,350112,35,1,1272.1,4645.4,928.7,4174.6,0.0,58.9,403.0,405.3,10.0,0.0,0.0,11.5,0.0,1127.8,0.0,282.1,68.0,1955.0,0.0,0.0,0.0,0.0,301.8,309.0,490.9,500.7,0.0,0.0,68.0,0.0,0.0,0.0,0.0,58.9,61.8,60.8,253.7,256.9,87.5,87.7,5.2,0.0,4.8,0.0,0.0,5.8,0.0,5.7
1018,4,350113,35,1,147.4,499.5,109.9,454.6,0.2,5.8,38.3,38.6,1.0,0.0,0.0,1.1,3.9,192.1,2.2,25.0,13.8,148.8,0.5,0.0,0.5,0.0,42.4,43.4,44.5,45.3,0.0,0.0,2.0,0.0,0.2,0.0,0.0,5.8,4.7,4.7,26.0,26.2,7.6,7.7,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.6
1019,4,350114,35,1,3060.3,5047.5,2568.9,4501.4,15.7,57.7,478.4,481.6,11.5,0.0,0.0,12.8,271.6,1445.0,158.9,358.4,869.8,1539.1,62.6,0.0,64.1,0.0,379.7,390.0,749.1,768.8,3.0,0.0,10.0,0.0,15.7,0.0,0.0,57.7,77.3,75.9,303.0,307.0,98.2,98.7,6.2,0.0,5.3,0.0,0.0,6.7,0.0,6.2
1020,4,350115,35,1,2503.9,1819.6,2315.6,1614.8,21.4,22.0,180.1,181.0,4.2,0.0,0.0,4.6,365.8,389.8,215.6,95.3,1162.4,731.2,79.3,0.0,81.4,0.0,141.1,144.7,248.0,253.8,7.0,0.0,15.0,0.0,21.4,0.0,0.0,22.0,31.7,31.3,116.7,117.9,31.7,31.8,2.5,0.0,1.7,0.0,0.0,2.6,0.0,2.0
1021,4,350116,35,1,5659.3,2637.9,5293.8,2288.5,53.7,30.2,312.8,314.6,6.9,0.0,0.0,7.7,929.1,192.6,541.1,33.6,2915.2,1574.2,203.9,0.0,208.0,0.0,146.6,150.3,329.0,337.6,17.0,0.0,4.0,0.0,53.7,0.0,0.0,30.2,59.5,58.8,203.9,206.4,49.4,49.4,4.2,0.0,2.7,0.0,0.0,4.6,0.0,3.1
1022,4,350117,35,1,7220.7,4434.1,6805.8,3966.9,58.8,52.4,407.1,409.8,9.2,0.0,0.0,10.1,1018.2,390.1,588.0,266.0,3257.0,1872.0,225.2,0.0,229.5,0.0,424.0,435.9,976.8,1002.8,32.0,0.0,55.0,0.0,58.8,0.0,0.0,52.4,75.4,74.3,263.8,267.3,68.0,68.1,5.4,0.0,3.8,0.0,0.0,5.8,0.0,4.3
1023,4,350118,35,1,261.9,1397.3,154.0,1262.5,0.0,16.4,116.1,116.7,3.0,0.0,0.0,3.4,0.0,659.2,0.0,16.0,11.0,451.7,0.0,0.0,0.0,0.0,103.1,106.2,28.8,29.5,0.0,0.0,11.0,0.0,0.0,0.0,0.0,16.4,16.7,16.6,74.4,75.1,25.0,25.0,1.6,0.0,1.5,0.0,0.0,1.8,0.0,1.7
1024,4,350119,35,1,692.9,1829.0,571.2,1677.2,0.2,21.3,128.8,129.9,3.2,0.0,0.0,3.7,2.5,537.8,1.8,117.7,17.4,466.8,0.3,0.0,0.3,0.0,199.7,205.4,339.3,349.5,0.0,0.0,10.0,0.0,0.2,0.0,0.0,21.3,18.9,18.8,82.3,83.2,27.7,27.9,1.7,0.0,1.5,0.0,0.0,1.9,0.0,1.8
1025,4,350120,35,1,3407.8,1979.8,3135.6,1691.2,32.9,22.5,259.5,261.6,5.7,0.0,0.0,6.4,653.0,8.0,342.1,0.0,1610.8,1338.8,55.7,0.0,57.3,0.0,94.0,96.6,240.7,247.8,59.0,0.0,23.0,0.0,32.9,0.0,0.0,22.5,50.4,50.0,170.1,172.4,39.0,39.2,3.5,0.0,2.1,0.0,0.0,3.9,0.0,2.5
1026,5,350121,35,1,5649.3,6092.1,4919.1,5314.3,40.2,65.3,697.3,701.7,14.8,0.0,0.0,16.2,767.3,283.0,480.0,126.5,1999.7,3485.8,88.4,0.0,90.1,0.0,411.7,423.0,968.8,996.0,97.0,0.0,16.0,0.0,40.2,0.0,0.0,65.3,135.2,133.4,453.2,459.2,108.9,109.1,9.0,0.0,5.7,0.0,0.0,9.6,0.0,6.5
1027,5,350122,35,1,8612.7,17709.8,7221.2,16048.1,15.2,196.5,1426.2,1435.9,33.8,0.0,0.0,37.7,283.4,3387.4,181.6,1135.3,809.4,5559.1,33.2,0.0,34.1,0.0,1890.0,1943.5,3906.5,4022.7,7.0,0.0,76.0,0.0,15.2,0.0,0.0,196.5,231.5,228.6,899.8,911.5,294.8,295.8,18.2,0.0,15.6,0.0,0.0,19.7,0.0,18.0
1028,5,350123,35,1,918.1,4033.3,563.3,3602.4,0.0,45.3,376.9,379.3,9.2,0.0,0.0,10.4,0.0,599.1,0.0,216.0,30.0,2268.9,0.0,0.0,0.0,0.0,178.2,183.4,325.1,335.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,45.3,57.7,56.7,237.4,240.6,81.8,82.0,4.9,0.0,4.3,0.0,0.0,5.3,0.0,5.2
1029,5,350124,35,1,2275.2,7451.2,1897.4,7001.5,0.0,53.6,389.0,391.7,9.5,0.0,0.0,10.5,0.0,1908.6,0.0,584.6,18.0,1044.3,0.0,0.0,0.0,0.0,551.6,567.7,1309.7,1349.2,0.0,1547.0,18.0,0.0,0.0,0.0,0.0,53.6,59.7,58.8,245.0,248.2,84.3,84.7,4.9,0.0,4.5,0.0,0.0,5.4,0.0,5.2
1030,5,350125,35,1,1148.9,2609.9,1078.4,2403.4,0.0,29.9,175.4,176.3,4.4,0.0,0.0,4.8,0.0,367.6,0.0,300.3,108.0,846.3,0.0,0.0,0.0,0.0,259.3,267.0,603.1,622.2,0.0,0.0,108.0,0.0,0.0,0.0,0.0,29.9,26.1,25.7,111.3,112.5,38.0,38.1,2.3,0.0,2.1,0.0,0.0,2.5,0.0,2.3
1031,5,350126,35,1,31.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,5,350127,35,1,1042.5,4050.4,729.5,3623.8,0.0,45.1,373.2,375.8,8.9,0.0,0.0,10.0,0.0,607.7,0.0,260.1,68.0,2144.4,0.0,0.0,0.0,0.0,195.1,200.9,398.3,410.7,0.0,0.0,68.0,0.0,0.0,0.0,0.0,45.1,57.0,56.3,235.1,238.5,81.0,81.0,4.7,0.0,4.3,0.0,0.0,5.0,0.0,4.9
1033,5,350128,35,1,1342.4,3438.1,1125.7,3143.8,0.0,38.8,251.7,253.5,6.1,0.0,0.0,6.7,0.0,612.9,0.0,416.0,40.0,1050.1,0.0,0.0,0.0,0.0,304.6,313.7,728.1,751.0,13.0,0.0,40.0,0.0,0.0,0.0,0.0,38.8,38.0,37.7,159.1,161.2,54.7,54.6,3.2,0.0,2.9,0.0,0.0,3.3,0.0,3.3
1034,5,350129,35,1,12359.2,23829.4,10852.2,21882.9,27.2,263.6,1639.9,1650.8,36.6,0.0,0.0,39.9,604.2,3269.2,299.5,4017.6,1632.7,6369.8,54.1,0.0,54.9,0.0,2116.8,2176.9,5873.1,6049.4,29.0,0.0,188.0,0.0,27.2,0.0,0.0,263.6,264.8,261.4,1032.9,1046.1,342.2,343.3,19.6,0.0,17.0,0.0,0.0,20.6,0.0,19.3
1035,5,350130,35,1,3496.5,30011.5,1815.3,28086.5,0.0,154.1,1722.6,1733.9,38.7,0.0,0.0,42.1,0.0,6026.8,0.0,0.0,76.0,20346.9,0.0,0.0,0.0,0.0,520.9,535.9,1142.4,1176.9,0.0,0.0,76.0,0.0,0.0,0.0,0.0,154.1,268.1,264.8,1079.6,1093.3,375.0,375.8,20.3,0.0,18.4,0.0,0.0,21.2,0.0,20.9
1036,5,350131,35,1,6719.2,14768.6,5393.8,13179.3,8.1,153.1,1400.5,1410.2,31.6,0.0,0.0,34.6,178.6,5211.7,87.7,1471.1,531.1,1915.0,15.0,0.0,15.7,0.0,1319.2,1357.0,3129.5,3224.4,9.0,0.0,108.0,0.0,8.1,0.0,0.0,153.1,220.5,217.9,879.7,891.2,300.4,301.1,16.8,0.0,14.8,0.0,0.0,17.6,0.0,17.0
1037,5,350132,35,1,2642.0,6162.5,2142.4,5572.8,7.9,69.4,508.4,512.7,12.0,0.0,0.0,13.4,167.7,1176.7,82.7,797.8,424.4,2146.2,14.2,0.0,14.8,0.0,383.2,395.0,1023.4,1057.1,7.0,0.0,25.0,0.0,7.9,0.0,0.0,69.4,81.0,80.1,321.1,326.1,106.3,106.5,6.4,0.0,5.6,0.0,0.0,7.0,0.0,6.4
1038,5,350133,35,1,6332.3,4399.3,5733.6,3790.9,56.1,46.4,548.9,553.4,11.5,0.0,0.0,12.7,1181.3,278.7,617.5,89.4,2897.0,2620.8,100.9,0.0,102.9,0.0,222.0,228.7,555.9,573.3,43.0,0.0,13.0,0.0,56.1,0.0,0.0,46.4,104.5,103.3,356.0,361.7,88.4,88.5,7.0,0.0,4.5,0.0,0.0,7.4,0.0,5.3
1039,4,350134,35,1,4326.9,3780.6,3894.5,3335.5,39.0,34.7,400.5,404.5,8.6,0.0,0.0,9.7,782.5,273.6,458.2,20.3,1902.0,1892.1,47.2,431.1,48.6,128.3,178.0,183.6,393.9,406.6,72.0,0.0,12.0,0.0,39.0,0.0,0.0,34.7,75.6,74.9,260.3,264.7,64.6,64.9,5.2,0.0,3.4,0.0,0.0,5.7,0.0,4.0
