SERIALNO,PUMA,SPORDER,ESR,HINCP,NP,WGTP,state
2020HU0001955,03000,3,0,55000,5,7,49
2020HU0001955,03000,4,0,55000,5,7,49
2020HU0001955,03000,5,0,55000,5,7,49
2020HU0002030,03000,1,6,9100,1,82,49
2020HU0002139,35015,1,6,75600,4,128,49
2020HU0002139,35015,2,0,75600,4,128,49
2020HU0002139,35015,3,1,75600,4,128,49
2020HU0002139,35015,4,1,75600,4,128,49
2020HU0002288,53000,1,6,88000,3,143,49
2020HU0002288,53000,2,1,88000,3,143,49
2020HU0002288,53000,3,1,88000,3,143,49
2020HU0002700,13000,1,1,35000,1,61,49
2020HU0002888,35015,1,6,23000,2,8,49
2020HU0002888,35015,2,6,23000,2,8,49
2020HU0003263,35013,1,6,67600,1,7,49
2020HU0003567,03000,1,1,152500,5,18,49
2020HU0003567,03000,2,1,152500,5,18,49
2020HU0003567,03000,3,0,152500,5,18,49
2020HU0003567,03000,4,0,152500,5,18,49
2020HU0003567,03000,5,6,152500,5,18,49
2020HU0003663,49003,1,6,25340,4,13,49
2020HU0003663,49003,2,1,25340,4,13,49
2020HU0003663,49003,3,1,25340,4,13,49
2020HU0003663,49003,4,6,25340,4,13,49
2020HU0003691,35014,1,1,92000,2,37,49
2020HU0003691,35014,2,1,92000,2,37,49
2020HU0003751,13000,1,1,149600,3,3,49
2020HU0003751,13000,2,1,149600,3,3,49
2020HU0003751,13000,3,1,149600,3,3,49
2020HU0003953,57001,1,6,53700,2,14,49
2020HU0003953,57001,2,6,53700,2,14,49
2020HU0004234,11004,1,6,436180,2,10,49
2020HU0004234,11004,2,1,436180,2,10,49
2020HU0004247,13000,1,1,57500,2,5,49
2020HU0004247,13000,2,1,57500,2,5,49
2020HU0004305,03000,1,1,500000,7,14,49
2020HU0004305,03000,2,1,500000,7,14,49
2020HU0004305,03000,3,0,500000,7,14,49
2020HU0004305,03000,4,0,500000,7,14,49
2020HU0004305,03000,5,0,500000,7,14,49
2020HU0004305,03000,6,6,500000,7,14,49
2020HU0004305,03000,7,6,500000,7,14,49
2020HU0004442,49004,1,6,702000,2,5,49
2020HU0004442,49004,2,1,702000,2,5,49
2020HU0004497,35012,1,1,53500,2,5,49
2020HU0004497,35012,2,1,53500,2,5,49
2020HU0004639,35012,1,1,120000,2,65,49
2020HU0004639,35012,2,1,120000,2,65,49
2020HU0004652,35011,1,3,47500,2,37,49
2020HU0004652,35011,2,1,47500,2,37,49
2020HU0004670,21000,1,6,55000,7,5,49
2020HU0004670,21000,2,1,55000,7,5,49
2020HU0004670,21000,3,0,55000,7,5,49
2020HU0004670,21000,4,0,55000,7,5,49
2020HU0004670,21000,5,0,55000,7,5,49
2020HU0004670,21000,6,0,55000,7,5,49
2020HU0004670,21000,7,0,55000,7,5,49
2020HU0004721,13000,1,1,75000,5,9,49
2020HU0004721,13000,2,3,75000,5,9,49
2020HU0004721,13000,3,0,75000,5,9,49
2020HU0004721,13000,4,0,75000,5,9,49
2020HU0004721,13000,5,6,75000,5,9,49
2020HU0004783,35014,1,1,36000,4,29,49
2020HU0004783,35014,2,6,36000,4,29,49
2020HU0004783,35014,3,6,36000,4,29,49
2020HU0004783,35014,4,0,36000,4,29,49
2020HU0005178,35013,1,1,110000,2,36,49
2020HU0005178,35013,2,1,110000,2,36,49
2020HU0005249,35017,1,1,151200,3,18,49
2020HU0005249,35017,2,1,151200,3,18,49
2020HU0005249,35017,3,0,151200,3,18,49
2020HU0005264,35015,1,1,65500,5,23,49
2020HU0005264,35015,2,0,65500,5,23,49
2020HU0005264,35015,3,0,65500,5,23,49
2020HU0005264,35015,4,0,65500,5,23,49
2020HU0005264,35015,5,0,65500,5,23,49
2020HU0005552,05000,1,1,29300,3,12,49
2020HU0005552,05000,2,1,29300,3,12,49
2020HU0005552,05000,3,0,29300,3,12,49
2020HU0005850,03000,1,6,374100,2,4,49
2020HU0005850,03000,2,6,374100,2,4,49
2020HU0005917,35017,1,1,183600,4,9,49
2020HU0005917,35017,2,1,183600,4,9,49
2020HU0005917,35017,3,1,183600,4,9,49
2020HU0005917,35017,4,1,183600,4,9,49
2020HU0005941,53000,1,1,90000,3,11,49
2020HU0005941,53000,2,1,90000,3,11,49
2020HU0005941,53000,3,1,90000,3,11,49
2020HU0006004,35009,1,6,130000,5,9,49
2020HU0006004,35009,2,1,130000,5,9,49
2020HU0006004,35009,3,0,130000,5,9,49
2020HU0006004,35009,4,0,130000,5,9,49
2020HU0006004,35009,5,0,130000,5,9,49
2020HU0006022,03000,1,6,67000,2,15,49
2020HU0006022,03000,2,6,67000,2,15,49
2020HU0006043,49004,1,1,125200,2,4,49
2020HU0006043,49004,2,6,125200,2,4,49
2020HU0006290,49004,1,1,205000,2,14,49
2020HU0006290,49004,2,1,205000,2,14,49
2020HU0006326,49001,1,1,75200,3,9,49
2020HU0006326,49001,2,1,75200,3,9,49
2020HU0006326,49001,3,6,75200,3,9,49
2020HU0006489,13000,1,1,35800,2,2,49
2020HU0006489,13000,2,6,35800,2,2,49
2020HU0006563,13000,1,1,91000,2,6,49
2020HU0006563,13000,2,1,91000,2,6,49
2020HU0006709,53000,1,1,30200,1,1,49
2020HU0006813,35008,1,1,55000,3,65,49
2020HU0006813,35008,2,0,55000,3,65,49
2020HU0006813,35008,3,1,55000,3,65,49
2020HU0006832,21000,1,6,108700,3,8,49
2020HU0006832,21000,2,1,108700,3,8,49
2020HU0006832,21000,3,1,108700,3,8,49
2020HU0006844,21000,1,1,145010,4,18,49
2020HU0006844,21000,2,1,145010,4,18,49
2020HU0006844,21000,3,0,145010,4,18,49
2020HU0006844,21000,4,0,145010,4,18,49
2020HU0006886,03000,1,1,95600,2,4,49
2020HU0006886,03000,2,6,95600,2,4,49
2020HU0007008,35013,1,1,146400,4,18,49
2020HU0007008,35013,2,6,146400,4,18,49
2020HU0007008,35013,3,6,146400,4,18,49
2020HU0007008,35013,4,1,146400,4,18,49
2020HU0007126,49003,1,1,28400,3,6,49
2020HU0007126,49003,2,1,28400,3,6,49
2020HU0007126,49003,3,1,28400,3,6,49
2020HU0007199,53000,1,6,97300,2,2,49
2020HU0007199,53000,2,6,97300,2,2,49
2020HU0007288,57002,1,1,45000,1,7,49
2020HU0007319,05000,1,6,75400,2,5,49
2020HU0007319,05000,2,6,75400,2,5,49
2020HU0007339,13000,1,6,34700,1,2,49
2020HU0007486,35009,1,1,162000,2,10,49
2020HU0007486,35009,2,6,162000,2,10,49
2020HU0007590,57002,1,1,103000,2,30,49
2020HU0007590,57002,2,6,103000,2,30,49
2020HU0007739,35016,1,1,520400,9,49,49
2020HU0007739,35016,2,1,520400,9,49,49
2020HU0007739,35016,3,1,520400,9,49,49
2020HU0007739,35016,4,1,520400,9,49,49
2020HU0007739,35016,5,6,520400,9,49,49
2020HU0007739,35016,6,0,520400,9,49,49
2020HU0007739,35016,7,0,520400,9,49,49
2020HU0007739,35016,8,1,520400,9,49,49
2020HU0007739,35016,9,6,520400,9,49,49
2020HU0007904,53000,1,3,38500,1,7,49
2020HU0008112,05000,1,1,127000,4,16,49
2020HU0008112,05000,2,1,127000,4,16,49
2020HU0008112,05000,3,0,127000,4,16,49
2020HU0008112,05000,4,0,127000,4,16,49
2020HU0008182,49004,1,1,88020,6,9,49
2020HU0008182,49004,2,1,88020,6,9,49
2020HU0008182,49004,3,0,88020,6,9,49
2020HU0008182,49004,4,0,88020,6,9,49
2020HU0008182,49004,5,0,88020,6,9,49
2020HU0008182,49004,6,0,88020,6,9,49
2020HU0008538,35009,1,1,78000,3,33,49
2020HU0008538,35009,2,6,78000,3,33,49
2020HU0008538,35009,3,0,78000,3,33,49
2020HU0008548,21000,1,1,54000,1,7,49
2020HU0009017,35017,1,1,221000,4,16,49
2020HU0009017,35017,2,1,221000,4,16,49
2020HU0009017,35017,3,0,221000,4,16,49
2020HU0009017,35017,4,0,221000,4,16,49
2020HU0009442,11004,1,1,36680,2,8,49
2020HU0009442,11004,2,6,36680,2,8,49
2020HU0009604,49004,1,6,79200,2,15,49
2020HU0009604,49004,2,6,79200,2,15,49
2020HU0009652,35016,1,1,105000,4,17,49
2020HU0009652,35016,2,1,105000,4,17,49
2020HU0009652,35016,3,0,105000,4,17,49
2020HU0009652,35016,4,0,105000,4,17,49
2020HU0009675,35012,1,1,78800,6,6,49
2020HU0009675,35012,2,1,78800,6,6,49
2020HU0009675,35012,3,1,78800,6,6,49
2020HU0009675,35012,4,6,78800,6,6,49
2020HU0009675,35012,5,6,78800,6,6,49
2020HU0009675,35012,6,6,78800,6,6,49
2020HU0009718,05000,1,1,30500,1,27,49
2020HU0009860,35015,1,1,82000,2,98,49
2020HU0009860,35015,2,0,82000,2,98,49
2020HU0009925,35008,1,1,601000,2,111,49
2020HU0009925,35008,2,1,601000,2,111,49
2020HU0010050,49002,1,6,59200,2,3,49
2020HU0010050,49002,2,6,59200,2,3,49
2020HU0010120,13000,1,1,82000,2,67,49
2020HU0010120,13000,2,1,82000,2,67,49
2020HU0010520,35013,1,6,32000,6,68,49
2020HU0010520,35013,2,1,32000,6,68,49
2020HU0010520,35013,3,0,32000,6,68,49
2020HU0010520,35013,4,0,32000,6,68,49
2020HU0010520,35013,5,0,32000,6,68,49
2020HU0010520,35013,6,0,32000,6,68,49
2020HU0010671,05000,1,6,16800,4,4,49
2020HU0010671,05000,2,6,16800,4,4,49
2020HU0010671,05000,3,0,16800,4,4,49
2020HU0010671,05000,4,0,16800,4,4,49
2020HU0011151,03000,1,1,155000,5,6,49
2020HU0011151,03000,2,6,155000,5,6,49
2020HU0011151,03000,3,1,155000,5,6,49
2020HU0011151,03000,4,0,155000,5,6,49
2020HU0011151,03000,5,0,155000,5,6,49
2020HU0011196,49003,1,1,192500,5,21,49
2020HU0011196,49003,2,1,192500,5,21,49
2020HU0011196,49003,3,0,192500,5,21,49
2020HU0011196,49003,4,0,192500,5,21,49
2020HU0011196,49003,5,0,192500,5,21,49
2020HU0011377,57001,1,6,40300,5,8,49
2020HU0011377,57001,2,1,40300,5,8,49
2020HU0011377,57001,3,0,40300,5,8,49
2020HU0011377,57001,4,0,40300,5,8,49
2020HU0011377,57001,5,0,40300,5,8,49
2020HU0011440,35013,1,1,57000,1,8,49
2020HU0011517,05000,1,1,35000,4,82,49
2020HU0011517,05000,2,3,35000,4,82,49
2020HU0011517,05000,3,0,35000,4,82,49
2020HU0011517,05000,4,0,35000,4,82,49
2020HU0011779,21000,1,1,119700,4,8,49
2020HU0011779,21000,2,1,119700,4,8,49
2020HU0011779,21000,3,1,119700,4,8,49
2020HU0011779,21000,4,6,119700,4,8,49
2020HU0011783,49004,1,1,90000,2,6,49
2020HU0011783,49004,2,6,90000,2,6,49
2020HU0011890,57001,1,1,95000,3,9,49
2020HU0011890,57001,2,1,95000,3,9,49
2020HU0011890,57001,3,0,95000,3,9,49
2020HU0012367,35015,1,1,120000,3,116,49
2020HU0012367,35015,2,1,120000,3,116,49
2020HU0012367,35015,3,3,120000,3,116,49
2020HU0012399,05000,1,1,88000,6,2,49
2020HU0012399,05000,2,6,88000,6,2,49
2020HU0012399,05000,3,0,88000,6,2,49
2020HU0012399,05000,4,0,88000,6,2,49
2020HU0012399,05000,5,0,88000,6,2,49
2020HU0012399,05000,6,0,88000,6,2,49
2020HU0012553,49004,1,1,129000,4,13,49
2020HU0012553,49004,2,1,129000,4,13,49
2020HU0012553,49004,3,1,129000,4,13,49
2020HU0012553,49004,4,1,129000,4,13,49
2020HU0012555,35014,1,6,130400,5,8,49
2020HU0012555,35014,2,6,130400,5,8,49
2020HU0012555,35014,3,1,130400,5,8,49
2020HU0012555,35014,4,0,130400,5,8,49
2020HU0012555,35014,5,1,130400,5,8,49
2020HU0012831,35013,1,6,19600,1,12,49
2020HU0013012,35012,1,1,122000,1,1,49
2020HU0013054,11004,1,1,69800,2,14,49
2020HU0013054,11004,2,2,69800,2,14,49
2020HU0013110,35009,1,1,390000,5,23,49
2020HU0013110,35009,2,1,390000,5,23,49
2020HU0013110,35009,3,1,390000,5,23,49
2020HU0013110,35009,4,1,390000,5,23,49
2020HU0013110,35009,5,1,390000,5,23,49
2020HU0013202,35016,1,1,179000,2,18,49
2020HU0013202,35016,2,1,179000,2,18,49
2020HU0013207,03000,1,1,172000,2,4,49
2020HU0013207,03000,2,1,172000,2,4,49
2020HU0013462,13000,1,1,172000,2,96,49
2020HU0013462,13000,2,6,172000,2,96,49
2020HU0013574,57002,1,6,43200,2,48,49
2020HU0013574,57002,2,6,43200,2,48,49
2020HU0013738,11004,1,6,23300,1,46,49
2020HU0013767,35014,1,6,118000,3,10,49
2020HU0013767,35014,2,1,118000,3,10,49
2020HU0013767,35014,3,3,118000,3,10,49
2020HU0013771,49003,1,1,45000,2,15,49
2020HU0013771,49003,2,1,45000,2,15,49
2020HU0013802,49004,1,1,85000,2,9,49
2020HU0013802,49004,2,1,85000,2,9,49
2020HU0014094,57002,1,1,22200,5,6,49
2020HU0014094,57002,2,1,22200,5,6,49
2020HU0014094,57002,3,1,22200,5,6,49
2020HU0014094,57002,4,0,22200,5,6,49
2020HU0014094,57002,5,0,22200,5,6,49
2020HU0014236,53000,1,1,129400,5,100,49
2020HU0014236,53000,2,1,129400,5,100,49
2020HU0014236,53000,3,6,129400,5,100,49
2020HU0014236,53000,4,0,129400,5,100,49
2020HU0014236,53000,5,6,129400,5,100,49
2020HU0014359,35012,1,1,180000,6,27,49
2020HU0014359,35012,2,1,180000,6,27,49
2020HU0014359,35012,3,0,180000,6,27,49
2020HU0014359,35012,4,0,180000,6,27,49
2020HU0014359,35012,5,0,180000,6,27,49
2020HU0014359,35012,6,0,180000,6,27,49
2020HU0014372,35012,1,1,44420,2,5,49
2020HU0014372,35012,2,6,44420,2,5,49
2020HU0014470,35014,1,1,78000,6,6,49
2020HU0014470,35014,2,1,78000,6,6,49
2020HU0014470,35014,3,0,78000,6,6,49
2020HU0014470,35014,4,0,78000,6,6,49
2020HU0014470,35014,5,0,78000,6,6,49
2020HU0014470,35014,6,0,78000,6,6,49
2020HU0014691,35017,1,6,90100,5,12,49
2020HU0014691,35017,2,1,90100,5,12,49
2020HU0014691,35017,3,0,90100,5,12,49
2020HU0014691,35017,4,0,90100,5,12,49
2020HU0014691,35017,5,0,90100,5,12,49
2020HU0014714,57001,1,1,208250,2,10,49
2020HU0014714,57001,2,1,208250,2,10,49
2020HU0015114,49002,1,1,112000,4,4,49
2020HU0015114,49002,2,1,112000,4,4,49
2020HU0015114,49002,3,6,112000,4,4,49
2020HU0015114,49002,4,0,112000,4,4,49
2020HU0015147,11002,1,6,147300,3,7,49
2020HU0015147,11002,2,6,147300,3,7,49
2020HU0015147,11002,3,1,147300,3,7,49
2020HU0015313,35016,1,6,36000,1,15,49
2020HU0015317,13000,1,1,45000,2,99,49
2020HU0015317,13000,2,1,45000,2,99,49
2020HU0015362,35016,1,2,97200,4,7,49
2020HU0015362,35016,2,1,97200,4,7,49
2020HU0015362,35016,3,1,97200,4,7,49
2020HU0015362,35016,4,0,97200,4,7,49
2020HU0015416,49002,1,1,147000,4,36,49
2020HU0015416,49002,2,1,147000,4,36,49
2020HU0015416,49002,3,1,147000,4,36,49
2020HU0015416,49002,4,1,147000,4,36,49
2020HU0015460,49003,1,1,35000,4,78,49
2020HU0015460,49003,2,6,35000,4,78,49
2020HU0015460,49003,3,0,35000,4,78,49
2020HU0015460,49003,4,0,35000,4,78,49
2020HU0015486,05000,1,1,89000,3,6,49
2020HU0015486,05000,2,1,89000,3,6,49
2020HU0015486,05000,3,0,89000,3,6,49
2020HU0015504,35015,1,2,38300,1,11,49
2020HU0015569,57001,1,6,11600,1,10,49
2020HU0015679,03000,1,1,54300,2,1,49
2020HU0015679,03000,2,6,54300,2,1,49
2020HU0015759,49004,1,1,246300,7,6,49
2020HU0015759,49004,2,1,246300,7,6,49
2020HU0015759,49004,3,6,246300,7,6,49
2020HU0015759,49004,4,1,246300,7,6,49
2020HU0015759,49004,5,0,246300,7,6,49
2020HU0015759,49004,6,0,246300,7,6,49
2020HU0015759,49004,7,1,246300,7,6,49
2020HU0015867,35011,1,1,127000,2,50,49
2020HU0015867,35011,2,6,127000,2,50,49
2020HU0015900,03000,1,1,200000,5,48,49
2020HU0015900,03000,2,1,200000,5,48,49
2020HU0015900,03000,3,1,200000,5,48,49
2020HU0015900,03000,4,1,200000,5,48,49
2020HU0015900,03000,5,1,200000,5,48,49
2020HU0016129,49002,1,6,46800,2,16,49
2020HU0016129,49002,2,6,46800,2,16,49
2020HU0016316,53000,1,6,0,4,101,49
2020HU0016316,53000,2,0,0,4,101,49
2020HU0016316,53000,3,0,0,4,101,49
2020HU0016316,53000,4,0,0,4,101,49
2020HU0016372,05000,1,1,44900,1,13,49
2020HU0016443,05000,1,6,123700,2,9,49
2020HU0016443,05000,2,1,123700,2,9,49
2020HU0016463,03000,1,1,70000,1,5,49
2020HU0016585,13000,1,1,47500,1,4,49
2020HU0016794,35017,1,6,47000,5,9,49
2020HU0016794,35017,2,0,47000,5,9,49
2020HU0016794,35017,3,0,47000,5,9,49
2020HU0016794,35017,4,0,47000,5,9,49
2020HU0016794,35017,5,1,47000,5,9,49
2020HU0016836,35012,1,6,43300,2,66,49
2020HU0016836,35012,2,1,43300,2,66,49
2020HU0016869,57002,1,1,68200,4,23,49
2020HU0016869,57002,2,1,68200,4,23,49
2020HU0016869,57002,3,0,68200,4,23,49
2020HU0016869,57002,4,0,68200,4,23,49
2020HU0017134,53000,1,6,29000,2,7,49
2020HU0017134,53000,2,6,29000,2,7,49
2020HU0017322,35009,1,6,87700,2,9,49
2020HU0017322,35009,2,6,87700,2,9,49
2020HU0017387,49004,1,1,151100,7,23,49
2020HU0017387,49004,2,1,151100,7,23,49
2020HU0017387,49004,3,1,151100,7,23,49
2020HU0017387,49004,4,1,151100,7,23,49
2020HU0017387,49004,5,6,151100,7,23,49
2020HU0017387,49004,6,0,151100,7,23,49
2020HU0017387,49004,7,1,151100,7,23,49
2020HU0017537,11004,1,1,39800,2,9,49
2020HU0017537,11004,2,1,39800,2,9,49
2020HU0017683,49003,1,6,32000,2,17,49
2020HU0017683,49003,2,1,32000,2,17,49
2020HU0017722,49002,1,1,57000,2,2,49
2020HU0017722,49002,2,1,57000,2,2,49
2020HU0017906,49002,1,1,158000,6,11,49
2020HU0017906,49002,2,6,158000,6,11,49
2020HU0017906,49002,3,0,158000,6,11,49
2020HU0017906,49002,4,0,158000,6,11,49
2020HU0017906,49002,5,0,158000,6,11,49
2020HU0017906,49002,6,0,158000,6,11,49
2020HU0017920,35017,1,1,225000,2,8,49
2020HU0017920,35017,2,1,225000,2,8,49
2020HU0017969,35012,1,1,730700,3,9,49
2020HU0017969,35012,2,1,730700,3,9,49
2020HU0017969,35012,3,1,730700,3,9,49
2020HU0018574,35014,1,1,150000,2,3,49
2020HU0018574,35014,2,1,150000,2,3,49
2020HU0018665,35015,1,6,12600,1,91,49
2020HU0018667,35014,1,6,19700,2,3,49
2020HU0018667,35014,2,6,19700,2,3,49
2020HU0018681,53000,1,6,94900,2,9,49
2020HU0018681,53000,2,6,94900,2,9,49
2020HU0018741,13000,1,1,8100,5,1,49
2020HU0018741,13000,2,0,8100,5,1,49
2020HU0018741,13000,3,0,8100,5,1,49
2020HU0018741,13000,4,0,8100,5,1,49
2020HU0018741,13000,5,0,8100,5,1,49
2020HU0018762,49002,1,1,145000,5,5,49
2020HU0018762,49002,2,6,145000,5,5,49
2020HU0018762,49002,3,0,145000,5,5,49
2020HU0018762,49002,4,0,145000,5,5,49
2020HU0018762,49002,5,0,145000,5,5,49
2020HU0018868,57002,1,1,96000,4,20,49
2020HU0018868,57002,2,6,96000,4,20,49
2020HU0018868,57002,3,0,96000,4,20,49
2020HU0018868,57002,4,0,96000,4,20,49
2020HU0018929,35009,1,6,53500,1,29,49
2020HU0018963,49002,1,1,38000,1,5,49
2020HU0019108,35015,1,1,110000,2,11,49
2020HU0019108,35015,2,1,110000,2,11,49
2020HU0019157,13000,1,6,51000,4,23,49
2020HU0019157,13000,2,1,51000,4,23,49
2020HU0019157,13000,3,1,51000,4,23,49
2020HU0019157,13000,4,6,51000,4,23,49
2020HU0019249,03000,1,1,36000,4,45,49
2020HU0019249,03000,2,3,36000,4,45,49
2020HU0019249,03000,3,0,36000,4,45,49
2020HU0019249,03000,4,0,36000,4,45,49
2020HU0019325,35015,1,1,149000,5,40,49
2020HU0019325,35015,2,1,149000,5,40,49
2020HU0019325,35015,3,1,149000,5,40,49
2020HU0019325,35015,4,1,149000,5,40,49
2020HU0019325,35015,5,1,149000,5,40,49
2020HU0019404,49004,1,6,43400,1,5,49
2020HU0019466,03000,1,1,72500,6,17,49
2020HU0019466,03000,2,1,72500,6,17,49
2020HU0019466,03000,3,6,72500,6,17,49
2020HU0019466,03000,4,1,72500,6,17,49
2020HU0019466,03000,5,0,72500,6,17,49
2020HU0019466,03000,6,0,72500,6,17,49
2020HU0019478,57001,1,1,100000,2,9,49
2020HU0019478,57001,2,1,100000,2,9,49
2020HU0019501,11004,1,1,139000,3,12,49
2020HU0019501,11004,2,6,139000,3,12,49
2020HU0019501,11004,3,1,139000,3,12,49
2020HU0019531,53000,1,1,98200,2,12,49
2020HU0019531,53000,2,6,98200,2,12,49
2020HU0019624,49004,1,1,248880,4,8,49
2020HU0019624,49004,2,1,248880,4,8,49
2020HU0019624,49004,3,1,248880,4,8,49
2020HU0019624,49004,4,1,248880,4,8,49
2020HU0019810,53000,1,1,73500,3,18,49
2020HU0019810,53000,2,1,73500,3,18,49
2020HU0019810,53000,3,1,73500,3,18,49
2020HU0019864,49004,1,1,144500,2,6,49
2020HU0019864,49004,2,6,144500,2,6,49
2020HU0020469,57002,1,1,380000,2,40,49
2020HU0020469,57002,2,1,380000,2,40,49
2020HU0020523,53000,1,1,50000,4,25,49
2020HU0020523,53000,2,1,50000,4,25,49
2020HU0020523,53000,3,0,50000,4,25,49
2020HU0020523,53000,4,0,50000,4,25,49
2020HU0020604,35008,1,2,154000,2,8,49
2020HU0020604,35008,2,1,154000,2,8,49
2020HU0020646,35008,1,1,49000,4,13,49
2020HU0020646,35008,2,6,49000,4,13,49
2020HU0020646,35008,3,6,49000,4,13,49
2020HU0020646,35008,4,3,49000,4,13,49
2020HU0020786,35016,1,6,165400,2,9,49
2020HU0020786,35016,2,6,165400,2,9,49
2020HU0020957,49002,1,6,110000,2,7,49
2020HU0020957,49002,2,6,110000,2,7,49
2020HU0021008,49004,1,6,65200,4,9,49
2020HU0021008,49004,2,1,65200,4,9,49
2020HU0021008,49004,3,1,65200,4,9,49
2020HU0021008,49004,4,1,65200,4,9,49
2020HU0021540,35009,1,6,19200,1,36,49
2020HU0021631,35012,1,1,103500,3,31,49
2020HU0021631,35012,2,6,103500,3,31,49
2020HU0021631,35012,3,0,103500,3,31,49
2020HU0021777,21000,1,1,158000,3,14,49
2020HU0021777,21000,2,1,158000,3,14,49
2020HU0021777,21000,3,6,158000,3,14,49
2020HU0021879,57001,1,1,407900,4,14,49
2020HU0021879,57001,2,6,407900,4,14,49
2020HU0021879,57001,3,6,407900,4,14,49
2020HU0021879,57001,4,1,407900,4,14,49
2020HU0022457,57002,1,6,82300,2,4,49
2020HU0022457,57002,2,6,82300,2,4,49
2020HU0022566,13000,1,1,132500,3,11,49
2020HU0022566,13000,2,1,132500,3,11,49
2020HU0022566,13000,3,6,132500,3,11,49
2020HU0023049,35013,1,1,79000,3,10,49
2020HU0023049,35013,2,1,79000,3,10,49
2020HU0023049,35013,3,0,79000,3,10,49
2020HU0023111,35012,1,1,85900,5,8,49
2020HU0023111,35012,2,1,85900,5,8,49
2020HU0023111,35012,3,1,85900,5,8,49
2020HU0023111,35012,4,0,85900,5,8,49
2020HU0023111,35012,5,0,85900,5,8,49
2020HU0023114,35014,1,6,67900,2,6,49
2020HU0023114,35014,2,6,67900,2,6,49
2020HU0023258,35012,1,1,56000,1,4,49
2020HU0023364,13000,1,1,100000,2,18,49
2020HU0023364,13000,2,3,100000,2,18,49
2020HU0023463,05000,1,1,26000,2,179,49
2020HU0023463,05000,2,1,26000,2,179,49
2020HU0023597,05000,1,6,35000,4,47,49
2020HU0023597,05000,2,1,35000,4,47,49
2020HU0023597,05000,3,6,35000,4,47,49
2020HU0023597,05000,4,0,35000,4,47,49
2020HU0023619,49004,1,6,0,4,45,49
2020HU0023619,49004,2,6,0,4,45,49
2020HU0023619,49004,3,0,0,4,45,49
2020HU0023619,49004,4,0,0,4,45,49
2020HU0023914,11002,1,1,5800,1,15,49
2020HU0023931,13000,1,6,55300,8,11,49
2020HU0023931,13000,2,1,55300,8,11,49
2020HU0023931,13000,3,0,55300,8,11,49
2020HU0023931,13000,4,0,55300,8,11,49
2020HU0023931,13000,5,0,55300,8,11,49
2020HU0023931,13000,6,0,55300,8,11,49
2020HU0023931,13000,7,0,55300,8,11,49
2020HU0023931,13000,8,0,55300,8,11,49
2020HU0024019,11002,1,1,41000,2,23,49
2020HU0024019,11002,2,1,41000,2,23,49
2020HU0024419,35009,1,1,531000,6,12,49
2020HU0024419,35009,2,6,531000,6,12,49
2020HU0024419,35009,3,0,531000,6,12,49
2020HU0024419,35009,4,0,531000,6,12,49
2020HU0024419,35009,5,0,531000,6,12,49
2020HU0024419,35009,6,0,531000,6,12,49
2020HU0024466,11002,1,1,150500,6,4,49
2020HU0024466,11002,2,1,150500,6,4,49
2020HU0024466,11002,3,1,150500,6,4,49
2020HU0024466,11002,4,1,150500,6,4,49
2020HU0024466,11002,5,0,150500,6,4,49
2020HU0024466,11002,6,0,150500,6,4,49
2020HU0024666,35013,1,6,47550,3,6,49
2020HU0024666,35013,2,6,47550,3,6,49
2020HU0024666,35013,3,6,47550,3,6,49
2020HU0024744,49002,1,6,72000,2,133,49
2020HU0024744,49002,2,6,72000,2,133,49
2020HU0024754,35014,1,1,22200,1,11,49
2020HU0024972,05000,1,1,120000,2,1,49
2020HU0024972,05000,2,6,120000,2,1,49
2020HU0025098,35013,1,1,189000,8,7,49
2020HU0025098,35013,2,1,189000,8,7,49
2020HU0025098,35013,3,1,189000,8,7,49
2020HU0025098,35013,4,1,189000,8,7,49
2020HU0025098,35013,5,1,189000,8,7,49
2020HU0025098,35013,6,1,189000,8,7,49
2020HU0025098,35013,7,0,189000,8,7,49
2020HU0025098,35013,8,0,189000,8,7,49
2020HU0025219,05000,1,1,215500,2,6,49
2020HU0025219,05000,2,1,215500,2,6,49
2020HU0025255,03000,1,1,70000,2,24,49
2020HU0025255,03000,2,1,70000,2,24,49
2020HU0025548,35015,1,6,679400,7,101,49
2020HU0025548,35015,2,1,679400,7,101,49
2020HU0025548,35015,3,1,679400,7,101,49
2020HU0025548,35015,4,6,679400,7,101,49
2020HU0025548,35015,5,1,679400,7,101,49
2020HU0025548,35015,6,6,679400,7,101,49
2020HU0025548,35015,7,0,679400,7,101,49
2020HU0025607,49001,1,6,66700,3,5,49
2020HU0025607,49001,2,6,66700,3,5,49
2020HU0025607,49001,3,6,66700,3,5,49
2020HU0025635,05000,1,1,162580,3,6,49
2020HU0025635,05000,2,6,162580,3,6,49
2020HU0025635,05000,3,1,162580,3,6,49
2020HU0025722,21000,1,1,93200,7,14,49
2020HU0025722,21000,2,1,93200,7,14,49
2020HU0025722,21000,3,0,93200,7,14,49
2020HU0025722,21000,4,0,93200,7,14,49
2020HU0025722,21000,5,0,93200,7,14,49
2020HU0025722,21000,6,1,93200,7,14,49
2020HU0025722,21000,7,1,93200,7,14,49
2020HU0026472,49004,1,1,28000,5,52,49
2020HU0026472,49004,2,6,28000,5,52,49
2020HU0026472,49004,3,6,28000,5,52,49
2020HU0026472,49004,4,0,28000,5,52,49
2020HU0026472,49004,5,0,28000,5,52,49
2020HU0026539,35017,1,6,93200,2,10,49
