SERIALNO,PUMA,SPORDER,ESR,HINCP,NP,WGTP,state
2019GQ0007110,35012,1,6,-60000,1,0,49
2019GQ0007447,35012,1,1,-60000,1,0,49
2019GQ0008003,49003,1,1,-60000,1,0,49
2019GQ0008010,49001,1,6,-60000,1,0,49
2019GQ0008426,53000,1,6,-60000,1,0,49
2019GQ0008478,05000,1,6,-60000,1,0,49
2019GQ0009034,05000,1,1,-60000,1,0,49
2019GQ0009147,49002,1,3,-60000,1,0,49
2019GQ0009537,35009,1,6,-60000,1,0,49
2019GQ0009673,13000,1,1,-60000,1,0,49
2019GQ0009803,49003,1,6,-60000,1,0,49
2019GQ0010081,05000,1,6,-60000,1,0,49
2019GQ0010202,05000,1,6,-60000,1,0,49
2019GQ0010207,49004,1,0,-60000,1,0,49
2019GQ0010287,49003,1,1,-60000,1,0,49
2019GQ0010379,05000,1,6,-60000,1,0,49
2019GQ0010505,49003,1,1,-60000,1,0,49
2019GQ0010541,35008,1,0,-60000,1,0,49
2019GQ0010546,49003,1,1,-60000,1,0,49
2019GQ0010558,49003,1,1,-60000,1,0,49
2019GQ0010610,05000,1,6,-60000,1,0,49
2019GQ0010947,13000,1,1,-60000,1,0,49
2019GQ0011188,35012,1,6,-60000,1,0,49
2019GQ0011320,49002,1,2,-60000,1,0,49
2019GQ0011569,49003,1,6,-60000,1,0,49
2019GQ0011717,13000,1,6,-60000,1,0,49
2019GQ0011754,21000,1,6,-60000,1,0,49
2019GQ0012266,49003,1,1,-60000,1,0,49
2019GQ0012282,11002,1,1,-60000,1,0,49
2019GQ0012344,49003,1,1,-60000,1,0,49
2019GQ0012357,11002,1,6,-60000,1,0,49
2019GQ0012413,49002,1,1,-60000,1,0,49
2019GQ0012635,35011,1,2,-60000,1,0,49
2019GQ0012672,13000,1,6,-60000,1,0,49
2019GQ0013024,35012,1,1,-60000,1,0,49
2019GQ0013090,35011,1,6,-60000,1,0,49
2019GQ0013448,49003,1,1,-60000,1,0,49
2019GQ0013472,49002,1,6,-60000,1,0,49
2019GQ0013511,35013,1,6,-60000,1,0,49
2019GQ0013541,49002,1,1,-60000,1,0,49
2019GQ0013823,35015,1,6,-60000,1,0,49
2019GQ0013848,21000,1,6,-60000,1,0,49
2019GQ0013955,49003,1,6,-60000,1,0,49
2019GQ0014074,21000,1,0,-60000,1,0,49
2019GQ0014237,49003,1,3,-60000,1,0,49
2019GQ0014238,53000,1,6,-60000,1,0,49
2019GQ0014390,53000,1,6,-60000,1,0,49
2019GQ0014462,49003,1,6,-60000,1,0,49
2019GQ0014529,35014,1,6,-60000,1,0,49
2019GQ0014667,35016,1,2,-60000,1,0,49
2019GQ0015399,35011,1,1,-60000,1,0,49
2019GQ0015424,21000,1,6,-60000,1,0,49
2019GQ0015592,35012,1,6,-60000,1,0,49
2019GQ0015675,05000,1,1,-60000,1,0,49
2019GQ0015718,35015,1,6,-60000,1,0,49
2019GQ0015843,05000,1,1,-60000,1,0,49
2019GQ0015858,05000,1,6,-60000,1,0,49
2019GQ0015974,35012,1,6,-60000,1,0,49
2019GQ0016015,49004,1,6,-60000,1,0,49
2019GQ0016024,21000,1,6,-60000,1,0,49
2019GQ0016254,35016,1,6,-60000,1,0,49
2019GQ0016711,49003,1,1,-60000,1,0,49
2019GQ0016792,49003,1,6,-60000,1,0,49
2019GQ0016868,49003,1,1,-60000,1,0,49
2019GQ0016918,49001,1,6,-60000,1,0,49
2019GQ0017010,05000,1,6,-60000,1,0,49
2019GQ0017086,11002,1,6,-60000,1,0,49
2019GQ0017213,49002,1,6,-60000,1,0,49
2019GQ0017526,49003,1,1,-60000,1,0,49
2019GQ0017578,35012,1,6,-60000,1,0,49
2019GQ0017603,49002,1,6,-60000,1,0,49
2019GQ0017798,05000,1,1,-60000,1,0,49
2019GQ0018073,35011,1,6,-60000,1,0,49
2019GQ0018107,49003,1,1,-60000,1,0,49
2019GQ0018144,21000,1,6,-60000,1,0,49
2019GQ0018183,35012,1,1,-60000,1,0,49
2019GQ0018456,11002,1,6,-60000,1,0,49
2019GQ0018560,35014,1,6,-60000,1,0,49
2019GQ0018635,13000,1,6,-60000,1,0,49
2019GQ0018665,35012,1,1,-60000,1,0,49
2019GQ0018859,35013,1,6,-60000,1,0,49
2019GQ0018873,35015,1,0,-60000,1,0,49
2019GQ0019099,35012,1,6,-60000,1,0,49
2019GQ0019571,05000,1,6,-60000,1,0,49
2019GQ0019613,35011,1,6,-60000,1,0,49
2019GQ0019876,05000,1,6,-60000,1,0,49
2019GQ0020151,13000,1,6,-60000,1,0,49
2019GQ0020227,35013,1,6,-60000,1,0,49
2019GQ0020252,21000,1,6,-60000,1,0,49
2019GQ0020802,35008,1,6,-60000,1,0,49
2019GQ0021199,49003,1,1,-60000,1,0,49
2019GQ0021246,05000,1,6,-60000,1,0,49
2019GQ0021470,49003,1,1,-60000,1,0,49
2019GQ0021563,49003,1,1,-60000,1,0,49
2019GQ0021610,49003,1,1,-60000,1,0,49
2019GQ0021848,05000,1,1,-60000,1,0,49
2019GQ0021889,35012,1,1,-60000,1,0,49
2019GQ0021968,57001,1,6,-60000,1,0,49
2019GQ0022026,35015,1,6,-60000,1,0,49
2019GQ0022122,49003,1,6,-60000,1,0,49
2019GQ0022203,35016,1,6,-60000,1,0,49
2019GQ0022224,49003,1,1,-60000,1,0,49
2019GQ0022310,11004,1,6,-60000,1,0,49
2019GQ0022361,35012,1,1,-60000,1,0,49
2019GQ0022566,13000,1,6,-60000,1,0,49
2019GQ0022571,49002,1,1,-60000,1,0,49
2019GQ0022731,35013,1,6,-60000,1,0,49
2019GQ0022734,21000,1,0,-60000,1,0,49
2019GQ0022766,49003,1,1,-60000,1,0,49
2019GQ0022963,35009,1,6,-60000,1,0,49
2019GQ0023362,11004,1,6,-60000,1,0,49
2019GQ0023459,35011,1,1,-60000,1,0,49
2019GQ0023530,35008,1,6,-60000,1,0,49
2019GQ0023542,49003,1,1,-60000,1,0,49
2019GQ0023826,13000,1,6,-60000,1,0,49
2019GQ0023853,35012,1,1,-60000,1,0,49
2019GQ0024311,49003,1,6,-60000,1,0,49
2019GQ0024366,49003,1,1,-60000,1,0,49
2019GQ0024730,35011,1,1,-60000,1,0,49
2019GQ0024972,05000,1,6,-60000,1,0,49
2019GQ0025269,35012,1,1,-60000,1,0,49
2019GQ0025338,21000,1,6,-60000,1,0,49
2019GQ0025544,35017,1,1,-60000,1,0,49
2019GQ0025667,21000,1,6,-60000,1,0,49
2019GQ0025947,49003,1,1,-60000,1,0,49
2019GQ0026011,35015,1,6,-60000,1,0,49
2019GQ0026075,13000,1,6,-60000,1,0,49
2019GQ0026691,21000,1,6,-60000,1,0,49
2019GQ0026753,49003,1,1,-60000,1,0,49
2019GQ0026845,05000,1,6,-60000,1,0,49
2019GQ0026991,13000,1,1,-60000,1,0,49
2019GQ0027041,21000,1,0,-60000,1,0,49
2019GQ0027183,35012,1,1,-60000,1,0,49
2019GQ0027239,49004,1,0,-60000,1,0,49
2019GQ0027376,35012,1,1,-60000,1,0,49
2019GQ0027402,49003,1,3,-60000,1,0,49
2019GQ0027484,35011,1,6,-60000,1,0,49
2019GQ0027999,05000,1,6,-60000,1,0,49
2019GQ0028258,35009,1,6,-60000,1,0,49
2019GQ0028284,05000,1,1,-60000,1,0,49
2019GQ0028684,13000,1,6,-60000,1,0,49
2019GQ0028767,35012,1,6,-60000,1,0,49
2019GQ0028980,13000,1,6,-60000,1,0,49
2019GQ0029025,21000,1,6,-60000,1,0,49
2019GQ0029067,35013,1,6,-60000,1,0,49
2019GQ0029492,57002,1,1,-60000,1,0,49
2019GQ0029502,53000,1,6,-60000,1,0,49
2019GQ0029585,57002,1,6,-60000,1,0,49
2019GQ0029734,05000,1,1,-60000,1,0,49
2019GQ0029737,49003,1,6,-60000,1,0,49
2019GQ0029854,05000,1,1,-60000,1,0,49
2019GQ0029964,49003,1,1,-60000,1,0,49
2019GQ0029998,35011,1,6,-60000,1,0,49
2019GQ0030036,49003,1,1,-60000,1,0,49
2019GQ0030083,49003,1,6,-60000,1,0,49
2019GQ0030198,49001,1,6,-60000,1,0,49
2019GQ0030393,35013,1,6,-60000,1,0,49
2019GQ0030429,05000,1,6,-60000,1,0,49
2019GQ0030461,57001,1,6,-60000,1,0,49
2019GQ0030707,35012,1,1,-60000,1,0,49
2019GQ0030762,21000,1,6,-60000,1,0,49
2019GQ0030812,49003,1,1,-60000,1,0,49
2019GQ0030863,35012,1,6,-60000,1,0,49
2019GQ0030967,11003,1,6,-60000,1,0,49
2019GQ0031036,49003,1,1,-60000,1,0,49
2019GQ0031147,49003,1,1,-60000,1,0,49
2019GQ0031316,49002,1,6,-60000,1,0,49
2019GQ0031399,49002,1,1,-60000,1,0,49
2019GQ0031551,35012,1,6,-60000,1,0,49
2019GQ0031591,35013,1,6,-60000,1,0,49
2019GQ0031643,35014,1,6,-60000,1,0,49
2019GQ0032067,49003,1,6,-60000,1,0,49
2019GQ0032081,35016,1,6,-60000,1,0,49
2019GQ0032250,49003,1,1,-60000,1,0,49
2019GQ0032342,49002,1,1,-60000,1,0,49
2019GQ0032601,57001,1,6,-60000,1,0,49
2019GQ0032609,35012,1,6,-60000,1,0,49
2019GQ0033272,49003,1,1,-60000,1,0,49
2019GQ0033333,53000,1,6,-60000,1,0,49
2019GQ0033380,49003,1,1,-60000,1,0,49
2019GQ0033437,05000,1,1,-60000,1,0,49
2019GQ0033486,35015,1,6,-60000,1,0,49
2019GQ0033513,05000,1,6,-60000,1,0,49
2019GQ0033543,35012,1,1,-60000,1,0,49
2019GQ0033639,35011,1,6,-60000,1,0,49
2019GQ0033728,49003,1,1,-60000,1,0,49
2019GQ0033806,49003,1,3,-60000,1,0,49
2019GQ0033815,49003,1,1,-60000,1,0,49
2019GQ0033858,05000,1,1,-60000,1,0,49
2019GQ0033971,11002,1,6,-60000,1,0,49
2019GQ0034041,35012,1,6,-60000,1,0,49
2019GQ0034210,11002,1,6,-60000,1,0,49
2019GQ0034236,35009,1,6,-60000,1,0,49
2019GQ0034270,49002,1,1,-60000,1,0,49
2019GQ0034340,13000,1,1,-60000,1,0,49
2019GQ0034479,53000,1,1,-60000,1,0,49
2019GQ0034501,21000,1,0,-60000,1,0,49
2019GQ0034669,21000,1,6,-60000,1,0,49
2019GQ0034858,49003,1,3,-60000,1,0,49
2019GQ0034892,35009,1,6,-60000,1,0,49
2019GQ0034966,49003,1,1,-60000,1,0,49
2019GQ0035401,35009,1,6,-60000,1,0,49
2019GQ0035546,49002,1,6,-60000,1,0,49
2019GQ0035642,49003,1,6,-60000,1,0,49
2019GQ0035664,05000,1,1,-60000,1,0,49
2019GQ0035696,05000,1,1,-60000,1,0,49
2019GQ0035782,57001,1,6,-60000,1,0,49
2019GQ0036045,21000,1,1,-60000,1,0,49
2019GQ0036346,35009,1,6,-60000,1,0,49
2019GQ0036382,49003,1,6,-60000,1,0,49
2019GQ0036555,49003,1,6,-60000,1,0,49
2019GQ0036638,35009,1,6,-60000,1,0,49
2019GQ0036926,21000,1,6,-60000,1,0,49
2019GQ0036950,21000,1,6,-60000,1,0,49
2019GQ0037002,35015,1,6,-60000,1,0,49
2019GQ0037316,13000,1,6,-60000,1,0,49
2019GQ0037477,49001,1,6,-60000,1,0,49
2019GQ0037493,49003,1,1,-60000,1,0,49
2019GQ0037554,35011,1,1,-60000,1,0,49
2019GQ0037600,05000,1,1,-60000,1,0,49
2019GQ0037631,49003,1,1,-60000,1,0,49
2019GQ0037676,49003,1,1,-60000,1,0,49
2019GQ0037682,11004,1,4,-60000,1,0,49
2019GQ0037806,49003,1,6,-60000,1,0,49
2019GQ0037864,49003,1,1,-60000,1,0,49
2019GQ0037867,21000,1,0,-60000,1,0,49
2019GQ0038174,13000,1,6,-60000,1,0,49
2019GQ0038620,49002,1,1,-60000,1,0,49
2019GQ0038633,11003,1,6,-60000,1,0,49
2019GQ0038698,49003,1,1,-60000,1,0,49
2019GQ0038883,49003,1,1,-60000,1,0,49
2019GQ0039037,53000,1,6,-60000,1,0,49
2019GQ0039063,49003,1,6,-60000,1,0,49
2019GQ0039146,35015,1,3,-60000,1,0,49
2019GQ0039268,49003,1,6,-60000,1,0,49
2019GQ0039326,35009,1,6,-60000,1,0,49
2019GQ0039330,35013,1,6,-60000,1,0,49
2019GQ0039378,05000,1,1,-60000,1,0,49
2019GQ0039392,49003,1,1,-60000,1,0,49
2019GQ0039409,49003,1,1,-60000,1,0,49
2019GQ0039439,13000,1,1,-60000,1,0,49
2019GQ0039512,13000,1,6,-60000,1,0,49
2019GQ0039575,35011,1,1,-60000,1,0,49
2019GQ0039705,35012,1,6,-60000,1,0,49
2019GQ0039752,05000,1,6,-60000,1,0,49
2019GQ0039789,49003,1,1,-60000,1,0,49
2019GQ0039995,49002,1,6,-60000,1,0,49
2019GQ0040194,57002,1,6,-60000,1,0,49
2019GQ0040268,49003,1,1,-60000,1,0,49
2019GQ0040326,49002,1,6,-60000,1,0,49
2019GQ0040362,21000,1,6,-60000,1,0,49
2019GQ0040460,49003,1,1,-60000,1,0,49
2019GQ0040539,35012,1,6,-60000,1,0,49
2019GQ0040548,49003,1,6,-60000,1,0,49
2019GQ0040583,21000,1,6,-60000,1,0,49
2019GQ0040728,49003,1,1,-60000,1,0,49
2019GQ0040834,05000,1,6,-60000,1,0,49
2019GQ0041011,35013,1,6,-60000,1,0,49
2019GQ0041131,49003,1,6,-60000,1,0,49
2019GQ0041421,57002,1,6,-60000,1,0,49
2019GQ0041495,21000,1,6,-60000,1,0,49
2019GQ0041765,49003,1,1,-60000,1,0,49
2019GQ0041831,49003,1,6,-60000,1,0,49
2019GQ0042024,49003,1,1,-60000,1,0,49
2019GQ0042254,49003,1,2,-60000,1,0,49
2019GQ0042516,49003,1,1,-60000,1,0,49
2019GQ0042658,13000,1,1,-60000,1,0,49
2019GQ0042919,49003,1,1,-60000,1,0,49
2019GQ0043246,53000,1,0,-60000,1,0,49
2019GQ0043339,35012,1,1,-60000,1,0,49
2019GQ0043688,13000,1,6,-60000,1,0,49
2019GQ0043697,05000,1,1,-60000,1,0,49
2019GQ0044384,13000,1,6,-60000,1,0,49
2019GQ0044467,49003,1,1,-60000,1,0,49
2019GQ0044499,49002,1,1,-60000,1,0,49
2019GQ0044684,13000,1,6,-60000,1,0,49
2019GQ0044742,35012,1,6,-60000,1,0,49
2019GQ0044954,57001,1,6,-60000,1,0,49
2019GQ0045095,49003,1,6,-60000,1,0,49
2019GQ0045232,35011,1,6,-60000,1,0,49
2019GQ0045274,57001,1,0,-60000,1,0,49
2019GQ0045341,11002,1,6,-60000,1,0,49
2019GQ0045386,35012,1,4,-60000,1,0,49
2019GQ0045443,49003,1,3,-60000,1,0,49
2019GQ0045859,35012,1,1,-60000,1,0,49
2019GQ0045863,35009,1,6,-60000,1,0,49
2019GQ0046032,21000,1,6,-60000,1,0,49
2019GQ0046192,05000,1,6,-60000,1,0,49
2019GQ0046254,05000,1,1,-60000,1,0,49
2019GQ0046399,35012,1,6,-60000,1,0,49
2019GQ0046407,49002,1,1,-60000,1,0,49
2019GQ0046466,49003,1,6,-60000,1,0,49
2019GQ0046887,49003,1,1,-60000,1,0,49
2019GQ0047186,49003,1,6,-60000,1,0,49
2019GQ0047243,49002,1,6,-60000,1,0,49
2019GQ0047371,35013,1,6,-60000,1,0,49
2019GQ0047393,21000,1,6,-60000,1,0,49
2019GQ0047440,53000,1,6,-60000,1,0,49
2019GQ0047850,35012,1,1,-60000,1,0,49
2019GQ0047888,57001,1,6,-60000,1,0,49
2019GQ0048355,35011,1,1,-60000,1,0,49
2019GQ0048405,49002,1,3,-60000,1,0,49
2019GQ0048411,35012,1,1,-60000,1,0,49
2019GQ0048592,21000,1,6,-60000,1,0,49
2019GQ0048786,35012,1,1,-60000,1,0,49
2019GQ0048857,49003,1,1,-60000,1,0,49
2019GQ0048968,13000,1,1,-60000,1,0,49
2019GQ0048977,21000,1,0,-60000,1,0,49
2019GQ0049036,35012,1,1,-60000,1,0,49
2019GQ0049162,57001,1,6,-60000,1,0,49
2019GQ0049206,35011,1,6,-60000,1,0,49
2019GQ0049314,35015,1,6,-60000,1,0,49
2019GQ0049365,49003,1,6,-60000,1,0,49
2019GQ0049398,49003,1,6,-60000,1,0,49
2019GQ0049883,49003,1,3,-60000,1,0,49
2019GQ0050016,35015,1,6,-60000,1,0,49
2019GQ0050028,35013,1,6,-60000,1,0,49
2019GQ0050219,35011,1,6,-60000,1,0,49
2019GQ0050508,53000,1,1,-60000,1,0,49
2019GQ0050615,21000,1,3,-60000,1,0,49
2019GQ0050685,57001,1,0,-60000,1,0,49
2019GQ0050804,49003,1,6,-60000,1,0,49
2019GQ0050869,53000,1,1,-60000,1,0,49
2019GQ0051054,57002,1,6,-60000,1,0,49
2019GQ0051104,53000,1,6,-60000,1,0,49
2019GQ0051273,05000,1,1,-60000,1,0,49
2019GQ0051943,57001,1,6,-60000,1,0,49
2019GQ0052098,49003,1,6,-60000,1,0,49
2019GQ0052268,49003,1,6,-60000,1,0,49
2019GQ0052278,49003,1,1,-60000,1,0,49
2019GQ0052376,21000,1,6,-60000,1,0,49
2019GQ0052422,49003,1,6,-60000,1,0,49
2019GQ0052437,35009,1,6,-60000,1,0,49
2019GQ0052682,11002,1,6,-60000,1,0,49
2019GQ0052782,21000,1,6,-60000,1,0,49
2019GQ0052819,05000,1,6,-60000,1,0,49
2019GQ0053028,57001,1,0,-60000,1,0,49
2019GQ0053049,35015,1,6,-60000,1,0,49
2019GQ0053162,35012,1,6,-60000,1,0,49
2019GQ0053178,49003,1,1,-60000,1,0,49
2019GQ0053505,53000,1,1,-60000,1,0,49
2019GQ0053545,21000,1,0,-60000,1,0,49
2019GQ0053670,35011,1,6,-60000,1,0,49
2019GQ0053805,49003,1,6,-60000,1,0,49
2019GQ0053885,35012,1,6,-60000,1,0,49
2019GQ0054052,49002,1,6,-60000,1,0,49
2019GQ0054074,35017,1,0,-60000,1,0,49
2019GQ0054112,49002,1,1,-60000,1,0,49
2019GQ0054170,21000,1,1,-60000,1,0,49
2019GQ0054481,49003,1,1,-60000,1,0,49
2019GQ0054589,35012,1,6,-60000,1,0,49
2019GQ0054861,53000,1,6,-60000,1,0,49
2019GQ0054883,49003,1,6,-60000,1,0,49
2019GQ0054985,35015,1,0,-60000,1,0,49
2019GQ0055066,53000,1,1,-60000,1,0,49
2019GQ0055416,57001,1,6,-60000,1,0,49
2019GQ0055444,05000,1,1,-60000,1,0,49
2019GQ0055454,05000,1,0,-60000,1,0,49
2019GQ0055958,05000,1,6,-60000,1,0,49
2019GQ0056058,35009,1,6,-60000,1,0,49
2019GQ0056087,49003,1,1,-60000,1,0,49
2019GQ0056129,35013,1,6,-60000,1,0,49
2019GQ0056374,49001,1,6,-60000,1,0,49
2019GQ0056565,49003,1,6,-60000,1,0,49
2019GQ0056733,49003,1,1,-60000,1,0,49
2019GQ0057034,35012,1,1,-60000,1,0,49
2019GQ0057183,49003,1,6,-60000,1,0,49
2019GQ0057563,05000,1,1,-60000,1,0,49
2019GQ0057732,49003,1,1,-60000,1,0,49
2019GQ0057807,49004,1,6,-60000,1,0,49
2019GQ0057900,05000,1,1,-60000,1,0,49
2019GQ0058036,49003,1,6,-60000,1,0,49
2019GQ0058039,49003,1,6,-60000,1,0,49
2019GQ0058070,35015,1,6,-60000,1,0,49
2019GQ0058255,57002,1,6,-60000,1,0,49
2019GQ0058708,49003,1,1,-60000,1,0,49
2019GQ0058734,49003,1,6,-60000,1,0,49
2019GQ0058750,35011,1,6,-60000,1,0,49
2019GQ0059208,05000,1,6,-60000,1,0,49
2019GQ0059274,35013,1,6,-60000,1,0,49
2019GQ0059445,49003,1,3,-60000,1,0,49
2019GQ0059492,05000,1,1,-60000,1,0,49
2019GQ0059708,05000,1,6,-60000,1,0,49
2019GQ0059753,35012,1,6,-60000,1,0,49
2019GQ0059930,03000,1,6,-60000,1,0,49
2019GQ0060026,35009,1,6,-60000,1,0,49
2019GQ0060365,05000,1,6,-60000,1,0,49
2019GQ0060547,35012,1,1,-60000,1,0,49
2019GQ0060604,21000,1,6,-60000,1,0,49
2019GQ0060692,49003,1,1,-60000,1,0,49
2019GQ0061137,49003,1,1,-60000,1,0,49
2019GQ0061186,05000,1,1,-60000,1,0,49
2019GQ0061343,21000,1,6,-60000,1,0,49
2019GQ0061426,49003,1,1,-60000,1,0,49
2019GQ0061859,05000,1,1,-60000,1,0,49
2019GQ0062006,05000,1,6,-60000,1,0,49
2019GQ0062016,49002,1,1,-60000,1,0,49
2019GQ0062040,49003,1,6,-60000,1,0,49
2019GQ0062270,57002,1,0,-60000,1,0,49
2019GQ0062354,49003,1,1,-60000,1,0,49
2019GQ0062542,57001,1,6,-60000,1,0,49
2019GQ0063008,11004,1,6,-60000,1,0,49
2019GQ0063071,35009,1,6,-60000,1,0,49
2019GQ0063310,35014,1,0,-60000,1,0,49
2019GQ0063422,21000,1,6,-60000,1,0,49
2019GQ0063438,05000,1,6,-60000,1,0,49
2019GQ0063816,35015,1,6,-60000,1,0,49
2019GQ0063827,49003,1,6,-60000,1,0,49
2019GQ0063903,13000,1,6,-60000,1,0,49
2019GQ0063911,49003,1,3,-60000,1,0,49
2019GQ0063929,05000,1,6,-60000,1,0,49
2019GQ0063933,49003,1,1,-60000,1,0,49
2019GQ0063944,53000,1,6,-60000,1,0,49
2019GQ0063962,35012,1,1,-60000,1,0,49
2019GQ0064120,35011,1,6,-60000,1,0,49
2019GQ0064172,57002,1,6,-60000,1,0,49
2019GQ0064693,35011,1,6,-60000,1,0,49
2019GQ0064751,35012,1,1,-60000,1,0,49
2019GQ0064768,49003,1,3,-60000,1,0,49
2019GQ0064783,35012,1,3,-60000,1,0,49
2019GQ0064870,35012,1,1,-60000,1,0,49
2019GQ0064927,49003,1,6,-60000,1,0,49
2019GQ0064975,21000,1,6,-60000,1,0,49
2019GQ0065153,35014,1,6,-60000,1,0,49
2019GQ0065201,21000,1,6,-60000,1,0,49
2019GQ0065473,35009,1,6,-60000,1,0,49
2019GQ0065555,49004,1,6,-60000,1,0,49
2019GQ0066029,49003,1,6,-60000,1,0,49
2019GQ0066063,49004,1,6,-60000,1,0,49
2019GQ0066065,49003,1,1,-60000,1,0,49
2019GQ0066161,49003,1,1,-60000,1,0,49
2019GQ0066296,21000,1,6,-60000,1,0,49
2019GQ0066354,49002,1,6,-60000,1,0,49
2019GQ0066398,05000,1,6,-60000,1,0,49
2019GQ0066544,35012,1,1,-60000,1,0,49
2019GQ0066678,35011,1,6,-60000,1,0,49
2019GQ0066698,57001,1,0,-60000,1,0,49
2019GQ0066750,21000,1,0,-60000,1,0,49
2019GQ0066789,57002,1,6,-60000,1,0,49
2019GQ0066870,35012,1,6,-60000,1,0,49
2019GQ0067140,35009,1,6,-60000,1,0,49
2019GQ0067277,35011,1,1,-60000,1,0,49
2019GQ0067306,57002,1,6,-60000,1,0,49
2019GQ0067365,57001,1,6,-60000,1,0,49
2019GQ0067717,21000,1,6,-60000,1,0,49
2019GQ0067974,35012,1,6,-60000,1,0,49
2019GQ0068185,49003,1,1,-60000,1,0,49
2019GQ0068379,35008,1,6,-60000,1,0,49
2019GQ0068508,49003,1,1,-60000,1,0,49
2019GQ0068535,49002,1,1,-60000,1,0,49
2019GQ0068536,05000,1,6,-60000,1,0,49
2019GQ0068554,35012,1,6,-60000,1,0,49
2019GQ0068588,35013,1,6,-60000,1,0,49
2019GQ0069015,21000,1,6,-60000,1,0,49
2019GQ0069258,35015,1,6,-60000,1,0,49
2019GQ0069268,35015,1,6,-60000,1,0,49
2019GQ0069651,49003,1,6,-60000,1,0,49
2019GQ0069784,57002,1,6,-60000,1,0,49
2019GQ0069801,35011,1,6,-60000,1,0,49
2019GQ0069944,49003,1,1,-60000,1,0,49
2019GQ0069960,57002,1,1,-60000,1,0,49
2019GQ0070031,05000,1,1,-60000,1,0,49
2019GQ0070098,35015,1,6,-60000,1,0,49
2019GQ0070240,11002,1,6,-60000,1,0,49
2019GQ0070521,05000,1,1,-60000,1,0,49
2019GQ0070700,49004,1,0,-60000,1,0,49
2019GQ0070756,49003,1,3,-60000,1,0,49
2019GQ0071323,49003,1,1,-60000,1,0,49
2019GQ0071390,49003,1,1,-60000,1,0,49
2019GQ0071398,35017,1,6,-60000,1,0,49
2019GQ0071554,35015,1,6,-60000,1,0,49
2019GQ0071906,57002,1,6,-60000,1,0,49
2019GQ0072133,05000,1,6,-60000,1,0,49
2019GQ0072216,35012,1,1,-60000,1,0,49
2019GQ0072494,49003,1,6,-60000,1,0,49
2019GQ0072668,49003,1,6,-60000,1,0,49
2019GQ0072973,21000,1,6,-60000,1,0,49
2019GQ0073032,13000,1,6,-60000,1,0,49
2019GQ0073244,35009,1,0,-60000,1,0,49
2019GQ0073342,49002,1,1,-60000,1,0,49
2019GQ0073646,49001,1,6,-60000,1,0,49
2019GQ0073711,49002,1,1,-60000,1,0,49
