;INDEX,CO_FIPS_split,YEAR,TOTPOP,GQPOP,HHPOP,HH,HHSIZE,POP0017,POP1864,POP65P,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,AGRI,MING,CONS,HBJ,Job_HH,WrkPop_Job,CO_NAME,Urban_Rural,Subarea
372045,37,2045,16885,379,16506,7178,2.3,3594,9576,3715,7795,464,598,138,103,204,1806,1197,1396,744,438,303,404,1.09,1.23,SAN JUAN,Rural,0 - UDOT (Rural)
372046,37,2046,16972,378,16594,7230,2.3,3629,9587,3756,7828,464,594,140,102,205,1825,1204,1404,743,434,303,410,1.08,1.22,SAN JUAN,Rural,0 - UDOT (Rural)
372047,37,2047,17077,379,16698,7288,2.29,3657,9638,3782,7873,466,589,141,103,207,1847,1211,1412,741,435,304,417,1.08,1.22,SAN JUAN,Rural,0 - UDOT (Rural)
372048,37,2048,17185,381,16804,7346,2.29,3673,9716,3796,7919,466,586,143,103,210,1865,1220,1420,739,436,306,425,1.08,1.23,SAN JUAN,Rural,0 - UDOT (Rural)
372049,37,2049,17301,382,16919,7409,2.28,3679,9812,3810,7967,468,582,144,102,213,1883,1228,1429,738,439,311,430,1.08,1.23,SAN JUAN,Rural,0 - UDOT (Rural)
372050,37,2050,17420,386,17034,7474,2.28,3671,9923,3826,8015,469,579,145,102,215,1901,1238,1438,736,440,315,437,1.07,1.24,SAN JUAN,Rural,0 - UDOT (Rural)
372051,37,2051,17528,389,17139,7538,2.27,3649,10031,3848,8055,471,576,146,102,216,1914,1247,1443,734,442,320,444,1.07,1.25,SAN JUAN,Rural,0 - UDOT (Rural)
372052,37,2052,17640,393,17247,7605,2.27,3618,10146,3876,8098,472,572,148,102,217,1927,1258,1451,732,444,325,450,1.06,1.25,SAN JUAN,Rural,0 - UDOT (Rural)
372053,37,2053,17755,397,17358,7675,2.26,3583,10243,3929,8148,474,569,148,102,218,1942,1270,1461,730,447,331,456,1.06,1.26,SAN JUAN,Rural,0 - UDOT (Rural)
372054,37,2054,17866,400,17466,7747,2.25,3547,10329,3990,8191,476,565,149,102,217,1957,1282,1468,728,448,336,463,1.06,1.26,SAN JUAN,Rural,0 - UDOT (Rural)
372055,37,2055,17977,402,17575,7822,2.25,3510,10423,4044,8235,479,562,150,102,218,1969,1294,1477,725,447,343,469,1.05,1.27,SAN JUAN,Rural,0 - UDOT (Rural)
372056,37,2056,18075,405,17670,7893,2.24,3470,10508,4097,8260,478,558,149,102,218,1979,1306,1486,723,442,344,475,1.05,1.27,SAN JUAN,Rural,0 - UDOT (Rural)
372057,37,2057,18162,406,17756,7963,2.23,3431,10578,4153,8270,478,552,150,101,217,1986,1315,1494,720,432,345,480,1.04,1.28,SAN JUAN,Rural,0 - UDOT (Rural)
372058,37,2058,18251,407,17844,8035,2.22,3394,10651,4206,8284,478,547,151,102,217,1992,1325,1501,717,423,346,485,1.03,1.29,SAN JUAN,Rural,0 - UDOT (Rural)
372059,37,2059,18340,408,17932,8108,2.21,3362,10729,4249,8301,478,542,152,102,217,1999,1335,1510,715,416,346,489,1.02,1.29,SAN JUAN,Rural,0 - UDOT (Rural)
372060,37,2060,18431,409,18022,8183,2.2,3334,10815,4282,8331,480,537,153,102,218,2009,1346,1519,712,412,349,494,1.02,1.3,SAN JUAN,Rural,0 - UDOT (Rural)
372061,37,2061,18525,408,18117,8261,2.19,3312,10891,4322,8353,480,531,154,102,217,2013,1356,1528,710,410,351,501,1.01,1.3,SAN JUAN,Rural,0 - UDOT (Rural)
372062,37,2062,18624,408,18216,8340,2.18,3295,10963,4366,8378,481,526,154,102,217,2023,1366,1536,708,407,352,506,1.0,1.31,SAN JUAN,Rural,0 - UDOT (Rural)
372063,37,2063,18728,407,18321,8422,2.18,3286,11020,4422,8410,483,522,155,102,216,2032,1376,1547,706,406,354,511,1.0,1.31,SAN JUAN,Rural,0 - UDOT (Rural)
372064,37,2064,18832,405,18427,8503,2.17,3280,11061,4491,8438,485,517,156,102,217,2039,1385,1556,705,405,355,516,0.99,1.31,SAN JUAN,Rural,0 - UDOT (Rural)
372065,37,2065,18936,405,18531,8584,2.16,3278,11050,4608,8467,485,512,156,102,216,2049,1395,1565,702,404,355,526,0.99,1.31,SAN JUAN,Rural,0 - UDOT (Rural)
392023,39,2023,30347,2819,27528,9246,2.98,6998,18886,4463,15184,1400,636,1470,519,847,3670,906,2680,1232,123,1075,626,1.64,1.24,SANPETE,Rural,0 - UDOT (Rural)
392024,39,2024,30900,2862,28038,9408,2.98,7022,19297,4581,14869,1327,665,1486,488,927,3741,893,2267,1235,159,1082,599,1.58,1.3,SANPETE,Rural,0 - UDOT (Rural)
392025,39,2025,31444,2888,28556,9586,2.98,7348,19443,4653,15088,1329,661,1519,493,930,3792,929,2293,1228,158,1109,647,1.57,1.29,SANPETE,Rural,0 - UDOT (Rural)
392026,39,2026,32021,2912,29109,9776,2.98,7374,19861,4786,15231,1324,662,1538,493,923,3841,955,2316,1229,164,1130,656,1.56,1.3,SANPETE,Rural,0 - UDOT (Rural)
392027,39,2027,32614,2934,29680,9977,2.97,7432,20295,4887,15385,1332,664,1559,495,916,3886,978,2346,1224,168,1150,667,1.54,1.32,SANPETE,Rural,0 - UDOT (Rural)
392028,39,2028,33204,2960,30244,10182,2.97,7505,20734,4965,15571,1341,669,1581,494,915,3945,996,2394,1218,161,1178,679,1.53,1.33,SANPETE,Rural,0 - UDOT (Rural)
392029,39,2029,33777,2989,30788,10390,2.96,7551,21182,5044,15785,1353,670,1614,493,920,4007,1013,2449,1211,152,1210,693,1.52,1.34,SANPETE,Rural,0 - UDOT (Rural)
392030,39,2030,34325,3014,31311,10598,2.95,7609,21596,5120,15962,1369,667,1651,491,927,4039,1029,2493,1204,149,1235,708,1.51,1.35,SANPETE,Rural,0 - UDOT (Rural)
392031,39,2031,34840,3031,31809,10802,2.94,7695,21954,5191,16141,1389,661,1689,489,932,4072,1046,2535,1199,151,1254,724,1.49,1.36,SANPETE,Rural,0 - UDOT (Rural)
392032,39,2032,35321,3044,32277,10999,2.93,7791,22265,5265,16320,1406,658,1722,487,935,4109,1061,2574,1193,158,1276,741,1.48,1.36,SANPETE,Rural,0 - UDOT (Rural)
392033,39,2033,35771,3054,32717,11189,2.92,7872,22555,5344,16493,1418,658,1751,484,943,4141,1072,2616,1194,165,1295,756,1.47,1.37,SANPETE,Rural,0 - UDOT (Rural)
392034,39,2034,36195,3061,33134,11372,2.91,7963,22774,5458,16725,1433,664,1775,479,952,4184,1086,2695,1194,171,1315,777,1.47,1.36,SANPETE,Rural,0 - UDOT (Rural)
392035,39,2035,36605,3068,33537,11549,2.9,8065,22963,5577,16795,1440,660,1803,473,963,4213,1094,2669,1193,174,1325,788,1.45,1.37,SANPETE,Rural,0 - UDOT (Rural)
392036,39,2036,37017,3076,33941,11722,2.9,8182,23121,5714,16951,1450,664,1837,468,974,4250,1102,2706,1190,172,1334,804,1.45,1.36,SANPETE,Rural,0 - UDOT (Rural)
392037,39,2037,37463,3086,34377,11900,2.89,8319,23266,5878,17123,1463,671,1872,462,982,4294,1112,2751,1190,171,1335,820,1.44,1.36,SANPETE,Rural,0 - UDOT (Rural)
392038,39,2038,37923,3099,34824,12080,2.88,8467,23421,6035,17305,1477,675,1904,460,989,4338,1124,2805,1189,171,1334,839,1.43,1.35,SANPETE,Rural,0 - UDOT (Rural)
392039,39,2039,38401,3117,35284,12264,2.88,8579,23635,6187,17471,1492,679,1934,457,995,4381,1135,2853,1188,171,1330,856,1.42,1.35,SANPETE,Rural,0 - UDOT (Rural)
392040,39,2040,38870,3134,35736,12449,2.87,8653,23863,6354,17623,1505,681,1962,453,1003,4425,1146,2895,1186,171,1325,871,1.42,1.35,SANPETE,Rural,0 - UDOT (Rural)
392041,39,2041,39342,3146,36196,12639,2.86,8733,24059,6550,17752,1517,683,1987,450,1005,4466,1155,2931,1183,171,1316,888,1.4,1.36,SANPETE,Rural,0 - UDOT (Rural)
392042,39,2042,39795,3158,36637,12824,2.86,8812,24205,6778,17883,1526,683,2012,449,1012,4506,1163,2967,1182,173,1308,902,1.39,1.35,SANPETE,Rural,0 - UDOT (Rural)
392043,39,2043,40257,3165,37092,13014,2.85,8899,24364,6994,17995,1536,683,2025,445,1017,4548,1171,2999,1180,175,1299,917,1.38,1.35,SANPETE,Rural,0 - UDOT (Rural)
392044,39,2044,40693,3172,37521,13198,2.84,8981,24498,7214,18095,1543,682,2037,444,1022,4588,1178,3030,1177,175,1288,931,1.37,1.35,SANPETE,Rural,0 - UDOT (Rural)
392045,39,2045,41101,3182,37919,13375,2.84,9053,24603,7445,18192,1551,679,2053,442,1025,4625,1185,3057,1174,175,1280,946,1.36,1.35,SANPETE,Rural,0 - UDOT (Rural)
392046,39,2046,41527,3193,38334,13559,2.83,9125,24736,7666,18296,1557,677,2070,438,1034,4662,1192,3081,1172,174,1279,960,1.35,1.35,SANPETE,Rural,0 - UDOT (Rural)
392047,39,2047,41960,3209,38751,13746,2.82,9190,24860,7910,18402,1563,675,2088,436,1044,4698,1199,3099,1170,176,1279,975,1.34,1.35,SANPETE,Rural,0 - UDOT (Rural)
392048,39,2048,42401,3226,39175,13936,2.81,9251,25003,8147,18503,1569,672,2105,432,1054,4729,1205,3116,1169,178,1284,990,1.33,1.35,SANPETE,Rural,0 - UDOT (Rural)
392049,39,2049,42843,3246,39597,14127,2.8,9302,25185,8356,18605,1576,670,2122,429,1064,4758,1211,3134,1166,181,1291,1003,1.32,1.35,SANPETE,Rural,0 - UDOT (Rural)
392050,39,2050,43252,3265,39987,14309,2.79,9336,25363,8553,18699,1580,667,2140,427,1072,4783,1216,3150,1163,182,1301,1018,1.31,1.36,SANPETE,Rural,0 - UDOT (Rural)
392051,39,2051,43646,3283,40363,14488,2.79,9355,25572,8719,18778,1584,664,2159,425,1076,4805,1217,3161,1160,184,1309,1034,1.3,1.36,SANPETE,Rural,0 - UDOT (Rural)
392052,39,2052,44025,3301,40724,14662,2.78,9363,25811,8851,18863,1589,659,2177,423,1080,4831,1220,3176,1158,187,1317,1046,1.29,1.37,SANPETE,Rural,0 - UDOT (Rural)
392053,39,2053,44392,3320,41072,14833,2.77,9363,26054,8975,18937,1593,656,2192,420,1080,4852,1223,3190,1155,189,1328,1059,1.28,1.38,SANPETE,Rural,0 - UDOT (Rural)
392054,39,2054,44728,3338,41390,14996,2.76,9351,26291,9086,19005,1596,652,2205,418,1080,4872,1225,3204,1153,190,1338,1072,1.27,1.38,SANPETE,Rural,0 - UDOT (Rural)
392055,39,2055,45037,3355,41682,15151,2.75,9329,26511,9197,19068,1600,647,2215,416,1080,4889,1227,3219,1149,191,1349,1086,1.26,1.39,SANPETE,Rural,0 - UDOT (Rural)
392056,39,2056,45319,3371,41948,15299,2.74,9301,26698,9320,19102,1599,642,2223,413,1078,4902,1227,3235,1145,191,1349,1098,1.25,1.4,SANPETE,Rural,0 - UDOT (Rural)
392057,39,2057,45574,3383,42191,15439,2.73,9272,26869,9433,19134,1598,637,2234,411,1079,4914,1227,3249,1141,188,1346,1110,1.24,1.4,SANPETE,Rural,0 - UDOT (Rural)
392058,39,2058,45823,3390,42433,15579,2.72,9248,27061,9514,19160,1597,632,2244,409,1078,4925,1226,3264,1138,185,1342,1120,1.23,1.41,SANPETE,Rural,0 - UDOT (Rural)
392059,39,2059,46085,3395,42690,15723,2.72,9238,27289,9558,19189,1595,626,2256,406,1078,4939,1223,3279,1135,183,1339,1130,1.22,1.42,SANPETE,Rural,0 - UDOT (Rural)
392060,39,2060,46363,3400,42963,15871,2.71,9242,27542,9579,19221,1593,622,2266,405,1079,4953,1219,3295,1131,182,1335,1141,1.21,1.43,SANPETE,Rural,0 - UDOT (Rural)
392061,39,2061,46633,3404,43229,16016,2.7,9252,27800,9581,19257,1592,618,2277,403,1078,4967,1216,3311,1128,181,1332,1154,1.2,1.44,SANPETE,Rural,0 - UDOT (Rural)
392062,39,2062,46904,3405,43499,16161,2.69,9271,28010,9623,19289,1590,613,2288,401,1077,4983,1213,3324,1125,181,1329,1165,1.19,1.45,SANPETE,Rural,0 - UDOT (Rural)
392063,39,2063,47189,3408,43781,16309,2.68,9303,28177,9709,19328,1589,610,2300,399,1077,4998,1210,3341,1122,180,1327,1175,1.19,1.46,SANPETE,Rural,0 - UDOT (Rural)
392064,39,2064,47466,3409,44057,16451,2.68,9342,28389,9735,19360,1587,606,2310,397,1077,5014,1206,3353,1118,179,1324,1189,1.18,1.47,SANPETE,Rural,0 - UDOT (Rural)
392065,39,2065,47738,3409,44329,16592,2.67,9386,28562,9790,19397,1586,602,2321,396,1075,5031,1204,3367,1117,178,1321,1199,1.17,1.47,SANPETE,Rural,0 - UDOT (Rural)
412023,41,2023,22164,283,21881,7598,2.88,5817,12464,3883,13751,1784,1122,552,1457,700,2079,1103,2050,927,687,726,564,1.81,0.91,SEVIER,Rural,0 - UDOT (Rural)
412024,41,2024,21972,279,21693,7583,2.86,5615,12385,3972,13795,1771,1142,584,1466,655,2107,1115,2010,930,746,712,557,1.82,0.9,SEVIER,Rural,0 - UDOT (Rural)
412025,41,2025,21943,276,21667,7640,2.84,5702,12211,4030,13960,1778,1139,592,1491,658,2141,1165,2026,926,735,709,600,1.83,0.87,SEVIER,Rural,0 - UDOT (Rural)
412026,41,2026,21907,273,21634,7698,2.81,5573,12188,4146,14095,1781,1145,597,1500,656,2166,1204,2051,926,751,711,607,1.83,0.86,SEVIER,Rural,0 - UDOT (Rural)
412027,41,2027,21877,270,21607,7758,2.79,5452,12178,4247,14219,1793,1148,602,1512,651,2187,1237,2077,923,758,715,616,1.83,0.86,SEVIER,Rural,0 - UDOT (Rural)
412028,41,2028,21863,268,21595,7819,2.76,5350,12164,4349,14291,1797,1150,606,1514,654,2208,1261,2114,918,721,724,624,1.83,0.85,SEVIER,Rural,0 - UDOT (Rural)
412029,41,2029,21871,267,21604,7884,2.74,5278,12162,4431,14356,1803,1146,615,1513,659,2230,1283,2153,914,673,736,631,1.82,0.85,SEVIER,Rural,0 - UDOT (Rural)
412030,41,2030,21907,268,21639,7951,2.72,5248,12176,4483,14440,1820,1139,626,1509,665,2242,1307,2181,910,656,744,641,1.82,0.84,SEVIER,Rural,0 - UDOT (Rural)
412031,41,2031,21971,268,21703,8023,2.71,5214,12254,4503,14520,1837,1125,637,1505,669,2249,1331,2207,906,654,748,652,1.81,0.84,SEVIER,Rural,0 - UDOT (Rural)
412032,41,2032,22064,268,21796,8099,2.69,5197,12361,4506,14620,1850,1114,645,1496,671,2260,1353,2229,903,681,755,663,1.81,0.85,SEVIER,Rural,0 - UDOT (Rural)
412033,41,2033,22181,268,21913,8180,2.68,5181,12499,4501,14729,1858,1111,652,1487,677,2267,1368,2255,905,709,764,676,1.8,0.85,SEVIER,Rural,0 - UDOT (Rural)
412034,41,2034,22315,266,22049,8264,2.67,5169,12641,4505,14895,1869,1116,658,1475,684,2281,1389,2317,906,732,777,691,1.8,0.85,SEVIER,Rural,0 - UDOT (Rural)
412035,41,2035,22458,265,22193,8349,2.66,5176,12746,4536,14879,1870,1106,665,1450,693,2290,1400,2275,905,744,783,698,1.78,0.86,SEVIER,Rural,0 - UDOT (Rural)
412036,41,2036,22600,265,22335,8433,2.65,5173,12847,4580,14950,1877,1111,675,1430,701,2304,1414,2294,904,739,792,709,1.77,0.86,SEVIER,Rural,0 - UDOT (Rural)
412037,41,2037,22751,264,22487,8520,2.64,5191,12940,4620,15057,1890,1119,686,1415,708,2323,1431,2323,905,735,802,720,1.77,0.86,SEVIER,Rural,0 - UDOT (Rural)
412038,41,2038,22904,265,22639,8607,2.63,5213,13035,4656,15187,1904,1125,694,1408,716,2342,1451,2360,905,734,811,737,1.76,0.86,SEVIER,Rural,0 - UDOT (Rural)
412039,41,2039,23061,265,22796,8695,2.62,5221,13139,4701,15315,1919,1133,703,1400,722,2364,1470,2396,904,735,821,748,1.76,0.86,SEVIER,Rural,0 - UDOT (Rural)
412040,41,2040,23212,265,22947,8784,2.61,5224,13212,4776,15441,1935,1137,710,1394,728,2386,1489,2429,903,736,829,765,1.76,0.86,SEVIER,Rural,0 - UDOT (Rural)
412041,41,2041,23362,263,23099,8873,2.6,5230,13254,4878,15564,1952,1143,717,1388,733,2407,1511,2456,902,741,836,778,1.75,0.85,SEVIER,Rural,0 - UDOT (Rural)
412042,41,2042,23504,262,23242,8959,2.59,5208,13286,5010,15700,1970,1146,722,1384,743,2429,1532,2485,901,750,845,793,1.75,0.85,SEVIER,Rural,0 - UDOT (Rural)
412043,41,2043,23648,262,23386,9047,2.58,5218,13280,5150,15835,1987,1152,728,1378,749,2458,1552,2512,900,758,853,808,1.75,0.84,SEVIER,Rural,0 - UDOT (Rural)
412044,41,2044,23781,262,23519,9131,2.58,5225,13273,5283,15964,2004,1156,732,1375,758,2485,1574,2539,900,759,860,822,1.75,0.83,SEVIER,Rural,0 - UDOT (Rural)
412045,41,2045,23905,263,23642,9212,2.57,5224,13270,5411,16090,2023,1160,739,1371,765,2510,1595,2563,899,759,870,836,1.75,0.82,SEVIER,Rural,0 - UDOT (Rural)
412046,41,2046,24031,263,23768,9296,2.56,5216,13263,5552,16231,2040,1162,746,1368,777,2540,1618,2585,897,762,884,852,1.75,0.82,SEVIER,Rural,0 - UDOT (Rural)
412047,41,2047,24158,264,23894,9382,2.55,5200,13258,5700,16374,2059,1165,753,1364,789,2568,1641,2604,896,771,898,866,1.75,0.81,SEVIER,Rural,0 - UDOT (Rural)
412048,41,2048,24286,265,24021,9469,2.54,5178,13280,5828,16531,2079,1169,760,1361,803,2596,1664,2621,896,784,916,882,1.75,0.8,SEVIER,Rural,0 - UDOT (Rural)
412049,41,2049,24411,266,24145,9557,2.53,5147,13308,5956,16686,2098,1171,767,1357,817,2624,1686,2638,894,798,936,900,1.75,0.8,SEVIER,Rural,0 - UDOT (Rural)
412050,41,2050,24526,266,24260,9642,2.52,5108,13339,6079,16841,2118,1174,774,1354,830,2654,1708,2652,892,813,956,916,1.75,0.79,SEVIER,Rural,0 - UDOT (Rural)
412051,41,2051,24634,266,24368,9726,2.51,5063,13391,6180,16982,2138,1177,782,1349,839,2676,1729,2666,891,827,977,931,1.75,0.79,SEVIER,Rural,0 - UDOT (Rural)
412052,41,2052,24737,267,24470,9808,2.49,5014,13448,6275,17131,2157,1178,790,1346,849,2703,1750,2680,889,841,998,950,1.75,0.79,SEVIER,Rural,0 - UDOT (Rural)
412053,41,2053,24834,266,24568,9889,2.48,4963,13502,6369,17283,2179,1180,796,1343,855,2728,1771,2698,888,857,1020,968,1.75,0.78,SEVIER,Rural,0 - UDOT (Rural)
412054,41,2054,24922,266,24656,9967,2.47,4910,13536,6476,17420,2198,1182,801,1341,861,2754,1790,2712,886,870,1042,983,1.75,0.78,SEVIER,Rural,0 - UDOT (Rural)
412055,41,2055,25002,266,24736,10043,2.46,4855,13567,6580,17550,2216,1183,806,1339,868,2777,1809,2726,883,880,1065,998,1.75,0.77,SEVIER,Rural,0 - UDOT (Rural)
412056,41,2056,25074,266,24808,10116,2.45,4799,13601,6674,17660,2231,1183,810,1339,873,2798,1826,2743,882,882,1080,1013,1.75,0.77,SEVIER,Rural,0 - UDOT (Rural)
412057,41,2057,25138,265,24873,10187,2.44,4744,13613,6781,17742,2244,1181,813,1337,879,2818,1840,2759,880,873,1090,1028,1.74,0.77,SEVIER,Rural,0 - UDOT (Rural)
412058,41,2058,25199,263,24936,10256,2.43,4691,13637,6871,17816,2255,1180,818,1335,885,2840,1851,2772,878,865,1099,1038,1.74,0.77,SEVIER,Rural,0 - UDOT (Rural)
412059,41,2059,25263,262,25001,10325,2.42,4643,13683,6937,17906,2267,1179,823,1333,891,2861,1864,2788,875,862,1109,1054,1.73,0.76,SEVIER,Rural,0 - UDOT (Rural)
412060,41,2060,25329,261,25068,10395,2.41,4599,13754,6976,17998,2279,1178,828,1331,896,2887,1876,2802,872,862,1118,1069,1.73,0.76,SEVIER,Rural,0 - UDOT (Rural)
412061,41,2061,25393,260,25133,10463,2.4,4558,13825,7010,18088,2292,1178,832,1328,900,2908,1887,2817,870,863,1128,1085,1.73,0.76,SEVIER,Rural,0 - UDOT (Rural)
412062,41,2062,25455,258,25197,10531,2.39,4520,13889,7046,18177,2305,1178,837,1325,905,2928,1899,2834,868,864,1136,1098,1.73,0.76,SEVIER,Rural,0 - UDOT (Rural)
412063,41,2063,25520,257,25263,10598,2.38,4486,13952,7082,18271,2317,1178,842,1323,910,2952,1911,2849,866,865,1146,1112,1.72,0.76,SEVIER,Rural,0 - UDOT (Rural)
412064,41,2064,25582,256,25326,10662,2.38,4458,14004,7120,18360,2331,1177,847,1320,914,2975,1923,2865,863,865,1153,1127,1.72,0.76,SEVIER,Rural,0 - UDOT (Rural)
412065,41,2065,25643,256,25387,10725,2.37,4432,14037,7174,18447,2343,1176,852,1316,920,2995,1935,2879,862,865,1162,1142,1.72,0.76,SEVIER,Rural,0 - UDOT (Rural)
432023,43,2023,43491,129,43362,15294,2.84,8955,27083,7453,49760,4145,7410,1323,1267,4784,3690,2317,17174,896,91,3257,3406,3.25,0.54,SUMMIT,Rural,4 - Summit-Wasatch
432024,43,2024,43304,129,43175,15422,2.8,8573,26790,7941,50428,4368,7459,1255,1119,4785,3970,2481,17036,898,68,3592,3397,3.27,0.53,SUMMIT,Rural,4 - Summit-Wasatch
432025,43,2025,43374,129,43245,15637,2.77,8600,26450,8324,51647,4406,7498,1276,1137,4822,4064,2592,17307,894,67,3829,3755,3.3,0.51,SUMMIT,Rural,4 - Summit-Wasatch
432026,43,2026,43414,129,43285,15841,2.73,8322,26314,8778,52490,4409,7576,1285,1144,4804,4141,2682,17580,895,70,4047,3857,3.31,0.5,SUMMIT,Rural,4 - Summit-Wasatch
432027,43,2027,43454,129,43325,16041,2.7,8075,26165,9214,53405,4461,7616,1296,1157,4781,4220,2761,17969,891,71,4216,3966,3.33,0.49,SUMMIT,Rural,4 - Summit-Wasatch
432028,43,2028,43493,129,43364,16234,2.67,7843,26043,9607,54270,4491,7642,1305,1159,4786,4289,2822,18389,887,69,4357,4074,3.34,0.48,SUMMIT,Rural,4 - Summit-Wasatch
432029,43,2029,43524,129,43395,16417,2.64,7641,25907,9976,55126,4540,7653,1325,1166,4823,4357,2883,18762,881,65,4488,4183,3.36,0.47,SUMMIT,Rural,4 - Summit-Wasatch
432030,43,2030,43620,129,43491,16609,2.62,7500,25813,10307,55873,4621,7641,1352,1171,4868,4412,2952,19045,879,64,4580,4288,3.36,0.46,SUMMIT,Rural,4 - Summit-Wasatch
432031,43,2031,43792,129,43663,16813,2.6,7412,25798,10582,56540,4716,7589,1378,1179,4906,4454,3019,19317,876,65,4649,4392,3.36,0.46,SUMMIT,Rural,4 - Summit-Wasatch
432032,43,2032,44044,129,43915,17028,2.58,7361,25836,10847,57326,4798,7567,1402,1188,4950,4495,3084,19663,874,69,4728,4508,3.37,0.45,SUMMIT,Rural,4 - Summit-Wasatch
432033,43,2033,44370,129,44241,17256,2.56,7315,25975,11080,58121,4857,7584,1422,1193,5001,4536,3131,20027,875,72,4799,4624,3.37,0.45,SUMMIT,Rural,4 - Summit-Wasatch
432034,43,2034,44751,129,44622,17493,2.55,7338,26091,11322,59536,4941,7819,1442,1203,5091,4595,3191,20618,878,76,4887,4795,3.4,0.44,SUMMIT,Rural,4 - Summit-Wasatch
432035,43,2035,45164,129,45035,17731,2.54,7409,26185,11570,58910,4937,7592,1457,1192,5152,4620,3211,20088,880,77,4906,4798,3.32,0.44,SUMMIT,Rural,4 - Summit-Wasatch
432036,43,2036,45579,129,45450,17963,2.53,7478,26287,11814,59583,4994,7657,1485,1195,5224,4662,3257,20291,880,77,4952,4909,3.32,0.44,SUMMIT,Rural,4 - Summit-Wasatch
432037,43,2037,46006,129,45877,18191,2.52,7580,26435,11991,60324,5064,7739,1511,1199,5289,4713,3306,20542,883,77,4974,5027,3.32,0.44,SUMMIT,Rural,4 - Summit-Wasatch
432038,43,2038,46450,129,46321,18416,2.52,7691,26644,12115,61139,5139,7794,1536,1208,5354,4767,3362,20878,884,76,4985,5156,3.32,0.44,SUMMIT,Rural,4 - Summit-Wasatch
432039,43,2039,46903,129,46774,18637,2.51,7798,26892,12213,61961,5220,7856,1559,1217,5415,4833,3415,21210,887,76,4990,5283,3.32,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432040,43,2040,47355,129,47226,18853,2.5,7906,27163,12286,62718,5293,7904,1581,1224,5475,4896,3468,21519,888,77,4986,5407,3.33,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432041,43,2041,47799,129,47670,19060,2.5,8041,27395,12363,63435,5369,7960,1603,1232,5529,4961,3514,21806,889,77,4969,5526,3.33,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432042,43,2042,48234,129,48105,19259,2.5,8128,27644,12462,64127,5435,8000,1621,1240,5604,5023,3553,22080,890,78,4954,5649,3.33,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432043,43,2043,48664,129,48535,19453,2.49,8248,27864,12552,64849,5512,8053,1640,1250,5667,5091,3595,22347,892,79,4951,5772,3.33,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432044,43,2044,49094,129,48965,19643,2.49,8368,28085,12641,65580,5584,8094,1658,1260,5742,5156,3639,22625,893,80,4949,5900,3.34,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432045,43,2045,49528,129,49399,19827,2.49,8483,28326,12719,66344,5666,8142,1680,1270,5815,5228,3684,22887,894,80,4968,6030,3.35,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432046,43,2046,49965,129,49836,20009,2.49,8591,28611,12763,67145,5746,8180,1701,1279,5906,5299,3732,23140,894,80,5022,6166,3.36,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432047,43,2047,50404,129,50275,20189,2.49,8688,28951,12765,67961,5830,8218,1722,1287,6011,5374,3779,23364,894,81,5096,6305,3.37,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432048,43,2048,50843,129,50714,20367,2.49,8772,29305,12766,68811,5916,8267,1744,1296,6121,5448,3824,23575,895,83,5193,6449,3.38,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432049,43,2049,51276,129,51147,20542,2.49,8839,29673,12764,69645,5997,8316,1766,1305,6230,5523,3866,23768,896,84,5302,6592,3.39,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432050,43,2050,51698,129,51569,20717,2.49,8886,30050,12762,70539,6091,8370,1788,1313,6333,5598,3909,23983,896,85,5430,6743,3.4,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432051,43,2051,52104,129,51975,20888,2.49,8913,30429,12762,71378,6180,8413,1813,1321,6418,5674,3950,24173,897,85,5563,6891,3.42,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432052,43,2052,52492,129,52363,21058,2.49,8917,30812,12763,72212,6269,8461,1834,1328,6490,5749,3987,24373,897,87,5698,7039,3.43,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432053,43,2053,52863,129,52734,21227,2.48,8902,31207,12754,73027,6355,8505,1854,1337,6547,5827,4023,24578,897,88,5830,7186,3.44,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432054,43,2054,53222,129,53093,21396,2.48,8870,31560,12792,73846,6443,8547,1872,1344,6604,5905,4059,24778,896,89,5973,7336,3.45,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432055,43,2055,53571,129,53442,21568,2.48,8819,31871,12881,74644,6526,8589,1887,1353,6655,5983,4090,24976,895,89,6113,7488,3.46,0.43,SUMMIT,Rural,4 - Summit-Wasatch
432056,43,2056,53911,129,53782,21742,2.47,8754,32204,12953,75462,6606,8621,1903,1365,6706,6059,4135,25218,897,89,6225,7638,3.47,0.43,SUMMIT,Rural,4 - Summit-Wasatch
