I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,TOT
    7,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    7,    4,         0,         0,         0,         0,      0.20,         0,         0,         0,     52.48,         0,         0,         0,         0,     52.68
    7,    5,         0,         0,         0,         0,      0.32,         0,         0,         0,     10.44,         0,         0,         0,         0,     10.76
    7,    6,         0,         0,         0,         0,         0,         0,         0,         0,      0.03,         0,         0,         0,         0,      0.03
    7,    7,         0,         0,         0,         0,      0.06,         0,         0,         0,    285.56,         0,         0,         0,         0,    285.62
    7,    8,         0,         0,         0,         0,      2.02,         0,         0,         0,    168.79,         0,         0,         0,         0,    170.81
    7,    9,         0,         0,         0,         0,      0.18,         0,         0,         0,     86.83,         0,         0,         0,         0,     87.01
    7,   10,         0,         0,         0,         0,         0,         0,         0,         0,      2.22,         0,         0,         0,         0,      2.22
    7,   11,         0,         0,         0,         0,      0.02,         0,         0,         0,      1.50,         0,         0,         0,         0,      1.52
    7,   12,         0,         0,         0,     10.00,      0.03,         0,         0,         0,     10.19,         0,         0,         0,         0,     20.22
    7,   13,         0,         0,         0,         0,      0.01,         0,         0,         0,      3.45,         0,         0,         0,         0,      3.46
    7,   14,         0,         0,         0,         0,      0.09,         0,         0,         0,      6.95,         0,         0,         0,         0,      7.04
    7,   15,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    7,   16,         0,         0,         0,         0,         0,         0,         0,         0,      0.27,         0,         0,         0,         0,      0.27
    7,   17,         0,         0,         0,         0,         0,         0,         0,         0,      0.07,         0,         0,         0,         0,      0.07
    7,   18,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    7,   19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    7,   20,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    7,   21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    7,   22,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    7,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    7,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    7,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    7,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    7,   27,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    8,    1,    921.58,         0,     18.79,    340.97,    439.69,         0,         0,         0,    162.31,    123.28,     23.33,         0,         0,   2029.95
    8,    2,      6.06,         0,         0,     11.96,     21.85,         0,         0,         0,     12.45,      5.71,      0.34,         0,         0,     58.37
    8,    3,         0,         0,         0,         0,         0,         0,         0,         0,      1.28,         0,         0,         0,         0,      1.28
    8,    4,  11641.68,         0,   2671.96,  29124.16,  11239.16,         0,         0,         0,   2659.75,    756.80,    154.18,         0,         0,  58247.69
    8,    5,  16639.41,   4074.00,   1318.54,  30736.67,  11092.35,         0,         0,         0,   2304.80,    730.24,    161.58,         0,         0,  67057.59
    8,    6,      1.59,         0,         0,     19.80,      2.76,         0,         0,         0,     18.53,      0.02,         0,         0,         0,     42.70
    8,    7,      3.37,         0,         0,      4.14,      2.11,         0,         0,         0,    130.67,         0,         0,         0,         0,    140.29
    8,    8,  81219.80,   1036.00,  68090.52, 442790.67, 152234.89,         0,         0,         0,  42505.70,   2357.29,    112.28,         0,         0, 790347.15
    8,    9,  11622.13,         0,    942.23,  24897.98,   8419.50,         0,         0,         0,   1785.24,    208.69,      8.19,         0,         0,  47883.96
    8,   10,         0,         0,         0,     33.87,      4.57,         0,         0,         0,     57.77,         0,         0,         0,         0,     96.21
    8,   11,   2555.83,         0,      5.91,   1515.39,    479.96,         0,         0,         0,    270.63,     63.83,      4.30,         0,         0,   4895.85
    8,   12,   9180.85,    196.00,     47.96,   8834.36,   3048.26,         0,         0,         0,   1247.24,    254.88,     13.52,         0,         0,  22823.07
    8,   13,   3945.85,     19.00,      0.88,   4177.90,   1405.41,         0,         0,         0,    409.52,     51.94,      1.99,         0,         0,  10012.49
    8,   14,   8609.10,    945.00,     51.82,   9192.34,   4013.85,         0,         0,         0,   1186.16,    175.44,      3.92,         0,         0,  24177.63
    8,   15,    127.64,         0,      5.10,    154.54,    145.66,         0,         0,         0,     91.42,     21.21,      0.29,         0,         0,    545.86
    8,   16,   1277.22,     15.00,     18.35,   1358.28,   1089.68,         0,         0,         0,    558.17,     81.55,      1.83,         0,         0,   4400.08
    8,   17,   1178.74,         0,     11.94,   1504.01,    966.66,         0,         0,         0,    492.49,     62.18,      1.27,         0,         0,   4217.29
    8,   18,     14.56,         0,         0,     43.01,     31.45,         0,         0,         0,     13.40,      0.61,         0,         0,         0,    103.03
    8,   19,      5.63,         0,         0,      2.09,      3.38,         0,         0,         0,      5.90,      3.35,         0,         0,         0,     20.35
    8,   20,    358.34,         0,      2.74,    396.78,    394.78,         0,         0,         0,    284.09,    172.56,      0.21,         0,         0,   1609.50
    8,   21,    213.50,    427.00,         0,    147.87,     68.37,         0,         0,         0,    130.58,     83.13,      0.12,         0,         0,   1070.57
    8,   22,     40.09,         0,         0,      0.55,      0.17,         0,         0,         0,     13.07,      9.36,         0,         0,         0,     63.24
    8,   23,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.05
    8,   24,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
    8,   25,      0.43,         0,         0,         0,         0,         0,         0,         0,      0.35,      0.16,         0,         0,         0,      0.94
    8,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    8,   27,         0,         0,         0,         0,         0,   7285.57,         0,         0,         0,         0,         0,    484.67,    473.25,   8243.49
    9,    1,    126.18,         0,      0.93,     39.85,     69.12,         0,         0,         0,     46.30,     46.78,     15.25,         0,         0,    344.41
    9,    2,      0.57,         0,         0,      2.47,      5.60,         0,         0,         0,      4.53,      2.69,      0.26,         0,         0,     16.12
    9,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    9,    4,   1079.28,         0,     49.11,    884.72,   1119.36,         0,         0,         0,    416.71,    208.55,     66.15,         0,         0,   3823.88
    9,    5,   1827.21,    924.00,     50.61,   1800.97,   1617.80,         0,         0,         0,    493.18,    235.05,     70.99,         0,         0,   7019.81
    9,    6,      0.08,         0,         0,      2.41,      0.29,         0,         0,         0,      1.43,         0,         0,         0,         0,      4.21
    9,    7,      0.10,         0,         0,      0.27,      0.13,         0,         0,         0,     68.53,         0,         0,         0,         0,     69.03
    9,    8,   6328.86,    219.00,   2128.65,  13220.22,   7406.40,         0,         0,         0,   1749.08,    203.65,     10.90,         0,         0,  31266.76
    9,    9,  29261.19,         0,  33206.64, 217916.23,  93491.45,         0,         0,         0,  24503.81,   1372.07,    101.95,         0,         0, 399853.34
    9,   10,         0,         0,         0,     16.20,      2.53,         0,         0,         0,     41.05,         0,         0,         0,         0,     59.78
    9,   11,   3799.55,         0,     35.57,   3031.37,   1000.44,         0,         0,         0,    358.25,     83.81,     11.70,         0,         0,   8320.69
    9,   12,  14593.15,    322.00,    633.65,  22273.16,   7503.47,         0,         0,         0,   2042.89,    399.64,     48.54,         0,         0,  47816.50
    9,   13,   6304.61,     94.00,     12.74,  12462.35,   3377.08,         0,         0,         0,    679.41,     92.28,     11.71,         0,         0,  23034.18
    9,   14,  14259.28,   1328.00,    521.89,  22493.28,   8762.99,         0,         0,         0,   1749.92,    263.80,     14.32,         0,         0,  49393.48
    9,   15,    152.00,         0,     18.73,    168.48,    259.25,         0,         0,         0,    106.40,     23.06,      0.86,         0,         0,    728.78
    9,   16,   1606.12,     35.00,    114.66,   1852.24,   2251.54,         0,         0,         0,    675.28,    103.71,      6.82,         0,         0,   6645.37
    9,   17,   1524.27,         0,    131.21,   2142.47,   2056.04,         0,         0,         0,    605.54,     81.50,      5.11,         0,         0,   6546.14
    9,   18,     17.69,         0,         0,     31.96,     48.81,         0,         0,         0,     15.17,      0.66,         0,         0,         0,    114.29
    9,   19,      5.39,         0,      0.99,      4.94,     19.04,         0,         0,         0,     12.59,      8.25,         0,         0,         0,     51.20
    9,   20,    366.90,         0,     22.94,    343.67,    631.61,         0,         0,         0,    329.30,    227.29,      0.40,         0,         0,   1922.11
    9,   21,    186.78,    402.00,      2.23,    324.13,    336.27,         0,         0,         0,    217.63,    149.67,      0.16,         0,         0,   1618.87
    9,   22,     33.95,         0,      0.06,     16.39,     40.65,         0,         0,         0,     44.05,     39.73,         0,         0,         0,    174.83
    9,   23,      0.06,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.06
