SEGIDIDX,SEGID,DISTANCE,DIRECTION,DIRECTION_NAME,FUNCGROUP,SUBAREAID,CO_FIPS,AREATYPE,ATYPENAME,LINKS,LANES,LANEMILES,FT,FTCLASS,CAP1HL,FG_Share,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,AM_Vol_PC,MD_Vol_PC,PM_Vol_PC,EV_Vol_PC,DY_Vol_PC,AM_Vol_LT,MD_Vol_LT,PM_Vol_LT,EV_Vol_LT,DY_Vol_LT,AM_Vol_MD,MD_Vol_MD,PM_Vol_MD,EV_Vol_MD,DY_Vol_MD,AM_Vol_HV,MD_Vol_HV,PM_Vol_HV,EV_Vol_HV,DY_Vol_HV,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHT_PC,MD_VHT_PC,PM_VHT_PC,EV_VHT_PC,DY_VHT_PC,AM_VHT_LT,MD_VHT_LT,PM_VHT_LT,EV_VHT_LT,DY_VHT_LT,AM_VHT_MD,MD_VHT_MD,PM_VHT_MD,EV_VHT_MD,DY_VHT_MD,AM_VHT_HV,MD_VHT_HV,PM_VHT_HV,EV_VHT_HV,DY_VHT_HV,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD,AM_VHD_PC,MD_VHD_PC,PM_VHD_PC,EV_VHD_PC,DY_VHD_PC,AM_VHD_LT,MD_VHD_LT,PM_VHD_LT,EV_VHD_LT,DY_VHD_LT,AM_VHD_MD,MD_VHD_MD,PM_VHD_MD,EV_VHD_MD,DY_VHD_MD,AM_VHD_HV,MD_VHD_HV,PM_VHD_HV,EV_VHD_HV,DY_VHD_HV,AM_PRDFAC,MD_PRDFAC,PM_PRDFAC,EV_PRDFAC,AM_MDPCT,MD_MDPCT,PM_MDPCT,EV_MDPCT,DY_MDPCT,AM_HVPCT,MD_HVPCT,PM_HVPCT,EV_HVPCT,DY_HVPCT
       1.0,0006_141.0,     5.843,Both,All,Total,       1.0,      49.0,       1.0,Rural,        14,       2.0,      11.7,       2.0,Principal Arterial,      1065,    1.0000,     244.7,     383.4,     239.9,     316.8,    1184.8,     220.7,     320.4,     209.9,     266.8,    1017.8,         0,         0,         0,         0,         0,      13.0,      25.0,      18.0,      17.0,      73.0,      11.0,      38.0,      12.0,      33.0,      94.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     6.152,     6.152,     6.152,     6.152,     6.153,     6.152,      6390,     12780,      6390,     25560,     51120,      0.07,      0.05,      0.05,      0.02,      0.07,    1429.9,    2240.4,    1401.8,    1851.1,    6923.2,    1289.6,    1872.2,    1226.5,    1559.0,    5947.3,         0,         0,         0,         0,         0,      76.0,     146.1,     105.1,      99.3,     426.5,      64.3,     222.1,      70.1,     192.8,     549.3,    121.48,     25.09,     39.31,     24.60,     32.48,    121.48,     22.63,     32.85,     21.52,     27.36,    104.36,         0,         0,         0,         0,         0,      1.40,      2.71,      1.94,      1.84,      7.89,      1.23,      4.27,      1.34,      3.71,     10.55,     0.002,         0,         0,     0.007,     0.009,     0.002,         0,         0,     0.006,     0.008,         0,         0,         0,         0,         0,         0,     0.005,         0,         0,     0.005,         0,         0,         0,     0.002,     0.002,     0.207,     0.324,     0.202,     0.267,       5.3,       6.5,       7.5,       5.4,       6.2,       4.5,       9.9,       5.0,      10.4,       7.9
       2.0,0006_146.9,     3.039,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       6.1,       2.0,Principal Arterial,      1065,    1.0000,     256.6,     437.3,     258.0,     337.2,    1289.1,     222.1,     321.9,     211.4,     270.7,    1026.1,      10.5,      52.4,      16.6,      16.5,      96.0,      13.0,      25.0,      18.0,      17.0,      73.0,      11.0,      38.0,      12.0,      33.0,      94.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     3.199,     3.199,     3.199,     3.199,     3.199,     3.199,      6390,     12780,      6390,     25560,     51120,      0.07,      0.05,      0.05,      0.02,      0.07,     779.8,    1329.0,     784.1,    1024.7,    3917.6,     674.9,     978.2,     642.5,     822.7,    3118.3,      31.9,     159.3,      50.4,      50.1,     291.7,      39.6,      75.9,      54.7,      51.7,     221.9,      33.5,     115.5,      36.5,     100.2,     285.7,     68.73,     13.68,     23.31,     13.76,     17.98,     68.73,     11.84,     17.16,     11.27,     14.43,     54.70,      0.56,      2.79,      0.89,      0.88,      5.12,      0.74,      1.41,      1.01,      0.96,      4.12,      0.65,      2.23,      0.70,      1.93,      5.51,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     0.005,         0,     0.005,     0.008,     0.003,         0,     0.003,     0.014,     0.007,     0.009,         0,     0.001,     0.017,     0.199,     0.339,     0.200,     0.262,       5.1,       5.7,       7.0,       5.0,       5.7,       4.3,       8.7,       4.7,       9.8,       7.3
       3.0,0006_149.9,     0.678,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       1.4,       2.0,Principal Arterial,      1065,    1.0000,     382.1,     687.8,     467.0,     553.6,    2090.5,     344.3,     558.8,     414.1,     509.6,    1826.8,      21.0,     100.0,      32.0,      27.0,     180.0,      14.8,      24.0,      17.9,      14.0,      70.7,       2.0,       5.0,       3.0,       3.0,      13.0,      57.0,      57.0,      57.0,      56.9,      56.9,      57.0,     0.714,     0.714,     0.714,     0.714,     0.714,     0.714,      6390,     12780,      6390,     25560,     51120,      0.10,      0.07,      0.08,      0.03,      0.10,     259.0,     466.3,     316.6,     375.3,    1417.2,     233.5,     378.8,     280.7,     345.5,    1238.5,      14.3,      67.8,      21.7,      18.3,     122.1,      10.0,      16.2,      12.2,       9.5,      47.9,       1.4,       3.4,       2.1,       2.1,       9.0,     24.86,      4.54,      8.18,      5.56,      6.59,     24.87,      4.10,      6.64,      4.93,      6.06,     21.73,      0.25,      1.19,      0.38,      0.32,      2.14,      0.19,      0.30,      0.22,      0.18,      0.89,      0.03,      0.07,      0.04,      0.04,      0.18,     0.006,         0,     0.006,         0,     0.012,     0.006,         0,     0.006,         0,     0.012,         0,     0.001,         0,         0,     0.001,     0.004,         0,         0,     0.004,     0.008,     0.004,     0.005,     0.001,     0.001,     0.011,     0.183,     0.329,     0.223,     0.265,       3.9,       3.5,       3.8,       2.5,       3.4,       0.5,       0.7,       0.6,       0.5,       0.6
       4.0,0006_150.6,     1.973,Both,All,Total,       1.0,      49.0,       1.0,Rural,         8,       2.0,       3.9,       2.0,Principal Arterial,      1065,    1.0000,     442.0,     770.3,     547.1,     624.2,    2383.6,     405.4,     636.8,     490.9,     580.2,    2113.3,      19.7,     101.9,      33.6,      27.0,     182.2,      14.9,      26.6,      19.6,      14.0,      75.1,       2.0,       5.0,       3.0,       3.0,      13.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     2.077,     2.077,     2.078,     2.078,     2.077,     2.077,      6390,     12780,      6390,     25560,     51120,      0.10,      0.08,      0.09,      0.03,      0.10,     872.2,    1519.9,    1079.5,    1231.6,    4703.2,     799.9,    1256.4,     968.6,    1144.8,    4169.7,      38.9,     201.1,      66.2,      53.3,     359.5,      29.4,      52.5,      38.6,      27.6,     148.1,       3.9,       9.8,       5.9,       5.9,      25.5,     82.51,     15.30,     26.67,     18.94,     21.60,     82.51,     14.03,     22.05,     17.00,     20.08,     73.16,      0.68,      3.53,      1.16,      0.94,      6.31,      0.54,      0.97,      0.71,      0.51,      2.73,      0.08,      0.19,      0.12,      0.12,      0.51,         0,     0.007,     0.007,         0,     0.014,         0,     0.006,     0.006,         0,     0.012,         0,     0.002,         0,     0.005,     0.007,         0,         0,         0,         0,         0,     0.004,         0,     0.006,     0.006,     0.016,     0.185,     0.323,     0.230,     0.262,       3.4,       3.5,       3.6,       2.2,       3.2,       0.5,       0.6,       0.5,       0.5,       0.5
       5.0,0006_152.6,     0.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.6,       3.0,Minor Arterial,       983,    1.0000,     590.6,     964.9,     736.5,     805.0,    3097.0,     553.6,     838.7,     678.3,     761.0,    2831.6,      18.0,      94.0,      31.0,      23.0,     166.0,      17.0,      27.2,      24.2,      18.0,      86.4,       2.0,       5.0,       3.0,       3.0,      13.0,      46.0,      46.0,      46.0,      46.0,      46.0,      46.0,     0.412,     0.413,     0.412,     0.412,     0.412,     0.412,      5898,     11796,      5898,     23592,     47184,      0.14,      0.10,      0.13,      0.04,      0.14,     186.8,     305.2,     232.9,     254.6,     979.5,     175.1,     265.3,     214.5,     240.7,     895.6,       5.6,      29.7,       9.8,       7.3,      52.4,       5.4,       8.6,       7.6,       5.7,      27.3,       0.6,       1.5,       0.9,       0.9,       3.9,     21.28,      4.06,      6.63,      5.06,      5.53,     21.28,      3.81,      5.76,      4.66,      5.23,     19.46,      0.12,      0.64,      0.22,      0.16,      1.14,      0.12,      0.20,      0.18,      0.14,      0.64,      0.02,      0.04,      0.03,      0.03,      0.12,     0.007,         0,         0,     0.001,     0.008,     0.006,         0,         0,     0.001,     0.007,         0,         0,     0.007,     0.002,     0.009,         0,         0,     0.002,     0.008,     0.010,     0.005,     0.001,     0.007,     0.007,     0.020,     0.191,     0.312,     0.237,     0.260,       2.9,       2.8,       3.3,       2.2,       2.8,       0.3,       0.5,       0.4,       0.4,       0.4
       6.0,0006_152.9,     2.923,Both,All,Total,       1.0,      49.0,       1.0,Rural,         4,       2.0,       5.8,       2.0,Principal Arterial,      1011,    1.0000,     751.9,    1237.2,     929.9,     993.9,    3912.9,     713.1,    1097.3,     862.2,     945.4,    3618.0,      20.8,     107.8,      40.5,      31.5,     200.6,      17.0,      30.1,      25.2,      16.0,      88.3,       1.0,       2.0,       2.0,       1.0,       6.0,      47.7,      47.7,      47.7,      47.7,      47.7,      47.7,     3.678,     3.679,     3.679,     3.680,     3.678,     3.679,      6064,     12128,      6064,     24257,     48513,      0.18,      0.12,      0.16,      0.04,      0.18,    2198.0,    3616.6,    2718.3,    2905.4,   11438.3,    2084.6,    3207.7,    2520.4,    2763.6,   10576.3,      60.8,     315.1,     118.4,      92.1,     586.4,      49.6,      88.0,      73.7,      46.8,     258.1,       2.9,       5.8,       5.8,       2.9,      17.4,    239.89,     46.12,     75.86,     57.03,     60.93,    239.94,     43.73,     67.28,     52.88,     57.96,    221.85,      1.27,      6.61,      2.48,      1.94,     12.30,      1.11,      1.97,      1.65,      1.05,      5.78,      0.07,      0.14,      0.14,      0.07,      0.42,     0.012,     0.008,     0.022,         0,     0.042,     0.011,     0.007,     0.020,         0,     0.038,         0,         0,         0,     0.008,     0.008,         0,         0,     0.001,     0.003,     0.004,     0.001,     0.003,     0.003,     0.001,     0.008,     0.192,     0.316,     0.238,     0.254,       2.3,       2.4,       2.7,       1.6,       2.3,       0.1,       0.2,       0.2,       0.1,       0.2
       7.0,0006_155.8,     0.202,Both,All,Total,       1.0,      49.0,       2.0,Transition,         2,       2.0,       0.4,       2.0,Principal Arterial,      1016,    1.0000,     758.2,    1244.8,     939.6,    1002.5,    3945.1,     719.0,    1105.5,     872.4,     954.5,    3651.4,      21.0,     107.0,      40.0,      31.0,     199.0,      17.2,      30.3,      25.2,      16.0,      88.7,       1.0,       2.0,       2.0,       1.0,       6.0,      48.0,      48.0,      48.0,      48.0,      48.0,      48.0,     0.252,     0.253,     0.252,     0.252,     0.252,     0.252,      6096,     12192,      6096,     24384,     48768,      0.18,      0.12,      0.16,      0.04,      0.18,     152.9,     251.0,     189.5,     202.1,     795.5,     144.9,     222.9,     175.9,     192.5,     736.2,       4.2,      21.6,       8.0,       6.2,      40.0,       3.5,       6.2,       5.1,       3.2,      18.0,       0.2,       0.4,       0.4,       0.2,       1.2,     16.57,      3.18,      5.23,      3.95,      4.21,     16.57,      3.03,      4.64,      3.67,      4.01,     15.35,      0.09,      0.45,      0.17,      0.13,      0.84,      0.08,      0.13,      0.12,      0.07,      0.40,         0,         0,         0,         0,         0,     0.010,         0,     0.006,     0.001,     0.017,     0.010,         0,     0.006,     0.001,     0.017,     0.002,     0.001,     0.002,         0,     0.005,     0.003,         0,     0.007,         0,     0.010,         0,         0,         0,         0,         0,     0.192,     0.316,     0.238,     0.254,       2.3,       2.4,       2.7,       1.6,       2.2,       0.1,       0.2,       0.2,       0.1,       0.2
       8.0,0006_155.9,     1.316,Both,All,Total,       1.0,      49.0,       1.0,Rural,         6,       2.0,       2.6,       2.0,Principal Arterial,      1065,    1.0000,     703.9,    1142.8,     849.3,     906.9,    3602.9,     662.6,     998.2,     790.1,     863.8,    3314.7,      24.2,     116.3,      33.0,      28.1,     201.6,      16.1,      27.3,      24.2,      14.0,      81.6,       1.0,       1.0,       2.0,       1.0,       5.0,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     1.385,     1.385,     1.385,     1.385,     1.385,     1.385,      6390,     12780,      6390,     25560,     51120,      0.16,      0.10,      0.14,      0.04,      0.16,     926.3,    1503.9,    1117.7,    1193.5,    4741.4,     872.0,    1313.6,    1039.8,    1136.8,    4362.2,      31.8,     153.1,      43.4,      36.9,     265.2,      21.2,      36.0,      31.9,      18.5,     107.6,       1.3,       1.3,       2.6,       1.3,       6.5,     83.16,     16.25,     26.38,     19.61,     20.93,     83.17,     15.30,     23.04,     18.24,     19.94,     76.52,      0.56,      2.69,      0.76,      0.65,      4.66,      0.39,      0.67,      0.59,      0.34,      1.99,      0.03,      0.03,      0.06,      0.03,      0.15,     0.006,         0,     0.003,     0.001,     0.010,     0.006,         0,     0.003,     0.001,     0.010,     0.001,     0.005,         0,     0.001,     0.007,         0,     0.005,         0,         0,     0.005,     0.005,     0.005,     0.009,     0.005,     0.024,     0.195,     0.317,     0.236,     0.252,       2.3,       2.4,       2.8,       1.5,       2.3,       0.1,       0.1,       0.2,       0.1,       0.1
       9.0,0006_157.3,     0.250,Both,All,Total,       1.0,      49.0,       1.0,Rural,         2,       2.0,       0.5,       2.0,Principal Arterial,      1065,    1.0000,     884.2,    1513.6,    1106.1,    1223.8,    4727.7,     835.9,    1327.2,    1032.8,    1165.8,    4361.7,      30.0,     152.0,      45.0,      40.0,     267.0,      17.3,      32.4,      25.3,      15.0,      90.0,       1.0,       2.0,       3.0,       3.0,       9.0,      56.9,      56.9,      56.9,      56.9,      56.9,      56.9,     0.263,     0.263,     0.263,     0.264,     0.263,     0.263,      6390,     12780,      6390,     25560,     51120,      0.19,      0.13,      0.18,      0.05,      0.19,     220.7,     377.9,     276.1,     305.5,    1180.2,     208.7,     331.3,     257.9,     291.1,    1089.0,       7.5,      37.9,      11.2,      10.0,      66.6,       4.3,       8.1,       6.3,       3.7,      22.4,       0.2,       0.5,       0.7,       0.7,       2.1,     20.73,      3.88,      6.64,      4.85,      5.37,     20.74,      3.67,      5.82,      4.54,      5.11,     19.14,      0.13,      0.67,      0.20,      0.18,      1.18,      0.08,      0.15,      0.11,      0.07,      0.41,         0,      0.01,      0.01,      0.01,      0.03,     0.005,     0.001,     0.012,         0,     0.018,     0.005,     0.001,     0.011,         0,     0.017,         0,     0.004,     0.003,     0.005,     0.012,         0,         0,         0,     0.001,     0.001,         0,         0,         0,         0,         0,     0.187,     0.320,     0.234,     0.259,       2.0,       2.1,       2.3,       1.2,       1.9,       0.1,       0.1,       0.3,       0.2,       0.2
      10.0,0006_157.6,     0.918,Both,All,Total,       1.0,      49.0,       1.0,Rural,        10,       2.0,       1.8,       2.0,Principal Arterial,      1060,    1.0000,    1015.9,    1756.1,    1292.3,    1432.1,    5496.4,     962.1,    1551.9,    1211.7,    1370.1,    5095.8,      33.4,     167.5,      51.1,      42.9,     294.9,      19.4,      34.7,      26.5,      16.1,      96.7,       1.0,       2.0,       3.0,       3.0,       9.0,      55.8,      55.8,      55.8,      55.8,      55.8,      55.8,     0.987,     0.988,     0.987,     0.988,     0.987,     0.987,      6358,     12717,      6358,     25434,     50867,      0.21,      0.15,      0.21,      0.06,      0.21,     933.0,    1612.7,    1186.8,    1315.2,    5047.7,     883.5,    1425.2,    1112.8,    1258.2,    4679.7,      30.7,     153.9,      47.0,      39.4,     271.0,      17.8,      31.9,      24.4,      14.8,      88.9,       0.9,       1.8,       2.7,       2.7,       8.1,     90.39,     16.73,     28.89,     21.28,     23.55,     90.45,     15.84,     25.53,     19.95,     22.53,     83.85,      0.55,      2.75,      0.84,      0.70,      4.84,      0.33,      0.60,      0.46,      0.28,      1.67,      0.02,      0.04,      0.06,      0.06,      0.18,     0.019,     0.010,     0.025,         0,     0.054,     0.018,     0.009,     0.023,         0,     0.050,     0.002,         0,     0.001,         0,     0.003,         0,         0,         0,         0,         0,     0.002,     0.004,     0.006,     0.006,     0.018,     0.185,     0.320,     0.234,     0.261,       1.9,       2.0,       2.1,       1.1,       1.8,       0.1,       0.1,       0.2,       0.2,       0.2
