Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,       89957.04,      120275.01,      775134.73,      112152.50,       48649.88,      151303.44,      397631.03,              0,              0,              0,              0,           0.24,              0,              0,              0,      250635.31,        9207.44,       21446.62,        4347.12,        2517.38,       10017.90,         885.43,       14449.87,       21056.24,         760.08,         266.63,        1886.10,        1301.93,         779.28,        5998.61,         350.15,         319.22,        1402.01
         1,      149203.55,      225868.35,     1088708.11,      118480.84,       89591.86,      133950.66,      370416.04,           1.15,              0,           0.27,           0.07,          38.20,              0,           0.51,           0.38,       50179.99,        9618.37,       24284.77,        4262.53,        1995.49,        9938.30,         465.73,       12021.09,       18255.93,         604.85,         175.52,        1453.80,         611.21,         571.81,        3438.53,         269.28,         191.23,         801.09
         2,      137583.22,      178316.70,      765821.18,       46360.63,       82380.24,      102590.24,      256889.22,           8.58,              0,           4.46,           2.55,         150.27,              0,           4.21,           3.34,       16851.44,        7555.39,       20062.00,        3573.07,        1604.85,        7975.79,         371.50,       10553.06,       13359.64,         584.10,         136.89,        1049.14,         622.85,         350.48,        2822.11,         251.28,         169.00,         625.85
         3,      123082.91,      120515.15,      531385.15,       32684.63,       52328.93,       71671.91,      167509.78,         362.54,              0,          20.48,           2.96,         540.09,              0,          37.32,           6.23,       12530.97,        6141.98,       16791.77,        3158.82,        1318.33,        6608.65,         315.00,        9637.19,       10293.80,         551.64,         113.86,         807.99,         639.28,         266.34,        2243.21,         206.41,         138.66,         512.38
         4,      111165.96,       77420.80,      364808.99,       12962.65,       27248.50,       55975.40,      117364.32,        1158.75,              0,         114.45,          11.72,        1138.69,              0,         145.52,          15.98,        9866.35,        4759.24,       13183.92,        2653.04,        1032.71,        5240.74,         241.45,        8265.29,        7998.80,         478.17,          90.70,         636.10,         559.73,         196.07,        1676.12,         148.96,         101.32,         384.34
         5,      101281.36,       48435.23,      261388.29,        6461.58,       17806.75,       44593.21,       85187.78,        1782.27,              0,         201.84,          14.20,        2134.46,              0,         224.50,          21.46,        7495.61,        3620.77,       10269.30,        2120.48,         783.02,        4064.76,         182.22,        7084.95,        6030.94,         406.86,          62.67,         459.62,         453.14,         148.22,        1210.43,         103.61,          70.31,         271.07
         6,       94594.81,       30311.06,      194203.55,        4017.46,       10069.19,       33885.58,       60539.82,        2320.05,              0,         116.77,          24.27,        2571.81,              0,         127.70,          27.76,        5642.88,        2773.88,        7969.03,        1685.28,         589.95,        3159.38,         144.00,        5716.36,        4392.77,         317.59,          40.88,         318.74,         346.35,          92.13,         782.40,          58.03,          38.61,         165.59
         7,       86551.20,       20732.35,      148095.92,        2759.71,        6472.72,       28449.64,       47129.85,        3523.18,              0,         174.36,          31.55,        6681.80,              0,         221.20,          46.49,        4400.27,        2222.04,        6434.04,        1409.95,         492.42,        2574.74,         127.04,        5017.20,        3485.01,         284.04,          34.35,         250.42,         326.92,          81.71,         622.46,          51.71,          34.71,         141.92
         8,       76738.17,       14346.82,      114196.32,        1974.73,        4166.66,       23703.62,       37775.85,        2091.52,              0,         196.49,          44.87,        8853.52,              0,         268.75,          71.66,        3384.02,        1780.55,        5311.28,        1196.05,         405.54,        2112.06,         106.64,        4265.46,        2801.35,         238.08,          24.59,         201.83,         263.23,          57.22,         414.23,          36.97,          23.87,          93.49
         9,       68368.00,       10372.68,       94197.96,        1413.06,        2654.95,       20589.53,       30428.47,        1587.94,              0,         166.08,          67.91,        7966.47,              0,         197.44,          82.31,        2599.43,        1490.78,        4547.64,        1046.44,         369.63,        1817.89,         103.53,        3693.65,        2368.65,         211.66,          20.01,         169.64,         206.18,          47.01,         326.91,          29.46,          19.13,          70.56
