TAZID,CO_TAZID,CO_FIPS,SUBAREAID,AREATYPE,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A
1,30001,3,1,1,78.7,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,30002,3,1,1,214.0,152.2,126.3,57.8,5.8,10.4,20.5,0.1,13.1,0.0,73.5,49.5,5.3,0.0,5.4,0.0,2.0,2.0,6.5,6.1,0.0,0.0,0.0,0.0,5.8,0.0,0.0,10.4
3,30003,3,1,1,281.9,166.1,204.1,85.8,12.5,16.7,30.7,0.0,21.3,0.0,119.7,72.6,9.2,0.0,9.4,0.0,3.3,3.3,10.5,9.9,0.0,0.0,0.0,0.0,12.5,0.0,0.0,16.7
4,30004,3,1,1,67.5,63.2,6.8,3.2,0.6,0.7,1.1,0.0,0.8,0.0,4.2,2.9,0.3,0.0,0.4,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.7
5,30005,3,1,1,742.9,393.2,614.7,254.0,27.3,48.5,95.8,4.8,61.5,0.0,350.4,210.2,31.0,0.0,31.6,0.0,11.5,10.7,29.8,28.2,3.0,0.0,0.0,0.0,27.3,0.0,0.0,48.5
6,30006,3,1,1,98.7,104.1,25.6,28.6,1.8,6.0,3.4,8.5,2.6,0.0,14.8,17.7,1.2,0.0,1.3,0.0,1.2,1.2,1.1,1.2,0.0,0.0,0.0,0.0,1.8,0.0,0.0,6.0
7,30007,3,1,1,496.3,400.4,350.9,238.1,21.7,46.6,50.6,35.5,34.9,8.4,196.4,158.8,15.6,0.0,15.8,0.0,12.6,12.1,25.0,23.2,0.0,0.0,0.0,0.0,21.7,0.0,0.0,46.6
8,30008,3,1,2,746.3,557.3,593.3,377.2,44.4,81.2,73.8,40.8,47.8,69.9,274.8,172.9,24.5,0.0,25.1,0.0,21.2,19.8,77.0,73.7,48.0,0.0,1.0,0.0,44.4,0.0,0.0,81.2
9,30009,3,1,1,411.5,559.8,142.2,273.4,25.9,49.2,19.0,98.6,13.1,0.0,74.4,151.8,5.7,0.0,5.9,0.0,16.7,15.8,7.4,7.2,0.0,0.0,0.0,0.0,25.9,0.0,0.0,49.2
10,30010,3,1,1,489.5,608.4,204.0,309.2,30.8,55.9,27.8,102.6,19.5,0.0,109.8,179.0,8.4,0.0,8.6,0.0,18.5,17.5,10.4,10.1,0.0,0.0,1.0,0.0,30.8,0.0,0.0,55.9
11,30011,3,1,1,195.5,128.3,70.4,28.5,14.2,5.2,11.5,0.0,7.0,0.0,40.9,24.9,3.6,0.0,3.7,0.0,0.8,0.8,2.8,2.8,0.0,0.0,0.0,0.0,14.2,0.0,0.0,5.2
12,30012,3,1,1,293.7,190.6,159.9,68.5,20.6,13.9,27.0,0.2,16.1,0.0,91.4,58.9,7.8,0.0,8.0,0.0,2.3,2.3,7.3,7.1,0.0,0.0,0.0,0.0,20.6,0.0,0.0,13.9
13,30013,3,1,2,109.3,108.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,30014,3,1,2,109.3,109.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,30015,3,1,1,574.7,1231.2,65.0,617.0,1.4,125.1,1.3,367.3,1.0,0.0,5.1,196.3,0.4,0.0,0.5,0.0,55.2,51.7,1.6,1.7,0.0,0.0,0.0,0.0,1.4,0.0,0.0,125.1
16,30016,3,1,2,276.6,545.6,23.1,251.2,1.8,48.9,1.2,99.0,1.0,0.0,4.8,137.8,0.4,0.0,0.4,0.0,14.2,13.2,1.1,1.2,0.0,0.0,0.0,0.0,1.8,0.0,0.0,48.9
17,30017,3,1,1,143.7,122.4,29.3,11.8,4.4,2.3,4.6,0.0,3.1,0.0,17.0,10.4,1.6,0.0,1.7,0.0,0.3,0.3,1.1,1.1,0.0,0.0,0.0,0.0,4.4,0.0,0.0,2.3
18,30018,3,1,1,1257.9,2870.4,172.5,1522.3,0.0,290.5,0.0,1107.4,0.0,0.0,1.0,257.7,0.0,0.0,0.0,0.0,168.3,155.0,2.2,2.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,290.5
19,30019,3,1,2,3091.2,1561.9,2452.1,1138.4,443.9,221.6,372.2,18.3,230.9,61.3,1373.1,851.3,126.5,0.0,129.2,0.0,56.9,52.7,161.4,154.7,0.0,0.0,2.0,0.0,443.9,0.0,0.0,221.6
20,30020,3,1,3,1761.8,1499.3,1342.9,1032.0,166.2,213.7,221.5,142.8,140.0,52.5,717.1,668.3,42.1,0.0,43.0,0.0,60.7,56.2,117.4,112.2,0.0,0.0,1.0,0.0,166.2,0.0,0.0,213.7
