I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,HBSch,HBO,NHB,TTUNIQUE,HBOthnTT,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk,IX_MD,XI_MD,XX_MD,IX_HV,XI_HV,XX_HV
         1,         1,   129022.93,    11067.52,     9722.59,    49997.16,     4142.03,     4111.68,           0,     7227.89,    17209.28,           0,           0,           0,    15772.64,     5594.14,     4179.83,           0,           0,     8253.71,    59719.62,    24437.06,           0,    49997.16,    12293.85,     1226.90,     7700.50,      472.65,    12668.86,      589.69,     1500.39,      278.41,      114.32,      621.03,       57.87,      748.70,     4252.12,      123.41,       83.29,      328.79,      471.10,      343.97,     2384.04,      204.76,      146.38,      629.76,           0,           0,           0,           0,           0,           0
         1,         2,      957.05,       69.36,        5.32,      386.51,           0,           0,           0,       83.80,      161.60,           0,           0,           0,      183.28,       50.47,       17.05,           0,           0,           0,      391.78,      245.36,           0,      386.51,       76.64,        7.34,       87.19,        3.41,      144.38,        7.23,       20.72,        2.65,        0.84,        7.46,        0.13,        2.97,       44.44,        0.69,        0.41,        1.83,        2.25,        1.13,       10.49,        0.66,        0.28,        2.24,           0,           0,           0,           0,           0,           0
         1,         3,        0.54,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.54,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.54,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         4,     9474.24,     1855.75,      443.69,     3494.69,      240.05,      340.48,           0,      638.34,      891.19,           0,           0,           0,      444.69,      595.98,      530.05,           0,           0,      580.53,     3938.33,     1529.45,           0,     3494.69,     2068.96,      213.18,      668.88,       30.16,      145.38,       41.84,      166.54,       29.19,        7.82,       53.92,        2.99,       75.16,      461.36,       18.18,       11.17,       27.12,       82.62,       63.16,      209.98,       57.21,       31.59,       85.51,           0,           0,           0,           0,           0,           0
         1,         5,     4779.56,     1237.67,       85.75,     1429.03,       14.73,       25.69,      217.00,      415.92,      412.14,           0,           0,           0,      194.67,      395.67,      353.69,           0,           0,       40.42,     1514.70,      827.59,           0,     1429.03,     1396.42,      160.27,      442.87,       26.94,       10.64,       24.83,      100.74,       22.00,        6.75,       29.71,        3.46,       52.54,      298.26,       13.02,        8.68,       19.72,       47.80,       38.18,      170.04,       31.38,       14.72,       51.57,           0,           0,           0,           0,           0,           0
         1,         6,        7.26,        0.07,           0,        2.06,           0,           0,           0,        0.04,        0.11,           0,           0,           0,        4.96,        0.02,           0,           0,           0,           0,        2.06,        0.15,           0,        2.06,        0.07,           0,        0.04,           0,        4.96,           0,           0,           0,           0,           0,           0,           0,        0.02,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         7,        0.11,        0.01,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,           0,           0,           0,           0,           0,        0.05,           0,           0,        0.05,        0.01,           0,           0,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         8,     2930.85,      909.51,       13.28,      873.41,       12.92,       26.95,       24.00,      379.88,      328.60,           0,           0,           0,      211.45,      132.73,       19.33,           0,           0,       39.86,      886.69,      708.23,           0,      873.41,     1050.01,      141.53,      405.50,       25.94,        1.61,       26.67,      116.81,       24.21,        7.35,       34.79,        0.18,       11.41,      103.26,        1.87,        2.16,       13.85,        5.02,        1.49,        9.29,        1.39,        0.53,        1.61,           0,           0,           0,           0,           0,           0
         1,         9,      672.52,      163.47,       13.82,      209.73,        1.76,        1.88,           0,       76.53,       73.83,           0,           0,           0,       69.36,       52.07,       10.17,           0,           0,        3.64,      223.55,      150.35,           0,      209.73,      184.45,       20.63,       78.76,        2.27,           0,        6.89,       39.60,       10.51,        2.96,        9.38,        0.02,        3.97,       39.75,        0.25,        1.05,        7.03,        0.78,        0.65,        7.09,        0.49,        0.25,        0.91,           0,           0,           0,           0,           0,           0
         1,        10,        0.52,           0,           0,        0.51,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.51,        0.01,           0,        0.51,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
