Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           0.24,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,       10379.08,        5960.26,       86519.84,       17445.90,        5850.49,       25909.76,       42753.97,              0,              0,              0,              0,              0,              0,              0,              0,      105913.26,        1457.03,        3158.13,         742.53,         374.50,        1711.16,         152.33,        2028.89,        4741.35,         151.07,          85.24,         462.43,         380.19,         124.48,        2205.38,         121.50,         116.66,         457.82
         3,       16485.67,       17127.61,      207054.02,       32506.08,       12640.30,       19393.89,       48208.88,           0.49,              0,           0.27,           0.03,          23.41,              0,           0.33,           0.02,       73493.76,        1667.58,        4143.46,         800.07,         422.65,        2174.94,         165.03,        3049.89,        2878.79,         178.54,          44.90,         259.86,         480.80,         203.07,         911.16,         110.52,         107.82,         417.68
         4,       39023.62,       58235.13,      420256.79,       72072.99,       35256.51,       40884.00,      140790.75,           1.57,              0,           1.83,           0.04,          67.40,              0,           1.37,           0.48,       79838.35,        3252.94,        7729.67,        1485.51,         675.29,        3479.56,         297.10,        3384.86,        6424.42,         133.44,          51.48,         513.76,         254.26,         282.23,        1178.32,          66.73,          58.54,         281.81
         5,       45024.00,       72602.90,      415897.37,       60709.18,       37944.11,       41007.13,      121505.97,          34.99,              0,           3.67,           0.44,         213.14,              0,           4.14,           0.47,       19503.88,        2884.58,        7193.53,        1281.58,         584.41,        3175.72,         101.55,        2726.00,        6710.97,         148.87,          75.10,         553.68,         127.79,         304.13,        1326.32,          77.58,          66.05,         313.84
         6,       64852.11,      103111.41,      460732.76,       38100.08,       35963.11,       59740.72,      180273.17,         218.35,              0,          51.28,           4.31,         510.12,              0,          60.85,           6.77,       12700.66,        4061.00,       10465.29,        1885.72,         896.56,        4270.73,         139.38,        3511.70,        8147.43,         188.45,          83.43,         701.34,         190.89,         222.29,        1518.56,          99.32,          67.56,         312.62
         7,       68891.57,      104842.11,      449205.25,       26968.73,       43706.97,       59641.70,      167399.87,         569.07,              0,          62.30,           5.47,         603.76,              0,          67.87,           8.24,        9961.20,        4496.02,       11507.98,        2033.49,        1013.46,        4599.79,         192.04,        4592.74,        7887.97,         246.26,          81.08,         659.43,         261.13,         190.20,        1496.61,         135.97,          86.47,         324.11
         8,       67596.95,      100647.53,      394053.98,       24922.65,       48047.40,       52231.13,      140947.99,        2141.09,              0,         138.20,          12.24,        1324.44,              0,         169.08,          15.24,        8707.78,        3727.01,       10028.17,        1845.64,         819.35,        4068.81,         211.17,        4737.01,        6796.37,         265.67,          65.59,         546.88,         270.50,         162.76,        1325.28,         114.60,          75.65,         295.75
         9,       71006.29,       89447.21,      339328.80,       22231.64,       36266.75,       52177.14,      131842.52,        2351.75,              0,         140.11,          11.27,        2824.71,              0,         171.56,          17.96,        8700.37,        3794.35,       10675.47,        1949.67,         894.62,        4166.98,         186.70,        4976.36,        6332.81,         265.44,          65.30,         510.31,         270.85,         150.10,        1247.00,         109.84,          73.06,         267.03
