ScreenlineID,SEGID_LIST,NUM_SEGMENTS,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,AM_Vol_PC,MD_Vol_PC,PM_Vol_PC,EV_Vol_PC,DY_Vol_PC,AM_Vol_LT,MD_Vol_LT,PM_Vol_LT,EV_Vol_LT,DY_Vol_LT,AM_Vol_MD,MD_Vol_MD,PM_Vol_MD,EV_Vol_MD,DY_Vol_MD,AM_Vol_HV,MD_Vol_HV,PM_Vol_HV,EV_Vol_HV,DY_Vol_HV
1.01,"['0015_349.4', '0089_422.7', '0126_020.8']",3,13057.6,23928.1,16264.5,17490.4,70740.6,10373.0,17303.7,13090.3,13540.8,54307.8,240.1,1166.3,400.5,353.0,2159.9,1151.8,2186.0,1431.0,1248.4,6017.2,1292.7,3272.1,1342.7,2348.2,8255.7
1.02,"['0015_337.0', '0060_000.8', '0084_081.7', '0089_408.1', '0126_007.7', 'WFRC_8006', 'WFRC_8414']",7,42798.6,75742.0,56339.2,58879.7,233759.5,36582.7,56945.3,48219.0,50146.8,191893.8,1808.9,9197.1,3229.0,2760.4,16995.4,2579.2,4837.2,3025.5,2699.9,13141.8,1827.8,4762.4,1865.7,3272.6,11728.5
1.03,"['0108_000.1', '0126_004.6', '0193_003.8', '1470_000.4']",4,15407.4,27680.4,21766.7,23486.8,88341.3,13520.5,22909.5,19203.0,20988.6,76621.6,660.0,3129.0,1138.8,928.6,5856.4,1053.3,1275.3,1221.7,1169.7,4720.0,173.6,366.6,203.2,399.9,1143.3
1.04,"['0015_319.5', '0067_007.3', '1428_001.7']",3,36192.2,67137.8,48146.4,49462.3,200938.7,31102.0,48106.0,41027.7,43166.9,163402.6,2343.3,11672.2,4083.5,3516.2,21615.2,986.2,2616.0,1165.3,467.1,5234.6,1760.7,4743.6,1869.9,2312.1,10686.3
1.05,"['0015_311.8', '0068_062.6', '0089_383.5', '0215_025.7', '2338_001.9']",5,53871.0,101027.4,73158.1,79805.4,307861.9,45998.4,74950.8,62364.3,68223.2,251536.7,3164.0,15875.3,5620.4,4826.6,29486.3,2598.3,4908.3,3115.9,2796.5,13419.0,2110.3,5293.0,2057.5,3959.1,13419.9
2.01,"['0080_113.3', '0201_010.8', '2250_000.0', '2290_000.0', 'WFRC_8256', 'WFRC_8257']",6,32532.9,56260.5,41697.0,45796.8,176287.2,28749.1,44098.6,36332.6,40264.4,149444.7,1222.6,6208.8,2074.2,1797.5,11303.1,1701.8,3559.3,2214.9,1986.5,9462.5,859.4,2393.8,1075.3,1748.4,6076.9
2.02,"['0080_117.7', '0201_015.3', '2250_004.6', '2254_001.0', '2269_000.0', '2290_004.6', '2292_001.1', '2322_000.7', '2330_001.0']",9,44239.7,88849.7,62857.3,69999.6,265946.3,37887.4,68818.7,54017.9,61200.7,221924.7,2171.0,11163.0,3991.8,3480.1,20805.9,3075.8,5858.7,3704.8,3122.0,15761.3,1105.5,3009.3,1142.8,2196.8,7454.4
2.03,"['0015_305.2', '0071_020.6', '0089_376.8', '0186_006.9', '2076_005.1', '2128_006.5', '2148_004.3', '2176_002.3', '2178_004.1', '2180_004.7', '2204_002.5', '2258_002.4', '2264_003.2', '2266_006.7', '2274_000.6', '2282_000.5', '2284_000.5', 'WFRC_8409']",18,85311.2,169248.7,119982.9,132990.5,507533.3,75106.8,134661.2,106015.2,118110.6,433893.8,4301.8,22331.7,7557.8,6908.2,41099.5,4183.5,7815.2,4704.3,4578.0,21281.0,1719.1,4440.6,1705.6,3393.7,11259.0
2.04,"['0068_054.8', '0111_009.6', '0154_019.5', '0172_004.5', '0215_017.5', '2040_016.1', '2094_011.5', '2151_001.5', '2154_003.7', '2156_012.1', '2164_003.5', '2168_002.6', '2238_001.5', 'WFRC_8155']",14,68994.8,117670.0,92757.0,96718.8,376140.6,62369.6,97618.8,83743.4,88875.5,332607.3,2741.3,12753.7,4780.4,3590.5,23865.9,3157.0,5658.6,3665.0,3073.1,15553.7,726.9,1638.9,568.2,1179.7,4113.7
2.05,"['0071_018.3', '0089_374.5', '0215_000.7', '2076_003.0', '2148_002.0', '2178_001.8', '2180_002.4', '2186_004.6', '2191_000.0', '2194_001.8', '2204_000.0', '2214_000.0', '2264_000.9', '2266_004.3']",14,43339.4,81619.2,62034.7,60943.2,247936.5,39308.5,68897.0,56253.9,56451.0,220910.4,1642.5,8317.0,3108.3,2262.8,15330.6,1979.1,3394.2,2286.2,1596.7,9256.2,409.3,1011.0,386.3,632.7,2439.3
