Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,        4994.62,        1345.83,       17565.89,        3028.04,        1089.46,        9536.54,       13541.54,              0,              0,              0,              0,           0.24,              0,              0,              0,       65611.21,         917.14,        1859.44,         473.30,         258.24,        1021.81,          75.77,         781.04,        1982.30,          59.55,          37.42,         182.49,         175.01,          31.56,         963.19,          38.36,          38.95,         169.56
         3,       13637.46,       11625.57,      169330.01,       30309.68,       10532.71,       27136.60,       51844.94,              0,              0,              0,              0,              0,              0,              0,              0,       94817.73,        1627.14,        3880.89,         770.04,         365.38,        2079.03,         153.45,        2770.15,        4517.38,         182.18,          80.19,         453.71,         478.40,         206.48,        1960.45,         157.03,         149.70,         562.80
         4,       21518.29,       21975.33,      177641.95,       23200.48,       10268.01,       24532.63,       81066.54,           0.06,              0,              0,              0,           8.11,              0,           0.01,              0,       65969.97,        2483.46,        5716.72,        1157.11,         593.44,        2659.31,         282.71,        3186.00,        3821.80,         139.36,          31.01,         321.98,         302.91,         198.13,         810.56,          59.81,          54.46,         234.07
         5,       30961.03,       42444.78,      305157.74,       53968.11,       25122.47,       28811.80,       90766.97,           0.47,              0,           0.27,           0.07,          28.87,              0,           0.32,           0.23,       43788.83,        2332.96,        5879.19,        1067.13,         500.79,        2664.21,         144.68,        2601.89,        4188.53,         120.61,          43.69,         343.02,         184.53,         196.49,         717.54,          47.31,          43.84,         218.98
         6,       37309.90,       52662.74,      300881.46,       50143.76,       27566.95,       30982.75,       98139.21,           1.53,              0,           0.24,              0,          53.83,              0,           0.47,           0.15,       11135.97,        2575.73,        6512.29,        1193.94,         568.66,        2822.10,          73.63,        2024.87,        6058.19,         115.07,          67.19,         508.07,         103.77,         253.86,        1163.03,          59.71,          51.28,         270.68
         7,       49261.34,       70109.96,      327071.22,       39389.12,       26117.67,       43600.50,      132194.14,           0.35,              0,           1.59,           0.44,          23.37,              0,           0.90,           0.59,       10276.77,        3503.91,        9075.76,        1614.47,         812.09,        3661.65,         100.41,        2577.89,        6152.32,         132.94,          61.65,         526.27,         150.56,         210.16,        1239.92,          81.86,          57.22,         256.52
         8,       49847.63,       71684.89,      313451.81,       22318.74,       23667.89,       42465.18,      120435.94,           6.85,              0,           1.37,           0.46,          95.92,              0,           2.02,           0.24,        7646.22,        3465.47,        8800.70,        1557.74,         744.24,        3510.63,         132.97,        3240.31,        5479.99,         172.30,          56.36,         452.87,         149.34,          96.90,        1019.41,          67.10,          43.54,         183.63
         9,       47416.56,       71037.33,      300237.61,       16502.91,       27193.94,       36622.41,      105091.19,          60.74,              0,           6.54,           1.98,         286.58,              0,           6.80,           2.88,        6777.71,        2966.59,        7971.64,        1450.51,         685.50,        3216.01,         148.18,        3421.35,        5169.05,         190.69,          50.77,         422.38,         202.26,         141.85,        1023.91,         103.92,          67.02,         246.54
        10,       47704.60,       65430.80,      277745.74,       14516.40,       28715.35,       34823.81,       96098.26,         222.68,              0,           9.17,           2.27,         286.86,              0,          17.58,           4.86,        6594.46,        2804.50,        7655.97,        1417.79,         626.29,        3089.12,         163.31,        3573.48,        4526.03,         204.03,          44.29,         369.37,         185.73,         107.39,         856.18,          73.58,          48.36,         186.62
        11,       49696.83,       63351.85,      247405.81,       16229.63,       31249.53,       38586.92,       96353.66,         239.90,              0,           7.77,           1.50,         341.96,              0,          13.96,           2.87,        6398.07,        3172.68,        8304.10,        1512.84,         711.35,        3234.46,         158.89,        3623.40,        4334.33,         177.42,          40.33,         338.15,         203.27,         118.44,         909.45,          87.40,          58.07,         210.92
        12,       49929.36,       57257.47,      224540.97,       15582.39,       28817.82,       36679.16,       87681.42,         715.60,              0,          50.94,           4.50,         653.17,              0,          56.14,           5.01,        5654.06,        2711.10,        7554.99,        1375.17,         628.30,        2902.91,         125.67,        3500.97,        4224.84,         182.54,          44.74,         330.85,         191.90,          90.99,         804.09,          66.05,          44.66,         166.22
        13,       45270.08,       48350.15,      201426.30,       13274.82,       19456.43,       27586.77,       67455.85,         712.02,              0,         125.40,           9.30,         447.97,              0,         146.88,          11.95,        5185.16,        2645.98,        6938.04,        1334.61,         548.49,        2730.52,         118.27,        3558.18,        4182.00,         195.13,          42.88,         320.60,         223.96,         101.19,         873.50,          78.88,          53.18,         194.89
        14,       45669.18,       42388.75,      176733.90,       10810.82,       12103.97,       21565.81,       54078.15,        1194.03,              0,          50.98,           4.87,         928.81,              0,          63.26,           8.96,        4849.44,        2336.07,        6265.87,        1260.23,         515.89,        2517.56,         105.39,        3272.77,        3769.95,         180.47,          37.25,         291.78,         209.71,          97.10,         836.40,          68.90,          46.89,         173.43
        15,       45827.69,       35857.08,      162257.38,        6430.24,       10684.14,       33601.19,       68248.22,        1146.22,              0,          68.62,           4.39,        1187.18,              0,          83.06,           8.44,        4237.67,        2197.40,        6047.69,        1149.64,         475.89,        2325.19,         110.68,        3530.06,        3471.33,         199.79,          43.97,         277.70,         214.42,          78.90,         710.42,          61.40,          41.54,         161.78
