TAZID,CO_TAZID,CO_FIPS,SUBAREAID,AREATYPE,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A
1,30001,3,1,1,78.7,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,30002,3,1,1,213.6,151.2,126.3,57.8,5.4,9.4,20.5,0.1,13.1,0.0,73.5,49.5,5.3,0.0,5.4,0.0,2.0,2.0,6.5,6.1,0.0,0.0,0.0,0.0,5.4,0.0,0.0,9.4
3,30003,3,1,1,281.0,164.1,204.1,85.8,11.5,15.0,30.7,0.0,21.4,0.0,119.7,72.6,9.2,0.0,9.4,0.0,3.3,3.3,10.5,9.9,0.0,0.0,0.0,0.0,11.5,0.0,0.0,15.0
4,30004,3,1,1,67.5,63.2,6.8,3.2,0.6,0.6,1.1,0.0,0.8,0.0,4.1,2.9,0.3,0.0,0.4,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.6
5,30005,3,1,1,741.0,389.2,614.6,254.0,25.3,44.3,95.7,4.8,61.5,0.0,350.4,210.2,31.0,0.0,31.6,0.0,11.5,10.7,29.8,28.2,3.0,0.0,0.0,0.0,25.3,0.0,0.0,44.3
6,30006,3,1,1,98.5,103.5,25.6,28.6,1.5,5.4,3.4,8.5,2.6,0.0,14.8,17.7,1.2,0.0,1.3,0.0,1.2,1.2,1.1,1.2,0.0,0.0,0.0,0.0,1.5,0.0,0.0,5.4
7,30007,3,1,1,494.1,396.1,350.9,238.1,19.6,42.2,50.6,35.5,34.9,8.4,196.4,158.9,15.6,0.0,15.8,0.0,12.6,12.1,25.0,23.2,0.0,0.0,0.0,0.0,19.6,0.0,0.0,42.2
8,30008,3,1,2,743.7,550.8,593.3,377.2,41.9,74.6,73.9,40.8,47.8,69.9,274.8,172.9,24.5,0.0,25.1,0.0,21.2,19.8,77.0,73.7,48.0,0.0,1.0,0.0,41.9,0.0,0.0,74.6
9,30009,3,1,1,406.7,555.6,142.2,273.4,22.1,44.8,19.0,98.6,13.1,0.0,74.5,151.8,5.8,0.0,5.9,0.0,16.7,15.8,7.4,7.2,0.0,0.0,0.0,0.0,22.1,0.0,0.0,44.8
10,30010,3,1,1,484.9,603.8,204.0,309.2,26.4,51.1,27.8,102.6,19.5,0.0,109.8,179.0,8.4,0.0,8.6,0.0,18.4,17.5,10.4,10.1,0.0,0.0,1.0,0.0,26.4,0.0,0.0,51.1
11,30011,3,1,1,193.7,127.9,70.4,28.5,12.4,4.7,11.5,0.0,7.0,0.0,40.9,24.9,3.7,0.0,3.7,0.0,0.8,0.8,2.8,2.8,0.0,0.0,0.0,0.0,12.4,0.0,0.0,4.7
12,30012,3,1,1,291.9,189.5,159.8,68.5,18.9,12.7,27.0,0.2,16.1,0.0,91.4,58.8,7.8,0.0,8.0,0.0,2.3,2.3,7.3,7.1,0.0,0.0,0.0,0.0,18.9,0.0,0.0,12.7
13,30013,3,1,2,109.3,108.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,30014,3,1,2,109.3,109.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,30015,3,1,1,573.6,1220.2,65.0,616.9,1.3,114.4,1.3,367.3,1.0,0.0,5.1,196.3,0.4,0.0,0.5,0.0,55.2,51.6,1.6,1.7,0.0,0.0,0.0,0.0,1.3,0.0,0.0,114.4
16,30016,3,1,2,275.1,542.0,23.1,251.2,1.6,45.0,1.2,99.0,1.0,0.0,4.8,137.8,0.4,0.0,0.4,0.0,14.3,13.2,1.1,1.2,0.0,0.0,0.0,0.0,1.6,0.0,0.0,45.0
17,30017,3,1,1,143.4,122.2,29.3,11.8,4.1,2.0,4.6,0.0,3.1,0.0,17.1,10.3,1.6,0.0,1.7,0.0,0.3,0.3,1.1,1.1,0.0,0.0,0.0,0.0,4.1,0.0,0.0,2.0
18,30018,3,1,1,1254.7,2846.3,172.4,1522.3,0.0,268.4,0.0,1107.5,0.0,0.0,1.0,257.7,0.0,0.0,0.0,0.0,168.2,154.9,2.2,2.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,268.4
19,30019,3,1,2,3036.6,1544.0,2452.3,1138.3,389.3,203.8,372.2,18.3,230.9,61.3,1373.1,851.3,126.5,0.0,129.2,0.0,56.9,52.7,161.4,154.7,0.0,0.0,2.0,0.0,389.3,0.0,0.0,203.8
20,30020,3,1,3,1748.1,1482.0,1342.8,1031.9,153.3,196.4,221.5,142.8,140.0,52.5,717.1,668.2,42.1,0.0,43.1,0.0,60.7,56.2,117.4,112.2,0.0,0.0,1.0,0.0,153.3,0.0,0.0,196.4
21,30021,3,1,2,741.5,1698.0,117.6,910.2,0.0,174.9,0.0,758.2,0.0,0.0,1.0,45.7,0.0,0.0,0.0,0.0,115.3,105.9,0.4,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,174.9
22,30022,3,1,2,113.4,122.4,20.4,25.8,3.2,5.2,2.8,15.6,2.0,0.0,10.6,7.2,1.0,0.0,1.0,0.0,2.3,2.2,0.8,0.8,0.0,0.0,0.0,0.0,3.2,0.0,0.0,5.2
23,30023,3,1,2,205.8,312.2,40.9,127.2,6.1,24.5,4.6,71.8,3.1,0.0,17.5,43.7,1.7,0.0,1.7,0.0,10.7,10.0,1.6,1.6,0.0,0.0,0.0,0.0,6.1,0.0,0.0,24.5
24,30024,3,1,2,1783.4,832.0,1418.4,591.1,235.2,103.2,219.6,3.8,135.9,0.0,813.8,499.2,75.4,0.0,77.0,0.0,25.7,23.9,67.0,64.2,3.0,0.0,1.0,0.0,235.2,0.0,0.0,103.2
25,30025,3,1,3,3973.4,3115.3,3284.2,2541.9,456.0,332.5,468.4,151.5,313.0,21.8,1815.9,1303.1,164.4,735.7,167.8,0.0,116.6,108.0,231.2,221.7,6.0,0.0,1.0,0.0,456.0,0.0,0.0,332.5
26,30026,3,1,3,2561.3,2183.9,2014.6,1587.9,255.4,301.6,285.4,223.3,192.4,80.5,1059.0,979.9,76.4,0.0,77.9,0.0,107.1,98.8,214.3,205.4,1.0,0.0,1.0,0.0,255.4,0.0,0.0,301.6
27,30027,3,1,2,109.5,114.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,30028,3,1,2,224.0,400.4,30.0,168.7,1.6,35.4,1.5,144.9,1.0,0.0,5.0,3.6,0.4,0.0,0.4,0.0,21.4,19.8,0.4,0.4,0.0,0.0,0.0,0.0,1.6,0.0,0.0,35.4
29,30029,3,1,3,2890.4,1422.7,2384.0,1029.6,308.4,186.9,404.7,5.3,241.2,0.0,1334.5,869.4,110.8,0.0,113.1,0.0,45.5,42.2,117.2,112.6,16.0,0.0,1.0,0.0,308.4,0.0,0.0,186.9
30,30030,3,1,3,2840.5,2106.9,2345.6,1594.9,282.4,294.5,372.2,105.0,248.3,56.8,1300.9,1147.9,72.3,6.5,73.8,16.4,77.5,71.6,198.6,190.8,1.0,0.0,1.0,0.0,282.4,0.0,0.0,294.5
31,30031,3,1,3,2883.9,2718.7,2301.4,1962.8,219.0,393.5,284.3,290.6,192.3,133.0,1026.5,902.5,62.1,0.0,63.4,0.0,222.3,204.8,449.6,431.9,0.0,0.0,1.0,0.0,219.0,0.0,0.0,393.5
