I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,HBSch,HBO,NHB,TTUNIQUE,HBOthnTT,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk,IX_MD,XI_MD,XX_MD,IX_HV,XI_HV,XX_HV
         1,         1,   129059.91,    11066.71,     9722.43,    49993.86,     4142.02,     4111.75,           0,     7226.96,    17208.16,           0,           0,           0,    15771.99,     5695.10,     4122.65,           0,           0,     8253.77,    59716.05,    24435.25,           0,    49993.86,    12292.91,     1226.80,     7699.63,      472.68,    12668.69,      589.56,     1500.18,      278.35,      114.32,      620.96,       58.91,      757.18,     4323.58,      125.50,       86.95,      342.96,      467.78,      337.87,     2355.51,      201.12,      142.10,      618.39,           0,           0,           0,           0,           0,           0
         1,         2,      958.20,       69.37,        5.32,      386.54,           0,           0,           0,       83.81,      161.59,           0,           0,           0,      183.25,       52.31,       16.41,           0,           0,           0,      391.82,      245.38,           0,      386.54,       76.65,        7.34,       87.19,        3.41,      144.36,        7.23,       20.71,        2.65,        0.84,        7.46,        0.13,        3.06,       45.96,        0.70,        0.45,        2.02,        2.23,        1.07,       10.11,        0.65,        0.27,        2.08,           0,           0,           0,           0,           0,           0
         1,         3,        0.54,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.54,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.54,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         4,     9484.44,     1855.65,      443.73,     3494.64,      240.05,      340.48,           0,      638.21,      891.23,           0,           0,           0,      444.56,      618.44,      518.14,           0,           0,      580.53,     3938.32,     1529.35,           0,     3494.64,     2068.78,      213.18,      668.75,       30.16,      145.38,       41.82,      166.46,       29.16,        7.82,       53.92,        3.24,       77.00,      478.04,       18.82,       12.07,       29.27,       81.57,       61.44,      205.87,       55.51,       30.46,       83.29,           0,           0,           0,           0,           0,           0
         1,         5,     4785.99,     1237.69,       85.75,     1428.99,       14.74,       25.70,      217.00,      415.91,      412.19,           0,           0,           0,      194.61,      410.47,      345.37,           0,           0,       40.44,     1514.64,      827.67,           0,     1428.99,     1396.47,      160.31,      442.84,       26.94,       10.67,       24.81,      100.72,       21.98,        6.75,       29.68,        3.78,       53.75,      308.63,       13.69,        9.28,       21.34,       46.96,       37.07,      166.55,       30.27,       14.08,       50.44,           0,           0,           0,           0,           0,           0
         1,         6,        7.28,        0.07,           0,        2.06,           0,           0,           0,        0.04,        0.11,           0,           0,           0,        4.96,        0.04,           0,           0,           0,           0,        2.06,        0.15,           0,        2.06,        0.07,           0,        0.04,           0,        4.96,           0,           0,           0,           0,           0,           0,           0,        0.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         7,        0.11,        0.01,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,           0,           0,           0,           0,           0,        0.05,           0,           0,        0.05,        0.01,           0,           0,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         8,     2853.52,      909.90,       13.28,      873.77,       12.93,       26.94,       24.00,      379.95,      328.73,           0,           0,           0,      211.39,       39.49,       34.32,           0,           0,       39.86,      887.05,      708.44,           0,      873.77,     1050.52,      141.57,      405.59,       25.95,        1.63,       26.64,      116.79,       24.19,        7.35,       34.78,           0,        2.62,       32.60,        0.20,        0.24,        3.83,        8.76,        2.91,       15.94,        2.63,        1.01,        3.07,           0,           0,           0,           0,           0,           0
         1,         9,      641.34,      163.40,       13.84,      209.86,        1.76,        1.88,           0,       76.55,       73.86,           0,           0,           0,       69.32,       13.37,       17.57,           0,           0,        3.64,      223.69,      150.40,           0,      209.86,      184.36,       20.61,       78.77,        2.27,           0,        6.90,       39.57,       10.51,        2.96,        9.37,           0,        0.63,       10.77,           0,        0.04,        1.93,        1.37,        1.36,       11.44,        1.01,        0.56,        1.83,           0,           0,           0,           0,           0,           0
         1,        10,        0.52,           0,           0,        0.51,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.51,        0.01,           0,        0.51,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
