Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,        4978.56,        1339.84,       17499.01,        3020.89,        1086.78,        9500.23,       13486.72,              0,              0,              0,              0,           0.24,              0,              0,              0,       65502.78,         913.58,        1851.63,         471.67,         257.41,        1017.81,          73.23,         779.87,        1865.22,          59.78,          36.92,         168.12,         174.75,          30.98,         965.63,          37.48,          38.10,         168.09
         3,       13591.36,       11581.64,      168751.25,       30246.85,       10513.71,       27036.17,       51650.60,              0,              0,              0,              0,              0,              0,              0,              0,       94721.19,        1620.36,        3865.30,         767.54,         364.18,        2070.92,         147.08,        2740.87,        4141.56,         180.06,          75.38,         388.56,         499.04,         208.27,        1992.18,         156.52,         150.13,         567.61
         4,       21548.89,       21932.74,      177162.42,       23235.58,       10302.17,       24447.90,       80875.27,           0.06,              0,              0,              0,           8.03,              0,           0.01,              0,       65950.01,        2474.85,        5700.29,        1154.58,         591.41,        2651.14,         276.00,        3186.19,        3523.77,         140.04,          29.03,         287.54,         317.94,         201.97,         856.30,          60.05,          55.20,         240.05
         5,       30997.93,       42362.17,      304733.21,       53936.78,       25224.05,       28737.51,       90463.74,           0.45,              0,           0.27,           0.08,          27.82,              0,           0.30,           0.25,       43793.07,        2342.47,        5897.86,        1073.86,         505.61,        2677.18,         140.36,        2552.37,        3767.36,         110.84,          37.14,         283.43,         200.36,         205.34,         768.31,          48.87,          45.87,         230.68
         6,       37413.04,       52729.55,      301946.91,       50415.18,       27450.89,       30928.56,       98151.03,           1.46,              0,           0.24,              0,          53.23,              0,           0.46,           0.16,       11154.71,        2577.04,        6513.41,        1194.58,         566.62,        2819.81,          71.00,        2020.03,        5583.53,         115.68,          64.68,         454.09,         107.73,         254.42,        1181.49,          58.99,          51.32,         272.50
         7,       49356.02,       70459.66,      327455.12,       39235.50,       26312.47,       43818.45,      132474.99,           0.35,              0,           1.58,           0.44,          22.79,              0,           0.90,           0.58,       10298.37,        3513.96,        9101.24,        1620.81,         814.94,        3673.91,         103.31,        2849.60,        5670.03,         148.80,          57.70,         460.22,         164.08,         214.43,        1298.34,          84.58,          59.27,         267.23
         8,       49903.78,       71725.62,      312719.93,       22278.36,       23751.11,       42499.51,      120225.68,           6.58,              0,           1.04,              0,          94.96,              0,           1.92,           0.26,        7664.24,        3450.44,        8784.69,        1554.49,         741.95,        3501.07,         123.17,        2987.99,        4938.41,         156.85,          50.95,         384.95,         156.17,          96.48,        1049.39,          66.12,          42.91,         184.12
         9,       47951.12,       71072.79,      300721.67,       16532.28,       27116.23,       36756.77,      105924.66,          58.20,              0,           6.80,           2.61,         274.89,              0,           7.33,           3.03,        6807.49,        2985.60,        8016.88,        1458.39,         687.53,        3232.29,         145.97,        3477.66,        4733.68,         194.72,          47.83,         365.44,         216.86,         142.99,        1068.51,         104.01,          67.34,         251.92
        10,       47793.98,       65554.11,      278419.85,       14505.15,       28686.49,       34796.47,       95437.69,         238.78,              0,           8.84,           2.05,         309.47,              0,          16.63,           4.76,        6618.36,        2843.19,        7773.46,        1438.24,         644.73,        3136.54,         160.15,        3531.63,        4151.08,         202.86,          40.45,         314.23,         201.33,         108.87,         906.23,          73.59,          49.17,         191.51
        11,       49682.82,       63453.72,      248582.63,       16324.31,       31372.13,       38752.86,       97494.65,         205.49,              0,           7.41,           1.28,         286.69,              0,          13.27,           2.55,        6390.20,        3150.63,        8226.59,        1501.90,         698.30,        3206.76,         158.98,        3695.85,        3975.36,         182.34,          38.02,         286.96,         225.56,         120.89,         978.31,          88.12,          59.02,         218.09
        12,       50056.65,       57176.34,      223899.91,       15570.21,       29149.19,       36770.63,       87796.75,         684.52,              0,          50.01,           4.24,         627.76,              0,          55.90,           5.72,        5666.38,        2704.19,        7556.77,        1373.32,         628.84,        2899.75,         122.00,        3459.23,        3848.47,         182.74,          42.38,         284.47,         221.89,          96.55,         877.78,          70.00,          47.95,         179.96
        13,       45879.60,       48403.69,      202369.71,       13290.66,       19061.86,       27577.81,       67043.16,         643.33,              0,         121.45,           2.49,         415.57,              0,         118.09,           4.56,        5203.76,        2668.93,        6984.46,        1343.34,         551.09,        2746.32,         117.65,        3592.11,        3806.21,         197.43,          39.78,         275.91,         243.82,         100.03,         929.30,          76.52,          52.07,         196.90
        14,       45794.01,       42478.60,      176848.76,       10716.93,       12149.06,       21786.68,       54120.72,        1079.41,              0,          55.78,          12.91,         872.24,              0,          81.44,          14.87,        4879.20,        2339.21,        6278.66,        1265.37,         514.90,        2525.14,         105.24,        3411.61,        3491.26,         187.94,          35.66,         253.69,         233.81,         100.27,         900.65,          71.07,          48.76,         183.72
        15,       46105.30,       35876.65,      162414.66,        6502.86,       10697.07,       33393.28,       68681.26,        1056.44,              0,          59.08,           2.59,        1169.92,              0,          79.35,           7.24,        4242.77,        2218.25,        6085.31,        1160.78,         482.76,        2344.07,         109.83,        3439.32,        3168.44,         196.20,          40.71,         237.59,         240.32,          82.20,         767.53,          63.56,          43.97,         172.71
