I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,TOT
    1,    1,  10838.53,         0,   8253.77,  59716.29,  24435.12,         0,         0,         0,  15771.99,   5695.10,   4122.65,         0,         0, 128833.45
    1,    2,     46.03,         0,         0,    391.86,    245.40,         0,         0,         0,    183.25,     52.31,     16.41,         0,         0,    935.26
    1,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.54,         0,         0,         0,         0,      0.54
    1,    4,   1967.00,         0,    580.53,   3938.37,   1529.44,         0,         0,         0,    444.56,    618.44,    518.14,         0,         0,   9596.48
    1,    5,   1249.71,    217.00,     40.44,   1514.74,    828.10,         0,         0,         0,    194.61,    410.47,    345.37,         0,         0,   4800.44
    1,    6,      0.02,         0,         0,      2.06,      0.15,         0,         0,         0,      4.96,      0.04,         0,         0,         0,      7.23
    1,    7,         0,         0,         0,      0.05,         0,         0,         0,         0,      0.05,         0,         0,         0,         0,      0.10
    1,    8,   1001.10,     24.00,     39.87,    887.05,    708.68,         0,         0,         0,    211.39,     39.49,     34.32,         0,         0,   2945.90
    1,    9,    222.56,         0,      3.64,    223.70,    150.41,         0,         0,         0,     69.32,     13.37,     17.57,         0,         0,    700.57
    1,   10,         0,         0,         0,      0.51,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.52
    1,   11,     88.26,         0,         0,     70.91,     10.51,         0,         0,         0,     15.67,     29.12,     18.74,         0,         0,    233.21
    1,   12,    287.96,      9.00,      0.09,    462.25,     74.55,         0,         0,         0,     70.65,    121.01,     72.05,         0,         0,   1097.56
    1,   13,    110.31,      2.00,         0,    183.58,     40.21,         0,         0,         0,     21.89,     23.06,      7.93,         0,         0,    388.98
    1,   14,    269.96,      7.00,         0,    430.29,     98.44,         0,         0,         0,     51.11,     77.24,     28.59,         0,         0,    962.63
    1,   15,      4.21,         0,         0,      0.73,         0,         0,         0,         0,      0.35,      2.49,      4.93,         0,         0,     12.71
    1,   16,     45.19,         0,         0,     29.63,      5.26,         0,         0,         0,     12.44,     22.86,     25.40,         0,         0,    140.78
    1,   17,     42.39,         0,         0,     39.20,      5.72,         0,         0,         0,     12.82,     19.37,     15.77,         0,         0,    135.27
    1,   18,      0.44,         0,         0,      0.06,         0,         0,         0,         0,      0.06,         0,      0.01,         0,         0,      0.57
    1,   19,      0.24,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.14,         0,         0,      0.38
    1,   20,     11.97,         0,         0,         0,         0,         0,         0,         0,      0.30,      3.00,     10.49,         0,         0,     25.76
    1,   21,      7.60,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,      2.82,         0,         0,     15.42
    1,   22,      0.90,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.33,         0,         0,      2.23
    1,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   27,         0,         0,         0,         0,         0,   8121.65,         0,         0,         0,         0,         0,    511.55,    230.43,   8863.63
    2,    1,    490.20,         0,    616.11,   1771.43,    247.30,         0,         0,         0,    311.11,     51.49,     17.25,         0,         0,   3504.89
    2,    2,    114.56,         0,         0,   1679.18,    330.89,         0,         0,         0,    808.64,     29.24,      3.90,         0,         0,   2966.41
    2,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.04,         0,         0,         0,         0,      0.04
    2,    4,    124.13,         0,     48.04,    218.22,     68.50,         0,         0,         0,     52.08,     23.98,      8.33,         0,         0,    543.28
    2,    5,     87.81,         0,     15.95,    154.29,     44.47,         0,         0,         0,     15.89,     17.17,      6.57,         0,         0,    342.15
    2,    6,         0,         0,         0,      0.28,      0.02,         0,         0,         0,      1.22,         0,         0,         0,         0,      1.52
    2,    7,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
    2,    8,     77.23,         0,     20.61,    104.82,     35.68,         0,         0,         0,     14.04,      2.03,      0.54,         0,         0,    254.95
    2,    9,     19.55,         0,      3.71,     42.26,     10.87,         0,         0,         0,      5.51,      0.88,      0.30,         0,         0,     83.08
    2,   10,         0,         0,         0,      0.11,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.11
    2,   11,      8.65,         0,         0,      7.86,      0.34,         0,         0,         0,      0.97,      0.82,      0.34,         0,         0,     18.98
    2,   12,     28.08,         0,         0,     45.11,      3.36,         0,         0,         0,      5.02,      3.63,      1.31,         0,         0,     86.51
    2,   13,      9.78,         0,         0,     28.84,      2.36,         0,         0,         0,      1.76,      0.82,      0.14,         0,         0,     43.70
    2,   14,     26.71,         0,         0,     52.59,      3.55,         0,         0,         0,      4.29,      2.48,      0.48,         0,         0,     90.10
    2,   15,      0.62,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,      0.12,         0,         0,      0.76
    2,   16,      5.49,         0,         0,      0.49,         0,         0,         0,         0,      0.85,      0.36,      0.46,         0,         0,      7.65
    2,   17,      5.04,         0,         0,      0.29,         0,         0,         0,         0,      0.94,      0.40,      0.31,         0,         0,      6.98
    2,   18,      0.07,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.07
    2,   19,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.05
    2,   20,      2.19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      2.19
    2,   21,      1.63,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.63
    2,   22,      0.43,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.43
    2,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   25,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.01
    2,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   27,         0,         0,         0,         0,         0,    309.54,         0,         0,         0,         0,         0,      3.16,      1.52,    314.22
    3,    1,         0,         0,         0,         0,         0,         0,         0,         0,      0.94,         0,         0,         0,         0,      0.94
    3,    2,         0,         0,         0,         0,         0,         0,         0,         0,      0.04,         0,         0,         0,         0,      0.04
    3,    3,         0,         0,         0,         0,         0,         0,         0,         0,     20.09,         0,         0,         0,         0,     20.09
    3,    4,         0,         0,         0,         0,         0,         0,         0,         0,     72.30,         0,         0,         0,         0,     72.30
    3,    5,         0,         0,         0,         0,         0,         0,         0,         0,      8.23,         0,         0,         0,         0,      8.23
    3,    6,         0,         0,         0,         0,         0,         0,         0,         0,      0.08,         0,         0,         0,         0,      0.08
    3,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,    8,         0,         0,         0,         0,         0,         0,         0,         0,      2.67,         0,         0,         0,         0,      2.67
    3,    9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   11,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   12,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   14,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   15,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   16,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   17,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   18,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   20,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   22,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   27,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    4,    1,   2971.98,         0,     66.97,   2413.64,   1132.70,         0,         0,         0,    375.81,    582.95,    495.23,         0,         0,   8039.28
    4,    2,     21.16,         0,         0,     42.49,     46.46,         0,         0,         0,     36.14,     23.12,      7.66,         0,         0,    177.03
    4,    3,         0,         0,         0,         0,         0,         0,         0,         0,     64.28,         0,         0,         0,         0,     64.28
    4,    4,  40245.48,         0,  40260.39, 253826.50,  72626.77,         0,         0,         0,  40521.85,  11339.04,   8676.58,         0,         0, 467496.61
    4,    5,  27919.08,   2898.00,   3937.23,  75844.44,  23524.65,         0,         0,         0,   4597.59,   4158.47,   3237.77,         0,         0, 146117.23
    4,    6,      2.92,         0,         0,     79.66,      9.40,         0,         0,         0,     85.18,      0.80,      0.12,         0,         0,    178.08
    4,    7,      1.15,         0,         0,      1.26,      0.28,         0,         0,         0,     46.48,         0,         0,         0,         0,     49.17
    4,    8,  19429.73,    422.00,   2242.43,  34351.22,  11739.62,         0,         0,         0,   2605.29,    270.62,    209.52,         0,         0,  71270.43
    4,    9,   2873.57,         0,     72.83,   2165.79,   1433.66,         0,         0,         0,    458.79,     65.95,     70.20,         0,         0,   7140.79
    4,   10,         0,         0,         0,      4.88,      0.26,         0,         0,         0,      2.67,         0,         0,         0,         0,      7.81
    4,   11,    867.89,         0,      0.08,    529.61,    118.40,         0,         0,         0,    106.98,    128.83,     56.41,         0,         0,   1808.20
    4,   12,   3004.80,     41.00,      2.87,   2743.79,    700.78,         0,         0,         0,    470.15,    508.35,    216.87,         0,         0,   7688.61
    4,   13,   1351.25,      2.00,         0,   1159.97,    299.49,         0,         0,         0,    141.29,    103.25,     30.47,         0,         0,   3087.72
    4,   14,   2877.84,    234.00,      1.48,   3001.66,    951.37,         0,         0,         0,    409.46,    375.49,     90.39,         0,         0,   7941.69
    4,   15,     47.00,         0,      0.01,     41.67,     20.33,         0,         0,         0,     20.45,     42.76,     12.99,         0,         0,    185.21
    4,   16,    476.55,      1.00,      0.19,    528.17,    276.18,         0,         0,         0,    183.11,    183.34,     72.22,         0,         0,   1720.76
    4,   17,    436.05,         0,      0.03,    620.23,    258.74,         0,         0,         0,    168.56,    143.28,     45.44,         0,         0,   1672.33
    4,   18,      5.22,         0,         0,      7.16,      4.31,         0,         0,         0,      3.40,      1.24,      0.03,         0,         0,     21.36
    4,   19,      2.21,         0,         0,         0,         0,         0,         0,         0,      0.07,      1.04,      0.78,         0,         0,      4.10
    4,   20,    142.03,         0,         0,     32.96,     26.35,         0,         0,         0,     45.61,    159.27,     36.22,         0,         0,    442.44
    4,   21,     88.78,     80.00,         0,      0.33,      0.16,         0,         0,         0,      8.94,     35.93,     24.91,         0,         0,    239.05
    4,   22,     13.84,         0,         0,         0,         0,         0,         0,         0,      0.32,      0.41,     10.89,         0,         0,     25.46
    4,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    4,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.03,         0,         0,      0.03
