Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           0.24,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,       10344.29,        5936.95,       86204.24,       17404.21,        5837.83,       25816.78,       42596.64,              0,              0,              0,              0,              0,              0,              0,              0,      105757.32,        1451.16,        3145.06,         740.06,         373.33,        1704.42,         145.93,        2014.09,        4402.62,         150.31,          82.11,         413.38,         385.41,         123.01,        2218.90,         119.89,         115.37,         456.73
         3,       16484.57,       17127.89,      207129.07,       32644.00,       12785.13,       19346.99,       48110.74,           0.47,              0,           0.27,           0.03,          22.74,              0,           0.31,           0.02,       73531.59,        1662.58,        4134.21,         798.59,         421.30,        2169.27,         162.66,        3037.92,        2696.89,         178.75,          43.14,         227.00,         499.44,         208.94,         955.20,         111.07,         109.38,         425.30
         4,       39101.94,       58211.96,      419902.99,       72164.97,       35234.26,       40851.97,      140511.51,           1.50,              0,           1.82,           0.05,          66.34,              0,           1.36,           0.50,       79739.66,        3258.08,        7737.01,        1488.70,         674.82,        3483.52,         287.56,        3385.09,        5892.51,         133.24,          48.00,         449.79,         273.30,         291.38,        1241.57,          68.11,          60.45,         292.14
         5,       45250.01,       73145.37,      416609.14,       60533.99,       38239.69,       41144.26,      122123.42,          33.41,              0,           3.53,           0.44,         211.06,              0,           4.13,           0.47,       19527.91,        2888.55,        7212.02,        1286.33,         587.16,        3183.13,          98.69,        2693.23,        6165.76,         142.15,          70.11,         483.65,         139.88,         309.28,        1345.70,          78.24,          67.16,         323.90
         6,       65097.71,      103379.06,      462188.21,       38654.04,       35922.53,       60038.31,      180842.28,         233.61,              0,          48.72,           2.78,         501.48,              0,          57.91,           5.36,       12755.59,        4073.05,       10506.50,        1891.92,         900.73,        4286.55,         135.54,        3522.91,        7432.53,         187.08,          75.86,         611.27,         198.72,         223.63,        1590.71,         100.74,          68.71,         316.90
         7,       69140.32,      104806.57,      450372.71,       26705.03,       43919.14,       59597.58,      167001.60,         510.23,              0,          60.81,           6.58,         539.00,              0,          64.74,           9.21,        9972.17,        4499.13,       11520.80,        2037.13,        1011.92,        4604.02,         186.86,        4604.79,        7180.41,         246.96,          75.32,         564.77,         274.54,         186.27,        1528.22,         132.40,          84.26,         324.25
         8,       67998.85,      100978.23,      393509.56,       24912.68,       48135.01,       52542.81,      141683.15,        1894.77,              0,         128.98,          12.33,        1243.90,              0,         145.44,           8.31,        8729.02,        3745.43,       10069.37,        1858.59,         828.12,        4090.70,         208.70,        4801.23,        6228.31,         273.07,          61.99,         472.67,         293.87,         167.67,        1409.18,         117.15,          78.14,         308.17
         9,       71535.32,       89614.94,      340837.34,       22264.54,       36205.00,       52544.94,      131932.56,        2240.25,              0,         137.69,          10.07,        2695.87,              0,         183.73,          25.29,        8734.53,        3815.13,       10730.04,        1961.61,         898.74,        4187.37,         182.61,        4972.99,        5793.12,         267.24,          61.97,         435.51,         296.41,         153.09,        1329.98,         111.12,          74.17,         277.22
