I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,HBSch,HBO,NHB,TTUNIQUE,HBOthnTT,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk,IX_MD,XI_MD,XX_MD,IX_HV,XI_HV,XX_HV
         1,         1,   129426.91,    11196.15,     9725.69,    50310.77,     4140.36,     4106.64,           0,     7277.97,    17290.65,           0,           0,           0,    15662.98,     5398.59,     4318.58,           0,           0,     8246.98,    60036.09,    24568.66,           0,    50310.77,    12438.64,     1242.10,     7754.04,      475.84,    12638.91,      577.25,     1462.11,      268.00,      111.84,      604.84,       55.61,      729.65,     4097.94,      118.96,       79.56,      316.83,      490.72,      354.49,     2458.29,      212.03,      151.58,      651.58,           0,           0,           0,           0,           0,           0
         1,         2,      883.75,       69.26,        3.90,      345.38,           0,           0,           0,       81.31,      150.57,           0,           0,           0,      169.72,       46.83,       17.24,           0,           0,           0,      349.24,      231.84,           0,      345.38,       76.45,        7.26,       84.54,        3.29,      134.26,        6.65,       18.95,        2.36,        0.76,        6.77,        0.13,        2.89,       41.10,        0.66,        0.38,        1.67,        2.45,        1.14,       10.35,        0.71,        0.29,        2.31,           0,           0,           0,           0,           0,           0
         1,         3,        0.30,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.30,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.30,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         4,     9456.12,     1833.73,      436.32,     3338.63,      240.37,      341.71,           0,      637.06,      867.88,           0,           0,           0,      584.38,      643.54,      533.17,           0,           0,      582.07,     3774.95,     1504.82,           0,     3338.63,     2043.81,      210.10,      667.42,       30.11,      182.03,       56.72,      218.66,       41.78,       10.94,       74.24,        3.25,       80.75,      497.39,       20.05,       12.42,       29.65,       81.11,       65.40,      209.35,       58.97,       32.02,       86.34,           0,           0,           0,           0,           0,           0
         1,         5,     4833.36,     1202.46,       89.15,     1405.08,       15.26,       27.51,      217.00,      413.91,      405.36,           0,           0,           0,      269.54,      430.10,      361.33,           0,           0,       42.77,     1494.12,      818.60,           0,     1405.08,     1356.29,      155.53,      440.53,       26.81,       13.90,       35.42,      135.14,       32.32,        9.85,       42.92,        3.77,       57.35,      323.30,       14.15,        9.54,       21.98,       47.02,       39.89,      174.13,       32.52,       15.21,       52.58,           0,           0,           0,           0,           0,           0
         1,         6,        7.56,        0.06,           0,        2.02,           0,           0,           0,        0.04,        0.11,           0,           0,           0,        5.29,        0.04,           0,           0,           0,           0,        2.02,        0.15,           0,        2.02,        0.06,           0,        0.04,           0,        5.29,           0,           0,           0,           0,           0,           0,           0,        0.04,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         7,        0.06,        0.01,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,           0,           0,        0.05,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         8,     2810.30,      864.20,       14.79,      860.80,       14.26,       29.35,       24.00,      368.62,      318.49,           0,           0,           0,      195.24,      108.79,       13.55,           0,           0,       43.61,      875.58,      686.67,           0,      860.80,      996.55,      134.22,      393.17,       24.99,        0.85,       25.04,      108.22,       22.50,        6.89,       31.75,        0.08,        9.21,       85.39,        1.32,        1.51,       11.28,        3.73,        0.98,        6.64,        0.86,        0.34,        1.00,           0,           0,           0,           0,           0,           0
         1,         9,      652.31,      163.31,       15.40,      210.66,        1.73,        1.84,           0,       75.33,       72.36,           0,           0,           0,       63.01,       41.90,        6.93,           0,           0,        3.57,      226.04,      147.66,           0,      210.66,      184.28,       20.68,       77.52,        2.21,           0,        5.99,       36.37,        9.80,        2.63,        8.22,        0.01,        3.10,       32.37,        0.12,        0.70,        5.60,        0.39,        0.39,        5.07,        0.33,        0.17,        0.58,           0,           0,           0,           0,           0,           0
         1,        10,        0.53,           0,           0,        0.52,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.52,        0.01,           0,        0.52,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        11,      217.01,       87.85,        5.59,       61.01,           0,           0,           0,        6.58,        1.93,           0,           0,           0,       13.12,       26.00,       15.20,           0,           0,           0,       66.61,        8.46,           0,       61.01,       97.89,       10.00,        6.76,        0.28,           0,        0.63,        6.39,        2.77,        0.95,        2.38,           0,       16.16,        7.54,        2.00,        0.14,        0.19,           0,        1.60,        6.42,        1.27,        2.12,        3.79,           0,           0,           0,           0,           0,           0
         1,        12,     1033.10,      284.99,        9.70,      438.49,        0.12,           0,        9.00,       43.43,       20.28,           0,           0,           0,       59.42,      110.30,       57.82,           0,           0,        0.12,      448.18,       63.64,      168.00,      270.49,      318.17,       33.20,       44.28,        0.88,           0,        2.65,       30.36,       12.11,        4.13,       10.19,        0.02,       68.89,       32.91,        7.62,        0.39,        0.51,           0,        5.90,       29.09,        3.94,        6.40,       12.49,           0,           0,           0,           0,           0,           0
         1,        13,      386.39,      122.52,       10.23,      170.48,           0,           0,        2.00,       20.21,       15.47,           0,           0,           0,       18.43,       21.19,        5.96,           0,           0,           0,      180.70,       35.65,           0,      170.48,      144.23,       21.37,       20.39,        0.19,           0,        0.55,       11.05,        3.73,        1.09,        2.01,           0,       13.31,        6.86,        0.99,           0,        0.03,           0,        0.18,        4.59,        0.11,        0.13,        0.95,           0,           0,           0,           0,           0,           0
         1,        14,      932.98,      322.16,       13.29,      382.44,           0,           0,        7.00,       52.54,       25.21,           0,           0,           0,       40.70,       68.82,       21.72,           0,           0,           0,      395.73,       77.49,           0,      382.44,      355.88,       33.43,       55.03,        2.83,           0,        2.81,       23.22,        8.45,        1.09,        5.21,           0,       46.47,       20.46,        1.77,        0.01,        0.21,           0,        1.13,       16.29,        0.34,        0.61,        3.35,           0,           0,           0,           0,           0,           0
         1,        15,        8.28,        2.46,           0,        0.45,           0,           0,           0,           0,           0,           0,           0,           0,        0.18,        1.40,        3.79,           0,           0,           0,        0.45,           0,           0,        0.45,        2.47,        0.03,           0,           0,           0,           0,        0.04,        0.11,        0.01,        0.02,           0,        1.18,        0.19,        0.03,           0,           0,           0,        0.10,        1.45,        0.14,        0.35,        1.75,           0,           0,           0,           0,           0,           0
         1,        16,      107.42,       39.10,        1.26,       21.11,           0,           0,           0,        2.09,        0.52,           0,           0,           0,        7.90,       16.49,       19.16,           0,           0,           0,       22.37,        2.61,           0,       21.11,       41.79,        2.73,        2.09,           0,           0,           0,        4.05,        2.97,        0.27,        0.63,           0,       12.33,        3.77,        0.40,           0,           0,           0,        0.74,       11.48,        0.76,        1.60,        4.58,           0,           0,           0,           0,           0,           0
         1,        17,      105.81,       38.56,        1.61,       27.81,           0,           0,           0,        2.16,        0.52,           0,           0,           0,        8.40,       14.93,       12.05,           0,           0,           0,       29.42,        2.68,           0,       27.81,       41.75,        3.52,        2.16,           0,           0,           0,        4.78,        2.92,        0.18,        0.52,           0,       10.85,        3.72,        0.36,           0,           0,           0,        0.28,        8.36,        0.26,        0.58,        2.57,           0,           0,           0,           0,           0,           0
         1,        18,        0.18,        0.10,           0,        0.06,           0,           0,           0,           0,           0,           0,           0,           0,        0.02,           0,           0,           0,           0,           0,        0.06,           0,           0,        0.06,        0.10,           0,           0,           0,           0,           0,           0,        0.02,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        19,        0.14,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.14,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.07,        0.07,           0,           0,           0,           0,           0,           0,           0
         1,        20,       11.49,        1.80,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.08,        1.05,        8.56,           0,           0,           0,           0,           0,           0,           0,        1.91,        0.16,           0,           0,           0,           0,           0,        0.08,           0,           0,           0,           0,        1.05,           0,           0,           0,           0,        0.15,        1.84,        1.58,        2.25,        2.74,           0,           0,           0,           0,           0,           0
         1,        21,        7.36,           0,           0,           0,           0,           0,        5.00,           0,           0,           0,           0,           0,           0,           0,        2.36,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,        0.93,        1.33,        0.05,           0,           0,           0,           0,           0,           0
         1,        22,        1.09,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        1.09,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.50,        0.59,           0,           0,           0,           0,           0,           0,           0
         1,        23,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
