Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,       94220.04,      127030.82,      826358.51,      115671.46,       50348.19,      158843.52,      419202.93,              0,              0,              0,              0,           0.26,              0,              0,              0,      277338.54,       10549.83,       24395.08,        4897.50,        2812.25,       11402.66,         933.05,       15391.70,       21933.65,         809.80,         284.92,        1933.01,        1328.95,         794.01,        6174.36,         357.65,         324.06,        1433.30
         1,      150805.46,      232471.43,     1116160.06,      117659.04,       92721.79,      135837.94,      376479.02,           1.26,              0,           0.30,           0.07,          39.31,              0,           0.54,           0.37,       49018.69,       10405.03,       26317.16,        4563.03,        2118.78,       10728.72,         473.55,       12295.73,       18122.08,         624.74,         178.65,        1414.18,         605.99,         539.84,        3321.35,         266.28,         185.98,         773.25
         2,      138432.77,      178591.71,      761252.17,       48098.58,       84898.80,      100272.59,      251493.47,          13.27,              0,           5.05,           2.55,         159.44,              0,           4.95,           3.35,       17154.66,        8092.94,       21524.06,        3824.77,        1710.66,        8508.01,         366.51,       10664.01,       13258.27,         598.99,         144.42,        1029.40,         616.89,         334.54,        2716.08,         240.64,         160.82,         599.73
         3,      123294.46,      116728.00,      518134.32,       30556.31,       48892.34,       70252.57,      162480.33,         647.15,              0,          29.54,           2.84,         600.51,              0,          54.92,           5.81,       12574.59,        6415.81,       17542.48,        3311.64,        1348.29,        6886.69,         306.31,        9510.71,       10039.06,         549.44,         118.82,         782.85,         611.60,         249.78,        2089.03,         191.89,         128.38,         478.73
         4,      111203.52,       73489.29,      348985.17,       11325.89,       26524.55,       55062.78,      113198.91,        1346.16,              0,         124.43,          11.81,        1183.33,              0,         158.22,          15.71,        9690.54,        4849.45,       13477.86,        2718.95,        1026.64,        5328.07,         232.54,        8102.95,        7737.55,         473.26,          93.65,         608.24,         533.94,         188.03,        1559.30,         139.39,          94.48,         358.85
         5,      101974.34,       45785.58,      248793.05,        6139.08,       16671.40,       42676.70,       80728.19,        1673.67,              0,         203.04,          13.79,        2319.89,              0,         222.40,          22.31,        7242.26,        3649.58,       10322.40,        2141.38,         772.49,        4078.73,         172.37,        6827.22,        5711.78,         394.50,          63.57,         431.57,         441.80,         139.66,        1108.46,          95.61,          63.66,         248.32
         6,       94250.08,       28306.02,      183518.02,        3810.43,        9177.00,       32885.95,       57909.50,        2075.09,              0,         109.50,          23.80,        2780.49,              0,         118.03,          27.53,        5366.92,        2740.68,        7878.54,        1670.67,         577.45,        3128.12,         138.58,        5523.99,        4151.38,         312.46,          41.45,         296.93,         330.55,          87.47,         707.96,          53.82,          35.45,         153.56
         7,       84731.30,       19596.03,      140165.02,        2631.00,        5839.97,       27508.01,       44900.16,        3172.93,              0,         166.90,          30.99,        7529.93,              0,         212.88,          46.25,        4165.47,        2222.36,        6430.13,        1409.39,         486.44,        2571.04,         127.87,        4898.16,        3343.82,         281.07,          34.88,         237.36,         312.66,          78.71,         571.17,          49.91,          33.54,         134.66
         8,       76030.13,       13448.81,      108724.17,        1911.51,        3763.88,       23005.21,       36076.47,        2181.01,              0,         208.01,          44.30,       10193.62,              0,         282.74,          65.53,        3166.78,        1787.38,        5331.06,        1208.16,         408.90,        2125.94,         107.57,        4146.10,        2684.12,         232.37,          24.82,         192.12,         248.28,          55.00,         373.76,          34.20,          22.27,          84.72
         9,       68106.27,        9766.62,       90896.09,        1378.77,        2463.42,       20318.92,       29498.75,        1784.41,              0,         183.50,          68.14,        8520.04,              0,         225.49,          87.82,        2422.95,        1487.59,        4547.45,        1049.99,         365.85,        1824.91,         106.15,        3665.95,        2270.52,         210.15,          19.22,         158.59,         191.16,          45.11,         294.79,          28.30,          18.42,          65.95
