ScreenlineID,SEGID_LIST,NUM_SEGMENTS,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,AM_Vol_PC,MD_Vol_PC,PM_Vol_PC,EV_Vol_PC,DY_Vol_PC,AM_Vol_LT,MD_Vol_LT,PM_Vol_LT,EV_Vol_LT,DY_Vol_LT,AM_Vol_MD,MD_Vol_MD,PM_Vol_MD,EV_Vol_MD,DY_Vol_MD,AM_Vol_HV,MD_Vol_HV,PM_Vol_HV,EV_Vol_HV,DY_Vol_HV
1.01,"['0015_349.4', '0089_422.7', '0126_020.8']",3,13998.2,26075.7,17518.1,18782.6,76374.6,11195.7,19113.6,14198.6,14657.5,59165.4,278.1,1367.2,471.9,445.5,2562.7,1179.2,2244.6,1444.8,1256.6,6125.2,1345.2,3350.3,1402.8,2423.0,8521.3
1.02,"['0015_337.0', '0060_000.8', '0084_081.7', '0089_408.1', '0126_007.7', 'WFRC_8006', 'WFRC_8414']",7,43077.9,78987.4,57052.8,59885.3,239003.4,36019.2,56835.6,47621.1,49966.3,190442.2,2411.0,12179.4,4292.5,3623.6,22506.5,2685.1,4987.9,3136.6,2777.5,13587.1,1962.6,4984.5,2002.6,3517.9,12467.6
1.03,"['0108_000.1', '0126_004.6', '0193_003.8', '1470_000.4']",4,14452.4,26317.6,21107.5,21571.8,83449.3,13115.6,22362.6,18846.6,20169.4,74494.2,640.4,3096.9,1118.0,921.0,5776.3,559.0,574.7,981.9,312.3,2427.9,137.4,283.4,161.0,169.1,750.9
1.04,"['0015_319.5', '0067_007.3', '1428_001.7']",3,36409.6,68877.7,48258.6,51799.3,205345.2,30387.8,47616.4,40216.0,42744.1,160964.3,2634.3,13166.8,4640.3,3955.7,24397.1,1460.2,3089.7,1461.3,1501.6,7512.8,1927.3,5004.8,1941.0,3597.9,12471.0
1.05,"['0015_311.8', '0068_062.6', '0089_383.5', '0215_025.7', '2338_001.9']",5,53333.7,101874.9,72531.3,79232.3,306972.2,45216.5,74682.9,61381.9,67372.7,248654.0,3420.2,17073.0,6055.5,5186.3,31735.0,2563.8,4715.3,2992.8,2682.0,12953.9,2133.2,5403.7,2101.1,3991.3,13629.3
2.01,"['0080_113.3', '0201_010.8', '2250_000.0', '2290_000.0', 'WFRC_8256', 'WFRC_8257']",6,32959.4,56942.5,42073.3,46585.5,178560.7,29216.6,45028.8,36833.7,41074.9,152154.0,1241.1,6308.2,2115.5,1915.1,11579.9,1698.9,3401.6,2131.9,1962.0,9194.4,802.8,2203.9,992.2,1633.5,5632.4
2.02,"['0080_117.7', '0201_015.3', '2250_004.6', '2254_001.0', '2269_000.0', '2290_004.6', '2292_001.1', '2322_000.7', '2330_001.0']",9,44582.4,88479.1,62612.8,71200.6,266874.9,38617.4,69254.7,54301.1,62978.1,225151.3,2137.5,11324.4,3894.0,3571.1,20927.0,2791.1,5193.4,3369.1,2804.2,14157.8,1036.4,2706.6,1048.6,1847.2,6638.8
2.03,"['0015_305.2', '0071_020.6', '0089_376.8', '0186_006.9', '2076_005.1', '2128_006.5', '2148_004.3', '2176_002.3', '2178_004.1', '2180_004.7', '2204_002.5', '2258_002.4', '2264_003.2', '2266_006.7', '2274_000.6', '2282_000.5', '2284_000.5', 'WFRC_8409']",18,84041.5,167063.8,118408.3,131031.8,500545.4,73976.5,132729.4,104671.1,116597.7,427974.7,4295.9,22492.2,7560.8,6964.0,41312.9,4002.1,7360.6,4467.8,4201.5,20032.0,1767.0,4481.6,1708.6,3268.6,11225.8
2.04,"['0068_054.8', '0111_009.6', '0154_019.5', '0172_004.5', '0215_017.5', '2040_016.1', '2094_011.5', '2151_001.5', '2154_003.7', '2156_012.1', '2164_003.5', '2168_002.6', '2238_001.5', 'WFRC_8155']",14,68607.8,118774.2,92412.3,98301.0,378095.3,61765.6,98131.1,82941.9,89798.0,332636.6,2786.8,12829.0,4905.7,3657.0,24178.5,3311.9,5997.0,3902.3,3372.5,16583.7,743.5,1817.1,662.4,1473.5,4696.5
2.05,"['0071_018.3', '0089_374.5', '0215_000.7', '2076_003.0', '2148_002.0', '2178_001.8', '2180_002.4', '2186_004.6', '2191_000.0', '2194_001.8', '2204_000.0', '2214_000.0', '2264_000.9', '2266_004.3']",14,42025.4,78689.0,60297.1,58666.5,239678.0,37970.0,66198.0,54564.8,54250.6,212983.4,1617.8,8023.3,2949.2,2139.5,14729.8,2053.5,3496.4,2411.4,1685.1,9646.4,384.1,971.3,371.7,591.3,2318.4
2.06,"['0171_008.8', '0173_007.7', '0266_001.7', '2142_000.3', '2172_008.5']",5,20352.5,42823.7,30442.4,37092.6,130711.2,18199.2,36296.7,27648.2,34150.4,116294.5,821.4,4002.0,1395.0,1330.9,7549.3,1255.4,2272.8,1319.5,1412.6,6260.3,76.5,252.2,79.7,198.7,607.1
2.07,"['0171_010.4', '0173_009.6', '0266_003.0', '2140_002.9', '2142_002.1', '2172_010.4']",6,27096.9,57520.8,39065.1,48891.9,172574.7,23753.9,47000.8,34609.5,44351.8,149716.0,1380.2,6908.5,2368.9,2291.5,12949.1,1801.8,3095.4,1928.5,1907.0,8732.7,161.0,516.1,158.2,341.6,1176.9
2.08,"['0068_045.8', '0085_012.5', '0154_010.4', '2034_003.8', '2040_007.6', '2085_002.0', '2094_003.0', '2107_003.5', '2156_003.1', '2161_000.0', 'WFRC_8322', 'WFRC_8326']",12,35906.8,66382.3,51075.5,55934.2,209298.8,32322.4,55289.2,45949.7,51096.6,184657.9,1378.5,6780.8,2523.4,2046.8,12729.5,1715.3,3112.2,2110.1,1696.1,8633.7,490.6,1200.1,492.3,1094.7,3277.7
2.09,"['0015_293.6', '0071_009.2', '0089_365.5', '2068_004.4', '2087_000.9', '2093_003.2', '2131_000.0', 'WFRC_8223']",8,63019.2,123555.3,86126.5,97215.5,369916.5,54873.6,95915.7,74921.6,85392.9,311103.8,3490.7,17662.5,6050.4,5368.2,32571.8,2910.3,5526.2,3326.2,3106.4,14869.1,1744.6,4450.9,1828.3,3348.0,11371.8
2.11,"['0071_002.9', '0151_002.5', '0154_001.4', '0175_002.9', '0209_010.2', '2080_002.5']",6,34435.2,68217.4,50529.8,56030.5,209212.9,31620.1,58100.2,46180.2,52351.7,188252.2,1430.6,7439.8,2697.9,2265.3,13833.6,1110.8,2109.7,1328.9,1259.5,5808.9,273.7,567.7,322.8,154.0,1318.2
2.12,"['0071_005.1', '0154_000.0', '0209_012.5', '2049_000.0', '2055_000.0', '2061_000.2', '2078_000.3', '2080_004.8', '2098_000.7']",9,32732.3,70198.4,48333.1,57862.0,209125.8,30022.5,60042.0,44161.9,54067.5,188293.9,1538.4,7789.1,2727.2,2459.2,14513.9,1109.9,2164.5,1377.3,1218.5,5870.2,61.5,202.8,66.7,116.8,447.8
3.01,"['0015_285.5', '0068_036.0', '2046_002.0', '2057_001.1']",4,53652.8,98501.8,71966.4,79450.1,303571.1,46638.5,75374.3,62386.5,68798.5,253197.8,2758.8,13844.9,4872.5,4196.1,25672.3,2208.6,4217.6,2560.2,2351.4,11337.8,2046.9,5065.0,2147.2,4104.1,13363.2
