TAZID,CO_TAZID,CO_FIPS,SUBAREAID,AREATYPE,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A
15,30015,3,1,1,576.6,1253.2,65.3,617.9,1.7,144.2,1.3,367.5,1.0,0.0,5.1,196.9,0.4,0.0,0.5,0.0,55.4,51.8,1.6,1.7,0.0,0.0,0.0,0.0,1.7,0.0,0.0,144.2
16,30016,3,1,2,277.9,556.0,23.2,252.2,2.5,57.7,1.2,99.5,1.0,0.0,4.8,138.2,0.4,0.0,0.4,0.0,14.3,13.2,1.1,1.2,0.0,0.0,0.0,0.0,2.5,0.0,0.0,57.7
17,30017,3,1,1,145.8,123.3,29.5,11.8,6.5,2.6,4.7,0.0,3.1,0.0,17.2,10.3,1.6,0.0,1.7,0.0,0.3,0.3,1.1,1.1,0.0,0.0,0.0,0.0,6.5,0.0,0.0,2.6
18,30018,3,1,1,1269.1,2936.5,172.6,1523.6,0.0,341.0,0.0,1108.2,0.0,0.0,1.0,258.3,0.0,0.0,0.0,0.0,168.4,154.9,2.2,2.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,341.0
19,30019,3,1,2,3175.5,1607.2,2452.8,1142.0,527.8,263.6,372.5,18.4,230.9,61.5,1373.1,854.2,126.5,0.0,129.2,0.0,57.1,52.9,161.6,154.9,0.0,0.0,2.0,0.0,527.8,0.0,0.0,263.6
20,30020,3,1,3,1776.0,1541.0,1343.1,1035.2,181.1,252.7,221.4,143.0,140.1,52.7,717.2,670.8,42.1,0.0,43.1,0.0,60.7,56.3,117.5,112.4,0.0,0.0,1.0,0.0,181.1,0.0,0.0,252.7
21,30021,3,1,2,750.2,1759.2,117.6,911.3,0.0,224.0,0.0,759.0,0.0,0.0,1.0,45.9,0.0,0.0,0.0,0.0,115.3,106.1,0.4,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,224.0
22,30022,3,1,2,115.6,123.3,20.4,25.8,5.6,6.5,2.8,15.5,1.9,0.0,10.6,7.3,1.0,0.0,1.0,0.0,2.3,2.2,0.8,0.8,0.0,0.0,0.0,0.0,5.6,0.0,0.0,6.5
23,30023,3,1,2,208.0,320.1,41.0,127.6,7.9,31.6,4.6,72.0,3.1,0.0,17.5,43.9,1.7,0.0,1.7,0.0,10.6,10.1,1.6,1.6,0.0,0.0,0.0,0.0,7.9,0.0,0.0,31.6
24,30024,3,1,2,1871.1,863.6,1418.6,593.0,323.4,133.2,219.6,3.8,135.9,0.0,813.9,501.0,75.4,0.0,77.0,0.0,25.7,23.9,67.0,64.4,3.0,0.0,1.0,0.0,323.4,0.0,0.0,133.2
25,30025,3,1,3,4090.0,3223.3,3284.8,2555.5,573.7,428.7,468.5,151.9,313.0,21.9,1815.9,1307.8,164.4,743.6,167.8,0.0,116.9,108.2,231.3,222.1,6.0,0.0,1.0,0.0,573.7,0.0,0.0,428.7
26,30026,3,1,3,2608.6,2276.8,2014.6,1592.8,303.1,389.1,285.3,223.8,192.4,80.7,1058.8,983.4,76.4,0.0,78.0,0.0,107.3,99.2,214.4,205.7,1.0,0.0,1.0,0.0,303.1,0.0,0.0,389.1
27,30027,3,1,2,109.5,114.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,30028,3,1,2,224.9,411.7,30.1,169.0,2.0,45.5,1.5,145.2,1.0,0.0,5.0,3.6,0.4,0.0,0.4,0.0,21.5,19.9,0.4,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45.5
29,30029,3,1,3,2947.2,1480.2,2384.5,1033.1,365.1,240.8,404.7,5.4,241.3,0.0,1334.6,872.4,110.8,0.0,113.1,0.0,45.6,42.4,117.4,112.9,16.0,0.0,1.0,0.0,365.1,0.0,0.0,240.8
30,30030,3,1,3,2870.4,2197.0,2345.3,1600.4,313.0,379.7,372.2,105.2,248.4,57.0,1301.2,1152.2,72.3,6.6,73.8,16.3,77.6,71.9,198.8,191.2,0.0,0.0,1.0,0.0,313.0,0.0,0.0,379.7
31,30031,3,1,3,2900.7,2836.7,2301.9,1968.5,237.0,507.6,284.4,291.0,192.2,133.4,1026.6,906.1,62.1,0.0,63.4,0.0,222.5,205.4,449.7,432.7,0.0,0.0,1.0,0.0,237.0,0.0,0.0,507.6
32,30032,3,1,3,1268.5,735.7,1021.9,503.4,138.1,118.1,160.9,4.5,106.2,0.0,588.2,424.5,43.8,0.0,44.8,0.0,21.8,20.2,56.3,54.1,0.0,0.0,0.0,0.0,138.1,0.0,0.0,118.1
33,30033,3,1,3,1606.7,1074.7,1328.8,757.4,146.5,180.7,210.9,18.5,143.3,0.0,763.9,628.6,46.3,0.0,47.2,0.0,34.0,31.3,82.2,79.0,0.0,0.0,1.0,0.0,146.5,0.0,0.0,180.7
34,30034,3,1,3,2192.8,1322.0,1832.8,940.9,207.2,223.8,287.7,35.3,190.2,8.7,1044.8,752.0,77.4,0.0,79.1,0.0,44.6,41.4,108.2,103.4,0.0,0.0,1.0,0.0,207.2,0.0,0.0,223.8
35,30035,3,1,3,2768.3,1709.2,2402.1,1245.9,207.2,297.4,380.5,5.8,254.8,0.0,1373.7,1053.1,91.1,0.0,93.0,0.0,54.9,51.0,142.1,136.0,11.0,0.0,1.0,0.0,207.2,0.0,0.0,297.4
36,30036,3,1,3,827.1,578.6,658.8,365.5,47.7,88.3,113.9,12.5,71.0,0.0,372.2,300.4,23.0,0.0,23.5,0.0,16.3,15.2,39.0,37.3,0.0,0.0,0.0,0.0,47.7,0.0,0.0,88.3
37,30037,3,1,2,388.7,774.4,23.1,327.5,0.0,79.9,0.0,136.4,0.0,0.0,1.0,171.5,0.0,0.0,0.0,0.0,19.9,18.4,1.2,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79.9
38,30038,3,1,3,2236.4,5813.3,432.2,3162.8,0.0,872.3,0.0,2733.1,0.0,0.0,2.0,32.5,0.0,0.0,0.0,0.0,416.5,385.7,11.8,11.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,872.3
39,30039,3,1,4,950.3,1099.1,682.3,715.2,56.5,176.4,99.9,36.3,62.1,69.6,345.0,499.2,29.4,0.0,30.1,0.0,30.2,28.1,84.7,82.0,0.0,0.0,1.0,0.0,56.5,0.0,0.0,176.4
40,30040,3,1,4,3070.2,3098.7,2549.3,2228.4,210.8,559.6,370.4,238.6,253.4,160.3,1304.2,1379.7,71.4,0.0,72.9,0.0,141.2,131.4,329.7,318.5,4.0,0.0,2.0,0.0,210.8,0.0,0.0,559.6
41,30041,3,1,4,2177.4,3682.5,1713.5,2589.4,76.6,703.2,141.8,116.3,95.2,895.8,471.4,664.1,24.3,0.0,24.9,0.0,200.0,185.6,755.0,727.6,0.0,0.0,1.0,0.0,76.6,0.0,0.0,703.2
42,30042,3,1,3,716.9,722.4,526.2,471.2,56.1,112.1,87.2,20.8,56.4,0.0,294.7,405.1,17.0,0.0,17.4,0.0,15.2,14.2,32.2,31.0,5.0,0.0,1.0,0.0,56.1,0.0,0.0,112.1
43,30043,3,1,3,2031.6,2755.6,1723.0,2302.5,137.6,275.8,263.4,110.0,174.7,0.0,952.6,826.6,63.6,1179.3,65.0,0.0,67.2,62.4,129.5,124.2,5.0,0.0,2.0,0.0,137.6,0.0,0.0,275.8
44,30044,3,1,3,1149.7,674.9,958.2,439.7,69.1,105.7,159.1,2.5,98.7,0.0,543.1,372.0,43.4,0.0,44.4,0.0,18.8,17.5,49.6,47.7,0.0,0.0,1.0,0.0,69.1,0.0,0.0,105.7
45,30045,3,1,2,1052.2,679.0,870.8,442.3,59.4,107.9,145.3,41.1,89.9,0.0,493.6,340.8,38.3,0.0,39.2,0.0,17.7,16.5,45.8,43.9,0.0,0.0,1.0,0.0,59.4,0.0,0.0,107.9
46,30046,3,1,2,90.0,92.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,30047,3,1,1,129.6,104.1,19.1,7.4,1.5,1.9,2.8,0.0,1.8,0.0,11.0,6.7,0.9,0.0,1.0,0.0,0.1,0.1,0.6,0.7,0.0,0.0,1.0,0.0,1.5,0.0,0.0,1.9
48,30048,3,1,1,200.5,149.3,80.0,33.4,9.7,7.9,13.2,0.0,8.2,0.0,46.1,28.9,4.0,0.0,4.1,0.0,1.0,1.0,3.4,3.4,0.0,0.0,0.0,0.0,9.7,0.0,0.0,7.9
49,30049,3,1,2,731.9,1370.2,525.7,902.4,0.0,246.0,0.0,56.2,0.0,359.5,14.0,10.7,0.0,0.0,0.0,0.0,121.2,112.5,376.5,363.5,0.0,0.0,14.0,0.0,0.0,0.0,0.0,246.0
50,30050,3,1,3,505.3,1450.1,201.1,919.6,5.7,233.0,4.9,422.6,3.3,4.3,18.3,300.9,1.6,0.0,1.7,29.6,83.2,77.9,87.2,84.4,0.0,0.0,1.0,0.0,5.7,0.0,0.0,233.0
51,30051,3,1,3,217.3,412.6,59.0,203.8,3.5,54.4,6.5,107.3,4.7,0.0,25.4,78.7,2.0,0.0,2.0,0.0,12.8,12.1,5.8,5.7,0.0,0.0,0.0,0.0,3.5,0.0,0.0,54.4
52,30052,3,1,3,1965.9,7012.7,526.6,4545.7,45.4,1087.8,62.4,790.3,44.5,0.0,219.4,3589.4,10.8,0.0,11.1,0.0,145.0,135.3,31.5,30.7,0.0,0.0,2.0,0.0,45.4,0.0,0.0,1087.8
53,30053,3,1,4,4901.6,9535.9,3673.2,6729.8,156.7,1739.2,301.8,830.9,212.4,1261.5,1048.7,2542.7,52.4,0.0,53.5,178.6,563.9,525.1,1436.5,1391.1,0.0,0.0,4.0,0.0,156.7,0.0,0.0,1739.2
54,30054,3,1,4,2554.2,3810.9,1994.4,2669.4,110.5,694.9,208.5,580.6,137.8,119.6,797.4,1292.6,66.5,0.0,67.9,0.0,264.0,245.6,446.2,431.0,0.0,0.0,6.0,0.0,110.5,0.0,0.0,694.9
55,30055,3,1,3,2199.3,3222.3,1802.5,2673.6,212.2,362.8,244.4,227.1,161.3,0.0,925.7,919.9,77.4,0.0,79.1,1227.7,123.6,115.4,190.1,183.5,1.0,0.0,0.0,0.0,212.2,0.0,0.0,362.8
56,30056,3,1,3,523.1,316.8,369.3,168.8,51.5,40.6,61.4,0.5,37.8,0.0,210.0,143.3,17.0,0.0,17.4,0.0,6.9,6.6,18.9,18.4,0.0,0.0,0.0,0.0,51.5,0.0,0.0,40.6
57,30057,3,1,3,652.8,396.0,496.7,228.3,49.0,54.9,82.5,1.6,50.9,0.0,282.3,193.1,22.8,0.0,23.2,0.0,9.4,9.0,25.6,24.8,0.0,0.0,0.0,0.0,49.0,0.0,0.0,54.9
58,30058,3,1,2,196.5,401.6,22.6,177.8,0.0,50.8,0.0,156.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.8
59,30059,3,1,2,109.3,110.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,30060,3,1,2,109.4,109.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,30061,3,1,3,3192.0,1600.4,2829.8,1137.5,179.2,272.5,443.0,4.1,273.7,0.0,1619.9,960.2,154.8,0.0,157.9,0.0,50.0,47.0,129.5,126.2,0.0,0.0,1.0,0.0,179.2,0.0,0.0,272.5
62,30062,3,1,3,2518.2,1347.1,2197.0,951.2,157.0,229.4,336.8,7.5,219.2,8.6,1259.2,789.8,114.6,0.0,116.9,0.0,41.5,39.0,108.8,106.4,0.0,0.0,0.0,0.0,157.0,0.0,0.0,229.4
63,30063,3,1,4,497.3,2910.5,374.3,2597.4,12.7,203.1,26.0,219.6,18.0,0.0,100.2,348.1,7.2,0.0,7.4,1824.5,95.7,89.9,118.8,115.3,0.0,0.0,1.0,0.0,12.7,0.0,0.0,203.1
64,30064,3,1,3,3467.4,2724.3,2952.9,1885.7,172.6,493.8,383.8,178.2,238.6,115.0,1389.1,935.4,127.8,0.0,130.4,0.0,217.2,203.3,464.0,453.7,0.0,0.0,2.0,0.0,172.6,0.0,0.0,493.8
65,30065,3,1,4,3001.5,2268.9,2619.9,1646.9,174.7,413.4,379.2,27.4,258.7,177.6,1407.6,1083.6,98.8,0.0,100.8,0.0,90.9,85.2,281.0,273.0,0.0,0.0,3.0,0.0,174.7,0.0,0.0,413.4
66,30066,3,1,3,1636.4,1912.2,1358.1,1354.0,78.7,357.5,162.5,61.3,112.1,248.2,570.7,607.1,29.4,0.0,30.1,0.0,116.0,108.8,336.3,328.6,1.0,0.0,0.0,0.0,78.7,0.0,0.0,357.5
67,30067,3,1,4,1982.3,1983.2,1671.2,1403.3,104.2,370.6,197.0,33.6,134.8,351.8,769.8,594.7,64.7,0.0,66.2,0.0,94.6,88.6,344.0,334.5,0.0,0.0,0.0,0.0,104.2,0.0,0.0,370.6
68,30068,3,1,3,1934.4,1233.8,1663.0,879.5,132.3,211.5,238.2,44.9,169.1,0.0,960.1,706.5,80.1,0.0,81.8,0.0,40.8,38.2,92.1,89.9,0.0,0.0,1.0,0.0,132.3,0.0,0.0,211.5
69,30069,3,1,3,400.6,304.5,286.7,180.1,34.0,43.4,42.0,4.7,28.5,0.0,167.1,155.6,14.1,0.0,14.5,0.0,6.1,5.8,14.3,14.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,43.4
70,30070,3,1,2,908.8,701.9,765.4,503.5,67.9,120.7,123.1,15.4,84.2,0.0,438.3,418.7,23.8,0.0,24.4,0.0,20.3,19.1,51.4,50.2,0.0,0.0,0.0,0.0,67.9,0.0,0.0,120.7
71,30071,3,1,2,40.5,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,30072,3,1,2,1203.2,929.0,904.0,636.5,161.7,152.2,127.2,30.1,91.5,8.6,519.1,523.0,43.1,0.0,44.1,0.0,24.2,22.6,53.8,52.2,0.0,0.0,1.0,0.0,161.7,0.0,0.0,152.2
73,30073,3,1,2,162.0,143.6,31.8,13.6,7.1,3.5,4.9,1.0,3.3,0.0,18.2,10.9,1.9,0.0,1.9,0.0,0.4,0.4,1.3,1.3,0.0,0.0,0.0,0.0,7.1,0.0,0.0,3.5
74,30074,3,1,2,109.5,109.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,30075,3,1,3,2043.6,1861.3,1665.2,1287.9,130.4,317.7,225.4,211.8,141.1,41.8,825.0,693.3,76.5,0.0,78.1,53.5,104.8,98.7,192.2,188.8,15.0,0.0,7.0,0.0,130.4,0.0,0.0,317.7
76,30076,3,1,3,1130.8,626.6,952.5,405.6,57.0,98.2,150.4,9.3,92.7,0.0,545.2,335.7,50.3,0.0,51.5,0.0,17.8,16.8,44.7,43.7,0.0,0.0,0.0,0.0,57.0,0.0,0.0,98.2
77,30077,3,1,3,2059.6,5369.2,1328.6,3946.2,55.3,750.4,131.1,1113.1,83.4,0.0,480.3,1207.6,44.2,0.0,45.0,1105.7,261.9,245.6,279.6,274.3,0.0,0.0,3.0,0.0,55.3,0.0,0.0,750.4
78,30078,3,1,3,4838.0,4100.5,4205.9,2958.3,256.3,759.1,567.5,103.2,390.3,329.7,2124.3,1738.5,142.8,0.0,145.7,0.0,217.4,204.0,594.9,582.9,19.0,0.0,4.0,0.0,256.3,0.0,0.0,759.1
79,30079,3,1,3,1835.6,4294.6,1415.9,3271.6,23.4,629.9,52.7,376.7,37.5,417.5,200.3,390.6,13.4,1027.6,13.8,0.0,337.0,315.7,760.1,743.5,0.0,0.0,1.0,0.0,23.4,0.0,0.0,629.9
80,30080,3,1,3,2602.7,3084.1,2182.9,2186.8,113.7,590.8,212.2,271.7,147.8,246.8,801.2,798.6,55.6,0.0,56.8,0.0,285.6,267.9,614.6,601.6,8.0,0.0,1.0,0.0,113.7,0.0,0.0,590.8
81,30081,3,1,2,379.5,806.6,229.2,552.9,33.2,135.4,26.3,87.9,19.1,0.0,96.3,391.0,4.6,0.0,4.8,0.0,34.8,32.7,42.3,41.2,0.0,0.0,1.0,0.0,33.2,0.0,0.0,135.4
82,30082,3,1,3,3858.9,4553.2,3212.3,3233.4,167.9,840.9,400.5,323.6,276.9,315.6,1423.2,1667.1,74.1,0.0,75.7,0.0,286.8,268.8,673.2,658.3,0.0,0.0,2.0,0.0,167.9,0.0,0.0,840.9
83,30083,3,1,3,1391.5,2512.3,1055.9,1683.3,0.0,486.5,0.0,160.3,0.0,483.0,7.0,27.0,0.0,0.0,0.0,0.0,294.5,277.4,747.5,735.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,486.5
84,30084,3,1,3,1002.5,2150.1,721.3,1450.6,0.0,414.6,0.0,177.6,0.0,430.3,1.0,143.4,0.0,0.0,0.0,0.0,196.0,184.5,523.2,514.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,414.6
85,30085,3,1,3,772.6,1000.3,493.1,604.6,43.4,154.9,70.1,147.5,43.8,12.7,247.6,361.5,22.1,0.0,22.5,0.0,35.7,33.4,50.4,49.4,0.0,0.0,1.0,0.0,43.4,0.0,0.0,154.9
86,30086,3,1,2,544.1,952.3,370.8,606.3,1.1,171.6,1.3,41.4,1.0,224.6,11.5,3.4,0.4,0.0,0.4,0.0,89.2,83.8,260.0,253.1,0.0,0.0,7.0,0.0,1.1,0.0,0.0,171.6
87,30087,3,1,2,102.1,101.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,30088,3,1,2,127.6,110.8,30.2,12.7,2.0,3.3,4.5,0.1,3.2,0.0,17.5,10.9,1.7,0.0,1.7,0.0,0.4,0.4,1.3,1.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.3
89,30089,3,1,2,3207.4,4413.8,2555.6,2966.9,42.8,842.0,115.2,377.8,72.5,432.0,403.3,346.9,32.0,0.0,32.8,0.0,602.8,565.1,1287.0,1245.1,1.0,0.0,9.0,0.0,42.8,0.0,0.0,842.0
90,30090,3,1,3,4149.9,8238.1,3331.2,5788.4,38.9,1657.0,90.9,487.4,56.3,2279.5,323.2,292.1,28.3,0.0,29.0,0.0,641.9,604.7,2157.7,2124.8,0.0,0.0,4.0,0.0,38.9,0.0,0.0,1657.0
91,30091,3,1,3,2479.1,1551.1,2159.0,1087.6,129.1,267.6,348.0,138.2,214.4,0.0,1211.6,809.8,107.3,0.0,109.5,0.0,41.8,39.3,103.4,100.2,21.0,0.0,2.0,0.0,129.1,0.0,0.0,267.6
92,30092,3,1,3,2626.7,1602.1,2256.1,1105.2,153.6,271.0,363.6,66.3,222.4,0.0,1272.2,881.9,114.0,0.0,116.4,0.0,50.4,47.5,112.1,109.5,2.0,0.0,3.0,0.0,153.6,0.0,0.0,271.0
93,30093,3,1,2,95.7,95.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
94,30094,3,1,2,357.8,251.6,232.8,114.1,14.4,27.5,36.3,11.2,22.7,0.0,133.5,88.3,12.5,0.0,12.9,0.0,4.8,4.6,10.1,9.9,0.0,0.0,0.0,0.0,14.4,0.0,0.0,27.5
95,30095,3,1,2,3653.8,3243.0,3175.1,2477.5,167.5,449.2,440.3,139.8,258.8,77.2,1604.3,1037.6,157.8,705.1,161.1,0.0,171.8,160.9,369.9,356.8,6.0,0.0,5.0,0.0,167.5,0.0,0.0,449.2
96,30096,3,1,2,3186.5,2018.3,2798.7,1421.0,158.3,356.3,424.3,48.5,260.1,90.1,1483.8,939.7,131.3,0.0,134.0,0.0,100.4,94.4,256.8,248.3,0.0,0.0,8.0,0.0,158.3,0.0,0.0,356.3
97,30097,3,1,1,109.7,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,30098,3,1,1,110.3,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
99,30099,3,1,2,100.1,103.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,30100,3,1,2,308.6,222.7,189.4,93.1,12.5,22.2,32.6,3.3,19.4,0.0,106.8,76.1,8.2,0.0,8.4,0.0,3.9,3.8,10.2,9.8,0.0,0.0,0.0,0.0,12.5,0.0,0.0,22.2
101,30101,3,1,2,5168.9,3349.7,4541.3,2401.2,276.0,577.5,750.0,112.6,430.4,30.5,2475.2,1821.5,193.5,0.0,197.6,0.0,140.1,131.5,317.6,305.0,21.0,0.0,16.0,0.0,276.0,0.0,0.0,577.5
102,30102,3,1,1,100.2,102.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,30103,3,1,2,2518.2,1427.6,2181.7,1005.6,140.8,222.1,377.4,18.6,214.6,0.0,1233.1,834.3,96.8,0.0,98.9,0.0,45.8,43.4,114.2,109.4,0.0,0.0,1.0,0.0,140.8,0.0,0.0,222.1
104,30104,3,1,2,958.8,1595.4,766.3,1266.8,41.5,174.7,111.8,135.1,64.8,0.0,365.5,407.7,28.4,476.6,29.0,88.4,68.1,64.3,98.6,94.7,0.0,0.0,0.0,0.0,41.5,0.0,0.0,174.7
105,30105,3,1,2,407.4,330.1,286.9,178.7,15.9,44.0,41.3,8.5,25.5,8.9,137.6,108.1,9.8,0.0,10.0,0.0,16.8,15.9,39.0,37.4,7.0,0.0,0.0,0.0,15.9,0.0,0.0,44.0
106,30106,3,1,2,218.5,262.9,108.7,121.7,4.4,32.3,10.8,10.0,6.8,43.4,38.8,25.1,3.1,0.0,3.1,0.0,8.5,8.0,36.6,35.1,0.0,0.0,1.0,0.0,4.4,0.0,0.0,32.3
107,30107,3,1,1,88.5,89.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
