Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,        5357.66,        1468.48,       19178.88,        3218.65,        1149.44,       10124.10,       14594.20,              0,              0,              0,              0,           0.26,              0,              0,              0,       73434.58,        1110.57,        2220.76,         563.51,         312.47,        1235.39,          80.96,         860.08,        2125.49,          66.03,          40.73,         192.64,         183.98,          33.01,        1000.35,          39.49,          39.72,         176.01
         3,       14502.56,       12275.90,      182590.67,       31415.73,       10983.56,       28685.30,       55225.34,              0,              0,              0,              0,              0,              0,              0,              0,      105893.10,        1946.24,        4602.59,         921.31,         428.73,        2452.96,         165.71,        3000.57,        4848.68,         198.39,          87.40,         473.93,         488.93,         215.40,        2013.87,         160.85,         152.59,         578.65
         4,       20770.51,       22390.54,      175066.05,       20885.89,        8849.40,       25273.77,       83754.15,           0.03,              0,              0,              0,           5.17,              0,              0,              0,       69156.25,        2741.41,        6173.84,        1247.01,         628.73,        2878.94,         293.16,        3386.80,        3886.35,         146.26,          32.43,         329.15,         303.26,         194.03,         806.39,          58.95,          53.60,         232.92
         5,       30167.83,       41534.23,      308889.45,       52834.91,       24803.56,       28530.26,       90205.38,           0.50,              0,           0.30,           0.03,          18.86,              0,           0.34,           0.16,       44680.20,        2483.39,        6269.07,        1124.93,         517.32,        2836.28,         146.71,        2659.84,        4015.26,         117.67,          40.87,         316.87,         154.96,         173.71,         690.21,          41.23,          38.51,         188.25
         6,       34950.30,       51086.68,      294584.42,       50225.04,       27441.32,       30141.63,       95864.75,           1.63,              0,              0,           0.04,          34.97,              0,           0.21,           0.21,       11487.99,        2711.46,        6826.87,        1231.45,         577.81,        2928.26,          69.28,        1955.23,        5628.38,         110.98,          62.58,         468.44,         113.56,         248.16,        1063.28,          58.77,          50.14,         271.16
         7,       46388.10,       67833.37,      320137.44,       38665.51,       24123.43,       42233.10,      129605.10,           0.16,              0,           2.09,           0.43,          35.28,              0,           1.38,           0.60,       10266.38,        3614.49,        9361.11,        1648.04,         855.29,        3781.70,          95.21,        2513.20,        5809.24,         133.62,          62.30,         486.07,         124.49,         189.48,        1144.98,          70.65,          49.69,         223.79
         8,       47293.92,       69962.70,      307513.49,       21794.47,       24118.13,       41298.34,      117951.87,           8.99,              0,           0.38,              0,          97.25,              0,           0.55,              0,        7514.17,        3518.10,        8990.27,        1569.75,         761.83,        3564.12,         131.26,        3108.30,        5155.68,         165.38,          56.01,         420.91,         150.54,          98.93,         977.12,          71.19,          45.43,         186.87
         9,       45664.60,       68965.88,      292790.95,       17817.33,       25490.11,       35378.41,      102317.50,          47.77,              0,           4.16,           2.42,         279.58,              0,           4.11,           3.09,        6662.15,        3085.47,        8119.12,        1473.82,         691.71,        3290.01,         144.48,        3340.05,        5002.80,         190.99,          51.90,         410.53,         162.97,         108.81,         862.95,          74.27,          47.29,         186.15
        10,       45028.65,       63999.15,      268731.25,       13800.28,       29608.90,       33439.54,       93507.91,         415.41,              0,           9.88,           2.09,         282.19,              0,          20.00,           3.60,        6590.23,        2845.80,        7708.47,        1405.34,         613.66,        3101.85,         152.15,        3327.93,        4455.26,         191.21,          44.41,         355.98,         199.63,         122.78,         879.67,          89.63,          59.10,         217.41
        11,       47268.39,       62331.16,      243936.49,       16584.75,       31253.39,       37311.63,       94717.90,         184.83,              0,          12.35,           1.62,         350.66,              0,          21.75,           3.76,        6350.80,        3221.93,        8462.32,        1528.59,         714.24,        3281.22,         157.66,        3666.63,        4167.33,         180.45,          42.42,         321.20,         162.13,          96.12,         825.55,          66.19,          43.61,         166.56
        12,       47718.99,       56686.28,      220204.96,       15369.09,       28570.92,       35555.09,       85383.13,         478.75,              0,          62.07,           3.90,         497.10,              0,          63.97,           5.47,        5695.94,        2794.48,        7880.63,        1412.77,         646.49,        2996.27,         112.74,        3095.37,        3846.58,         162.08,          40.69,         291.29,         182.00,          86.09,         701.58,          65.47,          43.64,         161.19
        13,       44768.24,       48224.47,      196803.42,       14128.01,       19435.64,       26356.40,       65617.89,         925.56,              0,          51.44,           1.36,         563.11,              0,          41.24,           3.25,        5062.08,        2651.61,        7016.96,        1344.03,         571.52,        2776.58,         113.64,        3424.00,        3966.03,         188.54,          42.11,         311.08,         204.40,          93.15,         822.54,          68.90,          45.71,         174.11
        14,       42157.30,       41349.86,      178341.75,       10643.06,       12959.82,       21721.25,       54604.15,         884.53,              0,         125.24,          11.56,         388.37,              0,         165.89,          12.97,        4895.19,        2494.30,        6440.02,        1300.96,         515.97,        2585.82,         106.95,        3229.99,        3837.24,         180.05,          41.53,         293.76,         211.24,          90.58,         771.23,          68.82,          45.99,         167.05
        15,       45488.24,       36583.94,      157724.92,        6632.01,       10648.02,       33034.69,       67435.68,        1291.66,              0,          55.79,           5.05,        1119.87,              0,          75.82,          10.80,        4278.93,        2260.87,        6273.62,        1189.14,         500.70,        2409.13,         100.94,        3162.45,        3356.11,         188.18,          41.52,         262.33,         173.28,          72.80,         674.96,          51.67,          34.87,         141.82
