I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,TOT
    1,    1,  11002.75,         0,   8247.00,  60036.46,  24568.62,         0,         0,         0,  15662.98,   5398.59,   4318.58,         0,         0, 129234.98
    1,    2,     45.31,         0,         0,    349.28,    231.88,         0,         0,         0,    169.72,     46.83,     17.24,         0,         0,    860.26
    1,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.30,         0,         0,         0,         0,      0.30
    1,    4,   1950.42,         0,    582.08,   3774.95,   1504.94,         0,         0,         0,    584.38,    643.54,    533.17,         0,         0,   9573.48
    1,    5,   1220.72,    217.00,     42.77,   1494.23,    819.27,         0,         0,         0,    269.54,    430.10,    361.33,         0,         0,   4854.96
    1,    6,      0.02,         0,         0,      2.02,      0.15,         0,         0,         0,      5.29,      0.04,         0,         0,         0,      7.52
    1,    7,         0,         0,         0,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.05
    1,    8,    973.55,     24.00,     43.61,    875.59,    687.11,         0,         0,         0,    195.24,    108.79,     13.55,         0,         0,   2921.44
    1,    9,    211.45,         0,      3.57,    226.06,    147.69,         0,         0,         0,     63.01,     41.90,      6.93,         0,         0,    700.61
    1,   10,         0,         0,         0,      0.52,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.53
    1,   11,     82.14,         0,         0,     66.60,      8.51,         0,         0,         0,     13.12,     26.00,     15.20,         0,         0,    211.57
    1,   12,    267.66,      9.00,      0.12,    448.19,     63.71,         0,         0,         0,     59.42,    110.30,     57.82,         0,         0,   1016.22
    1,   13,    101.01,      2.00,         0,    180.71,     35.68,         0,         0,         0,     18.43,     21.19,      5.96,         0,         0,    364.98
    1,   14,    248.10,      7.00,         0,    395.73,     77.75,         0,         0,         0,     40.70,     68.82,     21.72,         0,         0,    859.82
    1,   15,      3.57,         0,         0,      0.45,         0,         0,         0,         0,      0.18,      1.40,      3.79,         0,         0,      9.39
    1,   16,     38.41,         0,         0,     22.37,      2.61,         0,         0,         0,      7.90,     16.49,     19.16,         0,         0,    106.94
    1,   17,     36.66,         0,         0,     29.42,      2.68,         0,         0,         0,      8.40,     14.93,     12.05,         0,         0,    104.14
    1,   18,      0.38,         0,         0,      0.06,         0,         0,         0,         0,      0.02,         0,         0,         0,         0,      0.46
    1,   19,      0.17,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.14,         0,         0,      0.31
    1,   20,      8.35,         0,         0,         0,         0,         0,         0,         0,      0.08,      1.05,      8.56,         0,         0,     18.04
    1,   21,      5.47,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,      2.36,         0,         0,     12.83
    1,   22,      0.55,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.09,         0,         0,      1.64
    1,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   27,         0,         0,         0,         0,         0,   9387.14,         0,         0,         0,         0,         0,    541.06,    230.74,  10158.94
    2,    1,    504.63,         0,    612.99,   1743.31,    240.79,         0,         0,         0,    290.11,     45.75,     18.22,         0,         0,   3455.80
    2,    2,    117.72,         0,         0,   1738.45,    346.42,         0,         0,         0,    820.65,     28.50,      4.59,         0,         0,   3056.33
    2,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,    4,    121.68,         0,     49.70,    214.26,     67.24,         0,         0,         0,     63.89,     24.70,      8.98,         0,         0,    550.45
    2,    5,     85.06,         0,     16.92,    153.37,     42.35,         0,         0,         0,     19.64,     17.26,      7.10,         0,         0,    341.70
    2,    6,         0,         0,         0,      0.27,      0.02,         0,         0,         0,      1.33,         0,         0,         0,         0,      1.62
    2,    7,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
    2,    8,     74.18,         0,     21.84,    106.83,     34.56,         0,         0,         0,     13.02,      5.05,      0.24,         0,         0,    255.72
    2,    9,     18.40,         0,      3.06,     43.61,     10.54,         0,         0,         0,      5.01,      2.28,      0.12,         0,         0,     83.02
    2,   10,         0,         0,         0,      0.11,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.11
    2,   11,      8.00,         0,         0,      5.60,      0.18,         0,         0,         0,      0.69,      0.64,      0.29,         0,         0,     15.40
    2,   12,     25.87,         0,         0,     37.25,      2.21,         0,         0,         0,      3.85,      3.05,      1.06,         0,         0,     73.29
    2,   13,      9.07,         0,         0,     26.31,      1.59,         0,         0,         0,      1.45,      0.65,      0.11,         0,         0,     39.18
    2,   14,     24.32,         0,         0,     37.30,      1.94,         0,         0,         0,      3.08,      1.99,      0.36,         0,         0,     68.99
    2,   15,      0.52,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,      0.06,         0,         0,      0.59
    2,   16,      4.76,         0,         0,         0,         0,         0,         0,         0,      0.38,      0.19,      0.34,         0,         0,      5.67
    2,   17,      4.35,         0,         0,         0,         0,         0,         0,         0,      0.42,      0.19,      0.26,         0,         0,      5.22
    2,   18,      0.06,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.06
    2,   19,      0.04,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.04
    2,   20,      1.75,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,         0,      1.76
    2,   21,      1.23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.23
    2,   22,      0.30,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.30
    2,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   27,         0,         0,         0,         0,         0,    544.50,         0,         0,         0,         0,         0,      3.65,      1.20,    549.35
    3,    1,         0,         0,         0,         0,         0,         0,         0,         0,      0.47,         0,         0,         0,         0,      0.47
    3,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,    3,         0,         0,         0,         0,         0,         0,         0,         0,     34.04,         0,         0,         0,         0,     34.04
    3,    4,         0,         0,         0,         0,         0,         0,         0,         0,    111.21,         0,         0,         0,         0,    111.21
    3,    5,         0,         0,         0,         0,         0,         0,         0,         0,     11.01,         0,         0,         0,         0,     11.01
    3,    6,         0,         0,         0,         0,         0,         0,         0,         0,      0.12,         0,         0,         0,         0,      0.12
    3,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,    8,         0,         0,         0,         0,         0,         0,         0,         0,      1.89,         0,         0,         0,         0,      1.89
    3,    9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   11,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   12,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   14,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   15,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   16,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   17,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   18,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   20,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   22,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   27,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    4,    1,   2919.88,         0,     66.84,   2317.31,   1117.44,         0,         0,         0,    447.25,    597.19,    519.05,         0,         0,   7984.96
    4,    2,     19.76,         0,         0,     38.34,     44.93,         0,         0,         0,     38.83,     23.46,      8.40,         0,         0,    173.72
    4,    3,         0,         0,         0,         0,         0,         0,         0,         0,     95.41,         0,         0,         0,         0,     95.41
    4,    4,  40760.49,         0,  40527.65, 256835.47,  73643.00,         0,         0,         0,  63866.71,  12660.35,   8666.98,         0,         0, 496960.65
    4,    5,  28046.56,   2906.00,   3777.52,  73536.40,  22807.73,         0,         0,         0,   7209.62,   4472.86,   3120.51,         0,         0, 145877.20
    4,    6,      2.92,         0,         0,     79.27,      9.39,         0,         0,         0,    116.91,      0.86,      0.12,         0,         0,    209.47
    4,    7,      1.14,         0,         0,      1.32,      0.30,         0,         0,         0,     48.06,         0,         0,         0,         0,     50.82
    4,    8,  19376.74,    421.00,   2135.82,  33553.62,  11582.09,         0,         0,         0,   3124.38,    699.44,     92.81,         0,         0,  70985.90
    4,    9,   2815.14,         0,     73.91,   2144.78,   1412.93,         0,         0,         0,    597.35,    197.83,     29.49,         0,         0,   7271.43
    4,   10,         0,         0,         0,      4.92,      0.27,         0,         0,         0,      2.37,         0,         0,         0,         0,      7.56
    4,   11,    836.37,         0,      0.10,    561.23,    116.25,         0,         0,         0,    140.20,    135.42,     44.04,         0,         0,   1833.61
    4,   12,   2881.57,     41.00,      2.98,   2823.54,    697.35,         0,         0,         0,    633.90,    540.28,    170.35,         0,         0,   7790.97
    4,   13,   1314.76,      3.00,         0,   1210.07,    292.75,         0,         0,         0,    191.11,    111.25,     22.13,         0,         0,   3145.07
    4,   14,   2735.93,    234.00,      1.06,   3124.10,    940.25,         0,         0,         0,    563.51,    400.46,     66.97,         0,         0,   8066.28
    4,   15,     41.29,         0,         0,     35.55,     16.01,         0,         0,         0,     27.33,     41.24,     10.03,         0,         0,    171.45
    4,   16,    427.76,      1.00,      0.13,    518.90,    255.37,         0,         0,         0,    247.26,    189.95,     54.76,         0,         0,   1695.13
    4,   17,    397.49,         0,      0.02,    614.62,    243.74,         0,         0,         0,    228.67,    149.44,     33.59,         0,         0,   1667.57
    4,   18,      4.53,         0,         0,      4.89,      3.11,         0,         0,         0,      3.75,      1.08,      0.01,         0,         0,     17.37
