I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,TOT
    1,    1,  10837.97,         0,   8253.83,  59717.93,  24436.55,         0,         0,         0,  20664.90,   5534.48,   4068.79,         0,         0, 133514.45
    1,    2,     46.03,         0,         0,    391.82,    245.38,         0,         0,         0,    240.98,     49.12,     16.01,         0,         0,    989.34
    1,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.62,         0,         0,         0,         0,      0.62
    1,    4,   1966.42,         0,    580.43,   3938.44,   1529.50,         0,         0,         0,    543.77,    578.87,    504.40,         0,         0,   9641.83
    1,    5,   1249.20,    217.00,     40.41,   1514.87,    828.06,         0,         0,         0,    246.35,    383.71,    335.24,         0,         0,   4814.84
    1,    6,      0.02,         0,         0,      2.06,      0.15,         0,         0,         0,      5.50,      0.02,         0,         0,         0,      7.75
    1,    7,         0,         0,         0,      0.05,         0,         0,         0,         0,      0.05,         0,         0,         0,         0,      0.10
    1,    8,   1000.96,     24.00,     39.92,    886.82,    708.44,         0,         0,         0,    254.61,    201.92,     81.01,         0,         0,   3197.68
    1,    9,    222.53,         0,      3.64,    223.71,    150.52,         0,         0,         0,     85.82,     82.25,     43.14,         0,         0,    811.61
    1,   10,         0,         0,         0,      0.51,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.52
    1,   11,     88.29,         0,         0,     70.91,     10.52,         0,         0,         0,     19.16,     27.67,     18.42,         0,         0,    234.97
    1,   12,    288.40,      9.00,      0.09,    462.26,     74.45,         0,         0,         0,     87.99,    113.73,     70.41,         0,         0,   1106.33
    1,   13,    110.46,      2.00,         0,    183.39,     40.11,         0,         0,         0,     27.92,     21.74,      7.82,         0,         0,    393.44
    1,   14,    270.70,      7.00,         0,    429.43,     97.92,         0,         0,         0,     65.33,     73.00,     28.00,         0,         0,    971.38
    1,   15,      4.22,         0,         0,      0.75,         0,         0,         0,         0,      0.64,      2.35,      4.82,         0,         0,     12.78
    1,   16,     45.29,         0,         0,     29.59,      5.21,         0,         0,         0,     16.86,     21.53,     25.09,         0,         0,    143.57
    1,   17,     42.52,         0,         0,     39.04,      5.66,         0,         0,         0,     17.04,     18.33,     15.45,         0,         0,    138.04
    1,   18,      0.45,         0,         0,      0.06,         0,         0,         0,         0,      0.07,         0,      0.01,         0,         0,      0.59
    1,   19,      0.24,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.14,         0,         0,      0.38
    1,   20,     12.17,         0,         0,         0,         0,         0,         0,         0,      0.43,      2.99,     10.34,         0,         0,     25.93
    1,   21,      7.72,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,      2.76,         0,         0,     15.48
    1,   22,      0.91,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.33,         0,         0,      2.24
    1,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
