TAZID,CO_TAZID,CO_FIPS,SUBAREAID,AREATYPE,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A
20,30020,3,1,3,1775.7,1505.6,1342.8,1032.0,140.7,179.7,221.5,142.8,140.0,52.5,717.1,668.3,42.1,0.0,43.1,0.0,60.7,56.2,117.3,112.2,0.0,0.0,1.0,0.0,140.7,0.0,0.0,179.7
21,30021,3,1,2,788.6,1732.8,117.6,910.2,0.0,160.6,0.0,758.3,0.0,0.0,1.0,45.7,0.0,0.0,0.0,0.0,115.2,105.9,0.4,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,160.6
22,30022,3,1,2,137.2,146.7,20.4,25.8,2.9,4.7,2.8,15.6,2.0,0.0,10.6,7.2,1.0,0.0,1.0,0.0,2.3,2.2,0.8,0.8,0.0,0.0,0.0,0.0,2.9,0.0,0.0,4.7
23,30023,3,1,2,231.4,338.0,40.9,127.2,4.8,22.5,4.6,71.8,3.1,0.0,17.5,43.7,1.7,0.0,1.7,0.0,10.7,10.0,1.6,1.6,0.0,0.0,0.0,0.0,4.8,0.0,0.0,22.5
24,30024,3,1,2,1782.0,858.4,1418.4,591.0,200.2,94.5,219.6,3.8,135.9,0.0,813.8,499.2,75.4,0.0,77.0,0.0,25.7,23.9,67.0,64.2,3.0,0.0,1.0,0.0,200.2,0.0,0.0,94.5
25,30025,3,1,3,3961.2,3135.4,3284.2,2542.0,396.6,304.4,468.4,151.5,313.0,21.8,1815.9,1303.2,164.4,735.7,167.8,0.0,116.6,108.0,231.2,221.7,6.0,0.0,1.0,0.0,396.6,0.0,0.0,304.4
26,30026,3,1,3,2572.4,2200.8,2014.5,1588.0,225.8,276.1,285.4,223.3,192.4,80.4,1059.0,979.9,76.4,0.0,78.0,0.0,107.1,98.8,214.3,205.5,1.0,0.0,1.0,0.0,225.8,0.0,0.0,276.1
27,30027,3,1,2,141.9,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,30028,3,1,2,259.6,435.3,30.0,168.7,1.4,32.5,1.5,144.9,1.0,0.0,5.0,3.6,0.4,0.0,0.4,0.0,21.4,19.8,0.4,0.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,32.5
29,30029,3,1,3,2903.9,1457.9,2384.0,1029.7,272.2,171.1,404.7,5.3,241.3,0.0,1334.5,869.4,110.8,0.0,113.1,0.0,45.6,42.3,117.2,112.6,16.0,0.0,1.0,0.0,272.2,0.0,0.0,171.1
30,30030,3,1,3,2849.3,2120.9,2345.6,1595.0,253.7,269.6,372.2,105.0,248.3,56.8,1300.9,1147.9,72.3,6.5,73.8,16.4,77.5,71.6,198.7,190.8,1.0,0.0,1.0,0.0,253.7,0.0,0.0,269.6
31,30031,3,1,3,2914.7,2737.2,2301.4,1963.0,198.4,360.4,284.3,290.7,192.3,133.0,1026.4,902.6,62.1,0.0,63.4,0.0,222.3,204.8,449.6,431.9,0.0,0.0,1.0,0.0,198.4,0.0,0.0,360.4
32,30032,3,1,3,1269.7,729.0,1021.7,501.6,111.6,84.0,160.9,4.5,106.2,0.0,588.0,422.8,43.8,0.0,44.8,0.0,21.7,20.2,56.3,54.1,0.0,0.0,0.0,0.0,111.6,0.0,0.0,84.0
33,30033,3,1,3,1620.2,1048.8,1328.5,754.7,132.8,128.7,210.9,18.5,143.2,0.0,764.0,626.2,46.3,0.0,47.2,0.0,33.8,31.2,82.1,78.9,0.0,0.0,1.0,0.0,132.8,0.0,0.0,128.7
34,30034,3,1,3,2183.2,1291.2,1832.5,937.7,163.3,159.7,287.6,35.2,190.1,8.6,1044.7,749.3,77.4,0.0,79.1,0.0,44.6,41.3,108.0,103.2,0.0,0.0,1.0,0.0,163.3,0.0,0.0,159.7
35,30035,3,1,3,2798.0,1658.7,2401.5,1241.5,200.0,212.0,380.3,5.8,254.7,0.0,1373.6,1049.0,91.1,0.0,93.0,0.0,54.8,50.9,141.9,135.8,11.0,0.0,1.0,0.0,200.0,0.0,0.0,212.0
36,30036,3,1,3,849.3,582.8,658.8,364.3,40.3,63.3,113.9,12.6,71.0,0.0,372.2,299.3,23.0,0.0,23.5,0.0,16.2,15.1,39.0,37.3,0.0,0.0,0.0,0.0,40.3,0.0,0.0,63.3
37,30037,3,1,2,428.3,791.8,23.0,326.7,0.0,57.8,0.0,136.2,0.0,0.0,1.0,170.8,0.0,0.0,0.0,0.0,19.8,18.4,1.2,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.8
38,30038,3,1,3,2350.8,5672.4,432.2,3159.8,0.0,624.2,0.0,2730.9,0.0,0.0,2.0,32.3,0.0,0.0,0.0,0.0,416.4,385.0,11.8,11.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,624.2
39,30039,3,1,4,979.1,1084.3,681.9,712.7,48.6,126.1,99.8,36.1,62.1,69.5,344.9,497.3,29.4,0.0,30.1,0.0,30.1,28.1,84.6,81.7,0.0,0.0,1.0,0.0,48.6,0.0,0.0,126.1
40,30040,3,1,4,3087.8,2975.6,2548.8,2221.2,185.2,399.9,370.2,238.2,253.4,159.9,1304.2,1374.2,71.4,0.0,72.9,0.0,141.2,130.9,329.6,317.8,4.0,0.0,2.0,0.0,185.2,0.0,0.0,399.9
41,30041,3,1,4,2201.2,3506.3,1713.0,2581.8,69.7,502.5,141.8,116.0,95.2,893.2,471.1,661.3,24.3,0.0,24.9,0.0,199.8,185.0,754.9,726.3,0.0,0.0,1.0,0.0,69.7,0.0,0.0,502.5
42,30042,3,1,3,741.8,717.9,524.9,469.6,54.8,80.0,87.2,20.8,56.5,0.0,294.7,403.6,17.0,0.0,17.4,0.0,15.2,14.2,32.1,31.0,4.0,0.0,1.0,0.0,54.8,0.0,0.0,80.0
43,30043,3,1,3,2065.7,2720.6,1723.3,2309.6,136.2,197.5,263.3,109.5,174.6,0.0,952.3,823.1,63.6,1190.7,65.0,0.0,67.1,62.2,129.3,124.0,6.0,0.0,2.0,0.0,136.2,0.0,0.0,197.5
44,30044,3,1,3,1182.6,678.6,957.9,438.1,68.7,75.8,159.2,2.4,98.6,0.0,543.0,370.6,43.4,0.0,44.4,0.0,18.7,17.4,49.6,47.6,0.0,0.0,1.0,0.0,68.7,0.0,0.0,75.8
45,30045,3,1,2,1080.3,681.7,870.6,440.8,54.8,77.6,145.5,41.0,89.9,0.0,493.6,339.5,38.3,0.0,39.2,0.0,17.6,16.4,45.6,43.9,0.0,0.0,1.0,0.0,54.8,0.0,0.0,77.6
46,30046,3,1,2,116.7,119.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,30047,3,1,1,161.6,132.9,19.0,7.4,1.1,1.4,2.7,0.0,1.9,0.0,11.0,6.6,0.9,0.0,0.9,0.0,0.1,0.1,0.6,0.7,0.0,0.0,1.0,0.0,1.1,0.0,0.0,1.4
48,30048,3,1,1,231.1,179.1,79.7,33.3,7.6,5.9,13.2,0.0,8.1,0.0,45.9,29.0,4.0,0.0,4.1,0.0,1.0,1.0,3.3,3.4,0.0,0.0,0.0,0.0,7.6,0.0,0.0,5.9
49,30049,3,1,2,769.0,1338.4,525.1,901.0,0.0,177.6,0.0,56.1,0.0,358.7,14.0,10.7,0.0,0.0,0.0,0.0,120.9,112.3,376.2,363.1,0.0,0.0,14.0,0.0,0.0,0.0,0.0,177.6
50,30050,3,1,3,546.5,1426.7,200.9,917.9,4.3,167.3,4.8,422.4,3.3,4.3,18.4,299.8,1.6,0.0,1.7,29.6,83.1,77.6,87.1,84.2,0.0,0.0,1.0,0.0,4.3,0.0,0.0,167.3
51,30051,3,1,3,237.1,417.8,58.8,203.2,2.9,39.3,6.4,107.1,4.7,0.0,25.3,78.4,2.0,0.0,2.0,0.0,12.7,12.0,5.8,5.7,0.0,0.0,0.0,0.0,2.9,0.0,0.0,39.3
52,30052,3,1,3,2067.4,6794.0,526.6,4531.0,38.2,778.1,62.4,789.8,44.5,0.0,219.2,3575.7,10.8,0.0,11.1,0.0,145.0,135.0,31.5,30.6,0.0,0.0,2.0,0.0,38.2,0.0,0.0,778.1
53,30053,3,1,4,4981.6,9107.7,3673.3,6712.9,152.9,1246.3,301.7,830.3,212.3,1259.5,1048.6,2532.6,52.4,0.0,53.5,178.9,564.0,523.8,1436.7,1387.8,0.0,0.0,4.0,0.0,152.9,0.0,0.0,1246.3
54,30054,3,1,4,2613.0,3669.1,1994.2,2662.3,108.4,498.2,208.6,580.1,137.8,119.5,797.5,1287.5,66.5,0.0,67.9,0.0,264.0,245.2,446.0,429.9,0.0,0.0,6.0,0.0,108.4,0.0,0.0,498.2
55,30055,3,1,3,2251.2,3157.8,1802.4,2672.0,225.6,259.4,244.4,226.6,161.3,0.0,925.6,916.1,77.4,0.0,79.1,1231.2,123.6,115.0,190.1,183.1,1.0,0.0,0.0,0.0,225.6,0.0,0.0,259.4
56,30056,3,1,3,555.0,335.9,369.2,168.2,54.1,29.3,61.4,0.5,37.8,0.0,209.9,142.7,17.0,0.0,17.4,0.0,6.9,6.7,18.8,18.3,0.0,0.0,0.0,0.0,54.1,0.0,0.0,29.3
57,30057,3,1,3,682.8,411.8,496.2,227.5,49.2,39.5,82.4,1.6,50.9,0.0,282.0,192.3,22.8,0.0,23.2,0.0,9.4,8.9,25.5,24.7,0.0,0.0,0.0,0.0,49.2,0.0,0.0,39.5
58,30058,3,1,2,226.9,417.8,22.6,177.4,0.0,36.8,0.0,156.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8
59,30059,3,1,2,141.8,142.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,30060,3,1,2,141.8,142.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,30061,3,1,3,3199.5,1566.5,2829.2,1133.0,141.7,196.9,442.9,4.0,273.7,0.0,1619.7,956.3,154.8,0.0,157.9,0.0,49.9,46.8,129.4,125.8,0.0,0.0,1.0,0.0,141.7,0.0,0.0,196.9
62,30062,3,1,3,2531.3,1320.0,2197.0,947.5,131.3,165.5,336.8,7.4,219.2,8.5,1259.3,786.8,114.6,0.0,116.9,0.0,41.5,38.8,108.7,105.9,0.0,0.0,0.0,0.0,131.3,0.0,0.0,165.5
63,30063,3,1,4,519.7,2879.6,374.0,2598.3,10.3,146.4,26.0,219.6,18.0,0.0,100.1,346.7,7.2,0.0,7.4,1827.6,95.7,89.5,118.6,114.9,0.0,0.0,1.0,0.0,10.3,0.0,0.0,146.4
64,30064,3,1,3,3514.3,2646.7,2952.4,1879.2,154.8,356.1,383.6,178.0,238.6,115.1,1388.9,931.5,127.8,0.0,130.4,0.0,217.1,202.5,464.1,452.1,0.0,0.0,2.0,0.0,154.8,0.0,0.0,356.1
65,30065,3,1,4,3024.1,2184.4,2619.7,1641.2,160.0,297.5,379.2,27.4,258.7,177.5,1407.7,1079.2,98.7,0.0,100.8,0.0,90.7,84.9,280.8,272.2,0.0,0.0,3.0,0.0,160.0,0.0,0.0,297.5
66,30066,3,1,3,1663.4,1837.2,1357.6,1349.9,78.2,257.6,162.4,61.3,112.1,248.5,570.8,604.5,29.4,0.0,30.1,0.0,115.7,108.4,336.1,327.3,1.0,0.0,0.0,0.0,78.2,0.0,0.0,257.6
67,30067,3,1,4,2005.4,1903.5,1671.2,1399.1,99.6,267.0,197.1,33.6,134.8,351.4,769.7,592.3,64.8,0.0,66.2,0.0,94.5,88.3,344.1,333.4,0.0,0.0,0.0,0.0,99.6,0.0,0.0,267.0
68,30068,3,1,3,1954.4,1202.6,1662.7,875.9,123.9,153.6,238.1,44.9,169.1,0.0,959.9,703.4,80.1,0.0,81.8,0.0,40.7,38.1,92.0,89.5,0.0,0.0,1.0,0.0,123.9,0.0,0.0,153.6
69,30069,3,1,3,425.2,312.7,287.6,179.4,37.4,31.0,42.0,4.7,28.6,0.0,167.0,155.0,14.1,0.0,14.5,0.0,6.1,5.7,14.3,13.9,1.0,0.0,0.0,0.0,37.4,0.0,0.0,31.0
70,30070,3,1,2,924.7,684.5,765.2,501.5,66.8,87.5,123.1,15.4,84.2,0.0,438.2,417.1,23.8,0.0,24.4,0.0,20.2,19.1,51.3,50.0,0.0,0.0,0.0,0.0,66.8,0.0,0.0,87.5
71,30071,3,1,2,52.5,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,30072,3,1,2,1214.9,908.6,903.7,634.1,149.7,108.9,127.1,29.9,91.5,8.6,519.1,520.8,43.1,0.0,44.0,0.0,24.1,22.6,53.8,52.1,0.0,0.0,1.0,0.0,149.7,0.0,0.0,108.9
73,30073,3,1,2,197.7,180.5,31.8,13.6,6.3,2.6,4.9,1.0,3.3,0.0,18.2,10.9,1.9,0.0,1.9,0.0,0.4,0.4,1.3,1.3,0.0,0.0,0.0,0.0,6.3,0.0,0.0,2.6
74,30074,3,1,2,141.8,141.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,30075,3,1,3,2061.8,1817.1,1663.2,1283.9,104.3,229.6,225.1,211.5,141.1,41.8,824.8,690.6,76.5,0.0,78.1,53.5,104.5,98.3,192.1,188.2,14.0,0.0,7.0,0.0,104.3,0.0,0.0,229.6
76,30076,3,1,3,1147.1,631.1,952.2,403.9,40.6,71.3,150.4,9.3,92.7,0.0,544.9,334.3,50.3,0.0,51.5,0.0,17.8,16.7,44.6,43.6,0.0,0.0,0.0,0.0,40.6,0.0,0.0,71.3
77,30077,3,1,3,2120.9,5228.7,1328.1,3939.2,44.6,542.3,131.0,1111.9,83.4,0.0,480.2,1202.6,44.2,0.0,45.0,1106.8,261.9,244.7,279.5,273.2,0.0,0.0,3.0,0.0,44.6,0.0,0.0,542.3
78,30078,3,1,3,4868.0,3939.0,4206.4,2948.7,228.8,548.4,567.3,103.0,390.3,330.2,2124.4,1731.4,142.8,0.0,145.7,0.0,217.3,203.2,594.6,580.8,20.0,0.0,4.0,0.0,228.8,0.0,0.0,548.4
79,30079,3,1,3,1885.0,4160.6,1415.5,3259.6,22.7,455.8,52.8,376.2,37.5,418.1,200.2,388.9,13.4,1021.0,13.8,0.0,336.8,314.6,760.0,740.7,0.0,0.0,1.0,0.0,22.7,0.0,0.0,455.8
80,30080,3,1,3,2641.1,2966.5,2181.5,2180.1,102.0,427.7,212.2,271.3,147.8,247.3,801.1,795.4,55.6,0.0,56.8,0.0,285.5,266.9,614.5,599.2,7.0,0.0,1.0,0.0,102.0,0.0,0.0,427.7
81,30081,3,1,2,392.8,785.5,228.9,550.9,29.1,97.9,26.3,87.7,19.1,0.0,96.0,389.5,4.6,0.0,4.8,0.0,34.8,32.7,42.3,41.0,0.0,0.0,1.0,0.0,29.1,0.0,0.0,97.9
82,30082,3,1,3,3908.6,4371.6,3211.6,3223.0,157.8,609.6,400.3,323.1,276.8,316.0,1423.2,1660.2,74.1,0.0,75.7,0.0,286.5,267.9,673.0,655.7,0.0,0.0,2.0,0.0,157.8,0.0,0.0,609.6
83,30083,3,1,3,1444.6,2428.6,1055.4,1679.5,0.0,351.4,0.0,160.0,0.0,483.9,7.0,26.8,0.0,0.0,0.0,0.0,294.2,276.3,747.2,732.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,351.4
84,30084,3,1,3,1042.1,2073.5,721.0,1447.4,0.0,298.9,0.0,177.3,0.0,431.2,1.0,142.9,0.0,0.0,0.0,0.0,195.9,183.6,523.1,512.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,298.9
85,30085,3,1,3,813.3,995.3,492.8,602.5,47.2,111.8,70.0,147.2,43.8,12.8,247.6,360.0,22.1,0.0,22.5,0.0,35.5,33.3,50.3,49.2,0.0,0.0,1.0,0.0,47.2,0.0,0.0,111.8
86,30086,3,1,2,580.6,939.2,370.4,605.0,0.9,124.6,1.3,41.2,1.0,224.3,11.5,3.4,0.4,0.0,0.4,0.0,88.9,83.6,260.0,252.6,0.0,0.0,7.0,0.0,0.9,0.0,0.0,124.6
87,30087,3,1,2,132.3,131.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,30088,3,1,2,155.0,138.8,30.1,12.5,1.3,2.5,4.5,0.2,3.2,0.0,17.4,10.7,1.7,0.0,1.7,0.0,0.4,0.4,1.3,1.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0,2.5
89,30089,3,1,2,3298.7,4290.8,2555.6,2962.8,30.6,620.1,115.3,377.3,72.5,433.8,403.4,345.4,32.0,0.0,32.7,0.0,602.7,563.6,1286.9,1242.6,1.0,0.0,9.0,0.0,30.6,0.0,0.0,620.1
90,30090,3,1,3,4195.1,7823.8,3330.9,5779.5,31.4,1198.9,90.8,487.0,56.2,2283.4,323.2,290.8,28.4,0.0,28.9,0.0,641.8,602.6,2157.6,2115.7,0.0,0.0,4.0,0.0,31.4,0.0,0.0,1198.9
91,30091,3,1,3,2487.3,1522.4,2159.0,1083.2,92.6,196.9,348.0,137.8,214.4,0.0,1211.9,806.4,107.3,0.0,109.5,0.0,41.6,39.2,103.3,99.9,21.0,0.0,2.0,0.0,92.6,0.0,0.0,196.9
92,30092,3,1,3,2660.8,1571.9,2254.8,1100.8,142.4,196.8,363.7,66.2,222.3,0.0,1272.2,878.3,114.0,0.0,116.4,0.0,50.3,47.3,111.9,109.0,1.0,0.0,3.0,0.0,142.4,0.0,0.0,196.8
93,30093,3,1,2,124.0,123.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
94,30094,3,1,2,381.0,273.1,232.4,113.9,9.6,20.6,36.3,11.3,22.7,0.0,133.3,88.1,12.5,0.0,12.9,0.0,4.7,4.6,10.1,9.8,0.0,0.0,0.0,0.0,9.6,0.0,0.0,20.6
95,30095,3,1,2,3661.1,3192.4,3174.4,2479.3,113.2,333.6,440.3,139.8,258.8,77.6,1604.0,1033.5,157.8,711.6,161.1,0.0,171.7,160.6,369.6,356.1,6.0,0.0,5.0,0.0,113.2,0.0,0.0,333.6
96,30096,3,1,2,3190.2,1973.4,2798.1,1416.3,110.7,263.6,424.2,48.5,260.1,90.4,1483.8,935.8,131.3,0.0,134.0,0.0,100.1,93.9,256.7,247.7,0.0,0.0,8.0,0.0,110.7,0.0,0.0,263.6
97,30097,3,1,1,142.0,120.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,30098,3,1,1,142.5,131.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
99,30099,3,1,2,130.0,134.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,30100,3,1,2,335.2,248.0,189.0,92.9,8.5,16.8,32.5,3.3,19.4,0.0,106.7,75.9,8.2,0.0,8.3,0.0,3.8,3.8,10.1,9.8,0.0,0.0,0.0,0.0,8.5,0.0,0.0,16.8
101,30101,3,1,2,5149.1,3269.7,4541.1,2393.2,186.0,432.8,750.1,112.3,430.3,30.7,2475.0,1814.5,193.5,0.0,197.5,0.0,140.3,131.1,317.4,304.6,21.0,0.0,16.0,0.0,186.0,0.0,0.0,432.8
102,30102,3,1,1,130.0,132.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,30103,3,1,2,2519.7,1422.3,2181.1,1003.8,95.4,170.2,377.4,18.6,214.5,0.0,1232.8,832.5,96.7,0.0,98.9,0.0,45.7,43.4,114.1,109.3,0.0,0.0,1.0,0.0,95.4,0.0,0.0,170.2
104,30104,3,1,2,982.9,1594.5,765.5,1268.2,28.0,131.9,111.6,134.7,64.8,0.0,365.3,406.4,28.4,480.3,29.0,88.1,68.0,64.0,98.4,94.7,0.0,0.0,0.0,0.0,28.0,0.0,0.0,131.9
105,30105,3,1,2,432.3,350.8,287.6,178.4,10.9,33.6,41.2,8.4,25.6,8.9,137.5,107.8,9.8,0.0,10.0,0.0,16.8,15.9,38.9,37.3,8.0,0.0,0.0,0.0,10.9,0.0,0.0,33.6
106,30106,3,1,2,246.1,286.4,108.7,121.8,2.9,24.7,10.8,10.0,6.8,43.6,38.9,25.1,3.1,0.0,3.1,0.0,8.4,8.1,36.6,35.0,0.0,0.0,1.0,0.0,2.9,0.0,0.0,24.7
107,30107,3,1,1,114.8,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
