TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
1) Total Trips,    888553, 100.00, 100.00,    112528, 100.00, 100.00,   1952037, 100.00, 100.00,    862543, 100.00, 100.00,    445429, 100.00, 100.00,   4261091, 100.00, 100.00,
    2) Non-Motorized,     29119,   3.28,   3.28,     26960,  23.96,  23.96,    156396,   8.01,   8.01,     57692,   6.69,   6.69,     73493,  16.50,  16.50,    343659,   8.07,   8.07,
    2) Motorized,    859434,  96.72,  96.72,     85568,  76.04,  76.04,   1795642,  91.99,  91.99,    804852,  93.31,  93.31,    371936,  83.50,  83.50,   3917433,  91.93,  91.93
        3) Auto,    838628,  94.38,  97.58,     67077,  59.61,  78.39,   1786879,  91.54,  99.51,    803112,  93.11,  99.78,-,-,-,   3867633,  90.77,  98.73,
            4) Auto 1 pers,    720839,  81.13,  85.95,     48285,  42.91,  71.98,    575928,  29.50,  32.23,    363764,  42.17,  45.29,-,-,-,   1708817,  40.10,  44.18,
                    GP use,    719917,  81.02,  99.87,     48229,  42.86,  99.88,    576051,  29.51, 100.02,    363591,  42.15,  99.95,-,-,-,   1707788,  40.08,  99.94,
                    Toll use,       984,   0.11,   0.14,        56,   0.05,   0.12,       182,   0.01,   0.03,       296,   0.03,   0.08,-,-,-,      1518,   0.04,   0.09
            4) Auto 2 pers,     88022,   9.91,  10.50,     13794,  12.26,  20.56,    597056,  30.59,  33.41,    211252,  24.49,  26.30,-,-,-,    910124,  21.36,  23.53,
                    GP use,     66115,   7.44,  75.11,     10455,   9.29,  75.79,    560513,  28.71,  93.88,    189813,  22.01,  89.85,-,-,-,    826895,  19.41,  90.86,
                    HOV use,     21922,   2.47,  24.91,      3339,   2.97,  24.21,     36581,   1.87,   6.13,     21460,   2.49,  10.16,-,-,-,     83302,   1.95,   9.15,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) Auto 3+pers,     29699,   3.34,   3.54,      4998,   4.44,   7.45,    613543,  31.43,  34.34,    227964,  26.43,  28.39,-,-,-,    876204,  20.56,  22.65,
                    GP use,     22294,   2.51,  75.06,      3788,   3.37,  75.79,    575958,  29.51,  93.87,    204811,  23.74,  89.84,-,-,-,    806850,  18.94,  92.08,
                    HOV use,      7394,   0.83,  24.90,      1210,   1.08,  24.21,     37589,   1.93,   6.13,     23152,   2.68,  10.16,-,-,-,     69346,   1.63,   7.91,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) IMZ Door-to-Door (D2D),        76,   0.01,   0.01,         0,      0,      0,       360,   0.02,   0.02,       143,   0.02,   0.02,-,-,-,       579,   0.01,   0.01,
                    IMZ D2D 1 pers,        65,   0.01,  85.53,         0,      0,      0,       307,   0.02,  85.28,       123,   0.01,  86.01,-,-,-,       495,   0.01,  85.49,
                    IMZ D2D 2 pers,         9,   0.00,  11.84,         0,      0,      0,        42,   0.00,  11.67,        16,   0.00,  11.19,-,-,-,        67,   0.00,  11.57,
                    IMZ D2D 3+ pers,         2,   0.00,   2.63,         0,      0,      0,        11,   0.00,   3.06,         4,   0.00,   2.80,-,-,-,        17,   0.00,   2.94
            4) School Trips,-,-,-,-,-,-,-,-,-,-,-,-,    371936,  83.50,  83.50,    371936,   8.73,  83.50,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     50593,  11.36,  13.60,     50593,   1.19,  13.60,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     54500,  12.24,  14.65,     54500,   1.28,  14.65,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    266843,  59.91,  71.74,    266843,   6.26,  71.74,
                    K-6,-,-,-,-,-,-,-,-,-,-,-,-,    171429,  38.49,  46.09,    171429,   4.02,  46.09,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     19267,   4.33,  11.24,     19267,   0.45,  11.24,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,         0,      0,      0,         0,      0,      0,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    152162,  34.16,  88.76,    152162,   3.57,  88.76,
                    7-12,-,-,-,-,-,-,-,-,-,-,-,-,    200507,  45.01,  53.91,    200507,   4.71,  53.91,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     31326,   7.03,  15.62,     31326,   0.74,  15.62,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     54500,  12.24,  27.18,     54500,   1.28,  27.18,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    114681,  25.75,  57.20,    114681,   2.69,  57.20
        3) Transit,     20809,   2.34,   2.42,     18491,  16.43,  21.61,      8764,   0.45,   0.49,      1739,   0.20,   0.22,-,-,-,     49804,   1.17,   1.27
            4) Local Bus (LCL),      8043,   0.91,  38.65,      6773,   6.02,  36.63,      3224,   0.17,  36.79,       644,   0.07,  37.01,-,-,-,     18684,   0.44,  37.51,
                    LCL Walk,      7529,   0.85,  93.61,      5675,   5.04,  83.80,      3141,   0.16,  97.41,       626,   0.07,  97.21,-,-,-,     16971,   0.40,  90.83,
                    LCL Drive,       514,   0.06,   6.39,      1097,   0.98,  16.20,        84,   0.00,   2.59,        18,   0.00,   2.79,-,-,-,      1713,   0.04,   9.17
            4) Core Bus (COR),         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0,
                    COR Walk,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00,
                    COR Drive,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00
            4) Bus-Rapid Transit (BRT),      1416,   0.16,   6.80,      4249,   3.78,  22.98,       631,   0.03,   7.20,       161,   0.02,   9.27,-,-,-,      6457,   0.15,  12.96,
                    BRT Walk,      1344,   0.15,  94.92,      3137,   2.79,  73.82,       627,   0.03,  99.37,       161,   0.02,  99.85,-,-,-,      5269,   0.12,  81.60,
                    BRT Drive,        72,   0.01,   5.08,      1112,   0.99,  26.18,         4,   0.00,   0.63,         0,   0.00,   0.15,-,-,-,      1188,   0.03,  18.40
            4) Express Bus (EXP),       449,   0.05,   2.16,       203,   0.18,   1.10,        49,   0.00,   0.56,        13,   0.00,   0.78,-,-,-,       714,   0.02,   1.43,
                    EXP Walk,       193,   0.02,  43.00,        68,   0.06,  33.38,        44,   0.00,  90.94,        13,   0.00,  99.99,-,-,-,       319,   0.01,  44.62,
                    EXP Drive,       256,   0.03,  57.00,       135,   0.12,  66.62,         4,   0.00,   9.06,         0,   0.00,   0.01,-,-,-,       395,   0.01,  55.38
            4) Light-Rail Transit (LRT),      6894,   0.78,  33.13,      3989,   3.54,  21.57,      3844,   0.20,  43.86,       724,   0.08,  41.62,-,-,-,     15451,   0.36,  31.02,
                    LRT Walk,      5513,   0.62,  79.97,      2789,   2.48,  69.92,      3403,   0.17,  88.53,       687,   0.08,  94.93,-,-,-,     12393,   0.29,  80.21,
                    LRT Drive,      1381,   0.16,  20.03,      1200,   1.07,  30.08,       441,   0.02,  11.47,        37,   0.00,   5.07,-,-,-,      3058,   0.07,  19.79
            4) Commuter-Rail Transit (CRT),      3985,   0.45,  19.15,      3278,   2.91,  17.73,       995,   0.05,  11.35,       188,   0.02,  10.81,-,-,-,      8446,   0.20,  16.96,
                    CRT Walk,      1298,   0.15,  32.58,       942,   0.84,  28.74,       409,   0.02,  41.12,       137,   0.02,  72.69,-,-,-,      2786,   0.07,  32.99,
                    CRT Drive,      2687,   0.30,  67.42,      2336,   2.08,  71.26,       586,   0.03,  58.88,        51,   0.01,  27.31,-,-,-,      5660,   0.13,  67.01,
  
   Model: v10x,
   Scenario: C53,
   RunYear: 2023,
   Socio-Economic year modeled:         2023,
   Network infrastructure year modeled: 2023,
   Period the results apply to:  Peak Period,
   Shares\RegionShares_Pk.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
