I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,HBSch,HBO,NHB,TTUNIQUE,HBOthnTT,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk,IX_MD,XI_MD,XX_MD,IX_HV,XI_HV,XX_HV
         1,        11,      219.04,       87.92,        5.58,       60.86,           0,           0,           0,        6.47,        1.90,           0,           0,           0,       14.47,       26.77,       15.29,           0,           0,           0,       66.45,        8.32,           0,       60.86,       97.97,       10.02,        6.66,        0.28,           0,        0.72,        7.10,        2.97,        1.01,        2.72,           0,       16.53,        7.91,        2.07,        0.14,        0.20,           0,        1.58,        6.49,        1.27,        2.13,        3.82,           0,           0,           0,           0,           0,           0
         1,        12,     1044.32,      285.09,        9.69,      438.21,        0.11,           0,        9.00,       43.18,       20.10,           0,           0,           0,       66.66,      114.65,       58.15,           0,           0,        0.11,      447.89,       63.19,      168.00,      270.21,      318.33,       33.22,       44.04,        0.87,           0,        3.10,       34.14,       13.24,        4.53,       11.69,        0.02,       71.06,       34.76,        7.98,        0.40,        0.52,           0,        5.91,       29.45,        3.95,        6.33,       12.51,           0,           0,           0,           0,           0,           0
         1,        13,      392.35,      123.74,       10.32,      171.30,           0,           0,        2.00,       20.32,       15.53,           0,           0,           0,       21.01,       22.19,        6.04,           0,           0,           0,      181.62,       35.82,           0,      171.30,      145.53,       21.58,       20.51,        0.19,           0,        0.70,       12.69,        4.06,        1.21,        2.35,           0,       13.88,        7.19,        1.09,           0,        0.03,           0,        0.16,        4.63,        0.11,        0.14,        1.00,           0,           0,           0,           0,           0,           0
         1,        14,      946.57,      324.23,       13.44,      384.12,           0,           0,        7.00,       52.89,       25.54,           0,           0,           0,       46.44,       71.76,       21.94,           0,           0,           0,      397.56,       78.15,           0,      384.12,      358.17,       33.67,       55.47,        2.85,           0,        3.24,       26.62,        9.34,        1.23,        6.08,           0,       48.06,       21.63,        1.88,        0.02,        0.24,           0,        1.15,       16.50,        0.34,        0.59,        3.36,           0,           0,           0,           0,           0,           0
         1,        15,        8.29,        2.39,           0,        0.44,           0,           0,           0,           0,           0,           0,           0,           0,        0.20,        1.46,        3.81,           0,           0,           0,        0.44,           0,           0,        0.44,        2.39,        0.02,           0,           0,           0,           0,        0.04,        0.13,        0.01,        0.02,           0,        1.22,        0.21,        0.03,           0,           0,           0,        0.10,        1.46,        0.14,        0.34,        1.77,           0,           0,           0,           0,           0,           0
         1,        16,      109.67,       39.06,        1.25,       21.06,           0,           0,           0,        2.09,        0.51,           0,           0,           0,        9.27,       17.29,       19.38,           0,           0,           0,       22.31,        2.60,           0,       21.06,       41.78,        2.74,        2.09,           0,           0,           0,        4.89,        3.28,        0.33,        0.77,           0,       12.71,        4.14,        0.45,           0,           0,           0,        0.74,       11.63,        0.76,        1.60,        4.65,           0,           0,           0,           0,           0,           0
         1,        17,      108.24,       38.65,        1.62,       27.71,           0,           0,           0,        2.15,        0.51,           0,           0,           0,        9.86,       15.67,       12.27,           0,           0,           0,       29.33,        2.66,           0,       27.71,       41.89,        3.53,        2.15,           0,           0,           0,        5.63,        3.34,        0.21,        0.68,           0,       11.28,        4.02,        0.37,           0,           0,           0,        0.29,        8.54,        0.25,        0.60,        2.59,           0,           0,           0,           0,           0,           0
         1,        18,        0.18,        0.10,           0,        0.06,           0,           0,           0,           0,           0,           0,           0,           0,        0.02,           0,           0,           0,           0,           0,        0.06,           0,           0,        0.06,        0.10,           0,           0,           0,           0,           0,           0,        0.02,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        19,        0.14,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.14,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.07,        0.07,           0,           0,           0,           0,           0,           0,           0
         1,        20,       11.99,        1.80,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.10,        1.32,        8.77,           0,           0,           0,           0,           0,           0,           0,        1.91,        0.16,           0,           0,           0,           0,           0,        0.10,           0,           0,           0,           0,        1.32,           0,           0,           0,           0,        0.16,        1.87,        1.62,        2.35,        2.77,           0,           0,           0,           0,           0,           0
         1,        21,        7.42,           0,           0,           0,           0,           0,        5.00,           0,           0,           0,           0,           0,           0,           0,        2.42,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,        0.96,        1.37,        0.04,           0,           0,           0,           0,           0,           0
         1,        22,        1.12,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        1.12,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.51,        0.61,           0,           0,           0,           0,           0,           0,           0
         1,        23,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        25,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,        27,     8949.76,           0,           0,           0,           0,           0,           0,           0,           0,     8190.43,           0,           0,           0,           0,           0,      536.43,      223.16,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,      536.43,           0,           0,      223.16,           0,           0
         2,         1,     3511.89,      543.60,      406.39,     1341.44,      271.11,      342.52,           0,       73.49,      168.20,           0,           0,           0,      299.70,       48.19,       17.32,           0,           0,      613.63,     1747.84,      241.63,           0,     1341.44,      602.77,       59.13,       78.09,        4.59,      265.86,        6.19,       18.04,        2.47,        0.74,        6.40,        0.09,        2.49,       42.86,        0.66,        0.41,        1.68,        2.33,        1.15,       10.53,        0.70,        0.28,        2.33,           0,           0,           0,           0,           0,           0
         2,         2,     3009.35,       66.91,      165.07,     1570.53,           0,           0,           0,       73.00,      272.50,           0,           0,           0,      827.22,       29.77,        4.36,           0,           0,           0,     1735.59,      345.50,           0,     1570.53,       74.33,        7.42,       76.15,        3.14,      807.11,        4.18,       10.49,        0.81,        0.30,        4.33,        0.03,        0.54,       28.37,        0.10,        0.09,        0.64,        0.13,        0.26,        3.48,        0.06,        0.03,        0.40,           0,           0,           0,           0,           0,           0
         2,         3,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,         4,      538.63,      128.54,        5.84,      207.49,       39.07,       10.28,           0,       30.34,       36.80,           0,           0,           0,       48.13,       23.32,        8.89,           0,           0,       49.34,      213.33,       67.14,           0,      207.49,      143.60,       15.07,       32.13,        1.79,       31.59,        2.61,        8.80,        1.69,        0.31,        3.13,        0.02,        1.29,       20.64,        0.34,        0.26,        0.77,        1.18,        1.09,        3.79,        0.79,        0.44,        1.60,           0,           0,           0,           0,           0,           0
         2,         5,      336.70,       86.24,        7.88,      144.86,       14.10,        2.66,           0,       20.26,       22.04,           0,           0,           0,       15.45,       16.38,        7.02,           0,           0,       16.76,      152.74,       42.21,           0,      144.86,       97.64,       11.49,       21.81,        1.55,        4.00,        1.87,        5.82,        1.28,        0.30,        2.18,        0.03,        1.10,       14.12,        0.23,        0.22,        0.68,        0.76,        0.60,        4.01,        0.37,        0.16,        1.11,           0,           0,           0,           0,           0,           0
         2,         6,        1.28,        0.01,           0,        0.26,           0,           0,           0,        0.01,        0.01,           0,           0,           0,        0.99,           0,           0,           0,           0,           0,        0.26,        0.02,           0,        0.26,        0.01,           0,        0.01,           0,        0.99,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,         7,        0.03,        0.01,           0,        0.02,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.02,           0,           0,        0.02,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,         8,      239.96,       56.59,        4.33,      102.13,       21.45,        0.22,           0,       16.99,       17.54,           0,           0,           0,       14.42,        6.14,        0.31,           0,           0,       21.67,      106.46,       34.49,           0,      102.13,       65.57,        9.10,       18.39,        1.40,        0.64,        2.28,        7.21,        1.45,        0.34,        2.50,           0,        0.17,        5.38,        0.03,        0.03,        0.53,        0.04,           0,        0.24,           0,           0,        0.03,           0,           0,           0,           0,           0,           0
         2,         9,       86.14,       20.38,        4.55,       38.95,        3.10,           0,           0,        4.84,        5.71,           0,           0,           0,        5.63,        2.82,        0.20,           0,           0,        3.10,       43.49,       10.55,           0,       38.95,       23.46,        3.06,        5.18,        0.34,           0,        0.68,        3.00,        0.71,        0.17,        1.07,           0,        0.02,        2.53,           0,           0,        0.27,           0,           0,        0.20,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        10,        0.11,           0,           0,        0.11,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.11,           0,           0,        0.11,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        11,       16.93,        9.52,        0.41,        5.10,           0,           0,           0,        0.18,           0,           0,           0,           0,        0.80,        0.67,        0.28,           0,           0,           0,        5.51,        0.18,           0,        5.10,       10.71,        1.24,        0.19,        0.01,           0,        0.01,        0.45,        0.14,        0.04,        0.17,           0,        0.23,        0.41,        0.03,           0,           0,           0,        0.01,        0.16,           0,        0.02,        0.09,           0,           0,           0,           0,           0,           0
         2,        12,       81.29,       33.44,        0.82,       36.25,           0,           0,           0,        1.81,        0.39,           0,           0,           0,        4.46,        3.19,        1.04,           0,           0,           0,       37.06,        2.19,        4.00,       32.25,       38.23,        4.85,        1.85,        0.06,           0,        0.07,        2.48,        0.81,        0.12,        0.99,           0,        1.21,        1.84,        0.12,        0.01,        0.01,           0,        0.03,        0.70,        0.02,        0.02,        0.27,           0,           0,           0,           0,           0,           0
         2,        13,       45.20,       14.80,        1.73,       24.68,           0,           0,           0,        1.17,        0.46,           0,           0,           0,        1.63,        0.71,        0.11,           0,           0,           0,       26.40,        1.63,           0,       24.68,       17.92,        3.11,        1.20,        0.02,           0,        0.03,        0.99,        0.29,        0.04,        0.28,           0,        0.18,        0.53,           0,           0,           0,           0,           0,        0.11,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        14,       82.45,       36.79,        1.34,       36.30,           0,           0,           0,        1.76,        0.26,           0,           0,           0,        3.63,        2.15,        0.36,           0,           0,           0,       37.62,        2.02,           0,       36.30,       42.12,        5.35,        1.81,        0.06,           0,        0.03,        2.37,        0.63,        0.03,        0.58,           0,        0.61,        1.54,        0.01,           0,           0,           0,           0,        0.34,           0,           0,        0.02,           0,           0,           0,           0,           0,           0
         2,        15,        0.19,        0.12,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.01,           0,        0.06,           0,           0,           0,           0,           0,           0,           0,        0.12,           0,           0,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,           0,           0,        0.01,           0,           0,           0,           0,           0,           0
         2,        16,        4.56,        3.54,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.49,        0.20,        0.34,           0,           0,           0,           0,           0,           0,           0,        3.99,        0.53,           0,           0,           0,           0,        0.25,        0.19,           0,        0.05,           0,        0.03,        0.17,           0,           0,           0,           0,           0,        0.30,           0,           0,        0.04,           0,           0,           0,           0,           0,           0
         2,        17,        4.90,        3.94,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.48,        0.22,        0.26,           0,           0,           0,           0,           0,           0,           0,        4.42,        0.56,           0,           0,           0,           0,        0.21,        0.21,           0,        0.06,           0,        0.03,        0.19,           0,           0,           0,           0,           0,        0.25,           0,           0,        0.01,           0,           0,           0,           0,           0,           0
         2,        18,        0.01,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        19,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        20,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        21,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        22,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        23,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        24,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        25,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         2,        27,      462.16,           0,           0,           0,           0,           0,           0,           0,           0,      457.45,           0,           0,           0,           0,           0,        3.57,        1.15,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        3.57,           0,           0,        1.15,           0,           0
         3,         1,        0.41,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.41,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.41,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         2,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         3,       22.28,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,       22.28,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,       22.28,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         4,       72.59,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,       72.59,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,       72.59,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         5,        7.26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        7.26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        7.26,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         6,        0.08,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.08,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.08,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         7,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         8,        1.72,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        1.72,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        1.72,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,         9,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,        10,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,        11,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,        12,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         3,        13,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
