Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,       94434.28,      127146.58,      827356.82,      115686.69,       50365.33,      159134.42,      419944.78,              0,              0,              0,              0,           0.25,              0,              0,              0,      259913.90,        9809.81,       22781.02,        4544.24,        2642.48,       10621.59,         923.81,       15216.33,       22052.42,         790.12,         276.06,        1966.90,        1354.91,         812.38,        6305.55,         364.16,         330.05,        1461.39
         1,      151224.74,      232609.70,     1117456.67,      117695.85,       92804.18,      136119.14,      377087.60,           1.40,              0,           0.31,           0.07,          41.69,              0,           0.59,           0.38,       45963.42,        9815.82,       24756.74,        4283.04,        2016.10,       10086.54,         471.40,       12213.49,       18281.62,         613.80,         174.95,        1451.12,         621.73,         551.26,        3405.34,         271.43,         189.77,         789.58
         2,      138899.75,      178904.76,      763039.06,       48135.94,       84932.04,      100435.69,      251923.69,          14.72,              0,           5.08,           2.58,         165.68,              0,           5.01,           3.42,       16456.82,        7561.72,       20181.05,        3567.82,        1605.78,        7972.71,         363.33,       10589.89,       13306.98,         583.87,         137.73,        1046.72,         636.10,         344.05,        2793.33,         246.77,         165.13,         615.63
         3,      123782.21,      116930.27,      518549.56,       30570.94,       48926.35,       70441.83,      162835.40,         607.33,              0,          29.77,           2.86,         594.83,              0,          56.64,           5.86,       12049.45,        6041.70,       16491.51,        3109.50,        1274.69,        6483.64,         301.66,        9412.27,       10024.49,         535.15,         111.96,         788.59,         633.26,         257.41,        2160.84,         196.79,         132.01,         493.64
         4,      111468.10,       73627.46,      349609.24,       11329.46,       26530.93,       55267.04,      113469.49,        1415.24,              0,         125.01,          11.85,        1242.77,              0,         160.03,          15.68,        9250.28,        4571.69,       12673.62,        2548.65,         971.82,        5019.89,         230.84,        8097.46,        7718.62,         465.50,          87.51,         611.91,         552.63,         193.46,        1611.86,         143.31,          97.27,         369.09
         5,      102548.38,       45648.03,      248852.10,        6118.74,       16690.04,       42626.46,       80528.63,        1802.23,              0,         203.42,          13.79,        2275.59,              0,         222.94,          22.37,        6889.59,        3435.51,        9735.37,        2009.26,         735.71,        3849.57,         170.95,        6782.39,        5715.88,         387.85,          60.25,         437.01,         458.99,         143.60,        1138.46,          98.50,          65.78,         256.19
         6,       94622.53,       28135.16,      183111.92,        3797.82,        9143.63,       32847.95,       57698.10,        1992.70,              0,         109.04,          23.80,        2725.29,              0,         117.25,          27.60,        5117.52,        2596.67,        7455.53,        1581.73,         552.24,        2966.96,         136.48,        5471.47,        4152.26,         305.58,          39.37,         302.45,         342.97,          90.14,         728.56,          55.60,          36.70,         158.19
         7,       84842.57,       19410.59,      139559.13,        2619.57,        5806.96,       27404.83,       44541.49,        2831.82,              0,         164.60,          30.82,        6927.36,              0,         211.19,          46.09,        3958.14,        2100.74,        6081.08,        1336.13,         465.56,        2438.89,         127.98,        4891.61,        3355.39,         276.96,          32.84,         241.12,         326.54,          82.16,         591.96,          51.23,          34.40,         138.66
         8,       75722.71,       13341.06,      108374.17,        1901.52,        3735.09,       22951.77,       35866.22,        1962.75,              0,         200.36,          50.59,        9106.96,              0,         272.78,          68.61,        2996.90,        1685.06,        5048.96,        1141.75,         389.84,        2012.95,         107.79,        4117.49,        2715.04,         230.11,          24.85,         197.66,         258.71,          55.86,         384.66,          35.32,          22.74,          87.11
         9,       67903.91,        9684.25,       90269.68,        1367.09,        2430.02,       20172.75,       29300.18,        1643.10,              0,         172.82,          59.63,        8024.67,              0,         215.31,          83.26,        2287.13,        1408.99,        4334.73,        1005.92,         354.37,        1740.36,         105.01,        3604.76,        2301.82,         206.19,          19.36,         164.13,         204.73,          47.83,         309.64,          30.33,          19.76,          69.28
