I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,TOT
    1,    1,  10999.67,         0,   8247.51,  60043.03,  24571.48,         0,         0,         0,  15829.07,   5608.57,   4173.59,         0,         0, 129472.92
    1,    2,     45.34,         0,         0,    351.96,    232.99,         0,         0,         0,    171.89,     48.90,     16.55,         0,         0,    867.63
    1,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.23,         0,         0,         0,         0,      0.23
    1,    4,   1944.56,         0,    581.65,   3767.75,   1500.90,         0,         0,         0,    431.96,    603.78,    531.75,         0,         0,   9362.35
    1,    5,   1218.19,    217.00,     42.45,   1489.55,    817.39,         0,         0,         0,    198.86,    404.08,    361.13,         0,         0,   4748.65
    1,    6,      0.02,         0,         0,      2.02,      0.15,         0,         0,         0,      3.90,      0.03,         0,         0,         0,      6.12
    1,    7,         0,         0,         0,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.05
    1,    8,    973.85,     24.00,     43.60,    873.27,    686.22,         0,         0,         0,    214.17,    134.24,     19.59,         0,         0,   2968.94
    1,    9,    212.93,         0,      3.59,    226.05,    147.93,         0,         0,         0,     70.76,     52.69,     10.00,         0,         0,    723.95
    1,   10,         0,         0,         0,      0.52,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.53
    1,   11,     83.00,         0,         0,     66.44,      8.37,         0,         0,         0,     14.47,     26.77,     15.29,         0,         0,    214.34
    1,   12,    270.52,      9.00,      0.11,    447.90,     63.28,         0,         0,         0,     66.66,    114.65,     58.15,         0,         0,   1030.27
    1,   13,    102.38,      2.00,         0,    181.62,     35.85,         0,         0,         0,     21.01,     22.19,      6.04,         0,         0,    371.09
    1,   14,    250.46,      7.00,         0,    397.56,     78.43,         0,         0,         0,     46.44,     71.76,     21.94,         0,         0,    873.59
    1,   15,      3.63,         0,         0,      0.44,         0,         0,         0,         0,      0.20,      1.46,      3.81,         0,         0,      9.54
    1,   16,     38.99,         0,         0,     22.31,      2.60,         0,         0,         0,      9.27,     17.29,     19.38,         0,         0,    109.84
    1,   17,     36.95,         0,         0,     29.33,      2.66,         0,         0,         0,      9.86,     15.67,     12.27,         0,         0,    106.74
    1,   18,      0.38,         0,         0,      0.06,         0,         0,         0,         0,      0.02,         0,         0,         0,         0,      0.46
    1,   19,      0.17,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.14,         0,         0,      0.31
    1,   20,      8.49,         0,         0,         0,         0,         0,         0,         0,      0.10,      1.32,      8.77,         0,         0,     18.68
    1,   21,      5.60,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,      2.42,         0,         0,     13.02
    1,   22,      0.57,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.12,         0,         0,      1.69
    1,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   27,         0,         0,         0,         0,         0,   8190.43,         0,         0,         0,         0,         0,    536.43,    223.16,   8950.02
    2,    1,    503.01,         0,    613.63,   1747.83,    241.69,         0,         0,         0,    299.70,     48.19,     17.32,         0,         0,   3471.37
    2,    2,    117.61,         0,         0,   1735.60,    345.50,         0,         0,         0,    827.22,     29.77,      4.36,         0,         0,   3060.06
    2,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,    4,    121.79,         0,     49.35,    213.33,     67.14,         0,         0,         0,     48.13,     23.32,      8.89,         0,         0,    531.95
    2,    5,     85.02,         0,     16.76,    152.74,     42.30,         0,         0,         0,     15.45,     16.38,      7.02,         0,         0,    335.67
    2,    6,         0,         0,         0,      0.26,      0.02,         0,         0,         0,      0.99,         0,         0,         0,         0,      1.27
    2,    7,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
    2,    8,     74.52,         0,     21.67,    106.46,     34.53,         0,         0,         0,     14.42,      6.14,      0.31,         0,         0,    258.05
    2,    9,     18.63,         0,      3.10,     43.50,     10.55,         0,         0,         0,      5.63,      2.82,      0.20,         0,         0,     84.43
    2,   10,         0,         0,         0,      0.11,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.11
    2,   11,      8.09,         0,         0,      5.51,      0.18,         0,         0,         0,      0.80,      0.67,      0.28,         0,         0,     15.53
    2,   12,     26.22,         0,         0,     37.07,      2.20,         0,         0,         0,      4.46,      3.19,      1.04,         0,         0,     74.18
    2,   13,      9.16,         0,         0,     26.41,      1.63,         0,         0,         0,      1.63,      0.71,      0.11,         0,         0,     39.65
    2,   14,     24.65,         0,         0,     37.64,      2.02,         0,         0,         0,      3.63,      2.15,      0.36,         0,         0,     70.45
    2,   15,      0.52,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,      0.06,         0,         0,      0.59
    2,   16,      4.80,         0,         0,         0,         0,         0,         0,         0,      0.49,      0.20,      0.34,         0,         0,      5.83
    2,   17,      4.43,         0,         0,         0,         0,         0,         0,         0,      0.48,      0.22,      0.26,         0,         0,      5.39
    2,   18,      0.06,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.06
    2,   19,      0.04,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.04
    2,   20,      1.76,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,         0,      1.77
    2,   21,      1.27,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.27
    2,   22,      0.30,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.30
    2,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   27,         0,         0,         0,         0,         0,    457.45,         0,         0,         0,         0,         0,      3.57,      1.15,    462.17
    3,    1,         0,         0,         0,         0,         0,         0,         0,         0,      0.41,         0,         0,         0,         0,      0.41
    3,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,    3,         0,         0,         0,         0,         0,         0,         0,         0,     22.28,         0,         0,         0,         0,     22.28
    3,    4,         0,         0,         0,         0,         0,         0,         0,         0,     72.59,         0,         0,         0,         0,     72.59
