Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,       89925.87,      120409.25,      775129.20,      112159.28,       48618.45,      151252.58,      397577.99,              0,              0,              0,              0,           0.24,              0,              0,              0,      245599.63,        9085.96,       21166.61,        4292.84,        2485.19,        9891.43,         869.86,       14527.18,       20025.07,         769.18,         271.43,        1903.95,        1441.92,         809.24,        6381.28,         352.48,         325.55,        1460.59
         1,      149032.51,      225617.39,     1088319.24,      118479.73,       89637.07,      133826.88,      370171.66,           0.98,              0,           0.25,           0.06,          33.70,              0,           0.42,           0.35,       48899.88,        9461.44,       23909.54,        4199.30,        1961.78,        9788.07,         457.78,       12049.37,       17397.32,         607.42,         180.63,        1493.15,         700.21,         582.37,        3720.91,         273.20,         195.46,         828.67
         2,      137562.06,      178427.01,      765751.92,       46336.21,       82374.77,      102526.58,      256843.50,           7.64,              0,           4.46,           2.67,         141.01,              0,           4.04,           3.33,       16537.12,        7453.22,       19779.05,        3525.60,        1588.40,        7867.16,         363.95,       10574.35,       12705.20,         583.48,         139.96,        1065.38,         723.94,         356.86,        3046.04,         252.32,         171.58,         650.87
         3,      123079.43,      120440.26,      531076.84,       32684.74,       52319.86,       71600.22,      167405.36,         343.57,              0,          19.09,           2.60,         503.72,              0,          33.82,           5.61,       12289.89,        6054.39,       16557.56,        3117.26,        1304.10,        6520.87,         307.95,        9618.48,        9768.62,         547.84,         114.16,         804.95,         727.12,         269.98,        2430.02,         204.86,         140.06,         532.27
         4,      111085.90,       77424.89,      364877.43,       12972.54,       27243.95,       56055.75,      117490.29,        1079.70,              0,         114.79,          11.77,        1100.97,              0,         142.17,          15.39,        9668.24,        4690.63,       12995.44,        2615.83,        1017.60,        5170.54,         236.45,        8256.67,        7578.79,         475.62,          89.87,         628.55,         631.99,         201.23,        1839.19,         148.90,         103.88,         402.88
         5,      101213.49,       48427.37,      261465.10,        6452.68,       17793.20,       44503.61,       85114.78,        1643.78,              0,         201.31,          13.36,        2032.35,              0,         221.01,          19.64,        7356.30,        3575.90,       10132.99,        2094.58,         773.27,        4013.15,         178.56,        7090.40,        5718.94,         405.86,          62.72,         452.86,         539.57,         154.42,        1355.98,         106.23,          73.86,         289.22
         6,       94485.94,       30316.51,      194140.54,        4015.58,       10055.03,       33906.88,       60537.11,        2057.44,              0,         114.62,          23.30,        2454.92,              0,         126.79,          25.88,        5551.95,        2735.53,        7878.43,        1665.32,         583.77,        3122.21,         141.75,        5727.80,        4199.44,         318.21,          40.80,         317.99,         441.39,          99.17,         913.63,          61.70,          42.28,         186.35
         7,       86475.67,       20753.64,      148114.32,        2762.27,        6476.45,       28475.51,       47188.87,        3031.19,              0,         169.93,          27.97,        6030.50,              0,         216.72,          41.19,        4326.45,        2197.68,        6371.36,        1397.00,         488.05,        2547.89,         125.65,        5057.19,        3344.21,         288.73,          35.18,         250.14,         425.22,          89.43,         749.11,          55.40,          38.04,         161.50
         8,       76725.59,       14371.13,      114112.99,        1975.08,        4160.98,       23641.72,       37663.59,        1895.91,              0,         186.11,          41.19,        7960.24,              0,         256.29,          64.01,        3319.24,        1752.77,        5244.95,        1179.91,         399.90,        2085.29,         105.11,        4269.31,        2711.79,         237.89,          26.13,         206.01,         374.95,          68.31,         542.45,          42.49,          28.40,         117.10
         9,       68363.40,       10360.70,       94152.79,        1414.64,        2657.98,       20665.45,       30573.82,        1404.32,              0,         153.32,          52.66,        6777.26,              0,         189.26,          67.21,        2543.71,        1471.05,        4497.43,        1032.57,         364.15,        1795.96,         103.84,        3744.91,        2319.01,         216.52,          22.13,         176.57,         317.16,          59.02,         453.59,          35.45,          23.88,          93.42
        10,       61593.97,        7137.27,       74847.56,        1091.96,        1865.33,       18185.06,       25102.95,        1099.59,              0,         187.75,          92.79,        4826.15,              0,         202.88,         111.92,        1942.33,        1226.89,        3798.94,         873.72,         294.40,        1501.45,          89.36,        3113.80,        2009.00,         175.15,          21.12,         153.64,         290.86,          53.62,         355.38,          35.23,          23.97,          83.52
        11,       55220.57,        5011.67,       62342.27,         830.55,        1371.22,       15484.63,       20336.31,        1182.20,              0,         249.34,          83.69,        4708.15,              0,         251.38,         102.53,        1510.22,        1003.99,        3252.29,         760.86,         247.94,        1275.22,          78.59,        2712.70,        1750.95,         156.12,          18.70,         137.48,         287.98,          45.22,         298.60,          27.93,          19.30,          68.04
