I,J,TOT,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,HBC,NHBW,NHBNW,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,HBSch,HBO,NHB,TTUNIQUE,HBOthnTT,Tot_HBW,Tel_HBW,Tot_NHBW,Tel_NHBW,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk,IX_MD,XI_MD,XX_MD,IX_HV,XI_HV,XX_HV
         1,         1,   133746.06,    11067.25,     9722.54,    49997.14,     4142.13,     4111.71,           0,     7227.92,    17209.28,           0,           0,           0,    20665.53,     5535.24,     4069.02,           0,           0,     8253.84,    59719.44,    24437.36,           0,    49997.14,    12293.69,     1226.88,     7700.77,      472.67,    16456.49,      792.79,     2028.96,      389.07,      157.11,      841.26,       57.14,      741.71,     4214.61,      121.33,       80.64,      319.81,      459.40,      332.07,     2330.79,      196.35,      139.46,      611.09,           0,           0,           0,           0,           0,           0
         1,         2,     1012.25,       69.36,        5.31,      386.45,           0,           0,           0,       83.81,      161.56,           0,           0,           0,      240.97,       49.13,       16.01,           0,           0,           0,      391.73,      245.34,           0,      386.45,       76.65,        7.34,       87.19,        3.41,      186.81,        9.86,       28.71,        3.92,        1.20,       10.49,        0.13,        2.91,       43.35,        0.67,        0.38,        1.70,        2.17,        1.02,        9.91,        0.61,        0.27,        2.03,           0,           0,           0,           0,           0,           0
         1,         3,        0.62,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.62,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.62,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         4,     9531.20,     1855.96,      443.74,     3494.76,      240.02,      340.43,           0,      638.41,      891.26,           0,           0,           0,      543.80,      579.02,      504.44,           0,           0,      580.45,     3938.44,     1529.59,           0,     3494.76,     2069.11,      213.19,      668.97,       30.17,      164.56,       53.15,      207.02,       39.07,       10.29,       69.72,        2.81,       73.75,      448.64,       17.58,       10.58,       25.67,       78.05,       59.84,      201.52,       53.60,       29.70,       81.75,           0,           0,           0,           0,           0,           0
         1,         5,     4801.21,     1237.92,       85.80,     1429.04,       14.72,       25.70,      217.00,      415.94,      412.14,           0,           0,           0,      246.43,      383.73,      335.23,           0,           0,       40.42,     1514.75,      827.63,           0,     1429.04,     1396.71,      160.31,      442.86,       26.94,       12.69,       31.49,      124.74,       29.83,        8.92,       38.77,        3.25,       51.23,      290.02,       12.54,        8.16,       18.53,       44.38,       36.03,      163.03,       29.14,       13.60,       49.04,           0,           0,           0,           0,           0,           0
         1,         6,        7.80,        0.07,           0,        2.06,           0,           0,           0,        0.04,        0.11,           0,           0,           0,        5.50,        0.02,           0,           0,           0,           0,        2.06,        0.15,           0,        2.06,        0.07,           0,        0.04,           0,        5.50,           0,           0,           0,           0,           0,           0,           0,        0.02,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         7,        0.11,        0.01,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,        0.05,           0,           0,           0,           0,           0,        0.05,           0,           0,        0.05,        0.01,           0,           0,           0,        0.05,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
         1,         8,     3104.90,      909.74,       13.28,      873.44,       12.91,       26.99,       24.00,      379.82,      328.51,           0,           0,           0,      254.64,      201.95,       81.01,           0,           0,       39.89,      886.72,      708.08,           0,      873.44,     1050.15,      141.56,      405.37,       25.93,        1.77,       31.98,      137.82,       30.89,        9.19,       42.99,        0.43,       19.51,      153.31,        3.49,        4.19,       21.02,       18.96,        7.41,       35.99,        6.96,        3.06,        8.63,           0,           0,           0,           0,           0,           0
         1,         9,      752.28,      163.53,       13.82,      209.81,        1.76,        1.88,           0,       76.58,       73.84,           0,           0,           0,       85.82,       82.25,       43.10,           0,           0,        3.64,      223.63,      150.40,           0,      209.81,      184.52,       20.63,       78.81,        2.27,           0,        8.55,       47.44,       13.76,        3.76,       12.31,        0.06,        7.48,       60.24,        0.79,        2.41,       11.27,        3.40,        4.06,       25.03,        3.36,        2.01,        5.25,           0,           0,           0,           0,           0,           0
         1,        10,        0.52,           0,           0,        0.51,           0,           0,           0,           0,        0.01,           0,           0,           0,           0,           0,           0,           0,           0,           0,        0.51,        0.01,           0,        0.51,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
