I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,II_LT,II_MD,II_HV,Ext_MD,Ext_HV,TOT
    1,    1,  10839.51,         0,   8253.84,  59719.68,  24437.20,         0,         0,         0,  20665.53,   5535.24,   4069.02,         0,         0, 133520.02
    1,    2,     46.03,         0,         0,    391.76,    245.37,         0,         0,         0,    240.97,     49.13,     16.01,         0,         0,    989.27
    1,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.62,         0,         0,         0,         0,      0.62
    1,    4,   1966.86,         0,    580.45,   3938.50,   1529.67,         0,         0,         0,    543.80,    579.02,    504.44,         0,         0,   9642.74
    1,    5,   1249.37,    217.00,     40.42,   1514.84,    828.08,         0,         0,         0,    246.43,    383.73,    335.23,         0,         0,   4815.10
    1,    6,      0.02,         0,         0,      2.06,      0.15,         0,         0,         0,      5.50,      0.02,         0,         0,         0,      7.75
    1,    7,         0,         0,         0,      0.05,         0,         0,         0,         0,      0.05,         0,         0,         0,         0,      0.10
    1,    8,   1000.57,     24.00,     39.90,    886.72,    708.33,         0,         0,         0,    254.64,    201.95,     81.01,         0,         0,   3197.12
    1,    9,    222.41,         0,      3.64,    223.63,    150.42,         0,         0,         0,     85.82,     82.25,     43.10,         0,         0,    811.27
    1,   10,         0,         0,         0,      0.51,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.52
    1,   11,     88.05,         0,         0,     70.78,     10.47,         0,         0,         0,     19.15,     27.65,     18.42,         0,         0,    234.52
    1,   12,    288.16,      9.00,      0.09,    461.93,     74.30,         0,         0,         0,     87.90,    113.67,     70.39,         0,         0,   1105.44
    1,   13,    110.19,      2.00,         0,    183.35,     40.09,         0,         0,         0,     27.91,     21.74,      7.82,         0,         0,    393.10
    1,   14,    270.33,      7.00,         0,    429.09,     97.85,         0,         0,         0,     65.22,     72.97,     27.98,         0,         0,    970.44
    1,   15,      4.21,         0,         0,      0.73,         0,         0,         0,         0,      0.64,      2.34,      4.82,         0,         0,     12.74
    1,   16,     45.19,         0,         0,     29.52,      5.18,         0,         0,         0,     16.82,     21.47,     25.07,         0,         0,    143.25
    1,   17,     42.38,         0,         0,     38.81,      5.60,         0,         0,         0,     16.90,     18.26,     15.45,         0,         0,    137.40
    1,   18,      0.44,         0,         0,      0.06,         0,         0,         0,         0,      0.07,         0,      0.01,         0,         0,      0.58
    1,   19,      0.24,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.14,         0,         0,      0.38
    1,   20,     12.07,         0,         0,         0,         0,         0,         0,         0,      0.39,      2.80,     10.27,         0,         0,     25.53
    1,   21,      7.67,      5.00,         0,         0,         0,         0,         0,         0,         0,         0,      2.73,         0,         0,     15.40
    1,   22,      0.91,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.32,         0,         0,      2.23
    1,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    1,   27,         0,         0,         0,         0,         0,   7766.06,         0,         0,         0,         0,         0,    539.54,    225.33,   8530.93
    2,    1,    490.39,         0,    616.15,   1771.58,    247.33,         0,         0,         0,    412.08,     48.52,     16.79,         0,         0,   3602.84
    2,    2,    114.59,         0,         0,   1679.44,    330.95,         0,         0,         0,   1053.39,     26.93,      3.74,         0,         0,   3209.04
    2,    3,         0,         0,         0,         0,         0,         0,         0,         0,      0.04,         0,         0,         0,         0,      0.04
    2,    4,    124.10,         0,     48.05,    218.23,     68.51,         0,         0,         0,     60.50,     22.04,      7.94,         0,         0,    549.37
    2,    5,     87.75,         0,     15.95,    154.33,     44.47,         0,         0,         0,     19.40,     15.68,      6.24,         0,         0,    343.82
    2,    6,         0,         0,         0,      0.28,      0.02,         0,         0,         0,      1.37,         0,         0,         0,         0,      1.67
    2,    7,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
    2,    8,     77.18,         0,     20.62,    104.83,     35.67,         0,         0,         0,     17.02,      8.61,      1.33,         0,         0,    265.26
    2,    9,     19.54,         0,      3.67,     42.30,     10.86,         0,         0,         0,      6.75,      3.92,      0.69,         0,         0,     87.73
    2,   10,         0,         0,         0,      0.11,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.11
    2,   11,      8.62,         0,         0,      7.83,      0.34,         0,         0,         0,      1.18,      0.75,      0.31,         0,         0,     19.03
    2,   12,     28.12,         0,         0,     45.01,      3.33,         0,         0,         0,      6.36,      3.19,      1.25,         0,         0,     87.26
    2,   13,      9.77,         0,         0,     28.77,      2.34,         0,         0,         0,      2.26,      0.69,      0.13,         0,         0,     43.96
    2,   14,     26.69,         0,         0,     52.39,      3.54,         0,         0,         0,      5.71,      2.26,      0.45,         0,         0,     91.04
    2,   15,      0.62,         0,         0,         0,         0,         0,         0,         0,      0.02,      0.01,      0.11,         0,         0,      0.76
    2,   16,      5.50,         0,         0,      0.47,         0,         0,         0,         0,      1.18,      0.30,      0.43,         0,         0,      7.88
    2,   17,      5.03,         0,         0,      0.27,         0,         0,         0,         0,      1.30,      0.33,      0.30,         0,         0,      7.23
    2,   18,      0.07,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.07
    2,   19,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.05
    2,   20,      2.19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      2.19
    2,   21,      1.65,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      1.65
    2,   22,      0.45,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.45
    2,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   25,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.01
    2,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    2,   27,         0,         0,         0,         0,         0,    297.98,         0,         0,         0,         0,         0,      3.26,      1.42,    302.66
    3,    1,         0,         0,         0,         0,         0,         0,         0,         0,      1.20,         0,         0,         0,         0,      1.20
    3,    2,         0,         0,         0,         0,         0,         0,         0,         0,      0.05,         0,         0,         0,         0,      0.05
    3,    3,         0,         0,         0,         0,         0,         0,         0,         0,     21.30,         0,         0,         0,         0,     21.30
    3,    4,         0,         0,         0,         0,         0,         0,         0,         0,     76.61,         0,         0,         0,         0,     76.61
    3,    5,         0,         0,         0,         0,         0,         0,         0,         0,      8.76,         0,         0,         0,         0,      8.76
    3,    6,         0,         0,         0,         0,         0,         0,         0,         0,      0.08,         0,         0,         0,         0,      0.08
    3,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,    8,         0,         0,         0,         0,         0,         0,         0,         0,      2.71,         0,         0,         0,         0,      2.71
    3,    9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   11,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   12,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   14,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   15,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   16,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   17,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   18,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   20,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   22,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    3,   27,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
    4,    1,   2971.71,         0,     67.01,   2414.48,   1133.32,         0,         0,         0,    488.04,    552.49,    483.70,         0,         0,   8110.75
    4,    2,     21.15,         0,         0,     42.48,     46.46,         0,         0,         0,     45.89,     21.37,      7.29,         0,         0,    184.64
    4,    3,         0,         0,         0,         0,         0,         0,         0,         0,     68.17,         0,         0,         0,         0,     68.17
    4,    4,  40258.29,         0,  40272.96, 253908.89,  72662.70,         0,         0,         0,  43108.80,  10637.31,   8469.61,         0,         0, 469318.56
    4,    5,  27929.83,   2898.00,   3936.22,  75839.92,  23520.58,         0,         0,         0,   4926.85,   3884.07,   3139.04,         0,         0, 146074.51
    4,    6,      2.93,         0,         0,     79.65,      9.42,         0,         0,         0,     90.39,      0.72,      0.11,         0,         0,    183.22
    4,    7,      1.15,         0,         0,      1.26,      0.28,         0,         0,         0,     46.87,         0,         0,         0,         0,     49.56
    4,    8,  19406.51,    422.00,   2231.00,  34284.47,  11716.22,         0,         0,         0,   2673.16,   1114.82,    442.73,         0,         0,  72290.91
    4,    9,   2870.87,         0,     72.76,   2164.12,   1433.11,         0,         0,         0,    475.54,    324.83,    160.42,         0,         0,   7501.65
    4,   10,         0,         0,         0,      4.87,      0.26,         0,         0,         0,      2.69,         0,         0,         0,         0,      7.82
    4,   11,    866.82,         0,      0.08,    529.35,    118.25,         0,         0,         0,    110.73,    121.85,     55.14,         0,         0,   1802.22
    4,   12,   3004.90,     41.00,      2.86,   2742.93,    699.81,         0,         0,         0,    487.69,    475.99,    210.98,         0,         0,   7666.16
    4,   13,   1350.84,      2.00,         0,   1159.34,    298.92,         0,         0,         0,    146.67,     96.89,     29.42,         0,         0,   3084.08
    4,   14,   2880.00,    234.00,      1.47,   2999.32,    949.44,         0,         0,         0,    425.94,    353.27,     88.17,         0,         0,   7931.61
    4,   15,     46.91,         0,      0.01,     41.70,     20.31,         0,         0,         0,     21.66,     40.69,     12.80,         0,         0,    184.08
    4,   16,    476.45,      1.00,      0.19,    527.50,    275.64,         0,         0,         0,    191.65,    173.45,     70.95,         0,         0,   1716.83
