Bin,HBW,HBShp,HBOth,HBSch_Pr,HBSch_Sc,NHBW,NHBNW,IX,IX_LT,IX_MD,IX_HV,XI,XI_LT,XI_MD,XI_HV,II_LT_D2D,II_LT_HnS,II_LT_Lcl,II_LT_Reg,II_LT_LHl,II_LT_Unk,II_MD_D2D,II_MD_HnS,II_MD_Lcl,II_MD_Reg,II_MD_LHl,II_MD_Unk,II_HV_D2D,II_HV_HnS,II_HV_Lcl,II_HV_Reg,II_HV_LHl,II_HV_Unk
         0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           0.24,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0
         2,       10346.25,        5940.47,       86232.14,       17406.27,        5838.77,       25830.31,       42622.95,              0,              0,              0,              0,              0,              0,              0,              0,      103102.86,        1447.82,        3130.77,         741.13,         375.71,        1698.35,         150.19,        2039.21,        4493.83,         151.09,          85.40,         458.77,         389.88,         122.50,        2257.59,         118.63,         114.69,         456.79
         3,       16498.39,       17147.00,      207281.58,       32651.30,       12840.45,       19367.72,       48136.44,           0.42,              0,           0.25,           0.03,          20.82,              0,           0.28,           0.02,       72611.08,        1676.71,        4153.80,         809.28,         426.47,        2182.74,         165.13,        3054.10,        2874.67,         179.29,          46.91,         283.17,         523.81,         210.13,         980.03,         110.95,         110.07,         429.51
         4,       39071.91,       58194.22,      419622.65,       72216.00,       35186.67,       40815.41,      140576.08,           1.35,              0,           1.83,           0.03,          63.40,              0,           1.31,           0.43,       77872.00,        3223.14,        7669.42,        1475.20,         663.93,        3447.52,         289.68,        3388.43,        6072.15,         133.56,          51.69,         514.69,         283.00,         294.29,        1276.75,          67.98,          60.55,         295.62
         5,       45103.37,       72960.21,      416236.93,       60507.15,       38182.54,       41051.97,      121535.40,          29.23,              0,           3.34,           0.44,         190.35,              0,           3.78,           0.47,       19100.13,        2838.01,        7100.38,        1261.87,         574.55,        3130.65,          99.97,        2807.76,        6559.00,         161.95,          81.97,         581.10,         161.81,         311.55,        1363.12,          78.90,          67.89,         336.31
         6,       65208.92,      103326.65,      461955.02,       38548.20,       35786.96,       60163.09,      181214.11,         225.48,              0,          52.33,           2.71,         466.97,              0,          59.86,           4.98,       12480.84,        4011.52,       10355.82,        1860.94,         884.28,        4220.34,         135.32,        3529.27,        7653.00,         186.39,          81.04,         685.14,         203.52,         226.25,        1620.04,         100.72,          69.38,         319.10
         7,       69056.87,      104986.77,      450497.19,       26712.13,       43887.87,       59527.52,      166930.87,         484.80,              0,          65.07,           6.50,         527.40,              0,          68.99,           8.97,        9760.18,        4408.66,       11303.58,        1994.40,         993.67,        4515.16,         188.00,        4612.64,        7477.58,         247.00,          82.61,         664.30,         283.29,         187.61,        1568.65,         132.37,          84.70,         327.36
         8,       67996.70,      101022.23,      393774.06,       24916.16,       48228.54,       52554.86,      141903.11,        1795.74,              0,         130.78,          12.31,        1169.75,              0,         136.84,           8.11,        8578.78,        3687.75,        9916.32,        1828.01,         817.10,        4029.42,         208.63,        4804.65,        6487.73,         270.83,          66.82,         555.80,         303.28,         168.52,        1447.42,         116.48,          77.55,         309.61
         9,       71324.03,       89575.84,      340499.54,       22275.23,       36256.45,       52490.89,      131794.20,        2052.01,              0,         142.51,           9.95,        2496.96,              0,         201.61,          24.77,        8562.81,        3755.93,       10563.21,        1928.14,         888.51,        4122.51,         182.96,        4978.06,        6064.75,         266.30,          68.79,         524.17,         307.68,         152.28,        1348.77,         109.01,          72.82,         276.43
